rule,level,ratio,ratio_lo,ratio_hi,chi_median,u56_over_b136,ub_lo,ub_hi,p_u56_narrower,narrowest,widest
FIXED_K,12.0,1.5768276543437005,1.277215930823076,2.287948497564069,1.2679921852490263,0.9779631677835043,0.6875137220020285,1.3909702787465663,0.543,U56,SMALL665
FIXED_K,24.0,1.5114331975296191,1.1594092452777747,2.1735573984216914,1.2679921852490263,0.9451414652533762,0.6886211923304139,1.2670184044550086,0.6485,U56,SMALL665
FIXED_K,36.0,2.171087797926772,1.5125738557806523,3.115629546963088,1.2679921852490263,0.652011191818606,0.4465837749771228,0.9180431700803058,0.994,U56,SMALL665
RATIO_K,0.0541,1.1415087017885308,1.04902057490316,1.6952541407307307,1.2679921852490263,0.9637451693759445,0.7042747915045127,1.3358327859765344,0.5935,SMALL665,B136
RATIO_K,0.2667,1.9647293363515432,1.3634121498684748,2.743350236046685,1.2679921852490263,1.5038036947219076,1.0028402409415151,2.162210253215504,0.0245,SMALL665,U56
RATIO_K,0.6545,1.5873902994263023,1.206507574115614,2.317977413744232,1.2679921852490263,1.5873902994263023,1.1248573504840476,2.1361781118598104,0.0055,B136,U56
DISJOINT,12.0,1.7336642122971364,1.4709597070768512,2.295892281228429,,1.0056399083471987,0.7570439176252651,1.3298061285301976,0.492,B136,SMALL665
DISJOINT,24.0,1.534468379951348,1.1013884673427778,2.8698683404806298,,0.6516914998481141,0.36008856913747245,1.0741021362653818,0.9435,U56,B136
