seed_base,panel,ladder,rung_set,chooser,k,pick,default,is_gap,gap_SE,IS_floor,gap_over_SE,gap_over_floor,floor_is_inf
11321132,U56,CADENCE,EXT,C_ISCAGR,9,2W,W,0.003945616455238055,0.010922497671457778,0.021974635303114054,0.3612375643300504,0.17955321673433716,False
11321132,U56,CADENCE,EXT,C_ISDD,9,D,W,0.008624412936449888,0.01034657732757909,inf,0.8335522621051964,0.0,True
11321132,B136,N,CORE,C_ISSHARPE,9,8,20,0.15090677311630185,0.12605657306279983,0.1870058979110616,1.197135297666088,0.8069626402268437,False
11321132,B136,N,CORE,C_ISCAGR,9,5,20,0.07730095238139922,0.043524410197269346,0.03648205500645174,1.7760367580178942,2.1188760437899887,False
11321132,B136,N,CORE,C_ISDD,9,30,20,0.014522091977295037,0.017247847347693756,0.04607254131044003,0.8419654745632251,0.3152005850826452,False
11321132,B136,N,EXT,C_ISSHARPE,9,8,20,0.15090677311630185,0.12605657306279983,0.1870058979110616,1.197135297666088,0.8069626402268437,False
11321132,B136,N,EXT,C_ISCAGR,9,5,20,0.07730095238139922,0.043524410197269346,0.03648205500645174,1.7760367580178942,2.1188760437899887,False
11321132,B136,N,EXT,C_ISDD,9,30,20,0.014522091977295037,0.017247847347693756,0.04607254131044003,0.8419654745632251,0.3152005850826452,False
11321132,B136,H,CORE,C_ISSHARPE,4,63,126,0.0716018262801199,0.11171945506423474,inf,0.6409074072098847,0.0,True
11321132,B136,H,CORE,C_ISCAGR,4,63,126,0.014559751096188567,0.01770458081970208,inf,0.8223719750532658,0.0,True
11321132,B136,H,CORE,C_ISDD,4,21,126,0.013057002923771432,0.019710761790976437,inf,0.6624301517229493,0.0,True
11321132,B136,H,EXT,C_ISSHARPE,9,378,126,0.07610413502982483,0.1473908145188248,inf,0.5163424551134751,0.0,True
11321132,B136,H,EXT,C_ISCAGR,9,84,126,0.01614666787288921,0.016288785351042157,0.024316266226391603,0.9912751334682021,0.6640274342515817,False
11321132,B136,H,EXT,C_ISDD,9,84,126,0.01625720296556965,0.018144143261651844,inf,0.8960027889511711,0.0,True
11321132,B136,GROSS,CORE,C_ISSHARPE,10,0.75,0.75,0.0,0.0,0.000332938823043083,,0.0,False
11321132,B136,GROSS,CORE,C_ISCAGR,10,0.75,0.75,0.0,0.0,0.010699570567539674,,0.0,False
11321132,B136,GROSS,CORE,C_ISDD,10,0.3,0.75,0.08685697914224566,0.023019445857878847,0.009494677409747299,3.7732002620087917,9.147965264525755,False
11321132,B136,GROSS,EXT,C_ISSHARPE,10,0.75,0.75,0.0,0.0,0.000332938823043083,,0.0,False
11321132,B136,GROSS,EXT,C_ISCAGR,10,0.75,0.75,0.0,0.0,0.010699570567539674,,0.0,False
11321132,B136,GROSS,EXT,C_ISDD,10,0.3,0.75,0.08685697914224566,0.023019445857878847,0.009494677409747299,3.7732002620087917,9.147965264525755,False
11321132,B136,CADENCE,CORE,C_ISSHARPE,4,W,W,0.0,0.0,inf,,0.0,True
11321132,B136,CADENCE,CORE,C_ISCAGR,4,W,W,0.0,0.0,inf,,0.0,True
11321132,B136,CADENCE,CORE,C_ISDD,4,D,W,0.007648003967920758,0.01609893779782504,inf,0.4750626447512581,0.0,True
11321132,B136,CADENCE,EXT,C_ISSHARPE,9,2M,W,0.09713074882224837,0.12075422135782397,0.1438499401339135,0.8043673151137836,0.6752227267653148,False
11321132,B136,CADENCE,EXT,C_ISCAGR,9,2M,W,0.01608398993488591,0.01934480763845355,0.026600533175633156,0.8314370571932804,0.6046491560409512,False
11321132,B136,CADENCE,EXT,C_ISDD,9,D,W,0.007648003967920758,0.01609893779782504,inf,0.4750626447512581,0.0,True
11171117,U56,N,CORE,C_ISSHARPE,9,40,20,0.06429587508223422,0.08900187547637864,inf,0.7224103395360307,0.0,True
11171117,U56,N,CORE,C_ISCAGR,9,5,20,0.04853267792682936,0.03554726377983673,0.04116943564755715,1.3652999630975329,1.178852154843884,False
11171117,U56,N,CORE,C_ISDD,9,40,20,0.013708304391296444,0.01419951808365964,0.05736720675685281,0.9654063124206681,0.2389571528102842,False
11171117,U56,N,EXT,C_ISSHARPE,9,40,20,0.06429587508223422,0.08900187547637864,inf,0.7224103395360307,0.0,True
11171117,U56,N,EXT,C_ISCAGR,9,5,20,0.04853267792682936,0.03554726377983673,0.04116943564755715,1.3652999630975329,1.178852154843884,False
11171117,U56,N,EXT,C_ISDD,9,40,20,0.013708304391296444,0.01419951808365964,0.05736720675685281,0.9654063124206681,0.2389571528102842,False
11171117,U56,H,CORE,C_ISSHARPE,4,252,126,0.019602399891597955,0.08921188738432209,inf,0.21972856383086498,0.0,True
11171117,U56,H,CORE,C_ISCAGR,4,252,126,0.002657265328260827,0.011849975201341177,inf,0.22424226912813106,0.0,True
11171117,U56,H,CORE,C_ISDD,4,21,126,0.021263069739152485,0.019296472071683713,inf,1.1019148816510673,0.0,True
11171117,U56,H,EXT,C_ISSHARPE,9,378,126,0.3066029279586766,0.11971780269056333,0.17914759512563094,2.5610470712627302,1.7114543331919414,False
11171117,U56,H,EXT,C_ISCAGR,9,378,126,0.020878339375348,0.013397672110275781,0.020347298838580663,1.558355750424335,1.0260988223046308,False
11171117,U56,H,EXT,C_ISDD,9,378,126,0.023873216446242296,0.026504874878050463,inf,0.9007103997315027,0.0,True
11171117,U56,GROSS,CORE,C_ISSHARPE,10,0.75,0.75,0.0,0.0,inf,,0.0,True
11171117,U56,GROSS,CORE,C_ISCAGR,10,0.75,0.75,0.0,0.0,0.009274828676011593,,0.0,False
11171117,U56,GROSS,CORE,C_ISDD,10,0.3,0.75,0.08268911515257682,0.021064119089253763,0.009028207558621548,3.925590944591751,9.158973651819988,False
11171117,U56,GROSS,EXT,C_ISSHARPE,10,0.75,0.75,0.0,0.0,inf,,0.0,True
11171117,U56,GROSS,EXT,C_ISCAGR,10,0.75,0.75,0.0,0.0,0.009274828676011593,,0.0,False
11171117,U56,GROSS,EXT,C_ISDD,10,0.3,0.75,0.08268911515257682,0.021064119089253763,0.009028207558621548,3.925590944591751,9.158973651819988,False
11171117,U56,CADENCE,CORE,C_ISSHARPE,4,W,W,0.0,0.0,inf,,0.0,True
11171117,U56,CADENCE,CORE,C_ISCAGR,4,W,W,0.0,0.0,inf,,0.0,True
11171117,U56,CADENCE,CORE,C_ISDD,4,D,W,0.008624412936449888,0.01060145312280106,inf,0.8135123399169634,0.0,True
11171117,U56,CADENCE,EXT,C_ISSHARPE,9,2W,W,0.04565955615397521,0.07357485857391946,0.18686423220026505,0.6205863937625079,0.2443461523714245,False
11171117,U56,CADENCE,EXT,C_ISCAGR,9,2W,W,0.003945616455238055,0.010632962347092472,0.025962057882678247,0.3710740550413933,0.15197625985845098,False
11171117,U56,CADENCE,EXT,C_ISDD,9,D,W,0.008624412936449888,0.01060145312280106,inf,0.8135123399169634,0.0,True
11171117,B136,N,CORE,C_ISSHARPE,9,8,20,0.15090677311630185,0.12612959909399998,0.1870058979110616,1.1964421848660305,0.8069626402268437,False
11171117,B136,N,CORE,C_ISCAGR,9,5,20,0.07730095238139922,0.044072327693005314,0.03648205500645174,1.7539566532508697,2.1188760437899887,False
11171117,B136,N,CORE,C_ISDD,9,30,20,0.014522091977295037,0.017096008654613602,0.04607254131044003,0.849443415166735,0.3152005850826452,False
11171117,B136,N,EXT,C_ISSHARPE,9,8,20,0.15090677311630185,0.12612959909399998,0.1870058979110616,1.1964421848660305,0.8069626402268437,False
11171117,B136,N,EXT,C_ISCAGR,9,5,20,0.07730095238139922,0.044072327693005314,0.03648205500645174,1.7539566532508697,2.1188760437899887,False
11171117,B136,N,EXT,C_ISDD,9,30,20,0.014522091977295037,0.017096008654613602,0.04607254131044003,0.849443415166735,0.3152005850826452,False
11171117,B136,H,CORE,C_ISSHARPE,4,63,126,0.0716018262801199,0.11240701714301465,inf,0.6369871570297201,0.0,True
11171117,B136,H,CORE,C_ISCAGR,4,63,126,0.014559751096188567,0.01776359570231599,inf,0.8196398600926438,0.0,True
11171117,B136,H,CORE,C_ISDD,4,21,126,0.013057002923771432,0.020028436836120312,inf,0.6519232145078723,0.0,True
11171117,B136,H,EXT,C_ISSHARPE,9,378,126,0.07610413502982483,0.14720392646096428,inf,0.5169979963136799,0.0,True
11171117,B136,H,EXT,C_ISCAGR,9,84,126,0.01614666787288921,0.016301105680650706,0.024316266226391603,0.9905259305235464,0.6640274342515817,False
11171117,B136,H,EXT,C_ISDD,9,84,126,0.01625720296556965,0.017392755717528633,inf,0.9347111653609578,0.0,True
11171117,B136,GROSS,CORE,C_ISSHARPE,10,0.75,0.75,0.0,0.0,0.000332938823043083,,0.0,False
11171117,B136,GROSS,CORE,C_ISCAGR,10,0.75,0.75,0.0,0.0,0.010699570567539674,,0.0,False
11171117,B136,GROSS,CORE,C_ISDD,10,0.3,0.75,0.08685697914224566,0.023340999857859698,0.009494677409747299,3.721219299566467,9.147965264525755,False
11171117,B136,GROSS,EXT,C_ISSHARPE,10,0.75,0.75,0.0,0.0,0.000332938823043083,,0.0,False
11171117,B136,GROSS,EXT,C_ISCAGR,10,0.75,0.75,0.0,0.0,0.010699570567539674,,0.0,False
11171117,B136,GROSS,EXT,C_ISDD,10,0.3,0.75,0.08685697914224566,0.023340999857859698,0.009494677409747299,3.721219299566467,9.147965264525755,False
11171117,B136,CADENCE,CORE,C_ISSHARPE,4,W,W,0.0,0.0,inf,,0.0,True
11171117,B136,CADENCE,CORE,C_ISCAGR,4,W,W,0.0,0.0,inf,,0.0,True
11171117,B136,CADENCE,CORE,C_ISDD,4,D,W,0.007648003967920758,0.01763476152972003,inf,0.43368910631603974,0.0,True
11171117,B136,CADENCE,EXT,C_ISSHARPE,9,2M,W,0.09713074882224837,0.12263861439216127,0.1438499401339135,0.7920078786250272,0.6752227267653148,False
11171117,B136,CADENCE,EXT,C_ISCAGR,9,2M,W,0.01608398993488591,0.019728823158043047,0.026600533175633156,0.8152533887115709,0.6046491560409512,False
11171117,B136,CADENCE,EXT,C_ISDD,9,D,W,0.007648003967920758,0.01763476152972003,inf,0.43368910631603974,0.0,True
11181118,U56,N,CORE,C_ISSHARPE,9,40,20,0.06429587508223422,0.08694775086459337,inf,0.7394771508507946,0.0,True
11181118,U56,N,CORE,C_ISCAGR,9,5,20,0.04853267792682936,0.03726463004798491,0.04116943564755715,1.3023791693177904,1.178852154843884,False
11181118,U56,N,CORE,C_ISDD,9,40,20,0.013708304391296444,0.014947082981518757,0.05736720675685281,0.9171223848991811,0.2389571528102842,False
11181118,U56,N,EXT,C_ISSHARPE,9,40,20,0.06429587508223422,0.08694775086459337,inf,0.7394771508507946,0.0,True
11181118,U56,N,EXT,C_ISCAGR,9,5,20,0.04853267792682936,0.03726463004798491,0.04116943564755715,1.3023791693177904,1.178852154843884,False
11181118,U56,N,EXT,C_ISDD,9,40,20,0.013708304391296444,0.014947082981518757,0.05736720675685281,0.9171223848991811,0.2389571528102842,False
11181118,U56,H,CORE,C_ISSHARPE,4,252,126,0.019602399891597955,0.08527176893788865,inf,0.22988147350239915,0.0,True
11181118,U56,H,CORE,C_ISCAGR,4,252,126,0.002657265328260827,0.011433994670253645,inf,0.23240043439707847,0.0,True
11181118,U56,H,CORE,C_ISDD,4,21,126,0.021263069739152485,0.0198757371706649,inf,1.0698003076099831,0.0,True
11181118,U56,H,EXT,C_ISSHARPE,9,378,126,0.3066029279586766,0.11888350767310057,0.17914759512563094,2.579019865411077,1.7114543331919414,False
11181118,U56,H,EXT,C_ISCAGR,9,378,126,0.020878339375348,0.013255628788978593,0.020347298838580663,1.5750546207741813,1.0260988223046308,False
11181118,U56,H,EXT,C_ISDD,9,378,126,0.023873216446242296,0.026958966017481614,inf,0.8855390236688471,0.0,True
11181118,U56,GROSS,CORE,C_ISSHARPE,10,0.75,0.75,0.0,0.0,inf,,0.0,True
11181118,U56,GROSS,CORE,C_ISCAGR,10,0.75,0.75,0.0,0.0,0.009274828676011593,,0.0,False
11181118,U56,GROSS,CORE,C_ISDD,10,0.3,0.75,0.08268911515257682,0.021150414995378678,0.009028207558621548,3.9095741228077188,9.158973651819988,False
11181118,U56,GROSS,EXT,C_ISSHARPE,10,0.75,0.75,0.0,0.0,inf,,0.0,True
11181118,U56,GROSS,EXT,C_ISCAGR,10,0.75,0.75,0.0,0.0,0.009274828676011593,,0.0,False
11181118,U56,GROSS,EXT,C_ISDD,10,0.3,0.75,0.08268911515257682,0.021150414995378678,0.009028207558621548,3.9095741228077188,9.158973651819988,False
11181118,U56,CADENCE,CORE,C_ISSHARPE,4,W,W,0.0,0.0,inf,,0.0,True
11181118,U56,CADENCE,CORE,C_ISCAGR,4,W,W,0.0,0.0,inf,,0.0,True
11181118,U56,CADENCE,CORE,C_ISDD,4,D,W,0.008624412936449888,0.011259649395991217,inf,0.7659575030391661,0.0,True
11181118,U56,CADENCE,EXT,C_ISSHARPE,9,2W,W,0.04565955615397521,0.07188094538879204,0.18686423220026505,0.6352108463099684,0.2443461523714245,False
11181118,U56,CADENCE,EXT,C_ISCAGR,9,2W,W,0.003945616455238055,0.010137756073582076,0.025962057882678247,0.3892001767057619,0.15197625985845098,False
11181118,U56,CADENCE,EXT,C_ISDD,9,D,W,0.008624412936449888,0.011259649395991217,inf,0.7659575030391661,0.0,True
11181118,B136,N,CORE,C_ISSHARPE,9,8,20,0.15090677311630185,0.12727791599046626,0.1870058979110616,1.1856477374095715,0.8069626402268437,False
11181118,B136,N,CORE,C_ISCAGR,9,5,20,0.07730095238139922,0.042814548500768164,0.03648205500645174,1.8054833015467235,2.1188760437899887,False
11181118,B136,N,CORE,C_ISDD,9,30,20,0.014522091977295037,0.018672266068249333,0.04607254131044003,0.7777359172269225,0.3152005850826452,False
11181118,B136,N,EXT,C_ISSHARPE,9,8,20,0.15090677311630185,0.12727791599046626,0.1870058979110616,1.1856477374095715,0.8069626402268437,False
11181118,B136,N,EXT,C_ISCAGR,9,5,20,0.07730095238139922,0.042814548500768164,0.03648205500645174,1.8054833015467235,2.1188760437899887,False
11181118,B136,N,EXT,C_ISDD,9,30,20,0.014522091977295037,0.018672266068249333,0.04607254131044003,0.7777359172269225,0.3152005850826452,False
11181118,B136,H,CORE,C_ISSHARPE,4,63,126,0.0716018262801199,0.10875751832374893,inf,0.6583620827663232,0.0,True
11181118,B136,H,CORE,C_ISCAGR,4,63,126,0.014559751096188567,0.01717980133842047,inf,0.847492401651206,0.0,True
11181118,B136,H,CORE,C_ISDD,4,21,126,0.013057002923771432,0.021840619364315184,inf,0.5978311652234977,0.0,True
11181118,B136,H,EXT,C_ISSHARPE,9,378,126,0.07610413502982483,0.14126951691732634,inf,0.5387159005743782,0.0,True
11181118,B136,H,EXT,C_ISCAGR,9,84,126,0.01614666787288921,0.01563899118245597,0.024316266226391603,1.032462240339566,0.6640274342515817,False
11181118,B136,H,EXT,C_ISDD,9,84,126,0.01625720296556965,0.018631512212470336,inf,0.8725648664571882,0.0,True
11181118,B136,GROSS,CORE,C_ISSHARPE,10,0.75,0.75,0.0,0.0,0.000332938823043083,,0.0,False
11181118,B136,GROSS,CORE,C_ISCAGR,10,0.75,0.75,0.0,0.0,0.010699570567539674,,0.0,False
11181118,B136,GROSS,CORE,C_ISDD,10,0.3,0.75,0.08685697914224566,0.024902084129110207,0.009494677409747299,3.487940153599875,9.147965264525755,False
11181118,B136,GROSS,EXT,C_ISSHARPE,10,0.75,0.75,0.0,0.0,0.000332938823043083,,0.0,False
11181118,B136,GROSS,EXT,C_ISCAGR,10,0.75,0.75,0.0,0.0,0.010699570567539674,,0.0,False
11181118,B136,GROSS,EXT,C_ISDD,10,0.3,0.75,0.08685697914224566,0.024902084129110207,0.009494677409747299,3.487940153599875,9.147965264525755,False
11181118,B136,CADENCE,CORE,C_ISSHARPE,4,W,W,0.0,0.0,inf,,0.0,True
11181118,B136,CADENCE,CORE,C_ISCAGR,4,W,W,0.0,0.0,inf,,0.0,True
11181118,B136,CADENCE,CORE,C_ISDD,4,D,W,0.007648003967920758,0.017812662223385175,inf,0.4293577159892558,0.0,True
11181118,B136,CADENCE,EXT,C_ISSHARPE,9,2M,W,0.09713074882224837,0.11797167394847394,0.1438499401339135,0.8233395828957366,0.6752227267653148,False
11181118,B136,CADENCE,EXT,C_ISCAGR,9,2M,W,0.01608398993488591,0.018800162079530724,0.026600533175633156,0.8555240038274919,0.6046491560409512,False
11181118,B136,CADENCE,EXT,C_ISDD,9,D,W,0.007648003967920758,0.017812662223385175,inf,0.4293577159892558,0.0,True
