PICK_SET,ANCHOR,ANCHOR_LAD,IS_INCUMBENT,IS_INCUMBENT_NAME,picks,folds,mean_OOS_Sharpe,mean_OOS_Sharpe_pick,DELTA,SE,t
P_1214,N=5,N,False,False,42,14,0.7790769278972961,0.9677438007570123,-0.18866687285971614,0.12355330746433411,-1.5270078699769185
P_1214,N=10,N,False,False,42,14,0.9813781054029665,0.9677438007570123,0.013634304645954503,0.07615961382083344,0.17902276497921057
P_1214,N=15,N,False,False,42,14,1.0337552748527619,0.9677438007570123,0.06601147409574962,0.06485305988630698,1.0178621365202112
P_1214,N=20,N,True,True,42,14,1.036222045321123,0.9677438007570123,0.06847824456411071,0.051421291128337585,1.3317099407948019
P_1214,N=30,N,False,False,42,14,1.093732834525476,0.9677438007570123,0.12598903376846343,0.05827127421757485,2.1621122149833583
P_1214,N=40,N,False,False,42,14,1.1044777528125342,0.9677438007570123,0.13673395205552202,0.06349168497824574,2.1535725835969135
P_1214,H=21,H,False,False,42,14,1.0208636965615538,0.9677438007570123,0.053119895804541475,0.057825701327031916,0.918620865558087
P_1214,H=63,H,False,False,42,14,1.0577193320907174,0.9677438007570123,0.08997553133370531,0.06554635324403787,1.3727007969263267
P_1214,H=126,H,True,False,42,14,1.036222045321123,0.9677438007570123,0.06847824456411071,0.051421291128337585,1.3317099407948019
P_1214,H=252,H,False,False,42,14,1.2086897370204897,0.9677438007570123,0.2409459362634772,0.05620974992382737,4.286550582238758
P_1214,CADENCE=W,CADENCE,True,False,42,14,1.036222045321123,0.9677438007570123,0.06847824456411071,0.051421291128337585,1.3317099407948019
P_1214,CADENCE=M,CADENCE,False,False,42,14,1.0109646389183145,0.9677438007570123,0.04322083816130225,0.06083642987256432,0.7104433684198446
P_1214,GROSS=0.3,GROSS,False,False,42,14,1.0318045063391887,0.9677438007570123,0.06406070558217637,0.05118256060009725,1.2516119715599898
P_1214,GROSS=0.35,GROSS,False,False,42,14,1.0323225810507886,0.9677438007570123,0.06457878029377621,0.05120564316836243,1.2611652993292821
P_1214,GROSS=0.4,GROSS,False,False,42,14,1.0328345651902657,0.9677438007570123,0.06509076443325362,0.05122965126026707,1.2705681735479042
P_1214,GROSS=0.45,GROSS,False,False,42,14,1.0333399791017843,0.9677438007570123,0.06559617834477185,0.05125475888503521,1.2798065930210412
P_1214,GROSS=0.5,GROSS,False,False,42,14,1.0338389450954812,0.9677438007570123,0.06609514433846896,0.051280575873776095,1.2888923966290469
P_1214,GROSS=0.55,GROSS,False,False,42,14,1.0343306910786507,0.9677438007570123,0.06658689032163852,0.051307060990129806,1.2978114325131227
P_1214,GROSS=0.6,GROSS,False,False,42,14,1.0348153793812915,0.9677438007570123,0.0670715786242793,0.05133431147939691,1.3065642976666505
P_1214,GROSS=0.65,GROSS,False,False,42,14,1.0352924627934261,0.9677438007570123,0.06754866203641359,0.05136241417347872,1.3151379880288558
P_1214,GROSS=0.7,GROSS,False,False,42,14,1.0357615203929027,0.9677438007570123,0.06801771963589044,0.051391273004189705,1.3235266546198468
P_1214,GROSS=0.75,GROSS,True,False,42,14,1.036222045321123,0.9677438007570123,0.06847824456411071,0.051421291128337585,1.3317099407948019
P_AXIS,N=5,N,False,False,168,14,0.7790769278972961,1.0151199933755826,-0.23604306547828635,0.1216294890451268,-1.9406730006956618
P_AXIS,N=10,N,False,False,168,14,0.9813781054029669,1.0151199933755826,-0.033741887972615736,0.07430580446694081,-0.45409491512372696
P_AXIS,N=15,N,False,False,168,14,1.0337552748527619,1.0151199933755826,0.018635281477179372,0.050122673897961476,0.3717934425269615
P_AXIS,N=20,N,True,True,168,14,1.036222045321123,1.0151199933755826,0.021102051945540466,0.028266307333525104,0.746544346827804
P_AXIS,N=30,N,False,False,168,14,1.0937328345254758,1.0151199933755826,0.07861284114989317,0.032759910117421465,2.399665959647657
P_AXIS,N=40,N,False,False,168,14,1.104477752812534,1.0151199933755826,0.08935775943695179,0.04275181520523091,2.09015123704077
P_AXIS,H=21,H,False,False,168,14,1.0208636965615536,1.0151199933755826,0.005743703185971251,0.05224064165075025,0.10994702600267091
P_AXIS,H=63,H,False,False,168,14,1.0577193320907174,1.0151199933755826,0.042599338715135056,0.04436981551994956,0.9600972691892653
P_AXIS,H=126,H,True,False,168,14,1.036222045321123,1.0151199933755826,0.021102051945540466,0.028266307333525104,0.746544346827804
P_AXIS,H=252,H,False,False,168,14,1.2086897370204897,1.0151199933755826,0.19356974364490698,0.04555800617056651,4.248863370363338
P_AXIS,CADENCE=W,CADENCE,True,False,168,14,1.036222045321123,1.0151199933755826,0.021102051945540466,0.028266307333525104,0.746544346827804
P_AXIS,CADENCE=M,CADENCE,False,False,168,14,1.0109646389183145,1.0151199933755826,-0.004155354457267996,0.05526340523058314,-0.07519179174591281
P_AXIS,GROSS=0.3,GROSS,False,False,168,14,1.0318045063391887,1.0151199933755826,0.01668451296360614,0.02756646215635396,0.6052467984093645
P_AXIS,GROSS=0.35,GROSS,False,False,168,14,1.0323225810507883,1.0151199933755826,0.017202587675205983,0.02763731071887392,0.6224407233464321
P_AXIS,GROSS=0.4,GROSS,False,False,168,14,1.0328345651902657,1.0151199933755826,0.01771457181468337,0.02770998404781311,0.6392848073862899
P_AXIS,GROSS=0.45,GROSS,False,False,168,14,1.0333399791017843,1.0151199933755826,0.01821998572620161,0.027784676185799207,0.6557566337776459
P_AXIS,GROSS=0.5,GROSS,False,False,168,14,1.0338389450954812,1.0151199933755826,0.01871895171989872,0.027861025052851863,0.6718687372194385
P_AXIS,GROSS=0.55,GROSS,False,False,168,14,1.034330691078651,1.0151199933755826,0.019210697703068286,0.027938969667784436,0.6875950663713827
P_AXIS,GROSS=0.6,GROSS,False,False,168,14,1.0348153793812915,1.0151199933755826,0.019695386005709067,0.02801846560498229,0.7029430620285931
P_AXIS,GROSS=0.65,GROSS,False,False,168,14,1.035292462793426,1.0151199933755826,0.02017246941784335,0.0280994929248078,0.7178944286227303
P_AXIS,GROSS=0.7,GROSS,False,False,168,14,1.0357615203929027,1.0151199933755826,0.02064152701732019,0.028181998491396337,0.7324365950704961
P_AXIS,GROSS=0.75,GROSS,True,False,168,14,1.036222045321123,1.0151199933755826,0.021102051945540466,0.028266307333525104,0.746544346827804
P_TEXT,N=5,N,False,False,620,10,0.6865759134657842,1.015750980345753,-0.32917506687996895,0.15263640440970586,-2.1565960502869217
P_TEXT,N=10,N,False,False,620,10,0.927487354572246,1.015750980345753,-0.08826362577350703,0.08205968463635796,-1.0756027903914258
P_TEXT,N=15,N,False,False,620,10,1.0452630821698807,1.015750980345753,0.029512101824127977,0.04533866256135705,0.6509257255700716
P_TEXT,N=20,N,True,True,620,10,1.0361288544736393,1.015750980345753,0.020377874127886293,0.010481450275346558,1.9441845920709213
P_TEXT,N=30,N,False,False,620,10,1.1007102465422733,1.015750980345753,0.08495926619652042,0.049326362437177605,1.7223906649253757
P_TEXT,N=40,N,False,False,620,10,1.1080290755457836,1.015750980345753,0.0922780952000309,0.05786576218406701,1.5946924695556695
P_TEXT,H=21,H,False,False,620,10,0.9562791472421901,1.015750980345753,-0.059471833103562986,0.07189176876304472,-0.8272412005828116
P_TEXT,H=63,H,False,False,620,10,1.020685896389098,1.015750980345753,0.0049349160433447385,0.0568744161790078,0.0867686452870562
P_TEXT,H=126,H,True,False,620,10,1.0361288544736393,1.015750980345753,0.020377874127886293,0.010481450275346558,1.9441845920709213
P_TEXT,H=252,H,False,False,620,10,1.1262083686324276,1.015750980345753,0.11045738828667447,0.06712760761665354,1.6454837615763822
P_TEXT,CADENCE=W,CADENCE,True,False,620,10,1.0361288544736393,1.015750980345753,0.020377874127886293,0.010481450275346558,1.9441845920709213
P_TEXT,CADENCE=M,CADENCE,False,False,620,10,0.9669084354156112,1.015750980345753,-0.04884254493014192,0.05621795532555146,-0.8688068544524713
P_TEXT,GROSS=0.3,GROSS,False,False,620,10,1.0311286578300682,1.015750980345753,0.015377677484315289,0.009995545739584263,1.538453015468356
P_TEXT,GROSS=0.35,GROSS,False,False,620,10,1.0317086099753192,1.015750980345753,0.015957629629566105,0.010018544375668074,1.5928091977435586
P_TEXT,GROSS=0.4,GROSS,False,False,620,10,1.0322830372734828,1.015750980345753,0.016532056927729764,0.010049703454982456,1.645029328654815
P_TEXT,GROSS=0.45,GROSS,False,False,620,10,1.0328519532605087,1.015750980345753,0.01710097291475577,0.010088852645793282,1.6950364441972805
P_TEXT,GROSS=0.5,GROSS,False,False,620,10,1.033414742489372,1.015750980345753,0.017663762143618974,0.010135742495991456,1.742720096786668
P_TEXT,GROSS=0.55,GROSS,False,False,620,10,1.0339708460328338,1.015750980345753,0.018219865687080783,0.010190337522857515,1.7879550747178465
P_TEXT,GROSS=0.6,GROSS,False,False,620,10,1.0345208380856057,1.015750980345753,0.018769857739852406,0.010252541138294536,1.830751760628847
P_TEXT,GROSS=0.65,GROSS,False,False,620,10,1.035064180550894,1.015750980345753,0.0193132002051408,0.010321871914616792,1.8710947360033985
P_TEXT,GROSS=0.7,GROSS,False,False,620,10,1.0356003703496701,1.015750980345753,0.01984939000391691,0.010398107053389734,1.9089426471567343
P_TEXT,GROSS=0.75,GROSS,True,False,620,10,1.0361288544736393,1.015750980345753,0.020377874127886293,0.010481450275346558,1.9441845920709213
