panel,target,T_trade,side,h,gross_pre,gross_min,gross_end,refresh_py
U56,0.08,W,SYM,0.01,0.7065374631600295,0.0995878863913189,0.23667842274526202,115.83007646559048
U56,0.08,W,SYM,0.02,0.7147728035619112,0.09773172355813806,0.2366784227452621,81.35938827527612
U56,0.08,W,SYM,0.03,0.7025975725433663,0.11053576497280786,0.2100959781178771,59.52081563296516
U56,0.08,W,SYM,0.05,0.7347148039660225,0.09773172355813806,0.2100959781178771,39.502124044180114
U56,0.08,W,SYM,0.08,0.7219822119252093,0.14343952615515765,0.163243415754993,24.08666100254885
U56,0.08,W,SYM,0.12,0.7347148039660225,0.12524073858123064,0.14295135228210612,14.719626168224298
U56,0.08,W,SYM,0.16,0.835528405688871,0.1082086777127387,0.1154669219365168,9.63466440101954
U56,0.08,W,SYM,0.2,0.7347148039660225,0.09633431716322764,0.10288796521280431,7.707731520815632
U56,0.08,W,SYM,0.25,0.7347148039660225,0.12524073858123064,0.14295135228210612,5.03143585386576
U56,0.08,W,SYM_TD,0.01,0.7090497087979537,0.09716109589584158,0.23667842274526202,143.34239592183516
U56,0.08,W,SYM_TD,0.02,0.7090497087979537,0.09716109589584158,0.22539312473533685,114.17077315208155
U56,0.08,W,SYM_TD,0.03,0.7090497087979537,0.09716109589584158,0.22539312473533685,96.5607476635514
U56,0.08,W,SYM_TD,0.05,0.7090497087979537,0.09716109589584158,0.22539312473533685,79.05777400169923
U56,0.08,W,SYM_TD,0.08,0.7090497087979537,0.09716109589584158,0.22539312473533685,65.67629566694987
U56,0.08,W,SYM_TD,0.12,0.7090497087979537,0.09716109589584158,0.22539312473533685,58.45029736618521
U56,0.08,W,SYM_TD,0.16,0.7090497087979537,0.09716109589584158,0.22539312473533685,55.88105352591334
U56,0.08,W,SYM_TD,0.2,0.7090497087979537,0.09716109589584158,0.22539312473533685,54.43585386576041
U56,0.08,W,SYM_TD,0.25,0.7090497087979537,0.09716109589584158,0.22539312473533685,53.36533559898046
U56,0.08,W,DOWN_TD,0.01,0.7090497087979537,0.09716109589584158,0.22539312473533685,89.65590484282073
U56,0.08,W,DOWN_TD,0.02,0.7090497087979537,0.09716109589584158,0.22539312473533685,78.20135938827526
U56,0.08,W,DOWN_TD,0.03,0.7090497087979537,0.09716109589584158,0.22539312473533685,71.2965165675446
U56,0.08,W,DOWN_TD,0.05,0.7090497087979537,0.09716109589584158,0.22539312473533685,64.33814783347493
U56,0.08,W,DOWN_TD,0.08,0.7090497087979537,0.09716109589584158,0.22539312473533685,58.55734919286321
U56,0.08,W,DOWN_TD,0.12,0.7090497087979537,0.09716109589584158,0.22539312473533685,55.292268479184365
U56,0.08,W,DOWN_TD,0.16,0.7090497087979537,0.09716109589584158,0.22539312473533685,54.06117247238742
U56,0.08,W,DOWN_TD,0.2,0.7090497087979537,0.09716109589584158,0.22539312473533685,53.41886151231945
U56,0.08,W,DOWN_TD,0.25,0.7090497087979537,0.09716109589584158,0.22539312473533685,52.83007646559048
U56,0.08,W,UP_TD,0.01,0.7090497087979537,0.09716109589584158,0.23667842274526202,88.58538657604078
U56,0.08,W,UP_TD,0.02,0.7090497087979537,0.09716109589584158,0.22539312473533685,78.68309260832625
U56,0.08,W,UP_TD,0.03,0.7090497087979537,0.09716109589584158,0.22539312473533685,72.36703483432456
U56,0.08,W,UP_TD,0.05,0.7090497087979537,0.09716109589584158,0.22539312473533685,64.8198810535259
U56,0.08,W,UP_TD,0.08,0.7090497087979537,0.09716109589584158,0.22539312473533685,58.98555649957519
U56,0.08,W,UP_TD,0.12,0.7090497087979537,0.09716109589584158,0.22539312473533685,55.39932030586236
U56,0.08,W,UP_TD,0.16,0.7090497087979537,0.09716109589584158,0.22539312473533685,54.11469838572642
U56,0.08,W,UP_TD,0.2,0.7090497087979537,0.09716109589584158,0.22539312473533685,53.31180968564146
U56,0.08,W,UP_TD,0.25,0.7090497087979537,0.09716109589584158,0.22539312473533685,52.83007646559048
U56,0.08,M,SYM,0.01,0.7092028388573487,0.09894528250136779,0.23660101923378501,115.4553950722175
U56,0.08,M,SYM,0.02,0.7187308422136035,0.09894528250136779,0.2366010192337851,81.03823279524214
