panel,window,book,CAGR,Sharpe,MaxDD,turnover_yr,SPY_CAGR,SPY_Sharpe,SPY_MaxDD,book_K21,spy_K21,book_K63,spy_K63,book_K126,spy_K126,book_K252,spy_K252,book_KFULL,spy_KFULL
U56,FULL,N=5,0.1789829066444839,0.9893393325945896,-0.25853595033657006,3.1258970567710365,0.1513403404167053,0.8849225790643692,-0.3371726770846234,-0.17861211971136537,-0.30986724496288165,-0.25853595033657006,-0.3371726770846234,-0.25853595033657006,-0.3371726770846234,-0.25853595033657006,-0.3371726770846234,-0.25853595033657006,-0.3371726770846234
U56,FULL,N=10,0.17057239764149146,1.1059017686043204,-0.20771055519190817,3.036057459586102,0.1513403404167053,0.8849225790643692,-0.3371726770846234,-0.16649912460641458,-0.30986724496288165,-0.20771055519190817,-0.3371726770846234,-0.20771055519190817,-0.3371726770846234,-0.20771055519190817,-0.3371726770846234,-0.20771055519190817,-0.3371726770846234
U56,FULL,N=15,0.1712513442147694,1.171073124862731,-0.2014457489579955,3.0516287838514025,0.1513403404167053,0.8849225790643692,-0.3371726770846234,-0.19648886110478414,-0.30986724496288165,-0.2014457489579955,-0.3371726770846234,-0.2014457489579955,-0.3371726770846234,-0.2014457489579955,-0.3371726770846234,-0.2014457489579955,-0.3371726770846234
U56,FULL,N=20,0.1578143852165539,1.152200994598872,-0.19127563591226449,2.871915705922124,0.1513403404167053,0.8849225790643692,-0.3371726770846234,-0.19127563591226449,-0.30986724496288165,-0.19127563591226449,-0.3371726770846234,-0.19127563591226449,-0.3371726770846234,-0.19127563591226449,-0.3371726770846234,-0.19127563591226449,-0.3371726770846234
U56,FULL,N=30,0.14593154909599915,1.1488076300824583,-0.22073939857267888,2.6141556634979835,0.1513403404167053,0.8849225790643692,-0.3371726770846234,-0.21804127502188275,-0.30986724496288165,-0.22073939857267888,-0.3371726770846234,-0.22073939857267888,-0.3371726770846234,-0.22073939857267888,-0.3371726770846234,-0.22073939857267888,-0.3371726770846234
U56,FULL,N=40,0.13443489553141097,1.1346869565732272,-0.2245552108552068,2.3455426426737174,0.1513403404167053,0.8849225790643692,-0.3371726770846234,-0.2123824230864284,-0.30986724496288165,-0.2245552108552068,-0.3371726770846234,-0.2245552108552068,-0.3371726770846234,-0.2245552108552068,-0.3371726770846234,-0.2245552108552068,-0.3371726770846234
U56,FULL,H=21,0.14180691740293483,1.108346743835367,-0.20192294540169775,6.077990749392804,0.1513403404167053,0.8849225790643692,-0.3371726770846234,-0.20192294540169775,-0.30986724496288165,-0.20192294540169775,-0.3371726770846234,-0.20192294540169775,-0.3371726770846234,-0.20192294540169775,-0.3371726770846234,-0.20192294540169775,-0.3371726770846234
U56,FULL,H=63,0.15259954527276554,1.1203636367540135,-0.2553328701844375,3.852837220616836,0.1513403404167053,0.8849225790643692,-0.3371726770846234,-0.24408123160115935,-0.30986724496288165,-0.2553328701844375,-0.3371726770846234,-0.2553328701844375,-0.3371726770846234,-0.2553328701844375,-0.3371726770846234,-0.2553328701844375,-0.3371726770846234
U56,FULL,H=126,0.1578143852165539,1.152200994598872,-0.19127563591226449,2.871915705922124,0.1513403404167053,0.8849225790643692,-0.3371726770846234,-0.19127563591226449,-0.30986724496288165,-0.19127563591226449,-0.3371726770846234,-0.19127563591226449,-0.3371726770846234,-0.19127563591226449,-0.3371726770846234,-0.19127563591226449,-0.3371726770846234
U56,FULL,H=252,0.15961142526911276,1.1670107370849376,-0.21843527860630396,2.082965160319596,0.1513403404167053,0.8849225790643692,-0.3371726770846234,-0.18151070947578107,-0.30986724496288165,-0.21843527860630396,-0.3371726770846234,-0.21843527860630396,-0.3371726770846234,-0.21843527860630396,-0.3371726770846234,-0.21843527860630396,-0.3371726770846234
U56,FULL,G=0.30,0.06252355116553265,1.1505227896873804,-0.07990333123577342,1.1949690671622242,0.1513403404167053,0.8849225790643692,-0.3371726770846234,-0.07968183673520346,-0.30986724496288165,-0.07990333123577342,-0.3371726770846234,-0.07990333123577342,-0.3371726770846234,-0.07990333123577342,-0.3371726770846234,-0.07990333123577342,-0.3371726770846234
U56,FULL,G=0.35,0.07303735888192886,1.1507490595290626,-0.09276262093657006,1.3859406076661147,0.1513403404167053,0.8849225790643692,-0.3371726770846234,-0.09254644652394572,-0.30986724496288165,-0.09276262093657006,-0.3371726770846234,-0.09276262093657006,-0.3371726770846234,-0.09276262093657006,-0.3371726770846234,-0.09276262093657006,-0.3371726770846234
