leg,window,char,k,n_B,n_S,n_min,rep,level,achieved_B,achieved_S,resid
SYM,FULL,momac,12,36,36,36,0,0.874387,0.8231305902033027,0.8281641679252919,-0.005033577721989202
SYM,FULL,momac,12,36,36,36,0,0.89187,0.8237855261065418,0.8287582355469784,-0.004972709440436596
SYM,FULL,momac,12,36,36,36,0,0.916612,0.8384864126469881,0.8448624749882822,-0.006376062341294064
SYM,FULL,momac,12,48,48,48,0,0.848981,0.8050523640043425,0.8012468598254165,0.0038055041789260002
SYM,FULL,momac,12,48,48,48,0,0.874387,0.8200946823283899,0.8197805368654283,0.0003141454629616014
SYM,FULL,momac,12,48,48,48,0,0.89187,0.8402314313690189,0.8209533210757867,0.01927811029323223
SYM,FULL,momac,12,64,64,64,0,0.848981,0.8218702958801912,0.8201348949775614,0.0017354009026298023
SYM,FULL,momac,12,64,64,64,0,0.874387,0.8305206364766476,0.8313887071618682,-0.0008680706852205455
SYM,FULL,momac,12,64,64,64,0,0.89187,0.8307956127013246,0.8270095138924521,0.0037860988088724845
SYM,FULL,momac,12,64,64,64,0,0.916612,0.8412089604324581,0.8456637745946475,-0.004454814162189402
SYM,FULL,momac,12,84,84,84,0,0.848981,0.81077106355162,0.8151002412928885,-0.004329177741268508
SYM,FULL,momac,12,84,84,84,0,0.874387,0.8215388627169841,0.8275266507644133,-0.005987788047429277
SYM,FULL,momac,12,84,84,84,0,0.89187,0.8332357874541402,0.8264374203593725,0.0067983670947676655
SYM,FULL,momac,12,110,110,110,0,0.848981,0.8124387734681506,0.81416177193664,-0.001722998468489334
SYM,FULL,momac,12,110,110,110,0,0.874387,0.8254677518013026,0.8302798839889034,-0.004812132187600793
SYM,FULL,momac,12,110,110,110,0,0.89187,0.8190585801148421,0.8318798366353687,-0.01282125652052657
SYM,FULL,momac,12,110,110,110,0,0.916612,0.8355190524274904,0.8422014624842896,-0.0066824100567992595
SYM,FULL,momac,12,134,134,134,0,0.848981,0.8190644673215922,0.8123263035296028,0.006738163791989438
SYM,FULL,momac,12,134,134,134,0,0.874387,0.8280004619104965,0.823394708201461,0.004605753709035487
SYM,FULL,momac,12,134,134,134,0,0.89187,0.8344121254985031,0.829263495844896,0.005148629653607073
SYM,FULL,momac,12,134,134,134,0,0.916612,0.8411095494367262,0.8391063493422516,0.002003200094474633
ASYM_S,FULL,momac,12,134,36,36,0,0.848981,0.8164143392216111,0.8203052312057512,-0.0038908919841400547
ASYM_S,FULL,momac,12,134,36,36,0,0.874387,0.8253985389699018,0.8171304548860953,0.008268084083806526
ASYM_S,FULL,momac,12,134,36,36,0,0.89187,0.830063309007087,0.8460538973618089,-0.01599058835472189
ASYM_S,FULL,momac,12,134,36,36,0,0.916612,0.8396735144377806,0.8516431390846028,-0.011969624646822163
ASYM_S,FULL,momac,12,134,48,48,0,0.848981,0.8164143392216111,0.8021201361052303,0.014294203116380855
ASYM_S,FULL,momac,12,134,48,48,0,0.874387,0.8253985389699018,0.8108225496818312,0.014575989288070579
ASYM_S,FULL,momac,12,134,48,48,0,0.89187,0.830063309007087,0.825845878172346,0.0042174308347410205
ASYM_S,FULL,momac,12,134,64,64,0,0.848981,0.8164143392216111,0.8161951080587068,0.00021923116290434308
ASYM_S,FULL,momac,12,134,64,64,0,0.874387,0.8253985389699018,0.834410037928161,-0.009011498958259256
ASYM_S,FULL,momac,12,134,64,64,0,0.89187,0.830063309007087,0.8404002874997997,-0.010336978492712645
ASYM_S,FULL,momac,12,134,64,64,0,0.916612,0.8396735144377806,0.8519910483954747,-0.012317533957694082
ASYM_S,FULL,momac,12,134,84,84,0,0.848981,0.8164143392216111,0.8157658273346299,0.000648511886981229
ASYM_S,FULL,momac,12,134,84,84,0,0.874387,0.8253985389699018,0.826842190846894,-0.0014436518769922468
ASYM_S,FULL,momac,12,134,84,84,0,0.89187,0.830063309007087,0.8299523508497254,0.00011095815736161807
ASYM_S,FULL,momac,12,134,110,110,0,0.848981,0.8164143392216111,0.8190595021122737,-0.0026451628906626334
ASYM_S,FULL,momac,12,134,110,110,0,0.874387,0.8253985389699018,0.8351599200321553,-0.009761381062253549
ASYM_S,FULL,momac,12,134,110,110,0,0.89187,0.830063309007087,0.8336558021358659,-0.003592493128778851
ASYM_S,FULL,momac,12,134,110,110,0,0.916612,0.8396735144377806,0.8427420779186755,-0.0030685634808949036
ASYM_S,FULL,momac,12,134,134,134,0,0.848981,0.8164143392216111,0.8104699610273295,0.005944378194281619
ASYM_S,FULL,momac,12,134,134,134,0,0.874387,0.8253985389699018,0.807901694803235,0.017496844166666747
ASYM_S,FULL,momac,12,134,134,134,0,0.89187,0.830063309007087,0.8227265099645823,0.007336799042504727
ASYM_S,FULL,momac,12,134,134,134,0,0.916612,0.8396735144377806,0.8318286263000289,0.007844888137751749
ASYM_S,FULL,momac,12,134,200,134,0,0.848981,0.8164143392216111,0.817317500836927,-0.000903161615315895
ASYM_S,FULL,momac,12,134,200,134,0,0.874387,0.8253985389699018,0.8169110921181337,0.008487446851768055
ASYM_S,FULL,momac,12,134,200,134,0,0.89187,0.830063309007087,0.8438272315733415,-0.013763922566254472
ASYM_S,FULL,momac,12,134,200,134,0,0.916612,0.8396735144377806,0.8512292114793371,-0.011555697041556456
ASYM_S,FULL,momac,12,134,330,134,0,0.848981,0.8164143392216111,0.8146571764727158,0.001757162748895258
ASYM_S,FULL,momac,12,134,330,134,0,0.874387,0.8253985389699018,0.8297847707260236,-0.00438623175612185
ASYM_S,FULL,momac,12,134,330,134,0,0.89187,0.830063309007087,0.8430763188204669,-0.013013009813379828
ASYM_S,FULL,momac,12,134,330,134,0,0.916612,0.8396735144377806,0.8528955866436864,-0.013222072205905766
ASYM_S,FULL,momac,12,134,500,134,0,0.848981,0.8164143392216111,0.8095417150773715,0.006872624144239614
ASYM_S,FULL,momac,12,134,500,134,0,0.874387,0.8253985389699018,0.8374367843623612,-0.012038245392459457
ASYM_S,FULL,momac,12,134,500,134,0,0.89187,0.830063309007087,0.8350060120924937,-0.0049427030854066745
ASYM_S,FULL,momac,12,134,500,134,0,0.916612,0.8396735144377806,0.8496076961208621,-0.009934181683081467
ASYM_S,FULL,momac,12,134,657,134,0,0.848981,0.8164143392216111,0.8098894363418334,0.006524902879777694
ASYM_S,FULL,momac,12,134,657,134,0,0.874387,0.8253985389699018,0.8278855993169509,-0.0024870603470491526
ASYM_S,FULL,momac,12,134,657,134,0,0.89187,0.830063309007087,0.8356156724124298,-0.0055523634053428195
ASYM_S,FULL,momac,12,134,657,134,0,0.916612,0.8396735144377806,0.8509630900153282,-0.011289575577547617
ASYM_B,FULL,momac,12,36,657,36,0,0.874387,0.8206608254562134,0.8406438717609821,-0.01998304630476866
ASYM_B,FULL,momac,12,36,657,36,0,0.89187,0.8338557289350343,0.8370822424434525,-0.003226513508418183
ASYM_B,FULL,momac,12,36,657,36,0,0.916612,0.8351270797809183,0.8471618920366919,-0.01203481225577363
ASYM_B,FULL,momac,12,48,657,48,0,0.848981,0.8178796426341481,0.8213210248268193,-0.003441382192671205
ASYM_B,FULL,momac,12,48,657,48,0,0.874387,0.8242976858962576,0.8406438717609821,-0.016346185864724472
ASYM_B,FULL,momac,12,48,657,48,0,0.89187,0.8338110796399744,0.8370822424434525,-0.003271162803478167
ASYM_B,FULL,momac,12,48,657,48,0,0.916612,0.8433622040433572,0.8471618920366919,-0.003799687993334744
ASYM_B,FULL,momac,12,64,657,64,0,0.848981,0.8176803633462021,0.8213210248268193,-0.0036406614806172577
ASYM_B,FULL,momac,12,64,657,64,0,0.874387,0.8213131683715006,0.8406438717609821,-0.019330703389481507
ASYM_B,FULL,momac,12,64,657,64,0,0.89187,0.8303612541859055,0.8370822424434525,-0.006720988257547078
ASYM_B,FULL,momac,12,64,657,64,0,0.916612,0.8400054716761091,0.8471618920366919,-0.007156420360582838
ASYM_B,FULL,momac,12,84,657,84,0,0.848981,0.8155832700711536,0.8213210248268193,-0.005737754755665736
ASYM_B,FULL,momac,12,84,657,84,0,0.874387,0.8206855316555796,0.8406438717609821,-0.01995834010540254
ASYM_B,FULL,momac,12,84,657,84,0,0.89187,0.8336583070454827,0.8370822424434525,-0.003423935397969813
ASYM_B,FULL,momac,12,84,657,84,0,0.916612,0.843786566996509,0.8471618920366919,-0.003375325040182897
ASYM_B,FULL,momac,12,110,657,110,0,0.848981,0.8233016696313391,0.8213210248268193,0.00198064480451976
ASYM_B,FULL,momac,12,110,657,110,0,0.874387,0.8243743957354902,0.8406438717609821,-0.01626947602549189
ASYM_B,FULL,momac,12,110,657,110,0,0.89187,0.8328837858001695,0.8370822424434525,-0.0041984566432829995
ASYM_B,FULL,momac,12,110,657,110,0,0.916612,0.841314231817489,0.8471618920366919,-0.00584766021920291
ASYM_B,FULL,momac,12,134,657,134,0,0.848981,0.8080107587612512,0.8213210248268193,-0.013310266065568177
ASYM_B,FULL,momac,12,134,657,134,0,0.874387,0.8293218337748783,0.8406438717609821,-0.011322037986103761
ASYM_B,FULL,momac,12,134,657,134,0,0.89187,0.829122786341893,0.8370822424434525,-0.00795945610155957
ASYM_B,FULL,momac,12,134,657,134,0,0.916612,0.8312384541976515,0.8471618920366919,-0.015923437839040377
SYM,FULL,momac,12,36,36,36,1,0.848981,0.8161248887122171,0.8074321158949052,0.008692772817311956
SYM,FULL,momac,12,36,36,36,1,0.874387,0.828824143281143,0.8346743842010144,-0.005850240919871408
SYM,FULL,momac,12,36,36,36,1,0.89187,0.8290633209594814,0.8474859613870754,-0.018422640427594006
SYM,FULL,momac,12,48,48,48,1,0.848981,0.8056894028632579,0.8172796773110526,-0.011590274447794702
SYM,FULL,momac,12,48,48,48,1,0.874387,0.8096038840073323,0.8242669299681692,-0.014663045960836896
SYM,FULL,momac,12,48,48,48,1,0.89187,0.8178568269752026,0.8243585712675198,-0.006501744292317202
SYM,FULL,momac,12,64,64,64,1,0.848981,0.8104389295336464,0.8211624967222325,-0.010723567188586136
SYM,FULL,momac,12,64,64,64,1,0.874387,0.8282953348325673,0.8218750625017351,0.0064202723308322
SYM,FULL,momac,12,64,64,64,1,0.89187,0.839052570919092,0.8343989286809008,0.004653642238191202
SYM,FULL,momac,12,64,64,64,1,0.916612,0.8477721278311151,0.8317452094806187,0.01602691835049641
SYM,FULL,momac,12,84,84,84,1,0.848981,0.8095806500142363,0.8218250467156788,-0.012244396701442506
SYM,FULL,momac,12,84,84,84,1,0.874387,0.819142997842259,0.8446081923126115,-0.02546519447035256
SYM,FULL,momac,12,84,84,84,1,0.89187,0.8326109982595842,0.846266911270002,-0.013655913010417797
SYM,FULL,momac,12,84,84,84,1,0.916612,0.8354606730241133,0.8530858214855787,-0.017625148461465345
SYM,FULL,momac,12,110,110,110,1,0.848981,0.817868625765496,0.8349062083548598,-0.01703758258936383
SYM,FULL,momac,12,110,110,110,1,0.874387,0.8178139460041814,0.8361996995976192,-0.018385753593437748
SYM,FULL,momac,12,110,110,110,1,0.89187,0.8354466196038003,0.8418018644945192,-0.006355244890718925
SYM,FULL,momac,12,110,110,110,1,0.916612,0.8454586253386177,0.8436631003528068,0.0017955249858109257
SYM,FULL,momac,12,134,134,134,1,0.848981,0.8076915147294116,0.8106129773097291,-0.0029214625803175576
SYM,FULL,momac,12,134,134,134,1,0.874387,0.8328486546546597,0.8274787754770035,0.005369879177656189
SYM,FULL,momac,12,134,134,134,1,0.89187,0.8352589670263235,0.8362187523646947,-0.0009597853383711552
SYM,FULL,momac,12,134,134,134,1,0.916612,0.8356967730622603,0.8410832672206641,-0.005386494158403754
ASYM_S,FULL,momac,12,134,36,36,1,0.848981,0.8146492735196805,0.8131452031357828,0.001504070383897771
ASYM_S,FULL,momac,12,134,36,36,1,0.874387,0.8135289829726627,0.8278092424498249,-0.01428025947716216
ASYM_S,FULL,momac,12,134,36,36,1,0.89187,0.8325186599761194,0.8396913360046546,-0.007172676028535219
ASYM_S,FULL,momac,12,134,48,48,1,0.848981,0.8146492735196805,0.806160274646423,0.008488998873257492
ASYM_S,FULL,momac,12,134,48,48,1,0.874387,0.8135289829726627,0.8157926111318751,-0.0022636281592123275
ASYM_S,FULL,momac,12,134,48,48,1,0.89187,0.8325186599761194,0.835771200257467,-0.0032525402813475823
ASYM_S,FULL,momac,12,134,64,64,1,0.848981,0.8146492735196805,0.8113808020545882,0.0032684714650923485
ASYM_S,FULL,momac,12,134,64,64,1,0.874387,0.8135289829726627,0.8265230521658632,-0.012994069193200453
ASYM_S,FULL,momac,12,134,64,64,1,0.89187,0.8325186599761194,0.820773311298043,0.011745348678076417
ASYM_S,FULL,momac,12,134,64,64,1,0.916612,0.8423957430132424,0.8373993939194069,0.004996349093835506
ASYM_S,FULL,momac,12,134,84,84,1,0.848981,0.8146492735196805,0.8259250733482347,-0.0112757998285542
ASYM_S,FULL,momac,12,134,84,84,1,0.874387,0.8135289829726627,0.8428007760482337,-0.02927179307557093
ASYM_S,FULL,momac,12,134,84,84,1,0.89187,0.8325186599761194,0.852809447524518,-0.020290787548398637
ASYM_S,FULL,momac,12,134,84,84,1,0.916612,0.8423957430132424,0.8549051264944841,-0.012509383481241754
ASYM_S,FULL,momac,12,134,110,110,1,0.848981,0.8146492735196805,0.8175103070697008,-0.00286103355002032
ASYM_S,FULL,momac,12,134,110,110,1,0.874387,0.8135289829726627,0.8352231524513404,-0.02169416947867764
ASYM_S,FULL,momac,12,134,110,110,1,0.89187,0.8325186599761194,0.84188953816815,-0.00937087819203064
ASYM_S,FULL,momac,12,134,110,110,1,0.916612,0.8423957430132424,0.8483762985670732,-0.005980555553830813
ASYM_S,FULL,momac,12,134,134,134,1,0.848981,0.8146492735196805,0.8084920609690588,0.006157212550621738
ASYM_S,FULL,momac,12,134,134,134,1,0.874387,0.8135289829726627,0.8234248403067355,-0.009895857334072722
ASYM_S,FULL,momac,12,134,134,134,1,0.89187,0.8325186599761194,0.8384839708424128,-0.005965310866293372
ASYM_S,FULL,momac,12,134,134,134,1,0.916612,0.8423957430132424,0.8332771706144158,0.00911857239882663
ASYM_S,FULL,momac,12,134,200,134,1,0.848981,0.8146492735196805,0.8165872595464464,-0.00193798602676587
ASYM_S,FULL,momac,12,134,200,134,1,0.874387,0.8135289829726627,0.8360851282315394,-0.022556145258876614
ASYM_S,FULL,momac,12,134,200,134,1,0.89187,0.8325186599761194,0.8409575145276124,-0.008438854551492958
ASYM_S,FULL,momac,12,134,200,134,1,0.916612,0.8423957430132424,0.8422586191404915,0.00013712387275088833
ASYM_S,FULL,momac,12,134,330,134,1,0.848981,0.8146492735196805,0.8131713801135999,0.0014778934060806215
ASYM_S,FULL,momac,12,134,330,134,1,0.874387,0.8135289829726627,0.8338788329899561,-0.02034985001729339
ASYM_S,FULL,momac,12,134,330,134,1,0.89187,0.8325186599761194,0.8301855607407674,0.0023330992353519653
ASYM_S,FULL,momac,12,134,330,134,1,0.916612,0.8423957430132424,0.8542431782432919,-0.011847435230049497
