credit,treat,bar,n,fail_to_pass,pass_to_fail,mean_shift,min_shift,max_shift
150.0,C1,H1,576,0,0,0.04154726952415803,0.0,0.3157626331249668
150.0,C1,H2,576,8,0,0.03636251918155681,0.0,0.2830856426387589
150.0,C1,OOS,576,12,0,0.03750269395669813,0.0,0.2924858287033587
150.0,C1,DD,576,0,0,0.00018719659467647087,-3.3306690738754696e-16,0.0007547326625018114
150.0,C1,CAGR,576,12,0,0.0027155226074421406,0.0,0.00976409508985654
150.0,C1,4b VERDICT,576,10,0,0.003508470215664025,-2.220446049250313e-16,0.08011595463723782
150.0,C1,4a VERDICT (v2),576,15,4,,,
150.0,C2,H1,576,0,9,-0.023455371998731656,-0.11944822977523961,0.04985002961469853
150.0,C2,H2,576,0,8,-0.0207668568675167,-0.10946544926074375,0.046355298334654016
150.0,C2,OOS,576,2,9,-0.020720433217458017,-0.11253263162969962,0.04865400531179631
150.0,C2,DD,576,0,0,0.00018719659467647087,-3.3306690738754696e-16,0.0007547326625018114
150.0,C2,CAGR,576,12,0,0.0027155226074421406,0.0,0.00976409508985654
150.0,C2,4b VERDICT,576,10,1,0.0012281409319548344,-0.05787634508897843,0.012631241707507734
150.0,C2,4a VERDICT (v2),576,0,22,,,
300.0,C1,H1,576,0,0,0.08310378427552817,0.0,0.6315969017375883
300.0,C1,H2,576,15,0,0.07273322706267894,0.0,0.5662357482234227
300.0,C1,OOS,576,20,0,0.07501383245604222,0.0,0.5850383715452959
300.0,C1,DD,576,1,0,0.0003745186987996713,-5.551115123125783e-16,0.0015101399251199465
300.0,C1,CAGR,576,26,0,0.005448853350156842,0.0,0.01961687693914138
300.0,C1,4b VERDICT,576,23,0,0.006259181993063251,-4.440892098500626e-16,0.10182914501008784
300.0,C1,4a VERDICT (v2),576,22,8,,,
300.0,C2,H1,576,0,31,-0.04691061894695604,-0.23889646986351765,0.0997000592293974
300.0,C2,H2,576,3,9,-0.04153374496371594,-0.2189310685548106,0.09271059666930803
300.0,C2,OOS,576,13,9,-0.04144089635771372,-0.225065497543132,0.09730801062359307
300.0,C2,DD,576,1,0,0.0003745186987996713,-5.551115123125783e-16,0.0015101399251199465
300.0,C2,CAGR,576,26,0,0.005448853350156842,0.0,0.01961687693914138
300.0,C2,4b VERDICT,576,23,2,0.001187793219780369,-0.11575264723225842,0.025166903212184955
300.0,C2,4a VERDICT (v2),576,0,27,,,
