panel,book,cost,mmax,arm_pin,arm_hi,same_arm,m_hi,pin_admissible,dCAGR_pp,dMaxDD_pp,screen_rate,dSharpe,ladder_slope_OOS,ladder_slope_IS,g200_price,g200_dDD_pp,matched_ladder_CAGR_pp,hi_CAGR_pp,matched_minus_hi_pp,arm_point,matchedPOINT_minus_hi_pp,fam_scale_free
u56,TOP20,10.0,1.0,ebud-0.20,ebud-0.20,True,1.0,True,0.0,0.0,,0.0,0.7816410954244576,1.204353813290814,0.3546538033899217,2.696693054802721,16.612128351673,16.612128351673,0.0,control,0.0666195048012419,False
u56,TOP20,10.0,1.3,ebud-0.20,ebud-0.20,True,1.1,True,1.665977122765419,2.0336236458668,0.8192160462686411,-0.00024345309365747525,0.7816410954244576,1.204353813290814,0.3546538033899217,2.696693054802721,18.27810547443842,18.27810547443842,0.0,control,0.10524791675462097,False
u56,EWall,10.0,1.0,abs12-rw,abs12-rw,True,1.0,True,0.0,0.0,,0.0,0.6229961274832145,0.9464990188649247,0.4481049037897991,10.514215252541218,12.045286302342891,12.045286302342891,0.0,abs12-rw,0.0,True
u56,EWall,10.0,1.3,abs12-rw,abs12-rw,True,1.05,True,0.6008142715416596,0.9201229614366396,0.6529717186967865,-2.128990520988694e-05,0.6229961274832145,0.9464990188649247,0.4481049037897991,10.514215252541218,12.64610057388455,12.64610057388455,0.0,abs12-rw,0.0,True
u56,EWall,25.0,1.0,control,control,True,1.0,True,0.0,0.0,,0.0,0.6306582938277889,1.0156110873204307,0.4854027586218764,10.46847268860556,13.671134762230649,13.671134762230649,0.0,control,0.0,True
u56,EWall,25.0,1.3,control,control,True,1.05,True,0.6904155639093412,1.0244908416610299,0.6739109183152433,-2.5092337543330956e-06,0.6306582938277889,1.0156110873204307,0.4854027586218764,10.46847268860556,14.36155032613999,14.36155032613999,0.0,control,0.0,True
broad,TOP20,10.0,1.0,ebud-0.10,ebud-0.10,True,1.0,True,0.0,0.0,,0.0,0.5380301053160098,1.3569853014052444,0.21931364380399154,2.660345194718114,12.22821106177056,12.22821106177056,0.0,ebud-0.10,0.0,False
broad,TOP20,10.0,1.3,ebud-0.10,ebud-0.10,True,1.25,True,1.63487678826955,2.814112726366819,0.5809563962920099,-0.014255943883278999,0.5380301053160098,1.3569853014052444,0.21931364380399154,2.660345194718114,13.86308785004011,13.86308785004011,0.0,ebud-0.10,0.0,False
broad,TOP20,25.0,1.0,ebud-0.10,ebud-0.10,True,1.0,True,0.0,0.0,,0.0,0.46583115194236596,1.183451004089629,0.2064859531777775,2.7086785694560414,10.539299399804749,10.539299399804749,0.0,ebud-0.10,0.0,False
broad,TOP20,25.0,1.3,ebud-0.10,ebud-0.10,True,1.2,True,1.2371904504892006,2.292424666960952,0.5396864151393614,-0.0042064437625090045,0.46583115194236596,1.183451004089629,0.2064859531777775,2.7086785694560414,11.77648985029395,11.77648985029395,0.0,ebud-0.10,0.0,False
broad,EWall,10.0,1.0,vol60-dg,vol60-dg,True,1.0,True,0.0,0.0,,0.0,0.6574707249243499,1.081515069333306,0.47532572245462035,12.754644596067891,12.01112670079342,12.01112670079342,0.0,vol60-dg,0.0,True
broad,EWall,10.0,1.3,vol60-dg,vol60-dg,True,1.1,True,1.2096351632755686,1.7664824337149803,0.6847705588170835,-0.0005599107766178779,0.6574707249243499,1.081515069333306,0.47532572245462035,12.754644596067891,13.220761864068988,13.220761864068988,0.0,vol60-dg,0.0,True
broad,EWall,25.0,1.0,vol60-dg,vol60-dg,True,1.0,True,0.0,0.0,,0.0,0.6436695806855597,1.058604344170992,0.5088544315187122,12.698775272243251,11.769385576362,11.769385576362,0.0,vol60-dg,0.0,True
broad,EWall,25.0,1.3,vol60-dg,vol60-dg,True,1.05,True,0.5918788039167094,0.8858686751080119,0.6681337996792166,-0.000225920717848771,0.6436695806855597,1.058604344170992,0.5088544315187122,12.698775272243251,12.36126438027871,12.36126438027871,0.0,vol60-dg,0.0,True
