arm,outcome,strata,resid,b_IS,t_IS,b_OOS,t_OOS,claim_IS,holds
EWall,CAGR,3,none,-0.0034374824192695557,-1.6854051950868898,-0.0017299329168372428,-0.8672331704570009,False,False
EWall,CAGR,3,logx,0.05985710811773484,2.3829123678131254,0.04184293173715067,1.3042779171646728,True,False
EWall,CAGR,5,none,6.842757270816307e-05,0.03498799176664723,0.004141159923811478,2.290052120781822,False,False
EWall,CAGR,5,logx,0.07094448552086285,2.776828738245199,0.09979012568571581,3.109743679978129,True,True
EWall,CAGR,7,none,0.003050182494731528,1.6996060437953933,0.005859783661993515,3.327054935182463,False,False
EWall,CAGR,7,logx,0.09122722457048739,3.615891680029425,0.13345083025563198,4.038890901199282,True,True
EWall,CAGR,21,none,0.004268451770319115,2.605062881971817,0.007145794672482113,4.370539794012824,True,True
EWall,CAGR,21,logx,0.10540692967601628,4.340007940100931,0.14927494718170742,4.518735393341119,True,True
EWall,CAGRnorm,3,none,-0.047576797814157135,-2.935537967150445,-0.03089805135273067,-2.0889944115225862,True,True
EWall,CAGRnorm,3,logx,0.35322332431661807,1.8726352348044193,0.23396659285773386,1.0231964827770723,False,False
EWall,CAGRnorm,5,none,-0.013133918686659998,-0.8576291103144987,0.017699651385519724,1.3361051099764751,False,False
EWall,CAGRnorm,5,logx,0.4673632586729739,2.462230372602901,0.6980981841994798,3.0692461966602433,True,True
EWall,CAGRnorm,7,none,0.009641075616781618,0.6804056236069943,0.030480188916573673,2.3469620437663146,False,False
EWall,CAGRnorm,7,logx,0.6101046870901091,3.2246555318015786,0.928813223174773,3.957417146356221,True,True
EWall,CAGRnorm,21,none,0.019731476069178657,1.5133220036696498,0.040360813427392984,3.3492043488314365,False,False
EWall,CAGRnorm,21,logx,0.7301429743579086,3.979532268086376,1.0361463156298205,4.387646382696696,True,True
EWall,DDnorm,3,none,-0.09658792007451489,-4.813581929838279,-0.031731403551180905,-1.2091628523823295,True,False
EWall,DDnorm,3,logx,-0.20849849651862584,-0.8328317471692547,0.6633679327008393,1.6380564816947096,False,False
EWall,DDnorm,5,none,-0.048510207313833036,-2.488036688402592,-0.02837572242168708,-1.07984011995457,True,False
EWall,DDnorm,5,logx,-0.04966197927007676,-0.19106185988465946,0.5455539860395838,1.2602915643740666,False,False
EWall,DDnorm,7,none,-0.036715474217883584,-1.9280963753738714,-0.028176855090891028,-1.075736152967904,False,False
