panel,anchor,ladder,rung,is_anchor_rung,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turnover_yr,pass_4b_full,pass_4b_oos,pass_4a,L_H1,L_H2,L_OOS,L_DD,L_CAGR,O_S,O_DD,O_CAGR,A_H1,A_H2,A_DD
U56,A,N,5,False,0.17827666701103606,0.9859644343185225,-0.25853596305636206,1.1972157872354316,0.826898186545906,0.1876467906540611,1.116389710650534,-0.24238280544701685,0.1706185380438232,0.9002767132439443,-0.2585359630563616,3.12730374379627,False,False,False,True,True,True,False,True,True,False,True,False,False,False
U56,A,N,8,False,0.16835370055023535,1.0543570177313728,-0.21430270860985456,1.148026355406319,0.9848459742701502,0.1506137872324902,1.0244324713438449,-0.20214933127901147,0.18316254663029707,1.0797492270780045,-0.21430270860985456,3.0512772736591596,False,False,False,True,True,True,False,True,True,False,True,False,False,False
U56,A,N,10,False,0.17124124583736267,1.1125375130716837,-0.20771056362661844,1.2474787205448488,1.003384921412402,0.16412630251975568,1.1406207251011073,-0.18868968177667844,0.17713100107447066,1.095423418561058,-0.20771056362661866,3.029138541150788,False,False,False,True,True,True,False,True,True,False,True,True,False,False
U56,A,N,12,False,0.17705025292752952,1.1691854832139659,-0.20169232886405797,1.2752665933754002,1.088420497455344,0.1627932771262759,1.1661166936671203,-0.16104868771188452,0.18891790746327697,1.1758369919110914,-0.2016923288640583,3.040640012738739,True,True,False,True,True,True,True,True,True,True,True,True,False,False
U56,A,N,15,False,0.16995945257623468,1.1621168149681405,-0.20974140506046712,1.251133850158724,1.106266399269583,0.14691876816665372,1.1330672758349964,-0.14478212452215866,0.18927385810504593,1.1905670568487305,-0.20974140506046712,3.019941232779304,False,False,False,True,True,True,False,True,True,False,True,True,False,False
U56,A,N,20,True,0.15578668168705812,1.139700973748421,-0.19127568902302328,1.203742907417884,1.0970651527689368,0.13911411272723173,1.111898434102762,-0.1395225553008913,0.1696947758085483,1.1643314948267134,-0.19127568902302317,2.8973943077144937,True,True,False,True,True,True,True,True,True,True,True,False,False,False
U56,A,N,25,False,0.1489102187692648,1.1285133069631514,-0.21158700153786847,1.2022287079791567,1.0819406530423474,0.13051171690682306,1.0952962137355164,-0.14867717484226062,0.16428064522662233,1.1579290814235303,-0.21158700153786847,2.734515279485271,False,False,False,True,True,True,False,True,True,False,True,False,False,False
U56,A,N,30,False,0.14008113065953998,1.100757855994325,-0.22068513612656904,1.1595575204035486,1.0676142517992833,0.12162384147871874,1.0639173598439982,-0.15324876569526646,0.1555031765030752,1.1329425107219153,-0.22068513612656881,2.6493013715765503,False,False,False,True,True,True,False,True,True,False,True,False,False,False
U56,A,N,40,False,0.13457634739318403,1.126761290242574,-0.229841888535963,1.2715954869397383,1.0254030641968146,0.12806187458574558,1.1761943091849962,-0.12581425090959486,0.13996738679597365,1.0983460997969055,-0.2298418885359632,2.313864592272747,False,False,False,True,True,True,False,True,True,False,True,True,False,False
U56,A,H,21,False,0.14353247083583587,1.1152259223790748,-0.20241626421443515,1.2101188265399188,1.0492324872471719,0.13107945727078163,1.1218454285224877,-0.11825948556173882,0.15388681224346845,1.1166795464756156,-0.20241626421443537,6.143455840069608,False,False,False,True,True,True,False,True,True,False,True,False,False,False
U56,A,H,63,False,0.1494838140635475,1.1013999201094504,-0.25692120073193647,1.199843377192747,1.0395983536662594,0.13381177540736666,1.109453248961746,-0.12805466109697528,0.16254771801486534,1.1046265416960457,-0.25692120073193647,3.8712935732522777,False,False,False,True,True,True,False,True,True,False,True,False,False,False
