panel,s,n_days,short_days,short_day_share,short_ann_mean,short_ann_vol,short_sharpe,full_sharpe_of_fullrows,short_cum_logret,all_cum_logret,short_logret_share,worstdd_len,worstdd_short_days,worstdd_share_from_short,ZEROOUT_CAGR,ZEROOUT_Sharpe,ZEROOUT_MaxDD,SPYSUB_CAGR,SPYSUB_Sharpe,SPYSUB_MaxDD,ANCHOR_CAGR,ANCHOR_Sharpe,ANCHOR_MaxDD
U56,0.5,4448,18,0.0040467625899280575,0.25012245966784175,0.09193553451415253,,1.1495807994757878,0.017557679804797856,2.589695384151623,0.006779824342371335,18,0,-0.0,0.15687641669575525,1.1472402278842402,-0.19127562163086198,0.15689904493231865,1.132060791239735,-0.19127562163086176,0.1580277627432507,1.1536628182453896,-0.19127562163086143
U56,0.75,4448,66,0.014838129496402877,0.18425840267705995,0.11404981218772946,1.6155958448556234,1.148019454344996,0.04654028853405271,2.589695384151623,0.017971337022442576,18,0,-0.0,0.15497838396709485,1.1394261816916769,-0.19127562163086143,0.1571092564978127,1.092478079613768,-0.22061944945147527,0.1580277627432507,1.1536628182453896,-0.19127562163086143
U56,0.9,4448,150,0.03372302158273381,0.30210728428630235,0.1822280580495856,1.6578527342046125,1.1322879572526983,0.16980106298617198,2.589695384151623,0.06556796757847191,18,1,0.3247110147546491,0.14694092092723632,1.1129366694911036,-0.19104399631639812,0.15927757331322967,1.053409754213905,-0.27852088653850626,0.1580277627432507,1.1536628182453896,-0.19127562163086143
U56,1.0,4448,168,0.03776978417266187,0.34590164990012623,0.18144625287698846,1.9063587393817956,1.1163880739750696,0.21944309124480207,2.589695384151623,0.08473702837320037,18,1,0.3247110147546491,0.1437197352876074,1.095000013546123,-0.22421802247808043,0.16375571438105574,1.0744756655298706,-0.27852088653850626,0.1580277627432507,1.1536628182453896,-0.19127562163086143
B136,0.5,4448,14,0.003147482014388489,1.3043437178014496,0.21449772228394212,,1.0434495475127676,0.07102100228512419,2.6288403346600604,0.027016095785181275,23,1,0.05156852447282905,0.155938335928133,1.0417990503315555,-0.1978442043242351,0.1688138453945398,1.0887896689616154,-0.21833974758299235,0.1605988223657484,1.0653720113403453,-0.20740187631179063
B136,0.75,4448,24,0.00539568345323741,0.3400408300835407,0.263024836075734,1.2928088280820411,1.0648618650863753,0.029043577721484977,2.6288403346600604,0.011048056946844072,23,6,0.30998072892591516,0.1586906801298038,1.0619722588211407,-0.18779405305211827,0.16317470696777336,1.038984361417116,-0.2906930254803529,0.1605988223657484,1.0653720113403453,-0.20740187631179063
B136,0.9,4448,32,0.007194244604316547,0.12027189407891602,0.2395367147778853,0.5021021273938748,1.073282252244805,0.011599350341242605,2.6288403346600604,0.004412344937161251,23,6,0.30998072892591516,0.15983637676747242,1.0693969718631164,-0.18779405305211805,0.1613500591724102,1.023766700106559,-0.29069302548035314,0.1605988223657484,1.0653720113403453,-0.20740187631179063
B136,1.0,4448,42,0.009442446043165468,0.20535549150279456,0.21427785160467228,0.9583607916774391,1.0677632850167453,0.030359629426718163,2.6288403346600604,0.011548677577120338,23,6,0.30998072892591516,0.15860429081335292,1.0626874808002784,-0.18779405305211816,0.16310876055542622,1.0298026991385523,-0.2906930254803527,0.1605988223657484,1.0653720113403453,-0.20740187631179063
SMALL,0.5,3943,0,0.0,,,,0.5091735910765688,0.0,1.1759344639303304,,386,0,-0.0,0.07805104993425926,0.5091735910765688,-0.3651051671527553,0.07805104993425926,0.5091735910765688,-0.3651051671527553,0.07805104993425926,0.5091735910765688,-0.3651051671527553
SMALL,0.75,3943,0,0.0,,,,0.5091735910765688,0.0,1.1759344639303304,,386,0,-0.0,0.07805104993425926,0.5091735910765688,-0.3651051671527553,0.07805104993425926,0.5091735910765688,-0.3651051671527553,0.07805104993425926,0.5091735910765688,-0.3651051671527553
SMALL,0.9,3943,0,0.0,,,,0.5091735910765688,0.0,1.1759344639303304,,386,0,-0.0,0.07805104993425926,0.5091735910765688,-0.3651051671527553,0.07805104993425926,0.5091735910765688,-0.3651051671527553,0.07805104993425926,0.5091735910765688,-0.3651051671527553
SMALL,1.0,3943,0,0.0,,,,0.5091735910765688,0.0,1.1759344639303304,,386,0,-0.0,0.07805104993425926,0.5091735910765688,-0.3651051671527553,0.07805104993425926,0.5091735910765688,-0.3651051671527553,0.07805104993425926,0.5091735910765688,-0.3651051671527553
