panel,lag,cost,turnover_yr,CAGR_F,Sharpe_F,MaxDD_F,CAGR_H1,Sharpe_H1,MaxDD_H1,CAGR_H2,Sharpe_H2,MaxDD_H2,CAGR_IS,Sharpe_IS,MaxDD_IS,CAGR_OOS,Sharpe_OOS,MaxDD_OOS,oosH1,oosH2,fail4a,fail4b,fail4b_oos,margin4b,worstbar
u56,1,5.0,4.816147001919093,0.13883820503614297,1.1762568847096397,-0.18783180470675864,0.13562252473554626,1.250073413390125,-0.11281584625882313,0.14206153634301866,1.121061990243702,-0.1878318047067581,0.1274200254114417,1.1636514811712673,-0.11281584625882313,0.14834806200876294,1.1891932392809792,-0.18783180470675842,1.3431666958499329,1.0256171493898274,DD,-,-,0.07153417172748085,DD
u56,1,10.0,4.816147001919093,0.13610239002183455,1.1557023983662509,-0.18813402344981878,0.13293015577204148,1.2279306398877199,-0.11379400116991967,0.13928207167225026,1.101736970155847,-0.1881340234498189,0.1247417113294007,1.1417978991339763,-0.11379400116991967,0.14556412540011476,1.169519205443047,-0.18813402344981867,1.3237806233114475,1.0056715481288105,DD,-,-,0.07004028321359004,DD
u56,1,25.0,4.816147001919093,0.12793053463633308,1.0937468974046314,-0.1890406796789995,0.1248876142149653,1.161131986617069,-0.11672365111099203,0.13098031017727974,1.0435219687297674,-0.18904067967899896,0.11674121506732993,1.0759068318908025,-0.11672365111099203,0.13724887116018913,1.11022881446928,-0.18904067967899985,1.265265137807782,0.945665620426085,DD,-,-,0.065558617671916,DD
u56,5,5.0,4.804116856850353,0.1319088178947938,1.1025310136302657,-0.17579621037436,0.12725580312002505,1.1670171229472714,-0.12436359799299535,0.13657893014802425,1.0568227681405635,-0.17579621037436022,0.11955766579813831,1.0857112098709971,-0.12436359799299535,0.14220412259550508,1.1189068893422094,-0.17579621037436033,1.3012265742534745,0.9251447813942846,DD,-,-,0.13102696144979809,DD
u56,5,10.0,4.804116856850353,0.1291933080779264,1.0822411093701603,-0.17611410705752262,0.12460145157271496,1.144961635369312,-0.12518237672578036,0.1338018324957575,1.037840298601526,-0.17611410705752262,0.11688574625784365,1.0637446947489249,-0.12518237672578036,0.13945216111778702,1.09973447267821,-0.17611410705752284,1.2817981441981812,0.9062214313024963,DD,-,-,0.1294555757747338,DD
u56,5,25.0,4.804116856850353,0.1210820408577502,1.0211557110638452,-0.17706779710701026,0.11667220140799106,1.0785414016900812,-0.12763530838808157,0.1255072969725617,0.9807027755862328,-0.17706779710701015,0.1089045091930092,0.9976233018591084,-0.12763530838808157,0.13123216088684764,1.0420068819278716,-0.17706779710701015,1.223258307209462,0.8492852393254481,DD,-,-,0.12474141874954209,DD
u56,7,5.0,4.815110641841836,0.13130071649630515,1.087036599101163,-0.199820215624833,0.12330971347464015,1.1241654425236598,-0.13405531699465012,0.13934492791675623,1.0642762017339233,-0.19982021562483288,0.11491097686720719,1.0380809758020388,-0.13405531699465012,0.14500759981889844,1.1264813395743618,-0.19982021562483288,1.2899053808890149,0.951524941556426,DD,-,-,0.012274612942436106,DD
u56,7,10.0,4.815110641841836,0.12858191951586262,1.0670264768469724,-0.20012129627549102,0.12066241520220311,1.1024240759838257,-0.13482008395217304,0.1365537842207456,1.0455462454421942,-0.20012129627549102,0.11224966679651538,1.016514264366143,-0.13482008395217304,0.14224052328307635,1.1075070590993603,-0.20012129627549102,1.2706780657102794,0.9327731441102023,DD,-,-,0.010786350099375725,DD
u56,7,25.0,4.815110641841836,0.12046089997531251,1.0067655300203264,-0.20102453822746624,0.11275426165842917,1.036933229264818,-0.1386359743331662,0.12821740483514477,0.9891501602251019,-0.20102453822746646,0.10430012949883771,0.9515590265488901,-0.1386359743331662,0.13397549133239406,1.0503689220771402,-0.20102453822746624,1.212760360617257,0.8763216322424687,DD,-,-,0.006321561570189094,DD
broad,1,5.0,7.261433934217746,0.1637408346874829,1.1556890392905972,-0.24475067248340543,0.165308114641034,1.2916955925575726,-0.12966091166321636,0.16217636720383433,1.056558649911468,-0.24475067248340554,0.15677253133502966,1.2118432447060092,-0.12966091166321636,0.16952300718329294,1.12261133442637,-0.24475067248340565,1.1833662277046366,1.0586323019698511,DD,DD,DD,-0.2098657978117941,DD
