panel,cadence,mode,cost_bps,chooser,pick_cap,pick_gross,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,base_OOS_CAGR,base_OOS_Sharpe,beats_spy,beats_base,full4b,full4a
U56,W,CONT,0.0,C_ISSHARPE,0.020,0.75,0.13168913356431755,1.3693466954314064,-0.14765004422980454,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,True,True,False
U56,W,CONT,0.0,C_ISCALMAR,INF,0.75,0.14353853330986377,1.2803390722324455,-0.17274816551070737,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,W,CONT,10.0,C_ISSHARPE,0.020,0.75,0.12773946456006335,1.3318413815124672,-0.14809080759214632,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,True,True,False
U56,W,CONT,10.0,C_ISCALMAR,INF,0.75,0.13852464950781207,1.2397071765466101,-0.17392304314971785,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,W,CONT,25.0,C_ISSHARPE,0.020,0.75,0.12183969460699817,1.275468963789105,-0.14875179387181792,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,W,CONT,25.0,C_ISCALMAR,INF,0.75,0.13104300062203,1.1786655678511138,-0.1756836938565105,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,W,CONT,50.0,C_ISSHARPE,0.020,0.75,0.1120723488705766,1.181260845927782,-0.14985301432639275,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,False,False
U56,W,CONT,50.0,C_ISCALMAR,INF,0.75,0.11867736655768191,1.0767540132346374,-0.17861367175230713,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,False,False
U56,W,RATCHET,0.0,C_ISSHARPE,0.030,0.75,0.18766120170494127,1.3137839013112917,-0.18588846309221352,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,True,True,False
U56,W,RATCHET,0.0,C_ISCALMAR,0.020,1.0,0.18402951229217757,1.3195171905152712,-0.18643437748848746,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,True,True,False
U56,W,RATCHET,10.0,C_ISSHARPE,0.030,0.75,0.18363452112295553,1.2891161993807119,-0.18635966788281755,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,True,True,False
U56,W,RATCHET,10.0,C_ISCALMAR,0.020,1.0,0.18010112661236888,1.2948180244909053,-0.18688593513371954,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,True,True,False
U56,W,RATCHET,25.0,C_ISSHARPE,0.030,0.75,0.1776187549992978,1.2520537407455126,-0.1870663415331093,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,W,RATCHET,25.0,C_ISCALMAR,0.020,1.0,0.17423177690151603,1.257710229976699,-0.1875631515549625,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,W,RATCHET,50.0,C_ISSHARPE,0.030,0.75,0.16765682884045852,1.1901386442653223,-0.18824377485529042,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,W,RATCHET,50.0,C_ISCALMAR,0.020,1.0,0.1645111608458556,1.1957234677546698,-0.1886915254660877,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,W,RAT_CAP,0.0,C_ISSHARPE,INF,0.75,0.19087201312935553,1.3327388298279177,-0.18417464425489338,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,True,True,False
U56,W,RAT_CAP,0.0,C_ISCALMAR,INF,1.0,0.19856635819948476,1.3631334194381168,-0.1890626597430397,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,True,True,False
U56,W,RAT_CAP,10.0,C_ISSHARPE,INF,0.75,0.1864652237501141,1.305802061624507,-0.18515886344200383,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,True,True,False
U56,W,RAT_CAP,10.0,C_ISCALMAR,INF,1.0,0.1931743356359572,1.3307996497602879,-0.1901203080770899,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,True,True,False
U56,W,RAT_CAP,25.0,C_ISSHARPE,INF,0.75,0.1798839685369451,1.2653229072935173,-0.1866339881895317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,W,RAT_CAP,25.0,C_ISCALMAR,0.015,0.75,0.10234816469229946,1.302222378438418,-0.12188957032612746,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,True,False,False
U56,W,RAT_CAP,50.0,C_ISSHARPE,INF,0.75,0.16899192709143063,1.1976845616977505,-0.18908931975079546,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,W,RAT_CAP,50.0,C_ISCALMAR,INF,0.75,0.16899192709143063,1.1976845616977505,-0.18908931975079546,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,W,RAT_BUD,0.0,C_ISSHARPE,0.030,0.75,0.1334323060690794,1.1655346597139062,-0.14414579442249353,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,W,RAT_BUD,0.0,C_ISCALMAR,0.030,0.75,0.1334323060690794,1.1655346597139062,-0.14414579442249353,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,W,RAT_BUD,10.0,C_ISSHARPE,0.030,0.75,0.13045536995044404,1.1421444510098988,-0.14495478194493805,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,W,RAT_BUD,10.0,C_ISCALMAR,0.030,0.75,0.13045536995044404,1.1421444510098988,-0.14495478194493805,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,W,RAT_BUD,25.0,C_ISSHARPE,0.030,0.75,0.126003725772035,1.107003577501777,-0.14847073969607993,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,W,RAT_BUD,25.0,C_ISCALMAR,0.030,0.75,0.126003725772035,1.107003577501777,-0.14847073969607993,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,W,RAT_BUD,50.0,C_ISSHARPE,0.030,0.75,0.11862087053410875,1.0483056441076135,-0.1601268540431482,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,W,RAT_BUD,50.0,C_ISCALMAR,0.030,1.0,0.1638368736785618,1.0878283731231726,-0.19543308294685302,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,M,CONT,0.0,C_ISSHARPE,0.020,0.75,0.13139469881981514,1.2908715346839947,-0.17879512552700583,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,True,True,False
U56,M,CONT,0.0,C_ISCALMAR,0.020,0.75,0.13139469881981514,1.2908715346839947,-0.17879512552700583,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,True,True,False
U56,M,CONT,10.0,C_ISSHARPE,0.020,0.75,0.12870257802245533,1.267061164743373,-0.1791182452379544,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,M,CONT,10.0,C_ISCALMAR,0.020,0.75,0.12870257802245533,1.267061164743373,-0.1791182452379544,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,M,CONT,25.0,C_ISSHARPE,0.020,0.75,0.12467481760904597,1.2311643692779357,-0.17960292480437656,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,M,CONT,25.0,C_ISCALMAR,0.020,0.75,0.12467481760904597,1.2311643692779357,-0.17960292480437656,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,M,CONT,50.0,C_ISSHARPE,0.020,0.75,0.11798958969654194,1.1708972516522735,-0.18041072408174652,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,M,CONT,50.0,C_ISCALMAR,0.020,0.75,0.11798958969654194,1.1708972516522735,-0.18041072408174652,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,True,False
U56,M,RATCHET,0.0,C_ISSHARPE,0.030,1.0,0.19208330592564837,1.2648451958808526,-0.22478757996054888,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,False,False
U56,M,RATCHET,0.0,C_ISCALMAR,0.030,1.0,0.19208330592564837,1.2648451958808526,-0.22478757996054888,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,False,False
U56,M,RATCHET,10.0,C_ISSHARPE,0.030,1.0,0.1886989260116887,1.2456572909003831,-0.225174844651421,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,False,False
U56,M,RATCHET,10.0,C_ISCALMAR,0.030,1.0,0.1886989260116887,1.2456572909003831,-0.225174844651421,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,False,False
U56,M,RATCHET,25.0,C_ISSHARPE,0.030,1.0,0.1836377279327548,1.2167485076932232,-0.2257557416877285,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,False,False
U56,M,RATCHET,25.0,C_ISCALMAR,0.030,1.0,0.1836377279327548,1.2167485076932232,-0.2257557416877285,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,False,False
U56,M,RATCHET,50.0,C_ISSHARPE,0.030,1.0,0.17524324846354378,1.1682543959038498,-0.226723903414908,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,False,False
U56,M,RATCHET,50.0,C_ISCALMAR,0.030,1.0,0.17524324846354378,1.1682543959038498,-0.226723903414908,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,False,False
U56,M,RAT_CAP,0.0,C_ISSHARPE,0.030,0.75,0.16561599703994934,1.2787056072008216,-0.21203156211219853,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,False,False
U56,M,RAT_CAP,0.0,C_ISCALMAR,0.030,0.75,0.16561599703994934,1.2787056072008216,-0.21203156211219853,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.0951245058604564,1.2839355379722956,True,False,False,False
