panel,kind,q,k,seed,arm,keep4a,keep4b,fails4b,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,OOS_CAGR,OOS_MaxDD
k80~q0.500~s06,k80q0.500,0.5,80,6,EWall,False,False,"H2,OOS,DD",0.10657063254648613,0.8074985873261795,-0.3506643533030358,1.06540148703316,0.6324726913964329,0.760516404559409,0.10603421204952213,-0.3506643533030359
k80~q0.500~s06,k80q0.500,0.5,80,6,CAND10,False,False,"H2,OOS,DD",0.12315617545872382,0.7545268406665279,-0.36498101192580645,0.9594688247253458,0.6101360614627804,0.713254254808476,0.12319323366481183,-0.36498101192580634
k80~q0.500~s06,k80q0.500,0.5,80,6,CAND20,False,False,"H2,OOS,DD",0.11467261654505623,0.7857972303876443,-0.35194970617428867,1.0050548327506914,0.6342270843370104,0.7520547898797258,0.11699642461114479,-0.35194970617428856
k80~q0.500~s07,k80q0.500,0.5,80,7,EWall,False,False,"H2,OOS,DD,CAGR",0.09614235463457277,0.823405648049011,-0.2832224967308563,0.9886102040484626,0.6926208070199259,0.7640898245563156,0.09163587895535352,-0.2832224967308562
k80~q0.500~s07,k80q0.500,0.5,80,7,CAND10,False,False,"H2,OOS,DD",0.10971552367538107,0.7398578451103415,-0.3108026447577761,0.9610263716354495,0.568330392226633,0.6468666559700416,0.09868620705330833,-0.3108026447577763
k80~q0.500~s07,k80q0.500,0.5,80,7,CAND20,False,False,"H2,OOS,DD",0.11465129315155465,0.8729800329197447,-0.28908027130317315,1.0661360923399474,0.7194641160640418,0.8356419488531559,0.11442692879503835,-0.28908027130317293
k80~q0.500~s08,k80q0.500,0.5,80,8,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.09143422196024975,0.7803416585913366,-0.28071862265579417,0.8643860420671231,0.7160317889794756,0.7859089389309832,0.09520803033136271,-0.2807186226557944
k80~q0.500~s08,k80q0.500,0.5,80,8,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.09062320909535626,0.6245701666751575,-0.31699565309143407,0.6701342518542762,0.5898392215207481,0.5669704864971938,0.08364944623276394,-0.3169956530914336
k80~q0.500~s08,k80q0.500,0.5,80,8,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.0971990591384464,0.7502705721746464,-0.28967089950555625,0.8613364765781364,0.6628297522764394,0.7119277492253261,0.09506000922684987,-0.28967089950555625
k80~q0.500~s09,k80q0.500,0.5,80,9,EWall,False,False,"H2,OOS,CAGR",0.09225984743638738,0.843937938871934,-0.1982035181393802,0.9654875772037449,0.7477555257957779,0.8389372998040507,0.09446097692999222,-0.19820351813938086
k80~q0.500~s09,k80q0.500,0.5,80,9,CAND10,False,False,"H2,OOS,DD",0.1040092790401399,0.7390603659272982,-0.2725372902915595,0.8952121443020687,0.6186605388087926,0.6688188097320259,0.09767399259375331,-0.2725372902915587
k80~q0.500~s09,k80q0.500,0.5,80,9,CAND20,False,False,"H2,OOS,DD",0.10803611437918659,0.862301160308183,-0.22251054462599196,0.8929512648816705,0.8434292524301159,0.8649222930189518,0.1132888637774847,-0.22251054462599207
k80~q0.500~s10,k80q0.500,0.5,80,10,EWall,False,False,"H2,OOS,DD,CAGR",0.09297116987042808,0.7941781707667332,-0.2811401501256846,1.0264514086262189,0.6052627688656503,0.7334023134358507,0.0880601639474623,-0.28114015012568494
k80~q0.500~s10,k80q0.500,0.5,80,10,CAND10,False,False,"H2,OOS,DD",0.10808264118498623,0.732797348641782,-0.3230441018421776,0.9088532062720479,0.5840901417870034,0.7405667842715637,0.11545348399643252,-0.32304410184217747
k80~q0.500~s10,k80q0.500,0.5,80,10,CAND20,False,False,"H2,OOS,DD",0.10649461377094638,0.8164135419769206,-0.2756443711140262,1.0817698843409356,0.594197641773944,0.756462921843353,0.10239757924006376,-0.2756443711140266
k80~q0.500~s11,k80q0.500,0.5,80,11,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.07253300669953466,0.639331004215203,-0.278041638979141,0.8717866614498434,0.45881587827154413,0.5995183152436305,0.07010423661486986,-0.2780416389791406
k80~q0.500~s11,k80q0.500,0.5,80,11,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.05545953720301333,0.42829013530487264,-0.30179198631156934,0.5748472100010934,0.31104287557663524,0.49642118928795576,0.07000166041379652,-0.30179198631156967
k80~q0.500~s11,k80q0.500,0.5,80,11,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.07141589736053722,0.5824339423383459,-0.2808473663877963,0.7492138261530914,0.44716412195858807,0.6062077687571603,0.07820245406019466,-0.2808473663877974
k80~q0.500~s12,k80q0.500,0.5,80,12,EWall,False,False,"H2,OOS,DD,CAGR",0.08180685189256187,0.71723404965137,-0.24976098206222652,0.936476111234882,0.5347663349647824,0.6466697223186271,0.0746699767153598,-0.24976098206222686
k80~q0.500~s12,k80q0.500,0.5,80,12,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.08047508241942936,0.582021966669614,-0.2816456555814908,0.6877176900173768,0.4907511365271002,0.5230199626219345,0.07298246677998987,-0.2816456555814898
k80~q0.500~s12,k80q0.500,0.5,80,12,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.08936363861119667,0.7066096815993361,-0.25250202935642496,0.7733980970446716,0.6496555396135246,0.6748279433887825,0.08698319428809986,-0.25250202935642485
k80~q0.500~s13,k80q0.500,0.5,80,13,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.07213954195795846,0.6221512014551236,-0.30356892067204644,0.8739865453408907,0.41417105415786837,0.5210966596261031,0.06010670298843834,-0.30356892067204666
k80~q0.500~s13,k80q0.500,0.5,80,13,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.08711482529849746,0.6264250908452108,-0.30365525261708637,0.863651387452549,0.4356382916221357,0.5461384495062288,0.0770992966939974,-0.3036552526170867
k80~q0.500~s13,k80q0.500,0.5,80,13,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.07754215724046731,0.619550616343684,-0.3055550215323586,0.8284724860545276,0.44883959837908566,0.5338853454460294,0.06741415144575424,-0.30555502153235814
k80~q0.500~s14,k80q0.500,0.5,80,14,EWall,False,False,"H2,OOS,DD",0.10125937059173906,0.8376489623271932,-0.2661255002155489,0.939620856304495,0.7679642245918992,0.8152051187158387,0.1034619972744315,-0.2661255002155489
k80~q0.500~s14,k80q0.500,0.5,80,14,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.08984004502966458,0.6143642168565209,-0.28406300413070285,0.8536765531459678,0.43476417635221265,0.5272386501626609,0.07903458742002845,-0.2840630041307026
k80~q0.500~s14,k80q0.500,0.5,80,14,CAND20,False,False,"H2,OOS,DD",0.11182294810859861,0.8305055680978892,-0.27053866161689655,1.0118788348362755,0.7006125454631525,0.8008473811054997,0.1144316740560356,-0.27053866161689666
k80~q0.500~s15,k80q0.500,0.5,80,15,EWall,False,False,"H2,OOS,DD",0.10127144962976264,0.869930603845842,-0.23857361831936819,1.048709351463368,0.7141055713419394,0.8239117589228002,0.09644940798089596,-0.2385736183193683
k80~q0.500~s15,k80q0.500,0.5,80,15,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.09274673265972178,0.6528914834481105,-0.2735379042684446,0.6900383598990922,0.6224811640916909,0.5525908488082062,0.07800199000802155,-0.27353790426844404
k80~q0.500~s15,k80q0.500,0.5,80,15,CAND20,False,False,"H2,OOS,DD",0.10949988336969607,0.8509831965113412,-0.2739227539405287,1.0030083640287528,0.7182662654581285,0.7628463760599217,0.09901309254530033,-0.273922753940529
k80~q0.500~s16,k80q0.500,0.5,80,16,EWall,False,False,"H2,OOS,DD",0.10985840982960582,0.8919057120128936,-0.29120639862793474,1.015797664494078,0.7932329373773085,0.8765081548839108,0.11102229487939663,-0.2912063986279345
k80~q0.500~s16,k80q0.500,0.5,80,16,CAND10,False,False,"H2,OOS,DD",0.10485163784089901,0.6803128983813684,-0.29590068089991073,0.9603609199962869,0.456739175749802,0.6024456839760035,0.09574512398749024,-0.2959006808999106
k80~q0.500~s16,k80q0.500,0.5,80,16,CAND20,False,False,"H2,OOS,DD",0.1145018223800569,0.8269644607626035,-0.30160971012057036,0.957167381319187,0.7223517894457219,0.7997788743648155,0.11539361782941415,-0.3016097101205705
k80~q0.500~s17,k80q0.500,0.5,80,17,EWall,False,False,"H2,OOS,DD,CAGR",0.08934163860330901,0.7658779194582497,-0.2829259857769433,0.9196143313981442,0.6399282365540986,0.7455637096442879,0.08879953684485709,-0.2829259857769434
k80~q0.500~s17,k80q0.500,0.5,80,17,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.07386181833567806,0.5390855932120945,-0.28185130763157806,0.6036939045471089,0.48703567504611917,0.5486142407524821,0.0778427623352318,-0.28185130763157806
k80~q0.500~s17,k80q0.500,0.5,80,17,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.08484874509971485,0.6690851309581279,-0.295957796118121,0.7776743279964733,0.5802064841995882,0.7094609422116556,0.09353160455690857,-0.2959577961181218
k80~q0.500~s18,k80q0.500,0.5,80,18,EWall,False,False,"H2,OOS,DD,CAGR",0.09277490176940151,0.719989483862176,-0.32468212995140533,0.9100856894324101,0.5947783839458752,0.6577571049972041,0.08868798560808644,-0.32468212995140544
k80~q0.500~s18,k80q0.500,0.5,80,18,CAND10,False,False,"H1,H2,OOS,DD",0.12116447352071358,0.7640175130632443,-0.3284335193505157,0.8042640388966407,0.7422851068845842,0.7848384764721679,0.1325733213281577,-0.3284335193505157
k80~q0.500~s18,k80q0.500,0.5,80,18,CAND20,False,False,"H2,OOS,DD",0.10604537079052334,0.7507202370882552,-0.3263007212342873,0.9448874055096996,0.6164441403197967,0.6915989132779017,0.10229845929215897,-0.3263007212342873
k80~q0.500~s19,k80q0.500,0.5,80,19,EWall,False,False,"H2,OOS,DD",0.10089650164289754,0.8509404146794703,-0.2472153301025629,0.8912084537561015,0.8222914237815672,0.8615168427813131,0.10513621604189138,-0.24721533010256158
k80~q0.500~s19,k80q0.500,0.5,80,19,CAND10,False,False,"H1,H2,OOS,DD",0.10831985246682097,0.7298603652478487,-0.3167296149964858,0.8817508880775295,0.6128255296663708,0.6839127466715695,0.1049768954045942,-0.31672961499648566
k80~q0.500~s19,k80q0.500,0.5,80,19,CAND20,False,False,"H1,H2,OOS,DD",0.10293760235840588,0.7878624202534793,-0.27885260549661195,0.8466115277096276,0.7429010563258427,0.7947023836238228,0.10767565266993051,-0.27885260549661284
k80~q0.500~s20,k80q0.500,0.5,80,20,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.08343360777375963,0.7284415741256284,-0.23835589501500243,0.853365860768812,0.6162599526325585,0.7297802610718974,0.08387312223307086,-0.2383558950150022
k80~q0.500~s20,k80q0.500,0.5,80,20,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.08902440236330955,0.622615782751732,-0.29917726542066747,0.7987208855409351,0.46509036524475084,0.572060570200912,0.08202725068395056,-0.29917726542066925
k80~q0.500~s20,k80q0.500,0.5,80,20,CAND20,False,False,"H2,OOS,DD",0.10332749432569055,0.7895920148944969,-0.24263205875384253,0.9216249832419301,0.6705803639144258,0.7664181800671689,0.10136618987342838,-0.24263205875384264
k80~q0.500~s21,k80q0.500,0.5,80,21,EWall,False,False,"H1,DD",0.11457274709317633,0.9610662331247258,-0.21261799948830795,0.8655854430664259,1.047998491647792,1.0339870022648943,0.12743714411636597,-0.21261799948830784
k80~q0.500~s21,k80q0.500,0.5,80,21,CAND10,False,False,"H1,OOS,DD",0.12406856835673574,0.8088588220090603,-0.21830252453769516,0.6569155533601848,0.9424761109425224,0.8622638033342389,0.1399424107917917,-0.21830252453769494
k80~q0.500~s21,k80q0.500,0.5,80,21,CAND20,False,False,"H1,DD",0.11771973310438466,0.8773212756222698,-0.211729579795236,0.7347229038883762,1.0038475815675905,0.9898793773926321,0.14006566294572154,-0.211729579795236
k80~q0.500~s22,k80q0.500,0.5,80,22,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.09353231690808173,0.7467995662240282,-0.333155287821025,0.8374130528374297,0.6899499748947701,0.7219502228811068,0.0949607687266043,-0.3331552878210251
k80~q0.500~s22,k80q0.500,0.5,80,22,CAND10,False,False,"H1,H2,DD",0.1174245151884028,0.773717078458242,-0.32740069859367293,0.6940880390512562,0.8458139458000877,0.8860383572270687,0.1454327051283557,-0.3274006985936728
k80~q0.500~s22,k80q0.500,0.5,80,22,CAND20,False,False,"H1,H2,OOS,DD",0.10217689200324354,0.7511704927161333,-0.337029868446844,0.7933780492492968,0.7273970053013241,0.7676883574064229,0.1107747417698739,-0.3370298684468439
k80~q0.500~s23,k80q0.500,0.5,80,23,EWall,False,False,"H2,OOS,DD,CAGR",0.08617941795184847,0.7751051766313896,-0.2514007634198264,1.017475062033336,0.5683424395484854,0.6871508982645691,0.0768912696978572,-0.25140076341982653
k80~q0.500~s23,k80q0.500,0.5,80,23,CAND10,False,False,"H2,OOS,DD",0.11892649093615715,0.8110920848128927,-0.25490254460434214,1.1311847167733502,0.5394110000068958,0.721193701621352,0.10715513314421465,-0.25490254460434336
k80~q0.500~s23,k80q0.500,0.5,80,23,CAND20,False,False,"H2,OOS,DD,CAGR",0.09678607143468909,0.7734612657817872,-0.25497380623321075,1.012033640814352,0.5661315793928468,0.6766247526447978,0.08506388123732278,-0.25497380623321075
k80~q0.500~s24,k80q0.500,0.5,80,24,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.08626372942900651,0.7334009445797302,-0.2679535818920996,0.8111878475794632,0.6694405236124037,0.7159340595595288,0.08528000215461673,-0.26795358189209983
k80~q0.500~s24,k80q0.500,0.5,80,24,CAND10,False,False,"H1,H2,OOS,DD",0.10333332306016318,0.6960246755372432,-0.2638723651747018,0.6940253369396537,0.7006109721399979,0.7097603401181911,0.10871889487576869,-0.26387236517470125
k80~q0.500~s24,k80q0.500,0.5,80,24,CAND20,False,False,"H1,H2,OOS,DD",0.10151494944560757,0.7720220480519151,-0.2763406978814734,0.8485968970980213,0.7080038537232736,0.7741355477484927,0.10397413288273882,-0.2763406978814734
k80~q0.500~s25,k80q0.500,0.5,80,25,EWall,False,False,"H2,OOS,DD,CAGR",0.07973228885132477,0.7013856103969512,-0.27240127971366157,0.9619821957708651,0.4926064006506453,0.5822270021306485,0.06625734195769528,-0.2724012797136617
k80~q0.500~s25,k80q0.500,0.5,80,25,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.07434308111142718,0.5514158521945547,-0.30269427787870196,0.8490229053222067,0.31290261141510933,0.4648189732620209,0.06252919634309251,-0.3026942778787025
k80~q0.500~s25,k80q0.500,0.5,80,25,CAND20,False,False,"H2,OOS,DD,CAGR",0.0876056407879946,0.7058926379318948,-0.278786710532939,1.0436396256339058,0.43109308292192733,0.5637631210529332,0.06958387124346488,-0.2787867105329389
k80~q0.500~s26,k80q0.500,0.5,80,26,EWall,False,False,"H2,DD",0.10802196891679272,0.9329735054022322,-0.2546694011767534,1.0419718383547902,0.8576207773122588,0.9394145192858759,0.1146100182872003,-0.25466940117675363
k80~q0.500~s26,k80q0.500,0.5,80,26,CAND10,False,False,"H2,DD",0.13039677470782962,0.8667716483954931,-0.28790902404921836,0.9227414777221609,0.8318977311135933,0.9637482304920841,0.15853579515327998,-0.2879090240492186
k80~q0.500~s26,k80q0.500,0.5,80,26,CAND20,False,False,DD,0.11854271201345412,0.9085420039743092,-0.2657095823503848,0.9517643909228742,0.884527492404788,1.031569668148466,0.14606496221854925,-0.26570958235038455
k80~q0.500~s27,k80q0.500,0.5,80,27,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.08095307373687066,0.7400484224220496,-0.24152583301738528,0.8153026678486818,0.6820018102895062,0.7086726152174928,0.07960784910372176,-0.24152583301738484
k80~q0.500~s27,k80q0.500,0.5,80,27,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.07980432194851783,0.5900277060866616,-0.26651075147400993,0.8595378374380817,0.3623949397099803,0.40975073346572094,0.053346649655441336,-0.26651075147401015
k80~q0.500~s27,k80q0.500,0.5,80,27,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.07915006667874858,0.6558580113074476,-0.2520404487300867,0.7917936851611524,0.5444345895793337,0.5939606446386615,0.07343244696630946,-0.2520404487300868
k80~q0.500~s28,k80q0.500,0.5,80,28,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.07711511962258633,0.6866716674292853,-0.3293030014645819,0.8310015994810679,0.5769287218360029,0.6482657507409294,0.07498937183584564,-0.329303001464582
k80~q0.500~s28,k80q0.500,0.5,80,28,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.06394151059718656,0.47880590551790164,-0.3400498975028965,0.6317289706612759,0.35766083186872644,0.37918630423578453,0.049380050909457074,-0.34004989750289627
k80~q0.500~s28,k80q0.500,0.5,80,28,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.0824485093755043,0.6620610114918273,-0.3273584066689492,0.768915100882162,0.5793436291296546,0.6269607058417999,0.0804239127820443,-0.327358406668949
k80~q0.500~s29,k80q0.500,0.5,80,29,EWall,False,False,"H2,OOS,DD,CAGR",0.09599352268577532,0.8532512812107524,-0.2940934879224474,0.998659819098167,0.7315824677036074,0.8164470754746804,0.09324028091280323,-0.29409348792244694
k80~q0.500~s29,k80q0.500,0.5,80,29,CAND10,False,False,"H2,OOS,DD",0.1307005824417038,0.8763243351670307,-0.3142859165842692,1.1232899616488232,0.6729517721848945,0.7596427352927266,0.11587411491132582,-0.3142859165842691
k80~q0.500~s29,k80q0.500,0.5,80,29,CAND20,False,False,"H2,OOS,DD",0.10908110240704239,0.8588993546356753,-0.3061340573003768,1.035184760749942,0.7134188270023887,0.7904525856270603,0.10302178892892222,-0.30613405730037635
k80~q0.500~s30,k80q0.500,0.5,80,30,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.08301174314415194,0.7028256431784088,-0.32206645798077194,0.8637597461579375,0.5816636416180417,0.6508364316703303,0.07916288630290214,-0.3220664579807718
k80~q0.500~s30,k80q0.500,0.5,80,30,CAND10,False,False,"H1,H2,OOS,DD",0.10007778627915265,0.676212662418144,-0.32027182737336757,0.6766648083556142,0.6861112337733796,0.6499370379335822,0.10172323480983136,-0.32027182737336757
k80~q0.500~s30,k80q0.500,0.5,80,30,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.09223984008315567,0.7071861892369816,-0.3232262477688901,0.7215759989656921,0.7051848894524525,0.7409679020523616,0.10283919091135063,-0.3232262477688902
k80~q0.500~s31,k80q0.500,0.5,80,31,EWall,False,False,"H2,OOS,DD,CAGR",0.08722646694481884,0.7802183784872679,-0.2667587351711648,0.9436988870634159,0.6548366634375663,0.7531826033765749,0.08728842178459773,-0.2667587351711648
k80~q0.500~s31,k80q0.500,0.5,80,31,CAND10,False,False,"H1,H2,OOS,DD",0.107055285353153,0.7292408894905565,-0.27579511740175633,0.6496712668341889,0.8008776184836511,0.836430730299123,0.13280175809766925,-0.27579511740175666
k80~q0.500~s31,k80q0.500,0.5,80,31,CAND20,False,False,"H1,H2,DD",0.106282060372201,0.8301990438019486,-0.27584793459121915,0.8455421631382785,0.8244664765185697,0.9157614304745804,0.1247881406407918,-0.2758479345912189
k80~q0.500~s32,k80q0.500,0.5,80,32,EWall,False,False,"H2,OOS,DD,CAGR",0.09859337750630193,0.8475640410985492,-0.2631691207711142,0.951580711469201,0.7639780858850316,0.8022506380261516,0.09491025070742132,-0.26316912077111465
k80~q0.500~s32,k80q0.500,0.5,80,32,CAND10,False,False,"H2,OOS,DD",0.1325615329643859,0.8613134510626534,-0.2867022984796873,0.9611044268504794,0.7846717100697944,0.7925484847030281,0.1256027844738259,-0.2867022984796872
k80~q0.500~s32,k80q0.500,0.5,80,32,CAND20,False,False,"H2,OOS,DD",0.11147545736324393,0.8581777944947541,-0.26213970580208834,0.9361386620581061,0.7964590410912913,0.8058104048353,0.10706930770296785,-0.2621397058020879
k80~q0.500~s33,k80q0.500,0.5,80,33,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.087559815781026,0.7507398866839288,-0.2777562261540285,0.8760394174856315,0.6544083706574206,0.7334414976884415,0.08864861257879708,-0.2777562261540282
k80~q0.500~s33,k80q0.500,0.5,80,33,CAND10,False,False,"H2,OOS,DD",0.10329511604492136,0.7048152549124143,-0.31127566322051214,0.9303186628195019,0.5300515553809005,0.6282703590858236,0.0953830661449051,-0.3112756632205117
k80~q0.500~s33,k80q0.500,0.5,80,33,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.09253116503415115,0.716000610894175,-0.27743600251389433,0.8355299366226356,0.6254560806449626,0.7045334323379281,0.09553784202982407,-0.2774360025138941
k80~q0.500~s34,k80q0.500,0.5,80,34,EWall,False,False,"H2,OOS,DD,CAGR",0.09313587691057834,0.7973912783834085,-0.26285874248286956,0.9109837497166468,0.7032282009973724,0.7684572032775989,0.09135072316190995,-0.26285874248286945
k80~q0.500~s34,k80q0.500,0.5,80,34,CAND10,False,False,"H1,H2,OOS,DD",0.11434266862277309,0.7526280150476419,-0.2851669608186701,0.8192201203265485,0.7044868095979179,0.6933774487337804,0.10935095401864547,-0.28516696081867043
k80~q0.500~s34,k80q0.500,0.5,80,34,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.09487144009046933,0.7269980496917033,-0.271835916908291,0.7631025481043067,0.7006009031130027,0.7413363767532043,0.10098638132286974,-0.27183591690829123
k80~q0.500~s35,k80q0.500,0.5,80,35,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.06862612757418862,0.6274313489162305,-0.30293198516727615,0.8621687984201232,0.44284835291651004,0.538780751316988,0.05953492129287041,-0.30293198516727626
k80~q0.500~s35,k80q0.500,0.5,80,35,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.08599832262309337,0.6375381768165809,-0.31843609918169036,0.8813024276657591,0.4293028205526612,0.535590973925933,0.07176888320791686,-0.3184360991816896
k80~q0.500~s35,k80q0.500,0.5,80,35,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.07333543989036895,0.6157678716811597,-0.3023186043070404,0.8283950240462231,0.44175601049240015,0.5391519638430176,0.06481798440754116,-0.30231860430704127
k80~q0.500~s36,k80q0.500,0.5,80,36,EWall,False,False,"H2,OOS,DD",0.0994134423025419,0.8266299898730974,-0.29277812051105545,0.9742996827807923,0.7104619308085243,0.8388238003746221,0.10464452069871277,-0.29277812051105534
k80~q0.500~s36,k80q0.500,0.5,80,36,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.08933269956194612,0.6051817619230515,-0.302716654335742,0.7602760561256635,0.4789340961285396,0.5818772402092128,0.0891820883477612,-0.3027166543357419
k80~q0.500~s36,k80q0.500,0.5,80,36,CAND20,False,False,"H2,OOS,DD",0.10394593649498463,0.7688493990861162,-0.29906604062566877,0.9420312115470086,0.6300696355023407,0.7710408477100729,0.10899498300181243,-0.2990660406256692
k80~q0.500~s37,k80q0.500,0.5,80,37,EWall,False,False,"H2,OOS,CAGR",0.07690612763872506,0.6865722842375881,-0.19540978157216005,0.9597469712273089,0.47265034948020856,0.5775868714950846,0.06588643705933706,-0.19540978157216027
k80~q0.500~s37,k80q0.500,0.5,80,37,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.07725400036245378,0.5702151036092803,-0.25431289460300943,0.8229537567025217,0.3681517955759209,0.47720008300929057,0.06517934530222136,-0.25431289460300965
k80~q0.500~s37,k80q0.500,0.5,80,37,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.08165393464127324,0.6689266262912024,-0.2196516897728943,0.8765964213693782,0.4985536547836248,0.5492589395299846,0.06738381999241572,-0.21965168977289495
k80~q0.500~s38,k80q0.500,0.5,80,38,EWall,False,False,"H2,OOS,DD,CAGR",0.08416526249523582,0.7134004405979857,-0.31044788297771864,1.012500607170859,0.48538747335682264,0.622878436141711,0.07505613197625705,-0.31044788297771864
k80~q0.500~s38,k80q0.500,0.5,80,38,CAND10,False,False,"H2,OOS,DD,CAGR",0.09409810831877774,0.6446506425743003,-0.3416201144860902,0.8919369382479946,0.43582056749190845,0.6354549274292343,0.09582856347409785,-0.34162011448609064
k80~q0.500~s38,k80q0.500,0.5,80,38,CAND20,False,False,"H2,OOS,DD,CAGR",0.08748740298461466,0.6783319618129983,-0.30443695307550267,0.9671723262887598,0.44744287941654565,0.6309173273253681,0.08377509538349082,-0.30443695307550256
k80~q0.500~s39,k80q0.500,0.5,80,39,EWall,False,False,"H2,OOS,DD,CAGR",0.08940231143875743,0.7615830101897917,-0.29169018417773296,0.9499830442233917,0.6075506779395621,0.6956371121275283,0.08292493274054413,-0.2916901841777332
k80~q0.500~s39,k80q0.500,0.5,80,39,CAND10,False,False,"H2,OOS,DD",0.10494060720174248,0.7154411772323885,-0.3004250996935095,0.957597846045238,0.5158620756581686,0.6225106746713505,0.09294799166277135,-0.3004250996935094
k80~q0.500~s39,k80q0.500,0.5,80,39,CAND20,False,False,"H2,OOS,DD,CAGR",0.09742477490227985,0.7528902373839216,-0.28342531053769027,0.8993377695415343,0.6323939435399811,0.7437848879945861,0.09966464695602206,-0.28342531053769005
k80~q0.500~s40,k80q0.500,0.5,80,40,EWall,False,False,"H2,OOS,DD,CAGR",0.08595186286987855,0.7726693585558629,-0.3098679613570354,1.1439524832981653,0.48146996000651765,0.6281748622989456,0.07112830761540745,-0.3098679613570354
k80~q0.500~s40,k80q0.500,0.5,80,40,CAND10,False,False,"H2,OOS,DD,CAGR",0.08752527550206257,0.635872712594736,-0.3070094221833626,0.9914771344444294,0.33184827485071566,0.48605180353929955,0.06599940220949185,-0.30700942218336225
k80~q0.500~s40,k80q0.500,0.5,80,40,CAND20,False,False,"H2,OOS,DD,CAGR",0.09733528948552728,0.7799020338141033,-0.3068764122936337,1.1478970993199584,0.46967465353327353,0.6151198970357858,0.0773221510864599,-0.3068764122936338
k80~q0.500~s41,k80q0.500,0.5,80,41,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.07833750821621455,0.6947277893053518,-0.2690227950957331,0.7613525266961396,0.6428560336686062,0.7003667865735418,0.08160862795518975,-0.2690227950957327
k80~q0.500~s41,k80q0.500,0.5,80,41,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.07394712598322006,0.5399012309832294,-0.2805560101914345,0.6310699400967404,0.47034905066958205,0.5672385285910522,0.08283137040795441,-0.2805560101914344
k80~q0.500~s41,k80q0.500,0.5,80,41,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.08549185574680096,0.6818435371650339,-0.2746586972959639,0.7500891822626905,0.6287026340360605,0.7094176841507435,0.0934334262781098,-0.27465869729596404
k80~q0.500~s42,k80q0.500,0.5,80,42,EWall,False,False,"H2,OOS,DD",0.10539207559508834,0.8553012164631203,-0.26461709414013945,1.038823615012621,0.7302531494545028,0.8210007745215538,0.10721728102890804,-0.26461709414013945
k80~q0.500~s42,k80q0.500,0.5,80,42,CAND10,False,False,"H1,H2,OOS,DD",0.11567463530016053,0.7373099312379277,-0.27524600621396444,0.7362654629759028,0.7475927295993767,0.7143648750429532,0.11857602532266598,-0.27524600621396345
k80~q0.500~s42,k80q0.500,0.5,80,42,CAND20,False,False,"H2,DD",0.1290222101343903,0.9129167074992968,-0.2670769293309623,1.0043308480522506,0.8530124089675613,0.9027267215457245,0.13567630531489372,-0.2670769293309624
k80~q0.500~s43,k80q0.500,0.5,80,43,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.07961576019642602,0.6620983793743225,-0.22554214174003462,0.6957722765135559,0.6389380283604121,0.681233875070633,0.08493452888978692,-0.22554214174003506
k80~q0.500~s43,k80q0.500,0.5,80,43,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.09623286484858107,0.632794707359811,-0.26322899658807974,0.7006350305631992,0.5811024048646996,0.5449891039832486,0.08347448155100845,-0.26322899658808097
