panel,rung,family,prior,gross,depth,cadence,level,w,arm_Sharpe,twin_Sharpe,arm_MaxDD,twin_MaxDD,arm_p4b_oos,twin_p4b,twin_p4b_oos,beats_twin,clean,both_win,is_pick,ok25
U56,10,BREADTH-LO,True,0.75,1.0,D,0.07,252,1.2332407182645835,1.0460144197295909,-0.1136676223955666,-0.14176618923158057,True,False,False,True,True,True,False,False
U56,10,BREADTH-LO,True,0.75,1.0,W,0.12,1008,1.2115745351242793,1.0460238640731379,-0.11203318597262035,-0.14418701561122427,True,False,False,True,True,True,False,False
U56,10,CORR-HI,True,0.75,1.0,D,0.12,1008,1.185709027817796,1.0460306437072893,-0.11529672816862191,-0.14594873032974498,True,False,False,True,True,True,False,False
U56,10,CORR-HI,True,0.75,1.0,D,0.17,1008,1.2213721053845903,1.0460127891915638,-0.11203318597262035,-0.1413510362368985,True,False,False,True,True,True,False,False
U56,10,BREADTH-LO,True,1.0,0.25,D,0.07,252,1.1159175912006067,1.0462074344000563,-0.18904079953460884,-0.2033195736374377,True,False,False,True,True,True,False,True
U56,10,BREADTH-LO,True,1.0,0.25,W,0.07,252,1.0983043855021073,1.0462069065677395,-0.18299929764790446,-0.20308548646272206,True,False,False,True,True,True,False,False
U56,10,BREADTH-LO,True,1.0,0.25,D,0.07,504,1.0964571910853678,1.0462079598697074,-0.19894483119891881,-0.20355341346369904,True,False,False,True,True,True,False,True
U56,10,BREADTH-LO,True,1.0,0.5,D,0.07,1008,1.0720072771700322,1.0462065033726247,-0.20154999872321466,-0.20290721438827086,True,False,False,True,True,True,False,False
U56,10,BREADTH-LO,True,1.0,0.25,D,0.07,2016,1.0632093324592322,1.0462146375486852,-0.19894483119891904,-0.20659170955624995,True,False,False,True,True,True,False,False
U56,10,BREADTH-LO,True,1.0,0.5,D,0.07,2016,1.0732607847889282,1.04620979743858,-0.18929819321956187,-0.20437749875955835,True,False,False,True,True,True,False,False
U56,10,BREADTH-LO,True,1.0,0.25,D,0.12,1008,1.0890308423959063,1.0462090306710627,-0.18904079953460895,-0.20403242326504156,True,False,False,True,True,True,False,True
U56,10,BREADTH-LO,True,1.0,0.25,W,0.12,1008,1.107276753309428,1.0462091795968191,-0.18299929764790435,-0.20409930982140712,True,False,False,True,True,True,False,True
U56,10,BREADTH-LO,True,1.0,0.25,D,0.12,2016,1.0801034551282112,1.0462121755198837,-0.19502226765694286,-0.20545712601624155,True,False,False,True,True,True,False,False
U56,10,BREADTH-LO,True,1.0,0.25,D,0.17,1008,1.0928133765524484,1.0462061719078815,-0.18904079953460884,-0.2027622669409067,True,False,False,True,True,True,False,True
U56,10,BREADTH-LO,True,1.0,0.25,W,0.17,1008,1.1122823964453306,1.046206044135104,-0.18299929764790435,-0.20270662794308858,True,False,False,True,True,True,False,True
U56,10,BREADTH-LO,True,1.0,0.25,D,0.17,2016,1.0725624315178937,1.0462095753925442,-0.18904079953460884,-0.20427739044155524,True,False,False,True,True,True,False,False
U56,10,BREADTH-LO,True,1.0,0.25,W,0.17,2016,1.0839022710140294,1.0462090800363553,-0.18299929764790435,-0.20405458730473347,True,False,False,True,True,True,False,False
U56,10,BREADTH-HI,False,1.0,0.25,W,0.07,2016,1.049721360461897,1.0462120538699207,-0.19907286874623986,-0.2054015529224802,True,False,False,True,True,True,False,False
U56,10,BREADTH-HI,False,1.0,0.25,W,0.12,504,1.0496340777367725,1.0462071582201267,-0.19907286874624008,-0.20319699099527944,True,False,False,True,True,True,False,False
U56,10,BREADTH-HI,False,1.0,0.25,W,0.12,1008,1.0553678947475453,1.0462079101188049,-0.19907286874623942,-0.20353123940567308,True,False,False,True,True,True,False,False
U56,10,BREADTH-HI,False,1.0,0.25,W,0.12,2016,1.0585060196057987,1.0462081600325193,-0.19907286874623864,-0.20364269915827138,True,False,False,True,True,True,False,False
U56,10,VOL20-HI,True,1.0,0.25,D,0.07,504,1.0651137022190886,1.0462103392565756,-0.1815179164676478,-0.20462238968014346,True,False,False,True,True,True,False,False
U56,10,VOL20-HI,True,1.0,0.25,W,0.07,504,1.0779721716140973,1.0462107566888879,-0.1798745445933746,-0.20481165841395632,True,False,False,True,True,True,False,False
U56,10,VOL20-HI,True,1.0,0.25,D,0.07,2016,1.0493818710061307,1.0462130735761206,-0.18435670728463438,-0.20586879417714332,True,False,False,True,True,True,True,False
U56,10,VOL20-HI,True,1.0,0.25,W,0.07,2016,1.0580911671748154,1.0462129768016066,-0.18810220637213537,-0.20582431292553516,True,False,False,True,True,True,False,False
U56,10,VOL20-HI,True,1.0,0.5,W,0.07,2016,1.0619493232940258,1.0462063508791914,-0.18511833254294352,-0.20284027564560603,True,False,False,True,True,True,False,False
