panel,depth,draw,arm,n_names,CAGR,Sharpe,MaxDD,H1,H2,oos_CAGR,oos_Sharpe,oos_MaxDD,turn_py,L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR,bind,n_fail,keep4b_full,keep4b_oos,keep4b,keep4a,keep4b_t2,oos_Sharpe_t2,MaxDD_t2
U56,0.1,18,keepSPY,50,0.138908,1.216477,-0.161998,1.191295,1.241028,0.15467,1.338384,-0.161998,3.561681,0.234248,0.414628,0.463308,0.040305,0.032936,none,0,True,True,True,False,True,1.319179,-0.161152
U56,0.1,19,keepSPY,50,0.1421,1.25706,-0.158723,1.241647,1.272384,0.156135,1.368743,-0.158723,3.368347,0.2846,0.445985,0.493667,0.04358,0.036128,none,0,True,True,True,False,True,1.344352,-0.159375
U56,0.1,20,keepSPY,50,0.142946,1.260511,-0.155089,1.25142,1.270143,0.157821,1.372893,-0.155089,3.49224,0.294372,0.443743,0.497817,0.047215,0.036975,none,0,True,True,True,False,True,1.344523,-0.162736
U56,0.1,21,keepSPY,50,0.141175,1.253047,-0.168605,1.259266,1.247904,0.152948,1.348362,-0.168605,3.336162,0.302218,0.421504,0.473286,0.033699,0.035204,none,0,True,True,True,False,True,1.330208,-0.167769
U56,0.1,22,keepSPY,50,0.127421,1.16371,-0.180392,1.177422,1.151531,0.13691,1.244524,-0.180392,3.007198,0.220374,0.325132,0.369448,0.021911,0.02145,none,0,True,True,True,False,True,1.221864,-0.181273
U56,0.1,23,keepSPY,50,0.138506,1.227018,-0.164501,1.24431,1.211528,0.149905,1.317361,-0.164501,3.427379,0.287263,0.385129,0.442285,0.037802,0.032534,none,0,True,True,True,False,True,1.290111,-0.161909
U56,0.1,24,keepSPY,50,0.129023,1.162896,-0.153193,1.17203,1.155106,0.142088,1.269904,-0.153193,3.225741,0.214983,0.328707,0.394827,0.04911,0.023052,none,0,True,True,True,False,True,1.253151,-0.158014
U56,0.1,25,keepSPY,50,0.136019,1.231665,-0.160902,1.244524,1.220286,0.146401,1.318243,-0.160902,3.095055,0.287477,0.393886,0.443167,0.041402,0.030048,none,0,True,True,True,False,True,1.30111,-0.157481
U56,0.1,26,keepSPY,50,0.138559,1.233338,-0.152518,1.186383,1.278373,0.156884,1.376882,-0.152518,3.343733,0.229335,0.451974,0.501806,0.049786,0.032588,none,0,True,True,True,False,True,1.349279,-0.152416
U56,0.1,27,keepSPY,50,0.142536,1.257737,-0.157376,1.260177,1.256489,0.155359,1.355849,-0.157376,3.424609,0.303129,0.430089,0.480773,0.044927,0.036565,none,0,True,True,True,False,True,1.322757,-0.156504
U56,0.1,28,keepSPY,50,0.14309,1.252555,-0.163266,1.268155,1.238468,0.15505,1.347252,-0.163266,3.518397,0.311108,0.412068,0.472175,0.039037,0.037119,none,0,True,True,True,False,True,1.314641,-0.165697
U56,0.1,29,keepSPY,50,0.138057,1.232266,-0.165537,1.234113,1.231586,0.15076,1.330708,-0.165537,3.284925,0.277066,0.405186,0.455632,0.036766,0.032086,none,0,True,True,True,False,True,1.299725,-0.166768
U56,0.1,30,keepSPY,50,0.147848,1.302495,-0.160537,1.341851,1.266819,0.157141,1.371005,-0.160537,3.383602,0.384804,0.440419,0.495929,0.041766,0.041876,none,0,True,True,True,False,True,1.335724,-0.161741
U56,0.1,31,keepSPY,50,0.136034,1.224221,-0.162495,1.230316,1.219016,0.14652,1.314505,-0.162495,3.200198,0.273269,0.392616,0.439429,0.039809,0.030063,none,0,True,True,True,False,True,1.28834,-0.167597
U56,0.1,32,keepSPY,50,0.134986,1.207841,-0.155632,1.261959,1.156795,0.142156,1.271703,-0.155632,3.276441,0.304911,0.330396,0.396627,0.046672,0.029015,none,0,True,True,True,False,True,1.255481,-0.158852
U56,0.1,33,keepSPY,50,0.138677,1.239517,-0.170375,1.24017,1.239615,0.151649,1.345506,-0.170375,3.285664,0.283122,0.413216,0.470429,0.031929,0.032705,none,0,True,True,True,False,True,1.335689,-0.1724
U56,0.1,34,keepSPY,50,0.140338,1.254332,-0.16154,1.232888,1.275554,0.155198,1.368493,-0.16154,3.29457,0.27584,0.449155,0.493416,0.040763,0.034367,none,0,True,True,True,False,True,1.336732,-0.167496
U56,0.1,35,keepSPY,50,0.137881,1.22028,-0.157188,1.200187,1.240049,0.153011,1.338523,-0.157188,3.422618,0.24314,0.41365,0.463447,0.045116,0.03191,none,0,True,True,True,False,True,1.312742,-0.160537
U56,0.1,36,keepSPY,50,0.13713,1.219446,-0.170367,1.244761,1.197055,0.148067,1.301593,-0.170367,3.328224,0.287714,0.370655,0.426517,0.031937,0.031159,none,0,True,True,True,False,True,1.288182,-0.167654
U56,0.1,37,keepSPY,50,0.149759,1.303413,-0.168335,1.337918,1.271168,0.159096,1.379698,-0.168335,3.475912,0.380871,0.444768,0.504622,0.033969,0.043788,none,0,True,True,True,False,True,1.355909,-0.168916
U56,0.1,38,keepSPY,50,0.14161,1.266594,-0.161959,1.252782,1.280322,0.155012,1.377542,-0.161959,3.240951,0.295735,0.453922,0.502465,0.040345,0.035639,none,0,True,True,True,False,True,1.342844,-0.168486
U56,0.1,39,keepSPY,50,0.139092,1.23427,-0.160763,1.241145,1.227957,0.149257,1.326755,-0.160763,3.299285,0.284097,0.401557,0.451679,0.041541,0.03312,none,0,True,True,True,False,True,1.303485,-0.160286
U56,0.1,40,keepSPY,50,0.146692,1.2944,-0.161305,1.298012,1.2916,0.159029,1.395553,-0.161305,3.353338,0.340965,0.4652,0.520477,0.040999,0.040721,none,0,True,True,True,False,True,1.36594,-0.163277
U56,0.1,41,keepSPY,50,0.135887,1.219102,-0.169858,1.207583,1.230619,0.14844,1.32466,-0.169858,3.234901,0.250536,0.40422,0.449584,0.032446,0.029915,none,0,True,True,True,False,True,1.304892,-0.173962
U56,0.1,42,keepSPY,50,0.136662,1.223039,-0.174174,1.243837,1.203878,0.145341,1.298203,-0.174174,3.210362,0.286789,0.377478,0.423127,0.028129,0.030691,none,0,True,True,True,False,True,1.274664,-0.176625
U56,0.1,43,keepSPY,50,0.12456,1.14623,-0.168851,1.145762,1.148296,0.136786,1.240778,-0.168851,2.929907,0.188715,0.321896,0.365702,0.033452,0.018588,none,0,True,True,True,False,True,1.248025,-0.155519
U56,0.1,44,keepSPY,50,0.141018,1.249203,-0.161485,1.276497,1.224505,0.15086,1.325953,-0.161485,3.343522,0.319449,0.398105,0.450877,0.040818,0.035046,none,0,True,True,True,False,True,1.305694,-0.162957
U56,0.1,45,keepSPY,50,0.144619,1.269923,-0.163572,1.319975,1.22361,0.153001,1.335042,-0.163572,3.407028,0.362928,0.39721,0.459966,0.038731,0.038648,none,0,True,True,True,False,True,1.320834,-0.161308
U56,0.1,46,keepSPY,50,0.138553,1.22365,-0.157368,1.198944,1.247801,0.154727,1.348751,-0.157368,3.464823,0.241896,0.421401,0.473674,0.044936,0.032582,none,0,True,True,True,False,True,1.32033,-0.156733
U56,0.1,47,keepSPY,50,0.144746,1.263105,-0.162897,1.285703,1.242674,0.156463,1.352157,-0.162897,3.543657,0.328656,0.416274,0.477081,0.039407,0.038774,none,0,True,True,True,False,True,1.327734,-0.165434
U56,0.1,48,keepSPY,50,0.138416,1.229294,-0.167962,1.291228,1.171678,0.14537,1.285384,-0.167962,3.292882,0.33418,0.345278,0.410307,0.034341,0.032445,none,0,True,True,True,False,True,1.262198,-0.170174
U56,0.1,49,keepSPY,50,0.142851,1.264078,-0.154273,1.242809,1.284927,0.157535,1.381154,-0.154273,3.377707,0.285762,0.458527,0.506078,0.048031,0.036879,none,0,True,True,True,False,True,1.356711,-0.154417
U56,0.1,50,keepSPY,50,0.131384,1.184015,-0.165201,1.206803,1.162449,0.140047,1.26365,-0.165201,3.157725,0.249756,0.336049,0.388574,0.037102,0.025412,none,0,True,True,True,False,True,1.236894,-0.172435
U56,0.1,51,keepSPY,50,0.144993,1.279824,-0.148894,1.293974,1.266758,0.155626,1.370481,-0.148894,3.310797,0.336927,0.440358,0.495405,0.053409,0.039021,none,0,True,True,True,False,True,1.347081,-0.1496
U56,0.1,52,keepSPY,50,0.143303,1.257232,-0.166044,1.289394,1.227991,0.1538,1.337052,-0.166044,3.497657,0.332347,0.401591,0.461976,0.03626,0.037332,none,0,True,True,True,False,True,1.3166,-0.163238
U56,0.1,53,keepSPY,50,0.144155,1.270642,-0.162259,1.261143,1.280216,0.157027,1.376644,-0.162259,3.383428,0.304096,0.453816,0.501568,0.040044,0.038183,none,0,True,True,True,False,True,1.34766,-0.168684
U56,0.1,54,keepSPY,50,0.14735,1.298516,-0.156458,1.304662,1.293463,0.159598,1.396887,-0.156458,3.361655,0.347615,0.467064,0.521811,0.045846,0.041378,none,0,True,True,True,False,True,1.372846,-0.155203
U56,0.1,55,keepSPY,50,0.140028,1.225757,-0.158165,1.222164,1.229959,0.154182,1.335438,-0.158165,3.584642,0.265117,0.403559,0.460362,0.044139,0.034056,none,0,True,True,True,False,True,1.316399,-0.158584
U56,0.1,56,keepSPY,50,0.139269,1.22571,-0.1718,1.223932,1.228106,0.15244,1.330711,-0.1718,3.498628,0.266885,0.401706,0.455635,0.030503,0.033297,none,0,True,True,True,False,True,1.315393,-0.169848
U56,0.1,57,keepSPY,50,0.140041,1.228251,-0.158975,1.2335,1.224723,0.153528,1.325732,-0.158975,3.514971,0.276452,0.398323,0.450656,0.043328,0.034069,none,0,True,True,True,False,True,1.297566,-0.157089
U56,0.1,58,keepSPY,50,0.135061,1.205829,-0.149006,1.132259,1.275958,0.154102,1.358164,-0.149006,3.293534,0.175211,0.449558,0.483088,0.053298,0.029089,none,0,True,True,True,False,True,1.325891,-0.152949
U56,0.1,59,keepSPY,50,0.141024,1.241929,-0.16471,1.225311,1.258404,0.156121,1.359872,-0.16471,3.439344,0.268264,0.432004,0.484796,0.037593,0.035053,none,0,True,True,True,False,True,1.339092,-0.166482
U56,0.1,60,keepSPY,50,0.138952,1.244482,-0.150863,1.245493,1.244518,0.150805,1.337637,-0.150863,3.204358,0.288445,0.418118,0.462561,0.05144,0.03298,none,0,True,True,True,False,True,1.323385,-0.150018
U56,0.1,61,keepSPY,50,0.139436,1.231024,-0.163388,1.216266,1.24568,0.153962,1.347404,-0.163388,3.435081,0.259218,0.41928,0.472328,0.038916,0.033464,none,0,True,True,True,False,True,1.320776,-0.166217
U56,0.1,62,keepSPY,50,0.144015,1.266363,-0.151475,1.239241,1.292684,0.159123,1.389483,-0.151475,3.41093,0.282194,0.466284,0.514406,0.050828,0.038044,none,0,True,True,True,False,True,1.359416,-0.151643
U56,0.1,63,keepSPY,50,0.141626,1.270967,-0.156835,1.249629,1.292059,0.155403,1.378009,-0.156835,3.153977,0.292582,0.46566,0.502933,0.045469,0.035655,none,0,True,True,True,False,True,1.34923,-0.159032
U56,0.1,64,keepSPY,50,0.139464,1.233255,-0.16595,1.246719,1.221221,0.151881,1.333268,-0.16595,3.363594,0.289671,0.394822,0.458192,0.036353,0.033492,none,0,True,True,True,False,True,1.291042,-0.171711
U56,0.1,65,keepSPY,50,0.142415,1.256279,-0.157719,1.284094,1.229936,0.150691,1.332873,-0.157719,3.328254,0.327046,0.403536,0.457797,0.044584,0.036443,none,0,True,True,True,False,True,1.310883,-0.158012
U56,0.1,66,keepSPY,50,0.137288,1.219699,-0.161462,1.258702,1.183974,0.146763,1.295303,-0.161462,3.365898,0.301654,0.357575,0.420227,0.040841,0.031317,none,0,True,True,True,False,True,1.270863,-0.167323
U56,0.1,67,keepSPY,50,0.134443,1.199849,-0.162945,1.236848,1.164419,0.141093,1.26558,-0.162945,3.241608,0.279801,0.33802,0.390503,0.039359,0.028472,none,0,True,True,True,False,True,1.243993,-0.165748
U56,0.1,68,keepSPY,50,0.141559,1.228433,-0.164937,1.209081,1.247413,0.158151,1.35777,-0.164937,3.630977,0.252034,0.421013,0.482694,0.037367,0.035587,none,0,True,True,True,False,True,1.336571,-0.165124
U56,0.1,69,keepSPY,50,0.131564,1.186654,-0.165075,1.205626,1.169586,0.141661,1.271177,-0.165075,3.194069,0.248578,0.343186,0.396101,0.037229,0.025592,none,0,True,True,True,False,True,1.254428,-0.165777
U56,0.1,70,keepSPY,50,0.137436,1.210014,-0.154774,1.202379,1.217588,0.149882,1.318222,-0.154774,3.381916,0.245332,0.391188,0.443146,0.047529,0.031465,none,0,True,True,True,False,True,1.281385,-0.16588
U56,0.1,71,keepSPY,50,0.130996,1.179063,-0.152967,1.139951,1.216697,0.147546,1.313772,-0.152967,3.184613,0.182903,0.390297,0.438696,0.049336,0.025024,none,0,True,True,True,False,True,1.303281,-0.150366
U56,0.1,72,keepSPY,50,0.130313,1.194159,-0.148484,1.150749,1.235831,0.146683,1.327863,-0.148484,3.001137,0.193702,0.409432,0.452787,0.05382,0.024341,none,0,True,True,True,False,True,1.294963,-0.158761
U56,0.1,73,keepSPY,50,0.136273,1.204485,-0.155291,1.194208,1.214982,0.150518,1.316471,-0.155291,3.421328,0.23716,0.388582,0.441395,0.047013,0.030302,none,0,True,True,True,False,True,1.289845,-0.155997
U56,0.1,74,keepSPY,50,0.134244,1.197451,-0.16836,1.199898,1.195936,0.146843,1.298384,-0.16836,3.323352,0.242851,0.369536,0.423308,0.033944,0.028273,none,0,True,True,True,False,True,1.263264,-0.174175
U56,0.1,75,keepSPY,50,0.138924,1.232969,-0.176575,1.264653,1.204458,0.149243,1.310838,-0.176575,3.293964,0.307606,0.378058,0.435762,0.025729,0.032953,none,0,True,True,True,False,True,1.290798,-0.179882
U56,0.1,76,keepSPY,50,0.142099,1.263313,-0.165641,1.299541,1.22983,0.152028,1.345769,-0.165641,3.262236,0.342494,0.40343,0.470693,0.036663,0.036128,none,0,True,True,True,False,True,1.318354,-0.167058
U56,0.1,77,keepSPY,50,0.139053,1.236855,-0.157629,1.2085,1.264452,0.1538,1.351577,-0.157629,3.36332,0.251452,0.438052,0.476501,0.044674,0.033082,none,0,True,True,True,False,True,1.328476,-0.158549
U56,0.1,78,keepSPY,50,0.139061,1.229169,-0.16213,1.223032,1.23567,0.152742,1.338333,-0.16213,3.443645,0.265985,0.409271,0.463257,0.040174,0.033089,none,0,True,True,True,False,True,1.312276,-0.164341
U56,0.1,79,keepSPY,50,0.141391,1.249822,-0.161275,1.260835,1.240137,0.152731,1.34173,-0.161275,3.353599,0.303787,0.413737,0.466654,0.041028,0.03542,none,0,True,True,True,False,True,1.304593,-0.162724
U56,0.1,80,keepSPY,50,0.138151,1.219143,-0.169742,1.231508,1.208319,0.149749,1.309778,-0.169742,3.45159,0.27446,0.38192,0.434701,0.032562,0.032179,none,0,True,True,True,False,True,1.29368,-0.168424
U56,0.1,81,keepSPY,50,0.139168,1.240904,-0.160233,1.221496,1.260041,0.154096,1.359638,-0.160233,3.325799,0.264448,0.433641,0.484562,0.04207,0.033197,none,0,True,True,True,False,True,1.31898,-0.164877
U56,0.1,82,keepSPY,50,0.141934,1.270838,-0.158086,1.293465,1.250107,0.152955,1.364259,-0.158086,3.180332,0.336417,0.423707,0.489183,0.044218,0.035963,none,0,True,True,True,False,True,1.342181,-0.160466
U56,0.1,83,keepSPY,50,0.138494,1.23321,-0.161867,1.225135,1.241392,0.149986,1.3314,-0.161867,3.312037,0.268087,0.414992,0.456324,0.040437,0.032522,none,0,True,True,True,False,True,1.30593,-0.164858
U56,0.1,84,keepSPY,50,0.137299,1.220983,-0.16944,1.216661,1.225809,0.149553,1.320296,-0.16944,3.342818,0.259613,0.399409,0.44522,0.032863,0.031328,none,0,True,True,True,False,True,1.308802,-0.167921
U56,0.1,85,keepSPY,50,0.139764,1.228764,-0.160352,1.210675,1.246683,0.154831,1.344712,-0.160352,3.530297,0.253628,0.420284,0.469636,0.041952,0.033792,none,0,True,True,True,False,True,1.325791,-0.159669
U56,0.1,86,keepSPY,50,0.144924,1.258681,-0.178933,1.297956,1.222288,0.155142,1.338458,-0.178933,3.599809,0.340909,0.395888,0.463382,0.02337,0.038953,none,0,True,True,True,False,True,1.319042,-0.178417
U56,0.1,87,keepSPY,50,0.141274,1.242435,-0.160043,1.22685,1.25778,0.155096,1.355182,-0.160043,3.455793,0.269803,0.431381,0.480106,0.042261,0.035303,none,0,True,True,True,False,True,1.327964,-0.162966
U56,0.1,88,keepSPY,50,0.1431,1.253056,-0.156561,1.241833,1.264441,0.157481,1.364468,-0.156561,3.509932,0.284785,0.438041,0.489392,0.045743,0.037128,none,0,True,True,True,False,True,1.354338,-0.158679
U56,0.1,89,keepSPY,50,0.142288,1.247125,-0.160993,1.240491,1.253986,0.155657,1.356651,-0.160993,3.493769,0.283443,0.427586,0.481575,0.04131,0.036317,none,0,True,True,True,False,True,1.337425,-0.161678
U56,0.1,90,keepSPY,50,0.139344,1.233298,-0.169494,1.216032,1.250534,0.153408,1.340288,-0.169494,3.423915,0.258985,0.424135,0.465212,0.03281,0.033372,none,0,True,True,True,False,True,1.315321,-0.167668
U56,0.1,91,keepSPY,50,0.147003,1.287957,-0.162964,1.316371,1.262127,0.157262,1.366804,-0.162964,3.487699,0.359323,0.435727,0.491728,0.03934,0.041031,none,0,True,True,True,False,True,1.336761,-0.165578
U56,0.1,92,keepSPY,50,0.141083,1.249747,-0.159873,1.248973,1.251293,0.153625,1.349243,-0.159873,3.366278,0.291926,0.424893,0.474167,0.04243,0.035112,none,0,True,True,True,False,True,1.323712,-0.158689
U56,0.1,93,keepSPY,50,0.144482,1.26587,-0.159881,1.272244,1.260545,0.156988,1.365091,-0.159881,3.500209,0.315197,0.434145,0.490015,0.042423,0.03851,none,0,True,True,True,False,True,1.349119,-0.159182
U56,0.1,94,keepSPY,50,0.140684,1.2336,-0.162461,1.267376,1.203099,0.151006,1.309609,-0.162461,3.552139,0.310329,0.376699,0.434533,0.039843,0.034712,none,0,True,True,True,False,True,1.288687,-0.16325
U56,0.1,95,keepSPY,50,0.133739,1.202288,-0.154837,1.188243,1.216198,0.147088,1.313825,-0.154837,3.223503,0.231195,0.389798,0.438749,0.047467,0.027767,none,0,True,True,True,False,True,1.271717,-0.163142
U56,0.1,96,keepSPY,50,0.145527,1.296505,-0.158756,1.31693,1.278662,0.156341,1.378008,-0.158756,3.277401,0.359883,0.452263,0.502932,0.043548,0.039556,none,0,True,True,True,False,True,1.35693,-0.155447
U56,0.1,97,keepSPY,50,0.144936,1.277992,-0.154864,1.282212,1.274965,0.157155,1.372676,-0.154864,3.404411,0.325164,0.448565,0.4976,0.04744,0.038965,none,0,True,True,True,False,True,1.344007,-0.160365
U56,0.1,98,keepSPY,50,0.137326,1.224676,-0.166005,1.189034,1.25914,0.153061,1.34337,-0.166005,3.32391,0.231986,0.43274,0.468294,0.036299,0.031355,none,0,True,True,True,False,True,1.313713,-0.171744
U56,0.1,99,keepSPY,50,0.141858,1.253234,-0.160817,1.277593,1.229842,0.150713,1.336246,-0.160817,3.288383,0.320546,0.403442,0.46117,0.041487,0.035886,none,0,True,True,True,False,True,1.306516,-0.17105
U56,0.2,0,keepSPY,45,0.140268,1.241525,-0.149125,1.241716,1.24171,0.152199,1.342344,-0.149125,3.326803,0.284668,0.41531,0.467268,0.053178,0.034297,none,0,True,True,True,False,True,1.316011,-0.153447
U56,0.2,1,keepSPY,45,0.144961,1.283511,-0.163982,1.314661,1.254292,0.155032,1.368475,-0.163982,3.350771,0.357614,0.427892,0.493399,0.038322,0.038989,none,0,True,True,True,False,True,1.343277,-0.167568
U56,0.2,2,keepSPY,45,0.142635,1.241168,-0.161682,1.241369,1.241646,0.155881,1.343866,-0.161682,3.683702,0.284321,0.415246,0.468789,0.040621,0.036664,none,0,True,True,True,False,True,1.326153,-0.163682
U56,0.2,3,keepSPY,45,0.143576,1.280135,-0.160676,1.282404,1.279014,0.156383,1.378802,-0.160676,3.348746,0.325356,0.452614,0.503726,0.041627,0.037605,none,0,True,True,True,False,True,1.379663,-0.161405
U56,0.2,4,keepSPY,45,0.14121,1.265648,-0.16433,1.257991,1.273549,0.152455,1.360648,-0.16433,3.15988,0.300943,0.447149,0.485572,0.037974,0.035238,none,0,True,True,True,False,True,1.345682,-0.161185
U56,0.2,5,keepSPY,45,0.139881,1.265749,-0.15676,1.290472,1.243898,0.149833,1.345425,-0.15676,3.11946,0.333424,0.417498,0.470349,0.045543,0.03391,none,0,True,True,True,False,True,1.333231,-0.155584
U56,0.2,6,keepSPY,45,0.140379,1.236914,-0.165655,1.222801,1.250982,0.155471,1.356598,-0.165655,3.445273,0.265753,0.424582,0.481522,0.036649,0.034408,none,0,True,True,True,False,True,1.329455,-0.171142
U56,0.2,7,keepSPY,45,0.132117,1.149803,-0.156882,1.100773,1.19824,0.148348,1.303292,-0.156187,3.454783,0.143725,0.37184,0.428216,0.045422,0.026146,none,0,True,True,True,False,True,1.267167,-0.160868
U56,0.2,8,keepSPY,45,0.132494,1.195756,-0.172956,1.220118,1.173621,0.140775,1.265233,-0.172956,3.1593,0.263071,0.347221,0.390157,0.029347,0.026523,none,0,True,True,True,False,True,1.253065,-0.17182
U56,0.2,9,keepSPY,45,0.131997,1.195821,-0.173324,1.159814,1.230545,0.146844,1.31589,-0.173324,3.162459,0.202766,0.404145,0.440814,0.02898,0.026026,none,0,True,True,True,False,True,1.310039,-0.171397
U56,0.2,10,keepSPY,45,0.139169,1.218765,-0.166383,1.209345,1.228231,0.15256,1.327048,-0.166383,3.522931,0.252298,0.401831,0.451972,0.03592,0.033197,none,0,True,True,True,False,True,1.288861,-0.167039
U56,0.2,11,keepSPY,45,0.133326,1.208065,-0.15652,1.18275,1.232988,0.147486,1.315164,-0.15652,3.150012,0.225703,0.406588,0.440088,0.045784,0.027354,none,0,True,True,True,False,True,1.292408,-0.15956
U56,0.2,12,keepSPY,45,0.135639,1.204185,-0.165491,1.190139,1.218046,0.14897,1.313841,-0.165491,3.367388,0.233092,0.391646,0.438765,0.036813,0.029668,none,0,True,True,True,False,True,1.279903,-0.172741
U56,0.2,13,keepSPY,45,0.140996,1.238637,-0.149549,1.225216,1.251837,0.155227,1.35584,-0.149549,3.440806,0.268168,0.425437,0.480764,0.052754,0.035025,none,0,True,True,True,False,True,1.317594,-0.158297
U56,0.2,14,keepSPY,45,0.142454,1.231143,-0.175973,1.3003,1.167477,0.149988,1.284176,-0.175973,3.721109,0.343253,0.341077,0.4091,0.026331,0.036483,none,0,True,True,True,False,True,1.264387,-0.176113
U56,0.2,15,keepSPY,45,0.142006,1.247672,-0.155402,1.242439,1.253075,0.153012,1.343601,-0.155402,3.406406,0.285391,0.426675,0.468525,0.046901,0.036035,none,0,True,True,True,False,True,1.321385,-0.156596
U56,0.2,16,keepSPY,45,0.137058,1.205503,-0.168329,1.181267,1.229126,0.152858,1.32872,-0.168329,3.4869,0.224219,0.402726,0.453644,0.033974,0.031086,none,0,True,True,True,False,True,1.291422,-0.175019
U56,0.2,17,keepSPY,45,0.141856,1.253063,-0.151994,1.213244,1.291417,0.158097,1.382064,-0.151994,3.419704,0.256197,0.465017,0.506988,0.05031,0.035885,none,0,True,True,True,False,True,1.344997,-0.161558
U56,0.2,18,keepSPY,45,0.135611,1.222852,-0.167492,1.284111,1.164952,0.142523,1.286238,-0.167492,3.139109,0.327064,0.338552,0.411162,0.034812,0.029639,none,0,True,True,True,False,True,1.269708,-0.166255
U56,0.2,19,keepSPY,45,0.137466,1.197981,-0.160745,1.218917,1.178918,0.149361,1.289233,-0.160745,3.71075,0.261869,0.352518,0.414157,0.041559,0.031494,none,0,True,True,True,False,True,1.271902,-0.161878
U56,0.2,20,keepSPY,45,0.141868,1.236373,-0.164937,1.256817,1.218108,0.154765,1.3359,-0.164937,3.582927,0.29977,0.391708,0.460824,0.037367,0.035896,none,0,True,True,True,False,True,1.306437,-0.166478
U56,0.2,21,keepSPY,45,0.137025,1.214834,-0.170912,1.243899,1.187972,0.145851,1.288498,-0.170912,3.359826,0.286852,0.361572,0.413421,0.031392,0.031054,none,0,True,True,True,False,True,1.25424,-0.179224
U56,0.2,22,keepSPY,45,0.14113,1.269577,-0.150447,1.265107,1.275358,0.155204,1.374315,-0.150447,3.238406,0.30806,0.448958,0.499239,0.051857,0.035159,none,0,True,True,True,False,True,1.354226,-0.155489
U56,0.2,23,keepSPY,45,0.134888,1.205564,-0.179837,1.234222,1.179324,0.144337,1.281677,-0.179837,3.230033,0.277174,0.352924,0.406601,0.022466,0.028917,none,0,True,True,True,False,True,1.259006,-0.182214
U56,0.2,24,keepSPY,45,0.137218,1.225502,-0.175908,1.231161,1.2212,0.149986,1.327065,-0.175908,3.268547,0.274113,0.3948,0.451989,0.026396,0.031247,none,0,True,True,True,False,True,1.307609,-0.178857
U56,0.2,25,keepSPY,45,0.143194,1.254527,-0.166183,1.303087,1.209802,0.150444,1.308201,-0.166183,3.526918,0.346039,0.383402,0.433125,0.03612,0.037222,none,0,True,True,True,False,True,1.284826,-0.166339
U56,0.2,26,keepSPY,45,0.123218,1.118587,-0.172658,1.105905,1.13104,0.13577,1.2304,-0.172658,3.021905,0.148858,0.30464,0.355323,0.029646,0.017246,none,0,True,True,True,False,True,1.198844,-0.173431
U56,0.2,27,keepSPY,45,0.148096,1.304839,-0.173461,1.298955,1.310909,0.160592,1.411251,-0.173461,3.294067,0.341907,0.484509,0.536175,0.028843,0.042125,none,0,True,True,True,False,True,1.395811,-0.174377
U56,0.2,28,keepSPY,45,0.146065,1.269765,-0.170939,1.305292,1.237527,0.156876,1.348935,-0.170939,3.631839,0.348245,0.411127,0.473859,0.031364,0.040094,none,0,True,True,True,False,True,1.338734,-0.170284
U56,0.2,29,keepSPY,45,0.138873,1.229232,-0.178501,1.22938,1.229589,0.151076,1.332433,-0.178501,3.252587,0.272333,0.403189,0.457357,0.023802,0.032902,none,0,True,True,True,False,True,1.313785,-0.174991
U56,0.2,30,keepSPY,45,0.141552,1.266203,-0.170674,1.333067,1.205805,0.149353,1.321087,-0.170674,3.280454,0.376019,0.379405,0.446011,0.031629,0.035581,none,0,True,True,True,False,True,1.299049,-0.174173
U56,0.2,31,keepSPY,45,0.13628,1.217029,-0.180399,1.228213,1.207577,0.148027,1.308041,-0.180399,3.302941,0.271165,0.381178,0.432965,0.021905,0.030308,none,0,True,True,True,False,True,1.283185,-0.183829
U56,0.2,32,keepSPY,45,0.131803,1.185272,-0.162242,1.174652,1.195742,0.143325,1.287083,-0.162242,3.148507,0.217604,0.369342,0.412007,0.040062,0.025831,none,0,True,True,True,False,True,1.261871,-0.165337
U56,0.2,33,keepSPY,45,0.141813,1.233234,-0.173061,1.274186,1.19457,0.15047,1.304891,-0.173061,3.569015,0.317138,0.36817,0.429815,0.029243,0.035842,none,0,True,True,True,False,True,1.280359,-0.174522
U56,0.2,34,keepSPY,45,0.140711,1.221896,-0.172559,1.176206,1.26587,0.159206,1.369069,-0.172559,3.580902,0.219159,0.43947,0.493993,0.029745,0.03474,none,0,True,True,True,False,True,1.341841,-0.175261
U56,0.2,35,keepSPY,45,0.127569,1.168858,-0.162108,1.204604,1.136065,0.135405,1.236443,-0.162108,2.998519,0.247557,0.309666,0.361366,0.040196,0.021598,none,0,True,True,True,False,True,1.217139,-0.166347
U56,0.2,36,keepSPY,45,0.143736,1.261963,-0.169697,1.282548,1.243532,0.15593,1.354392,-0.169697,3.466529,0.3255,0.417132,0.479316,0.032606,0.037764,none,0,True,True,True,False,True,1.326988,-0.170592
U56,0.2,37,keepSPY,45,0.138767,1.232433,-0.167152,1.242049,1.224782,0.152775,1.338874,-0.167152,3.357637,0.285001,0.398382,0.463798,0.035151,0.032795,none,0,True,True,True,False,True,1.322185,-0.168613
U56,0.2,38,keepSPY,45,0.136591,1.22158,-0.166649,1.179227,1.262299,0.153061,1.354862,-0.166649,3.289148,0.22218,0.435899,0.479786,0.035655,0.03062,none,0,True,True,True,False,True,1.306092,-0.176056
