panel,MINN,phi,test,picked,n_is_pass,n_is_NULL,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_4a,OOS_4b,star
B136,250,0.5,R0_CURRENT,STOP | OVER f=0.50 | s=0.60,7,0,0.0567478521528606,0.9876471753382897,-0.0860213871060388,False,False,True
B136,250,0.5,R1a_ACTIVE_GROSS,STOP | OVER f=0.50 | s=0.60,7,0,0.0567478521528606,0.9876471753382897,-0.0860213871060388,False,False,True
B136,250,0.5,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,True
B136,250,0.75,R0_CURRENT,STOP | OVER f=0.75 | s=0.60,10,0,0.0676740669883289,1.064088992792497,-0.1042447161792881,False,False,False
B136,250,0.75,R1a_ACTIVE_GROSS,STOP | OVER f=0.75 | s=0.60,10,0,0.0676740669883289,1.064088992792497,-0.1042447161792881,False,False,False
B136,250,0.75,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
B136,500,0.25,R0_CURRENT,BREADTH | OVER f=0.25 | s=0.30,3,0,0.06043218937539141,0.9894758045681127,-0.09282958255536167,False,False,False
B136,500,0.25,R1a_ACTIVE_GROSS,BREADTH | OVER f=0.25 | s=0.30,3,0,0.06043218937539141,0.9894758045681127,-0.09282958255536167,False,False,False
B136,500,0.25,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
B136,500,0.5,R0_CURRENT,STOP | OVER f=0.50 | s=0.60,7,0,0.0567478521528606,0.9876471753382897,-0.0860213871060388,False,False,False
B136,500,0.5,R1a_ACTIVE_GROSS,STOP | OVER f=0.50 | s=0.60,7,0,0.0567478521528606,0.9876471753382897,-0.0860213871060388,False,False,False
B136,500,0.5,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
B136,500,0.75,R0_CURRENT,STOP | OVER f=0.75 | s=0.60,10,0,0.0676740669883289,1.064088992792497,-0.1042447161792881,False,False,False
B136,500,0.75,R1a_ACTIVE_GROSS,STOP | OVER f=0.75 | s=0.60,10,0,0.0676740669883289,1.064088992792497,-0.1042447161792881,False,False,False
B136,500,0.75,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
B136,750,0.25,R0_CURRENT,BREADTH | OVER f=0.25 | s=0.30,3,0,0.06043218937539141,0.9894758045681127,-0.09282958255536167,False,False,False
B136,750,0.25,R1a_ACTIVE_GROSS,BREADTH | OVER f=0.25 | s=0.30,3,0,0.06043218937539141,0.9894758045681127,-0.09282958255536167,False,False,False
B136,750,0.25,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
B136,750,0.5,R0_CURRENT,STOP | OVER f=0.50 | s=0.60,7,0,0.0567478521528606,0.9876471753382897,-0.0860213871060388,False,False,False
B136,750,0.5,R1a_ACTIVE_GROSS,STOP | OVER f=0.50 | s=0.60,7,0,0.0567478521528606,0.9876471753382897,-0.0860213871060388,False,False,False
B136,750,0.5,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
B136,750,0.75,R0_CURRENT,STOP | OVER f=0.75 | s=0.60,10,0,0.0676740669883289,1.064088992792497,-0.1042447161792881,False,False,False
B136,750,0.75,R1a_ACTIVE_GROSS,STOP | OVER f=0.75 | s=0.60,10,0,0.0676740669883289,1.064088992792497,-0.1042447161792881,False,False,False
B136,750,0.75,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
B136,1000,0.25,R0_CURRENT,BREADTH | OVER f=0.25 | s=0.30,3,0,0.06043218937539141,0.9894758045681127,-0.09282958255536167,False,False,False
B136,1000,0.25,R1a_ACTIVE_GROSS,BREADTH | OVER f=0.25 | s=0.30,3,0,0.06043218937539141,0.9894758045681127,-0.09282958255536167,False,False,False
B136,1000,0.25,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
B136,1000,0.5,R0_CURRENT,STOP | OVER f=0.50 | s=0.60,7,0,0.0567478521528606,0.9876471753382897,-0.0860213871060388,False,False,False
B136,1000,0.5,R1a_ACTIVE_GROSS,STOP | OVER f=0.50 | s=0.60,7,0,0.0567478521528606,0.9876471753382897,-0.0860213871060388,False,False,False
B136,1000,0.5,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
B136,1000,0.75,R0_CURRENT,STOP | OVER f=0.75 | s=0.60,10,0,0.0676740669883289,1.064088992792497,-0.1042447161792881,False,False,False
B136,1000,0.75,R1a_ACTIVE_GROSS,STOP | OVER f=0.75 | s=0.60,10,0,0.0676740669883289,1.064088992792497,-0.1042447161792881,False,False,False
B136,1000,0.75,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
B136,1500,0.25,R0_CURRENT,BREADTH | OVER f=0.25 | s=0.30,3,0,0.06043218937539141,0.9894758045681127,-0.09282958255536167,False,False,False
B136,1500,0.25,R1a_ACTIVE_GROSS,BREADTH | OVER f=0.25 | s=0.30,3,0,0.06043218937539141,0.9894758045681127,-0.09282958255536167,False,False,False
B136,1500,0.25,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
B136,1500,0.5,R0_CURRENT,STOP | OVER f=0.50 | s=0.60,7,0,0.0567478521528606,0.9876471753382897,-0.0860213871060388,False,False,False
B136,1500,0.5,R1a_ACTIVE_GROSS,STOP | OVER f=0.50 | s=0.60,7,0,0.0567478521528606,0.9876471753382897,-0.0860213871060388,False,False,False
B136,1500,0.5,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
B136,1500,0.75,R0_CURRENT,STOP | OVER f=0.75 | s=0.60,10,0,0.0676740669883289,1.064088992792497,-0.1042447161792881,False,False,False
B136,1500,0.75,R1a_ACTIVE_GROSS,STOP | OVER f=0.75 | s=0.60,10,0,0.0676740669883289,1.064088992792497,-0.1042447161792881,False,False,False
B136,1500,0.75,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
B136,-1,,-- RULES v2 baseline --,,-1,-1,0.0784728360555127,1.1016867720596069,-0.12241069123223403,False,False,False
B136,-1,,-- SPY --,,-1,-1,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,False
SMALL,250,0.25,R0_CURRENT,VOLTGT | OVER f=0.25 | s=0.60,2,3,0.041345643996886006,0.6688560589851075,-0.10825759765993037,True,False,True
SMALL,250,0.25,R1a_ACTIVE_GROSS,VOLTGT | OVER f=0.25 | s=0.60,1,3,0.041345643996886006,0.6688560589851075,-0.10825759765993037,True,False,True
SMALL,250,0.25,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,True
SMALL,250,0.5,R0_CURRENT,VOLTGT | OVER f=0.50 | s=0.60,6,3,0.03976234934063427,0.6331841078537331,-0.10825759765993015,True,False,False
SMALL,250,0.5,R1a_ACTIVE_GROSS,VOLTGT | OVER f=0.50 | s=0.60,5,3,0.03976234934063427,0.6331841078537331,-0.10825759765993015,True,False,False
SMALL,250,0.5,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
SMALL,250,0.75,R0_CURRENT,VOLTGT | OVER f=0.75 | s=0.60,7,3,0.038113827522681554,0.5915062467394192,-0.12134961619301465,True,False,False
SMALL,250,0.75,R1a_ACTIVE_GROSS,VOLTGT | OVER f=0.75 | s=0.60,6,3,0.038113827522681554,0.5915062467394192,-0.12134961619301465,True,False,False
SMALL,250,0.75,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
SMALL,500,0.25,R0_CURRENT,VOLTGT | OVER f=0.25 | s=0.60,2,3,0.041345643996886006,0.6688560589851075,-0.10825759765993037,True,False,False
SMALL,500,0.25,R1a_ACTIVE_GROSS,VOLTGT | OVER f=0.25 | s=0.60,1,3,0.041345643996886006,0.6688560589851075,-0.10825759765993037,True,False,False
SMALL,500,0.25,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
SMALL,500,0.5,R0_CURRENT,VOLTGT | OVER f=0.50 | s=0.60,6,3,0.03976234934063427,0.6331841078537331,-0.10825759765993015,True,False,False
SMALL,500,0.5,R1a_ACTIVE_GROSS,VOLTGT | OVER f=0.50 | s=0.60,5,3,0.03976234934063427,0.6331841078537331,-0.10825759765993015,True,False,False
SMALL,500,0.5,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
SMALL,500,0.75,R0_CURRENT,VOLTGT | OVER f=0.75 | s=0.60,7,3,0.038113827522681554,0.5915062467394192,-0.12134961619301465,True,False,False
SMALL,500,0.75,R1a_ACTIVE_GROSS,VOLTGT | OVER f=0.75 | s=0.60,6,3,0.038113827522681554,0.5915062467394192,-0.12134961619301465,True,False,False
SMALL,500,0.75,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
SMALL,750,0.25,R0_CURRENT,VOLTGT | OVER f=0.25 | s=0.60,2,3,0.041345643996886006,0.6688560589851075,-0.10825759765993037,True,False,False
SMALL,750,0.25,R1a_ACTIVE_GROSS,VOLTGT | OVER f=0.25 | s=0.60,1,3,0.041345643996886006,0.6688560589851075,-0.10825759765993037,True,False,False
SMALL,750,0.25,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
SMALL,750,0.5,R0_CURRENT,VOLTGT | OVER f=0.50 | s=0.60,6,3,0.03976234934063427,0.6331841078537331,-0.10825759765993015,True,False,False
SMALL,750,0.5,R1a_ACTIVE_GROSS,VOLTGT | OVER f=0.50 | s=0.60,5,3,0.03976234934063427,0.6331841078537331,-0.10825759765993015,True,False,False
SMALL,750,0.5,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
SMALL,750,0.75,R0_CURRENT,VOLTGT | OVER f=0.75 | s=0.60,7,3,0.038113827522681554,0.5915062467394192,-0.12134961619301465,True,False,False
SMALL,750,0.75,R1a_ACTIVE_GROSS,VOLTGT | OVER f=0.75 | s=0.60,6,3,0.038113827522681554,0.5915062467394192,-0.12134961619301465,True,False,False
SMALL,750,0.75,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
SMALL,1000,0.25,R0_CURRENT,VOLTGT | OVER f=0.25 | s=0.60,2,3,0.041345643996886006,0.6688560589851075,-0.10825759765993037,True,False,False
SMALL,1000,0.25,R1a_ACTIVE_GROSS,VOLTGT | OVER f=0.25 | s=0.60,1,3,0.041345643996886006,0.6688560589851075,-0.10825759765993037,True,False,False
SMALL,1000,0.25,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
SMALL,1000,0.5,R0_CURRENT,VOLTGT | OVER f=0.50 | s=0.60,6,3,0.03976234934063427,0.6331841078537331,-0.10825759765993015,True,False,False
SMALL,1000,0.5,R1a_ACTIVE_GROSS,VOLTGT | OVER f=0.50 | s=0.60,5,3,0.03976234934063427,0.6331841078537331,-0.10825759765993015,True,False,False
SMALL,1000,0.5,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
SMALL,1000,0.75,R0_CURRENT,VOLTGT | OVER f=0.75 | s=0.60,7,3,0.038113827522681554,0.5915062467394192,-0.12134961619301465,True,False,False
SMALL,1000,0.75,R1a_ACTIVE_GROSS,VOLTGT | OVER f=0.75 | s=0.60,6,3,0.038113827522681554,0.5915062467394192,-0.12134961619301465,True,False,False
SMALL,1000,0.75,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
SMALL,1500,0.25,R0_CURRENT,VOLTGT | OVER f=0.25 | s=0.60,2,3,0.041345643996886006,0.6688560589851075,-0.10825759765993037,True,False,False
SMALL,1500,0.25,R1a_ACTIVE_GROSS,VOLTGT | OVER f=0.25 | s=0.60,1,3,0.041345643996886006,0.6688560589851075,-0.10825759765993037,True,False,False
SMALL,1500,0.25,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
SMALL,1500,0.5,R0_CURRENT,VOLTGT | OVER f=0.50 | s=0.60,6,3,0.03976234934063427,0.6331841078537331,-0.10825759765993015,True,False,False
SMALL,1500,0.5,R1a_ACTIVE_GROSS,VOLTGT | OVER f=0.50 | s=0.60,5,3,0.03976234934063427,0.6331841078537331,-0.10825759765993015,True,False,False
SMALL,1500,0.5,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
SMALL,1500,0.75,R0_CURRENT,VOLTGT | OVER f=0.75 | s=0.60,7,3,0.038113827522681554,0.5915062467394192,-0.12134961619301465,True,False,False
SMALL,1500,0.75,R1a_ACTIVE_GROSS,VOLTGT | OVER f=0.75 | s=0.60,6,3,0.038113827522681554,0.5915062467394192,-0.12134961619301465,True,False,False
SMALL,1500,0.75,R1b_ACTIVE_DIFF,(none passes IS),0,0,,,,False,False,False
SMALL,-1,,-- RULES v2 baseline --,,-1,-1,0.03635375722473366,0.5457504412853388,-0.14158634613008747,False,False,False
SMALL,-1,,-- SPY --,,-1,-1,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,False
