panel,book,cost_bps,chooser,pick_lam_in,pick_exit,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pick_pass4b,pick_is_undamped,pick_is_asymmetric,und_OOS_Sharpe,sym40_OOS_Sharpe,beats_undamped_OOS_Sharpe,beats_sym40_OOS_Sharpe,base_OOS_CAGR,base_OOS_Sharpe,base_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,beats_SPY_OOS_Sharpe,beats_LIVE_OOS_Sharpe
U56,CAP2,0.0,C_ISSHARPE,1.0,SYM,0.13168913356431755,1.3693466954314062,-0.14765004422980466,True,True,False,1.3693466954314062,1.3332362120880104,False,True,0.10205928731827818,1.363630701479807,-0.11482440134370475,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True
U56,CAP2,0.0,C_ISCALMAR,1.0,SYM,0.13168913356431755,1.3693466954314062,-0.14765004422980466,True,True,False,1.3693466954314062,1.3332362120880104,False,True,0.10205928731827818,1.363630701479807,-0.11482440134370475,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,True
U56,CAP2,10.0,C_ISSHARPE,0.85,SYM,0.1280644011325507,1.3301948451777705,-0.1492773474390039,True,False,False,1.3318413815124672,1.3090786017351732,False,True,0.10205928731827818,1.363630701479807,-0.11482440134370475,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False
U56,CAP2,10.0,C_ISCALMAR,0.85,FASTEXIT,0.1280142728258511,1.3426125514210185,-0.1474062021941389,True,False,True,1.3318413815124672,1.3090786017351732,True,True,0.10205928731827818,1.363630701479807,-0.11482440134370475,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False
U56,CAP2,25.0,C_ISSHARPE,0.1,SYM,0.12982427319395518,1.215252465261766,-0.19726415903515138,True,False,False,1.275468963789105,1.2728138755917855,False,False,0.10205928731827818,1.363630701479807,-0.11482440134370475,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False
U56,CAP2,25.0,C_ISCALMAR,0.25,SYM,0.12766474490889124,1.2593621209131298,-0.1816154573605624,True,False,False,1.275468963789105,1.2728138755917855,False,False,0.10205928731827818,1.363630701479807,-0.11482440134370475,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False
U56,CAP2,50.0,C_ISSHARPE,0.1,SYM,0.12639032501727265,1.1861157602399202,-0.1978242171115906,True,False,False,1.181260845927782,1.2123073476834276,True,False,0.10205928731827818,1.363630701479807,-0.11482440134370475,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False
U56,CAP2,50.0,C_ISCALMAR,0.1,SYM,0.12639032501727265,1.1861157602399202,-0.1978242171115906,True,False,False,1.181260845927782,1.2123073476834276,True,False,0.10205928731827818,1.363630701479807,-0.11482440134370475,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False
U56,CAND,0.0,C_ISSHARPE,0.1,SYM,0.1438349768491627,1.2203090482666972,-0.20048684429403707,True,False,False,1.2803390722324455,1.2827852192173694,False,False,0.10205928731827818,1.363630701479807,-0.11482440134370475,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False
U56,CAND,0.0,C_ISCALMAR,0.85,FASTEXIT,0.14412672866171405,1.3011022910575698,-0.16809374168088365,True,False,True,1.2803390722324455,1.2827852192173694,True,True,0.10205928731827818,1.363630701479807,-0.11482440134370475,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True,False
