cost,gross,freq,n,files,zero_share,mean_excess,median_excess,fc_mean,fc_zero,filebest_zero,zero_u56,n_u56,zero_broad136,n_broad136,zero_small439,n_small439
10.0,0.5,W,1331568,676,0.8368660105980318,-0.19266283327847003,-0.1470082445588965,-0.15493215443801692,0.9186390532544378,0.05029585798816568,0.7612584630289047,540882,0.8999239048154543,503317,0.8687297516433575,287369
10.0,0.5,M,1331568,676,0.8525009612727251,-0.19664320774752503,-0.1498260622313612,-0.16007710625979998,0.9304733727810651,0.08284023668639054,0.8024633838804027,540882,0.9081652318518946,503317,0.8491869338724776,287369
10.0,0.75,W,1331568,676,0.836798421109549,-0.1925432878459553,-0.14713229093399238,-0.1547162067231382,0.9186390532544378,0.05029585798816568,0.7623141461538746,540882,0.8998265506629023,503317,0.8666000856042232,287369
10.0,0.75,M,1331568,676,0.8499197938070004,-0.19533254885286375,-0.14923999003511101,-0.15848363345632832,0.9260355029585798,0.08136094674556213,0.7994978572036044,540882,0.906802273716167,503317,0.8451955499723353,287369
10.0,1.0,W,1331568,676,0.8338950770820567,-0.19213864780327689,-0.1468328942673519,-0.15420996873426074,0.9171597633136095,0.05029585798816568,0.7608923942745368,540882,0.8965383644899735,503317,0.8615821469956746,287369
10.0,1.0,M,1331568,676,0.8466785023370943,-0.19370895660994839,-0.148075590797348,-0.1565736906110249,0.9201183431952663,0.08136094674556213,0.7963030753473032,540882,0.9049743998315177,503317,0.8393911660617533,287369
25.0,0.5,W,1331568,676,0.804457601864869,-0.18039387391122763,-0.13508945618879498,-0.14272227006980714,0.8949704142011834,0.04142011834319527,0.7187353248952637,540882,0.8726130847954668,503317,0.8464308954688919,287369
25.0,0.5,M,1331568,676,0.8380308027828846,-0.19052357319109145,-0.14395228544668504,-0.15398905058628432,0.915680473372781,0.07692307692307693,0.7857369999371397,540882,0.895962186852421,503317,0.8349926401247177,287369
25.0,0.75,W,1331568,676,0.8069283731660719,-0.1807401423048237,-0.1355246450253429,-0.1429726167338091,0.8949704142011834,0.04142011834319527,0.7249344589023115,540882,0.8739283592646384,503317,0.8439080067787409,287369
25.0,0.75,M,1331568,676,0.8357688079016617,-0.18945176927754448,-0.14348785336274106,-0.15263637593571994,0.9112426035502958,0.07396449704142012,0.7832447742760897,540882,0.893804500940759,503317,0.8329812888655352,287369
25.0,1.0,W,1331568,676,0.8047850353868522,-0.18046468069275257,-0.1354301250866169,-0.14259638281105727,0.8949704142011834,0.042899408284023666,0.7235903579708698,540882,0.8721600899631843,503317,0.8396034366963729,287369
25.0,1.0,M,1331568,676,0.831810316859522,-0.18790856559221825,-0.14237376566943366,-0.15080789728298905,0.9068047337278107,0.07396449704142012,0.781179628828469,540882,0.8866201618463115,503317,0.8311091314651198,287369
