panel,x,k_uncap,n_star,k_hard,S_uncap,S_hard,dS,OOS_uncap,OOS_hard,dOOS,turn_uncap,turn_hard
U56,5,21.081099346699705,22,20.860103626943005,1.0865076676286565,1.0645664171038987,0.021941250524757816,1.1543713730897442,1.1261668424633775,0.02820453062636674,8.52455458548361,10.591321680167939
U56,10,23.049560711872044,24,22.572876774048208,1.0975252919247591,1.0522452735172727,0.04528001840748641,1.16464195193593,1.134619328500068,0.030022623435861817,7.271322969950107,10.343630511153814
U56,20,26.523766614102275,28,25.90065330029286,1.0906285101826234,1.0626848823548938,0.027943627827729633,1.140539341531392,1.1587365808590147,-0.018197239327622627,6.157731328024125,9.607344036032629
U56,40,28.128182022978148,30,27.512052264023428,1.10123183222625,1.0531559958898553,0.04807583633639467,1.1498306768910742,1.1530139566283335,-0.0031832797372592925,5.915114879542259,9.285044046945817
U56,80,28.128182022978148,30,27.512052264023428,1.10123183222625,1.0531559958898553,0.04807583633639467,1.1498306768910742,1.1530139566283335,-0.0031832797372592925,5.915114879542259,9.285044046945817
B136,5,21.722460013516557,22,21.654877224600135,0.9632898733504134,0.9305829880121993,0.03270688533821409,0.90743443364926,0.883477683190343,0.023956750458916987,11.258632638276172,13.691431240429052
B136,10,23.534579860328904,24,23.61432755125028,0.9812503080044627,0.9416885854514433,0.039561722553019374,0.9062155294568092,0.8970711608681953,0.009144368588613894,9.397072827892874,13.334728445150505
B136,20,26.30885334534805,26,25.534805136291958,0.9973380823485452,0.9527296670524311,0.044608415296114035,0.9456786161050649,0.8958229906455614,0.049855625459503505,7.773210676611221,13.05011134960568
B136,40,31.487271908087408,32,31.31493579635053,0.9883068007102755,0.9509909619319217,0.03731583877835387,0.971173104440468,0.9093948513213729,0.06177825311909513,6.105305321800425,12.245051602447997
B136,80,41.08019824284749,42,40.662536607343995,0.9900536995299748,0.992624591004172,-0.002570891474197201,0.9430726505969228,0.991272191184433,-0.04819954058751019,4.9668206405607105,10.95666855793767
SMALL439,5,21.751143873919673,22,21.847737671581086,0.4960920895523924,0.43369202895516995,0.06240006059722247,0.5360252414986825,0.487425972969022,0.048599268529660455,17.360124767721288,20.116988745255362
SMALL439,10,23.36553126588714,24,23.82536858159634,0.514668276215036,0.4294426414883934,0.08522563472664257,0.5290231857645952,0.46012245901717935,0.06890072674741582,15.618330317292097,19.560266156177715
SMALL439,20,26.058973055414338,26,25.79918657854601,0.49678832992760436,0.4516486182103221,0.04513971171728226,0.5142138533290549,0.4736186588561663,0.04059519447288862,13.612778376610324,19.316530353350334
SMALL439,40,30.141840366039656,30,29.739196746314185,0.521186529589281,0.4014993830454783,0.11968714654380275,0.5289754921622394,0.43793472365495795,0.09104076850728143,11.65207666423756,18.81300806128724
SMALL439,80,36.11286222674123,36,35.61286222674123,0.5237112983281927,0.44236886834263667,0.08134242998555608,0.5240402434194559,0.4783719840698172,0.045668259349638696,9.90790155935125,18.081456734418076
