panel,gross,dCAGR,dSharpe,dMaxDD,dH1,dH2,dOOS_Sharpe,legs_match,pass4b_match,pass4a_match,worst_metric,exact
U56,0.2,7.734524100117685e-05,0.0022097880633784595,5.708668607273815e-10,0.0021217181361858906,0.0022811835974116956,0.004326496275668612,True,True,True,0.004326496275668612,True
U56,0.35,0.00013851494924783242,0.002209349901107993,6.293577575755549e-09,0.0021221286053412225,0.0022800794890194265,0.004324094757112817,True,True,True,0.004324094757112817,True
U56,0.5,0.0002023871850218295,0.0022088305474836645,1.615094219475921e-08,0.002122477080198859,0.002278879949456858,0.004321519267901586,True,True,True,0.004321519267901586,True
U56,0.6,0.00024646313966453226,0.002208436425147342,2.4850932062170372e-08,0.0021227144455802094,0.0022779887479194016,0.004319665373903048,True,True,True,0.004319665373903048,True
U56,0.75,0.00031481528916538215,0.0022078695128153747,4.082931059912198e-08,0.002122973557692198,0.0022767812133948073,0.00431692585227883,True,True,True,0.00431692585227883,True
U56,0.85,0.00036184364649222145,0.0022073489668454904,5.337136971261813e-08,0.0021231233676546335,0.0022757337829457658,0.004314815974316044,True,True,True,0.004314815974316044,True
U56,0.95,0.00041003730890107337,0.0022068030054362975,6.75082494350221e-08,0.0021232516256421974,0.0022746598343688085,0.004312634953546501,True,True,True,0.004312634953546501,True
U56,1.0,0.00043456999680152597,0.0022065341288539653,7.499619852913142e-08,0.0021233531666247085,0.002274099373542171,0.004311504024046009,True,True,True,0.004311504024046009,True
B136,0.2,6.4884523253844195e-06,4.345746591916111e-06,7.996649210098572e-07,0.018641792250372324,0.016661405641838378,0.008154587215906006,True,True,True,0.018641792250372324,True
B136,0.35,1.1392073717475526e-05,3.6440455206676603e-06,1.4687403343954797e-06,0.018648435762553595,0.01666109055011189,0.008159790786411714,True,True,True,0.018648435762553595,True
B136,0.5,1.6267794605104302e-05,3.2357436297036912e-06,2.1832179109559924e-06,0.01865578524164202,0.016660101478560896,0.008164878158915423,True,True,True,0.01865578524164202,True
B136,0.6,1.9499513224746634e-05,2.9162017982642396e-06,2.679332190447248e-06,0.018660418070831852,0.016658864851776478,0.008168079946320073,False,True,True,0.018660418070831852,False
B136,0.75,2.4344540974385875e-05,2.0806988869637166e-06,3.450649365577263e-06,0.018666832233344977,0.016656503897695796,0.008172779966243215,False,True,True,0.018666832233344977,False
B136,0.85,2.7530749074022864e-05,1.5525339345234812e-06,3.972685227310313e-06,0.018670940596018593,0.016654209622344984,0.008175704354894675,False,True,True,0.018670940596018593,False
B136,0.95,3.069601814217893e-05,9.205426195757482e-07,4.505007642735537e-06,0.01867458714387027,0.016651280328300877,0.008178179262331886,True,True,True,0.01867458714387027,True
B136,1.0,3.224341586191559e-05,6.891513123497006e-07,4.780530712678033e-06,0.01867639823168199,0.016649472657104036,0.008179214919696198,True,True,True,0.01867639823168199,True
