A,cells,keep4b,keep4b_full,keep4a,mean_oosSharpe,mean_oosMaxDD,mean_oosCAGR,mean_turn
1,60,52,53,0,1.2358086211678005,-0.1818934349027596,0.1539841987098719,1.5708267763042207
2,60,59,60,0,1.2452506009751876,-0.17481626260382027,0.1519711264838758,1.6740689134222153
4,60,59,60,0,1.2457597417545339,-0.17379743137621653,0.151066190972698,1.726578633497922
8,60,58,59,0,1.2467702186534269,-0.17251020595013325,0.15083131717385143,1.751673651070611
16,60,58,60,0,1.2448889362819555,-0.17370881310356798,0.15049449571604925,1.7631642539017502
DOWNONLY,60,0,0,0,,0.0,0.0,0.0
UPONLY,60,0,0,0,1.1113597774221635,-0.2935182732564078,0.17295578858459762,0.7857355614563295
DOWNONLY_TD,60,55,55,0,1.249370207046482,-0.18536743063883768,0.15943369404195057,1.598442388734925
A1_TD,60,58,58,0,1.2458987050706227,-0.18512101298500963,0.16141608495791845,1.7839332580747504
