L,spearman_margin_Ppick,frac_resolved,P_pick_mean
21,0.1868745801051428,0.19444444444444445,0.5814166666666666
63,0.15512064466823516,0.2361111111111111,0.6125694444444445
126,0.13195529841489498,0.25,0.6399861111111111
252,0.06752364858701819,0.3055555555555556,0.6703333333333332
