panel,family,depth,bps,arm,thr,n_pool,empty,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,sd_across_draws,d_vs_S0,d_vs_SPY
U56,DDCTL,0.5,10,S2_Q95_K400,,0.5325,False,1.1382360360686443,,,0.0368276210944994,-0.039255373769200075,0.25622505147896113
U56,DDCTL,0.5,10,S3_EXACT_Q95,,0.0,True,1.1774914098378444,0.14486780221909457,-0.1820705506780067,0.0,0.0,0.2954804252481612
U56,DDCTL,0.5,10,ORACLE_OOS,0.15,5.0,False,1.1774914098378444,0.14486780221909457,-0.1820705506780067,0.0,0.0,0.2954804252481612
U56,DDCTL,0.5,25,S0_do_nothing,,0.0,True,1.0617576564122284,0.1289245657348439,-0.18334964014435562,0.0,0.0,0.17974667182254522
U56,DDCTL,0.5,25,S1_IS_argmax,0.15,5.0,False,1.0617576564122284,0.1289245657348439,-0.18334964014435562,0.0,0.0,0.17974667182254522
U56,DDCTL,0.5,25,S2_MAX_K20,,0.4225,False,1.0225929990450835,,,0.04658229481608355,-0.03916465736714492,0.1405820144554003
U56,DDCTL,0.5,25,S2_MAX_K50,,0.115,False,1.0508004899041496,,,0.030434384589091517,-0.010957166508078764,0.16878950531446646
U56,DDCTL,0.5,25,S2_MAX_K100,,0.0,True,1.0617576564122282,,,2.223226821848096e-16,-2.220446049250313e-16,0.179746671822545
U56,DDCTL,0.5,25,S2_MAX_K200,,0.0,True,1.0617576564122282,,,2.223226821848096e-16,-2.220446049250313e-16,0.179746671822545
U56,DDCTL,0.5,25,S2_MAX_K400,,0.0,True,1.0617576564122282,,,2.223226821848096e-16,-2.220446049250313e-16,0.179746671822545
U56,DDCTL,0.5,25,S3_EXACT_MAX,0.03,1.0,False,0.9664779476463282,0.09386996592299202,-0.14246604498610427,0.0,-0.0952797087659002,0.08446696305664503
U56,DDCTL,0.5,25,S2_Q95_K20,,0.87,False,0.9880303253786882,,,0.03747545858402278,-0.07372733103354023,0.10601934078900499
U56,DDCTL,0.5,25,S2_Q95_K50,,0.635,False,1.0012550413458816,,,0.04592797142950505,-0.0605026150663468,0.11924405675619842
U56,DDCTL,0.5,25,S2_Q95_K100,,0.6625,False,0.9986348493548195,,,0.045110100921212364,-0.06312280705740891,0.11662386476513631
