panel,n,arm,cost_bps,realised_gross,target_gross,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turnover_yr,fail_4a,fail_4b,pass_4a,pass_4b
U56,5.0,FIXEDTOT,10,0.7411050184279349,0.7407166123778502,0.1652061375415652,0.9503304315665875,-0.21579769605690724,0.899109009800631,0.9996196866502134,0.1845065829966246,0.9938219468088981,-0.21579769605690757,17.62247240908476,"H1,H2,DD","H1,DD",False,False
U56,5.0,NORM,10,0.7503990969476793,0.75,0.16180663459267053,0.921298262135641,-0.21508779934709854,0.8869671767269014,0.9567126321357526,0.17956737261751576,0.9548649157256924,-0.2150877993470981,18.50682676951174,"H1,H2,DD","H1,DD",False,False
U56,5.0,MATCHED,10,0.741120356809866,0.75,0.15985896490202123,0.921189386595773,-0.21263713416088603,0.8868850317079402,0.956581447821823,0.17739427315958256,0.9547287867547429,-0.21263713416088503,18.27860374362358,"H1,H2,DD","H1,DD",False,False
U56,10.0,FIXEDTOT,10,0.737140205115284,0.7370521172638437,0.1282617408887945,0.9266774225334887,-0.1753816847361247,0.917565365615771,0.9400360481074402,0.14305486648974686,0.9713031870409113,-0.17538168473612448,13.857051125583164,"H1,H2,DD",H1,False,False
U56,10.0,NORM,10,0.7503119742244475,0.75,0.13075815842605842,0.9304560126265969,-0.17538168473612448,0.9033548071341636,0.959397455748533,0.14862635585474715,0.9889767297062282,-0.1753816847361248,14.686610824760175,"H1,H2,DD",H1,False,False
U56,10.0,MATCHED,10,0.7371569874606183,0.75,0.12850484608088664,0.9303700226847554,-0.1724542213742306,0.9032737468892139,0.9593065989621068,0.14604439556093962,0.9888782344960024,-0.17245422137423072,14.430223933120493,"H1,H2,DD",H1,False,False
U56,20.0,FIXEDTOT,10,0.7168121231366669,0.7167345276872964,0.1265975390868721,1.0921370773594148,-0.1830834120957815,1.0882812215237694,1.1015455469867483,0.14360571775847464,1.1679914276771575,-0.1830834120957816,9.630697602931692,"H1,H2,DD",-,False,True
U56,20.0,NORM,10,0.750284174969652,0.75,0.12788473268230716,1.0635401451844069,-0.1830834120957815,1.0681705978899192,1.066390163678857,0.14453582507655938,1.1306969648831255,-0.1830834120957816,10.996244326314217,"H1,H2,DD",-,False,True
U56,20.0,MATCHED,10,0.7168497199621622,0.75,0.12217421440336063,1.0634882505394931,-0.17533168104584718,1.0681493292124753,1.0663074505523413,0.1380287710343049,1.130614958115593,-0.17533168104584762,10.509855721786654,"H1,H2,DD",-,False,True
U56,30.0,FIXEDTOT,10,0.6880600257451867,0.688056460369164,0.11025024393899718,1.0984324791527347,-0.1656231735463718,1.0256501892228913,1.1665107779659856,0.13021856898837436,1.2382619008595206,-0.16562317354637157,6.975141023638227,"H1,H2,DD",-,False,True
U56,30.0,NORM,10,0.75024905719844,0.75,0.11521133306846476,1.053164746478968,-0.17467887641809243,1.0207638679800624,1.0859377315781873,0.1324128780360585,1.1530281549466137,-0.17467887641809232,9.285044080629527,"H1,H2,DD",-,False,True
U56,30.0,MATCHED,10,0.6881188893264264,0.75,0.10565829422222084,1.0531362218526439,-0.160850369036876,1.0207010640813454,1.0859344977458447,0.1213250984534604,1.153019824126654,-0.16085036903687555,8.524876821898927,"H1,H2,DD",CAGR,False,False
U56,40.0,FIXEDTOT,10,0.647740459931684,0.6476791530944626,0.09693359270200652,1.1237480129264121,-0.13972405316382186,1.0729492014222848,1.172181904171983,0.11325799452043239,1.2662592445383687,-0.13972405316382186,5.01969512284545,"H1,H2,DD",CAGR,False,False
U56,40.0,NORM,10,0.750222130876945,0.75,0.10729700779081641,1.0506671507742882,-0.1666344983733371,1.049923671804273,1.0549640595061787,0.12036735688960354,1.135862001199953,-0.16663449837333733,8.42827545205563,"H1,H2,DD",-,False,True
