panel,sweep,cost_bps,chooser,pick_arm,pick_gross,full4b,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pick_turn,committed_turn,committed_OOS_Sharpe,committed_OOS_CAGR,committed_OOS_MaxDD,base_OOS_Sharpe,base_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_CAGR
U56,SHY,0.0,C_ISSHARPE,FLOAT,0.75,True,0.13168913356431755,1.3693466954314064,-0.14765004422980454,3.506382942083226,3.506382942083226,1.3693466954314064,0.13168913356431755,-0.14765004422980454,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,SHY,0.0,C_ISCALMAR,FLOAT,0.75,True,0.13168913356431755,1.3693466954314064,-0.14765004422980454,3.506382942083226,3.506382942083226,1.3693466954314064,0.13168913356431755,-0.14765004422980454,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,SHY,10.0,C_ISSHARPE,FIX0.0200,0.75,True,0.12773946456006335,1.3318413815124674,-0.14809080759214632,3.5063829420832264,3.506382942083226,1.3318413815124672,0.12773946456006335,-0.14809080759214632,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,SHY,10.0,C_ISCALMAR,FLOAT,0.75,True,0.12773946456006335,1.3318413815124672,-0.14809080759214632,3.506382942083226,3.506382942083226,1.3318413815124672,0.12773946456006335,-0.14809080759214632,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,SHY,25.0,C_ISSHARPE,FLOAT,0.75,True,0.12183969460699817,1.275468963789105,-0.14875179387181792,3.506382942083226,3.506382942083226,1.275468963789105,0.12183969460699817,-0.14875179387181792,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,SHY,25.0,C_ISCALMAR,FLOAT,0.75,True,0.12183969460699817,1.275468963789105,-0.14875179387181792,3.506382942083226,3.506382942083226,1.275468963789105,0.12183969460699817,-0.14875179387181792,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,SHY,50.0,C_ISSHARPE,FLOAT,0.75,False,0.1120723488705766,1.181260845927782,-0.14985301432639275,3.506382942083226,3.506382942083226,1.181260845927782,0.1120723488705766,-0.14985301432639275,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,SHY,50.0,C_ISCALMAR,FLOAT,0.75,False,0.1120723488705766,1.181260845927782,-0.14985301432639275,3.506382942083226,3.506382942083226,1.181260845927782,0.1120723488705766,-0.14985301432639275,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,ZERO,0.0,C_ISSHARPE,FLOAT,0.75,True,0.12639411083010277,1.3212918538275757,-0.15140228705175085,2.721599915406836,2.721599915406836,1.3212918538275757,0.12639411083010277,-0.15140228705175085,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
U56,ZERO,0.0,C_ISCALMAR,FIX0.0300,1.0,False,0.17271786384790166,1.308302756264551,-0.2062588600012345,3.8893731276115573,2.721599915406836,1.3212918538275757,0.12639411083010277,-0.15140228705175085,1.2839355379722956,0.0951245058604564,0.8831406547160487,0.15454794790057602
