panel,mech,freq,hold,tax_pp,tax_rec,rebate,dCAGR,dSharpe
U56,CAND20,D,5,-1.176327947046829,1.3493333034898507,0.7619616416661085,-0.007526386985852174,-0.03314071691593856
U56,CAND20,W,5,0.17413049606098685,-6.372680161348399e-14,0.8073559037966613,-0.0014449086545567091,-0.008361396357192463
U56,CAND20,M,5,0.0,,,0.0,0.0
U56,CAND20,Q,5,0.0,,,0.0,0.0
U56,R3_84,D,5,-0.13964796846495098,-0.377409184023906,0.7194058513835535,-0.009889493996510401,-0.05005645936244574
U56,R3_84,W,5,0.023852720643957603,0.0,0.7454935961695265,-0.0017755833720700664,-0.010559691307624464
U56,R3_84,M,5,0.0,,,0.0,0.0
U56,R3_84,Q,5,0.0,,,0.0,0.0
U56,MOMONLY,D,5,-1.8622138836279278,0.8758283253862158,0.5424073619106556,-0.008936671552077113,-0.03541274980239839
U56,MOMONLY,W,5,-3.3306690738754696e-14,,0.6630884494270133,-0.002570904077078051,-0.016940206108426503
U56,MOMONLY,M,5,0.0,,,0.0,0.0
U56,MOMONLY,Q,5,0.0,,,0.0,0.0
B136,CAND20,D,5,-2.343240877294428,0.6560446569201779,0.9299917260779169,-0.0029234925520800203,-0.0015686994953320044
B136,CAND20,W,5,-0.21560195873813193,0.0,0.9513156825962114,0.001043154435146798,0.007822871575561718
B136,CAND20,M,5,0.0,,,0.0,0.0
B136,CAND20,Q,5,0.0,,,0.0,0.0
B136,R3_84,D,5,-0.9888239133151844,0.6466358072778986,0.917273849000919,-0.0051793807137787695,-0.016608452913856486
B136,R3_84,W,5,-0.1252164206108075,0.0,0.9383348476817783,0.0008819203959919975,0.006276872498034436
B136,R3_84,M,5,0.0,,,0.0,0.0
B136,R3_84,Q,5,0.0,,,0.0,0.0
B136,MOMONLY,D,5,-1.5999326875060893,0.7552499752487646,0.7468035502007027,-0.015640962709607242,-0.07041125138513504
B136,MOMONLY,W,5,0.14603773007865195,1.5210055437364645e-13,0.768610185599259,-0.00038164956625497126,-0.0010608442525695816
B136,MOMONLY,M,5,0.0,,,0.0,0.0
B136,MOMONLY,Q,5,0.0,,,0.0,0.0
U56,CAND20,D,21,1.851490213972029,1.2806636452271192,0.7326857008978443,-0.01728075288750963,-0.04842975475318978
U56,CAND20,W,21,1.933277612479456,1.2984800655345017,0.6547317168591361,-0.0131181447077513,-0.025709561236149314
U56,CAND20,M,21,5.740256070949767,1.0,0.7072593835696647,0.002665714127910279,0.08390820963325929
U56,CAND20,Q,21,0.0,,,0.0,0.0
U56,R3_84,D,21,-0.04423921756226967,-29.93732396208518,0.7250408280216881,-0.01944619688645499,-0.056009479713615695
U56,R3_84,W,21,1.3894679713696734,2.1833509425259168,0.629240975845525,-0.011507632617447694,-0.02182040151847131
U56,R3_84,M,21,5.956926746568603,1.0000000000000056,0.6439695616511035,0.0025125786775708203,0.0878627987053795
U56,R3_84,Q,21,0.0,,,0.0,0.0
U56,MOMONLY,D,21,1.4905534964197331,1.7372816019001642,0.6332593221354705,-0.030597754204965577,-0.1439945931895903
U56,MOMONLY,W,21,1.5384289594744582,1.6150513114211806,0.5402193108974558,-0.02127339034671616,-0.08367477226166842
U56,MOMONLY,M,21,6.447529420831777,1.000000000000005,0.517634111079279,0.0022532421053138574,0.08121963155269896
U56,MOMONLY,Q,21,0.0,,,0.0,0.0
B136,CAND20,D,21,3.2243749564397906,1.2838897575344919,0.9066348726234582,-0.018116503607179757,-0.04933720342643444
B136,CAND20,W,21,5.638310973485739,0.9084628554747329,0.8845154416280577,-0.02162544933277455,-0.07890122686491252
B136,CAND20,M,21,1.0352823611009088,1.6386749842604198,0.8416698358041007,0.0005058239338839865,0.02659265138389655
B136,CAND20,Q,21,0.0,,,0.0,0.0
B136,R3_84,D,21,3.8455902399969655,0.9943270566647057,0.9073564880069651,-0.017696952104263364,-0.04384948229536978
B136,R3_84,W,21,6.7852656402848766,0.9434397025251559,0.8798442149233487,-0.0083541702477119,0.004153826045358078
B136,R3_84,M,21,1.2728110400310855,1.0,0.7767880002244351,-0.001532539453896975,0.017627810741101868
B136,R3_84,Q,21,0.0,,,0.0,0.0
B136,MOMONLY,D,21,2.9275924020665367,0.9878384222214941,0.8194546677838321,-0.029260618355522405,-0.09659650029773326
B136,MOMONLY,W,21,3.4836179455358107,0.9430765747699357,0.7075388370342449,-0.01705328209192314,-0.04028519249909546
B136,MOMONLY,M,21,-1.340738337951719,1.0000000000000249,0.6491209875811602,-0.0028453135044568256,-0.0009430120800857367
B136,MOMONLY,Q,21,0.0,,,0.0,0.0
U56,CAND20,D,63,7.895362438981479,1.0375090092638073,0.7384259462204376,-0.026665823853983417,-0.009161401242602007
U56,CAND20,W,63,7.38377303562856,1.114925377552817,0.627293175465179,-0.02323695065604081,-0.03508474710183762
U56,CAND20,M,63,4.4337457404218235,1.0334553450807022,0.49787097332585445,-0.006592903415116869,0.02388956360265926
U56,CAND20,Q,63,1.1102230246251565e-14,,0.5711083345670265,-0.018424034445139847,-0.07156330718142745
U56,R3_84,D,63,6.491811227404698,1.1584607464686771,0.7257706978784306,-0.029568945542691738,-0.02467341011866031
U56,R3_84,W,63,6.794509755495759,1.2173088895610176,0.59953120834845,-0.02898386075556103,-0.06099275261013504
U56,R3_84,M,63,5.7341391975544,1.0764734955034108,0.5047892045972501,-0.003655881436372743,0.05715984145018216
U56,R3_84,Q,63,-1.1102230246251565e-14,,0.531666274727771,-0.02076335639936633,-0.07761072654780898
U56,MOMONLY,D,63,6.717679057816117,1.1934626688725731,0.6750057705006102,-0.03472631346642174,-0.04843189052782226
U56,MOMONLY,W,63,7.454839334235485,1.155031642796373,0.5563242343305029,-0.03360075096445958,-0.07971430447273775
U56,MOMONLY,M,63,0.9548316403423573,3.325400637843906,0.4366991586469412,-0.013038467207095117,-0.03264973739622157
U56,MOMONLY,Q,63,-3.3306690738754696e-14,,0.35928680016889303,-0.018750592158868873,-0.07697093454271786
B136,CAND20,D,63,6.905441691483183,1.1197272536710425,0.9020694915154696,-0.026976083328838607,-0.013770454275953803
B136,CAND20,W,63,8.642424966854456,0.9957210297008283,0.8315049993717114,-0.024660057796485946,-0.04787636083132818
B136,CAND20,M,63,1.230178896792422,1.6812517550919714,0.7250990320802515,-0.0016602417532383118,0.030422310078536796
B136,CAND20,Q,63,-3.3306690738754696e-14,,0.7825112709207701,-0.009029127978105622,-0.011040718935806049
B136,R3_84,D,63,5.181878055950973,1.0074441587841005,0.8942955905773347,-0.029576625897496767,-0.03803055428373314
B136,R3_84,W,63,8.20951666873465,1.0884427260814553,0.81405850002322,-0.01872628992610692,-0.018769876832184895
B136,R3_84,M,63,-0.9545654315313179,-0.293991906217983,0.7060707568160564,-0.0013156451038758288,0.03444469365653435
B136,R3_84,Q,63,0.0,,0.7421432748295921,-0.011861673720314103,-0.022738472199691384
B136,MOMONLY,D,63,1.3201923464536636,0.9773491356750739,0.8342012602249591,-0.021843296371933274,-0.0033041369373456586
B136,MOMONLY,W,63,6.037285323245268,0.8645902989634127,0.7379085325112191,-0.025174151579636206,-0.053489593557563775
B136,MOMONLY,M,63,-0.12448637733799561,-2.0471716261694315,0.6183677311736195,-0.005567551821996863,0.0035864893295578515
B136,MOMONLY,Q,63,0.0,,0.5404984521930173,-0.013837035465079861,-0.04245952579586554
U56,CAND20,D,126,4.79366403528656,1.1285163716772184,0.7445976539226975,-0.02940701240326593,0.002561083786142726
U56,CAND20,W,126,0.8192125551538365,2.271921454058473,0.6481043856451404,-0.041162474444603525,-0.14207050859493742
U56,CAND20,M,126,3.570502354089289,1.168187797236447,0.5453121339926412,-0.004023093480629569,0.09031410087454406
U56,CAND20,Q,126,-7.177710179444063,-0.11454345361473939,0.6738164647976422,-0.01866557788173262,-0.07235205983124882
U56,R3_84,D,126,6.10637009908872,1.3673484104625249,0.7271638598243644,-0.03155812715604678,0.0054003009769527655
U56,R3_84,W,126,0.7216769168449266,3.8804262222483943,0.6254466927475023,-0.04010342618726548,-0.11800911439087636
U56,R3_84,M,126,0.5397304048466833,3.22111331478851,0.5118857152566417,-0.004277177767364693,0.060663683002931235
U56,R3_84,Q,126,-6.112552370793778,-0.3449551821403083,0.6520004331975272,-0.023321926630015533,-0.1081406676716492
U56,MOMONLY,D,126,6.755338702258018,1.1664816935115536,0.6910909983176762,-0.03449083415687171,-0.03442710669071669
U56,MOMONLY,W,126,1.8145776755576049,1.593122222203899,0.5844413953081619,-0.05409741423814429,-0.1984150973514397
U56,MOMONLY,M,126,-0.660995662549424,-0.8590881197734379,0.46210982390801203,-0.012751675043883415,0.008180309509284944
U56,MOMONLY,Q,126,-5.217102662299366,-0.2979009683996754,0.5747280988340815,-0.016796219248183863,-0.06338272675983414
B136,CAND20,D,126,6.040621780095734,1.0517372055139282,0.9001201839465409,-0.04159644575151722,-0.07480283264806709
B136,CAND20,W,126,0.6879088718045767,0.6249825940400384,0.8478815727463934,-0.01717283327000252,-0.02070949591243343
B136,CAND20,M,126,1.5226075298117814,0.9698890860164313,0.7379442699826467,-0.00617863370964189,0.02295171322433376
B136,CAND20,Q,126,-4.949255187371316,0.4234121167790924,0.776590327248429,0.009802162146498539,0.06642981706706785
