mode,ceil,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,mean_m,mean_gross,cells_screened,vs_SPY_Sharpe,vs_V1_Sharpe
family,0.75,0.06385605159090968,0.6889169603351929,-0.17148177620607935,0.6805555555555556,0.44206474641445226,4,-0.1930981923187406,0.23747648109775243
family,0.8,0.06554233862163526,0.6862358309517165,-0.17619068248476624,0.7055555555555556,0.45360939118671634,4,-0.195779321702217,0.234795351714276
family,0.85,0.07262467086482739,0.7062133077881132,-0.18328020160581182,0.7694444444444444,0.4991087878210091,7,-0.1758018448658203,0.25477282855067274
family,0.9,0.07494893816362172,0.7051609521877908,-0.18826356316859605,0.7944444444444445,0.5142587288221436,7,-0.17685420046614264,0.2537204729503504
family,0.95,0.07799156439361664,0.6984630515031909,-0.1939558773579092,0.8305555555555555,0.5375384981811419,7,-0.1835521011507426,0.24702257226575042
family,1.0,0.07901121823641889,0.7013591340764778,-0.20086966201484702,0.8833333333333333,0.5566920884916411,7,-0.18065601857745572,0.2499186548390373
family,1.05,0.08114805858588962,0.7066761698519854,-0.19948258650068773,0.938888888888889,0.5638126937426491,7,-0.17533898280194804,0.255235690614545
family,1.1,0.08690124933744793,0.7046852798687728,-0.21019717286685335,0.9861111111111112,0.5935766954623669,7,-0.17732987278516066,0.25324480063133237
family,1.15,0.08802335950266732,0.7057482938201433,-0.21188102535899397,1.0,0.5987767465472844,7,-0.17626685883379023,0.2543078145827028
family,1.2,0.08717418722684359,0.7096099427380463,-0.20869335144255635,1.0166666666666666,0.5914265997233021,7,-0.17240520991588715,0.2581694635006059
family,1.25,0.08804163693069145,0.7074472575260059,-0.21161212482846514,1.036111111111111,0.5988417669819426,7,-0.17456789512792759,0.25600677828856544
family,1.3,0.08873722366687922,0.7047422757605855,-0.21436685999959826,1.0638888888888889,0.6061446249268481,7,-0.17727287689334803,0.253301796523145
family,1.3333,0.08911547248478544,0.7050173643808199,-0.21539522833562302,1.0694388888888888,0.6072053887864027,7,-0.17699778827311363,0.2535768851433794
none,1.3333,0.07205009381742639,0.6731339474957438,-0.19550271153379273,0.9564722222222222,0.5071678894552675,0,-0.20888120515818964,0.22169346825830338
pin,1.0,0.09064068837497735,0.6950251564031693,-0.2312405692332149,1.0,0.6400746718239337,7,-0.18698999625076418,0.24358467716572885
