panel,cost,rule,CAGR,Sharpe,MaxDD,H1,H2,oos_CAGR,oos_Sharpe,oos_MaxDD,keep4b_full,keep4b_oos,keep4a_full,keep4a_oos
U56,0,EWALL,0.1776334010469922,1.126421460816959,-0.2916296680607121,1.201168985755921,1.0671028145875858,0.18411045227769263,1.1333113042902507,-0.291629668060712,False,False,False,False
U56,10,EWALL,0.17634945109961886,1.11940141078193,-0.29178984854630374,1.1940672632566596,1.0601154816391154,0.1827728361996397,1.1262584564966094,-0.29178984854630396,False,False,False,False
U56,25,EWALL,0.17442609315994906,1.1088702069793783,-0.2920300671195287,1.1834139346336157,1.0496330839176249,0.18076918313287482,1.1156776193011415,-0.29203006711952884,False,False,False,False
U56,50,EWALL,0.17122732998559886,1.0913153447290516,-0.2924302923565798,1.1656565598381021,1.0321588426931123,0.17743713751961065,1.098038871864279,-0.2924302923565798,False,False,False,False
B136,0,EWALL,0.18879635551268614,1.1205304048142093,-0.32706392159329245,1.2413777453600083,1.0123963855785723,0.1840993090926204,1.0925688345982445,-0.3270639215932927,False,False,False,False
B136,10,EWALL,0.18744282641167964,1.1136658400831352,-0.32721538557962493,1.234707449411599,1.005337033161593,0.18268755492248268,1.0854301380904505,-0.3272153855796246,False,False,False,False
B136,25,EWALL,0.18541535948577392,1.1033681859945805,-0.3274425325447611,1.2247015458301471,0.9947469166420775,0.1805730118988893,1.074720844465074,-0.3274425325447611,False,False,False,False
B136,50,EWALL,0.18204377219475654,1.0862034186675227,-0.3278209801418428,1.2080239447297336,0.9770939723420401,0.17705699314850953,1.0568688486942772,-0.3278209801418428,False,False,False,False
SMALL,0,EWALL,0.13231797533858947,0.7132901324739256,-0.44355573819799865,0.9755503145813861,0.5836578961635057,0.11716349258472802,0.6039306663860444,-0.44355573819799865,False,False,False,False
SMALL,10,EWALL,0.13004415358500498,0.7033885453583214,-0.44381431841517194,0.9636736267596514,0.5745143307956021,0.11476691032996733,0.5944192948028434,-0.4438143184151718,False,False,False,False
SMALL,25,EWALL,0.12664180317562268,0.6885351990069646,-0.4459610849651594,0.9458579022870619,0.5607980130682365,0.11118147397572975,0.5801512506392749,-0.4459610849651596,False,False,False,False
SMALL,50,EWALL,0.1209935000764113,0.6637774502044491,-0.45021672907283206,0.9161638410483103,0.5379352173356553,0.10523082594357569,0.5563689055409449,-0.4502167290728317,False,False,False,False
