rule,n,mean_delta,clustered_SE,t,anchor_win_rate
M_NONE,406,0.0019256781831545194,0.062194162468757794,0.030962362168987356,0.47783251231527096
M_SUBSAMPLE,366,-0.017421552667455646,0.05934214997103867,-0.29357804993513137,0.4890710382513661
M_PAIRWISE,366,-0.017421552667455646,0.05934214997103867,-0.29357804993513137,0.4890710382513661
M_D2,367,-0.018350109041542877,0.06133955059718791,-0.2991562354613033,0.48501362397820164
C_RANDOM,343,0.026574658958394597,0.0386097948564839,0.6882880123340466,0.5189504373177842
C_BEST_IS,468,0.010954976099262643,0.06218509069296708,0.17616724486825608,0.5106837606837606
