panel,ladder,claimset,pick,runner_up,IS_Sharpe_margin,IS_Sharpe_spread,above_877_seed_floor
B136,L_BOOK,WIDE,TOP5,TOP10,0.00011867880061866565,0.2519592134305937,False
B136,L_CAD,CORE,W,D,0.02047292148834412,0.09358033920496456,True
B136,L_G,CORE,0.75,0.7,0.000332938823043083,0.003384122485352581,False
B136,L_H,CORE,63,126,0.05588777649946697,0.2876993937080623,True
B136,L_MV,WIDE,0.4,0.6,0.040530194464210245,0.11728309430777784,True
B136,L_N,CORE,8,5,0.009369302261435175,0.1870058979110616,False
B136,L_NH,WIDE,5/63,8/63,0.12377591935226939,0.5010222697479193,True
U56,L_BOOK,WIDE,TOP10,TOP5,0.024231014450573296,0.17096612913810194,True
U56,L_CAD,CORE,W,M,0.00784413458759503,0.03626927728303664,False
U56,L_G,CORE,0.75,0.7,0.00010870912050653381,0.0013944423901530723,False
U56,L_H,CORE,21,63,0.008473870542789808,0.19805210902196002,False
U56,L_MV,WIDE,9.99,0.4,0.01941211909162255,0.09107773546588382,True
U56,L_N,CORE,40,12,0.010077615517875893,0.15176183784115138,False
U56,L_NH,WIDE,12/21,5/63,0.0019512209291068228,0.3770310337248203,False
