n,k,y,lam,oofR2_M,oofR2_M_sd,gain,oofR2_sd_only
5,40,CAND Sharpe,2.0,0.15328631751037458,0.18845913895867128,0.0351728214482967,0.02617388771455209
5,40,CAND Sharpe,8.0,0.14595103201020387,0.19364292566797459,0.04769189365777071,0.02617388771455209
5,40,CAND Sharpe,32.0,0.09591239347660008,0.1581151739158323,0.06220278043923222,0.02617388771455209
5,40,CAND Sharpe,128.0,0.023818384365279277,0.0921853389337548,0.06836695456847552,0.02617388771455209
5,40,CAND Sharpe,512.0,-0.021756269365351022,0.04815375921230558,0.0699100285776566,0.02617388771455209
5,40,EWall Sharpe,0.5,0.38176430112915416,0.5075918466506689,0.12582754552151476,0.21189101983650893
5,40,EWall Sharpe,2.0,0.36574521972491336,0.5071868533027224,0.14144163357780903,0.21189101983650893
5,40,EWall Sharpe,8.0,0.3150491332738974,0.49081271081492706,0.17576357754102967,0.21189101983650893
5,40,EWall Sharpe,32.0,0.20518317868909264,0.417919925055095,0.21273674636600237,0.21189101983650893
5,40,EWall Sharpe,128.0,0.07420781910000418,0.30894299461103847,0.2347351755110343,0.21189101983650893
5,40,EWall Sharpe,512.0,-0.0005492081589817399,0.24298882927963372,0.24353803743861546,0.21189101983650893
5,40,premium,0.5,0.2580046339681866,0.2383096889368319,-0.019694945031354716,-0.06534827898109619
5,40,premium,2.0,0.2600356466932454,0.24412412119649274,-0.015911525496752676,-0.06534827898109619
5,40,premium,8.0,0.24489152277585413,0.23606956124476397,-0.008821961531090161,-0.06534827898109619
5,40,premium,32.0,0.16632228254807324,0.16095307758083455,-0.005369204967238694,-0.06534827898109619
5,40,premium,128.0,0.04907296757457691,0.042157782381742503,-0.0069151851928344055,-0.06534827898109619
5,40,premium,512.0,-0.02232337599247436,-0.03069195551773629,-0.008368579525261932,-0.06534827898109619
5,80,CAND Sharpe,0.5,0.10484356258571992,0.2700078096715428,0.1651642470858229,0.20418624738774005
5,80,CAND Sharpe,2.0,0.12681058787172128,0.2912568928289325,0.16444630495721124,0.20418624738774005
5,80,CAND Sharpe,8.0,0.16120871928761538,0.3303983148371976,0.16918959554958224,0.20418624738774005
5,80,CAND Sharpe,32.0,0.14639537712299777,0.3392198545786421,0.19282447745564435,0.20418624738774005
5,80,CAND Sharpe,128.0,0.05384653312750309,0.2850352347379611,0.23118870161045801,0.20418624738774005
5,80,CAND Sharpe,512.0,-0.02496554778657689,0.2332462994365243,0.2582118472231012,0.20418624738774005
5,80,EWall Sharpe,0.5,0.4236787310498721,0.5597731900373484,0.1360944589874763,0.364150240647522
5,80,EWall Sharpe,2.0,0.4089409807008595,0.5448364332434121,0.13589545254255264,0.364150240647522
5,80,EWall Sharpe,8.0,0.3589365668426544,0.5038060580681969,0.1448694912255425,0.364150240647522
5,80,EWall Sharpe,32.0,0.24251320699755752,0.4386575544203395,0.19614434742278197,0.364150240647522
5,80,EWall Sharpe,128.0,0.10039962569533445,0.38959476281563754,0.2891951371203031,0.364150240647522
5,80,EWall Sharpe,512.0,0.01742199059391447,0.3709457340497454,0.35352374345583093,0.364150240647522
5,80,premium,0.5,-0.10750628806743046,-0.061797042656620116,0.04570924541081034,-0.03849024801339129
5,80,premium,2.0,-0.07640646987370858,-0.030946140171959513,0.04546032970174907,-0.03849024801339129
5,80,premium,8.0,-0.012033999427341735,0.03384213854137863,0.045876137968720365,-0.03849024801339129
5,80,premium,32.0,0.03438822806661257,0.08051774158500313,0.046129513518390564,-0.03849024801339129
5,80,premium,128.0,-0.0009219396202331254,0.04445363218707443,0.04537557180730756,-0.03849024801339129
5,80,premium,512.0,-0.05275667641115023,-0.007292525827167662,0.045464150583982565,-0.03849024801339129
20,20,CAND Sharpe,0.5,0.0978908587839663,0.6370216513425452,0.5391307925585789,0.3026925553069837
20,20,CAND Sharpe,2.0,0.15989875496271977,0.6143824402230178,0.45448368526029803,0.3026925553069837
20,20,CAND Sharpe,8.0,0.21851854453368424,0.5513183200219173,0.33279977548823303,0.3026925553069837
20,20,CAND Sharpe,32.0,0.17163503695226234,0.4490262922578575,0.27739125530559516,0.3026925553069837
20,20,CAND Sharpe,128.0,0.06112165239873801,0.36103247273332706,0.29991082033458905,0.3026925553069837
20,20,CAND Sharpe,512.0,-0.004748244926081169,0.32002148417207454,0.3247697290981557,0.3026925553069837
20,20,EWall Sharpe,0.5,0.21437466694159557,0.5574059870569852,0.3430313201153896,0.2893563005014157
20,20,EWall Sharpe,2.0,0.2511624111526125,0.5467226291795351,0.29556021802692256,0.2893563005014157
20,20,EWall Sharpe,8.0,0.2778249165593003,0.51245070912813,0.23462579256882965,0.2893563005014157
20,20,EWall Sharpe,32.0,0.20587313911164884,0.4348099351253297,0.2289367960136809,0.2893563005014157
20,20,EWall Sharpe,128.0,0.07434713555544326,0.3500744565234435,0.27572732096800023,0.2893563005014157
20,20,EWall Sharpe,512.0,-0.0016743383353725605,0.30759704261461784,0.3092713809499904,0.2893563005014157
20,20,premium,0.5,0.1397191360195067,0.07262800587997265,-0.06709113013953405,0.03983913465897959
20,20,premium,2.0,0.1384178466306939,0.08795007568584623,-0.05046777094484767,0.03983913465897959
20,20,premium,8.0,0.13855173558984357,0.11936061542293142,-0.019191120166912157,0.03983913465897959
20,20,premium,32.0,0.10445406347302899,0.12053250678548155,0.01607844331245256,0.03983913465897959
20,20,premium,128.0,0.03355989741248455,0.0795210699948612,0.04596117258237664,0.03983913465897959
20,20,premium,512.0,-0.008933700431299929,0.05230253389743822,0.06123623432873815,0.03983913465897959
20,40,CAND Sharpe,0.5,0.15415645863967742,0.37547514017871797,0.22131868153904055,0.2519872495557668
20,40,CAND Sharpe,2.0,0.17700421168902813,0.3989154088775475,0.22191119718851937,0.2519872495557668
20,40,CAND Sharpe,8.0,0.19216837059927439,0.4247051990727514,0.232536828473477,0.2519872495557668
20,40,CAND Sharpe,32.0,0.13762125576655726,0.3958949522807529,0.2582736965141956,0.2519872495557668
20,40,CAND Sharpe,128.0,0.04147155530116142,0.3239415373183081,0.2824699820171467,0.2519872495557668
20,40,CAND Sharpe,512.0,-0.0175160396237084,0.27578136537751474,0.29329740500122314,0.2519872495557668
20,40,EWall Sharpe,0.5,0.38176430112915416,0.5075918466506689,0.12582754552151476,0.21189101983650893
20,40,EWall Sharpe,2.0,0.36574521972491336,0.5071868533027224,0.14144163357780903,0.21189101983650893
20,40,EWall Sharpe,8.0,0.3150491332738974,0.49081271081492706,0.17576357754102967,0.21189101983650893
20,40,EWall Sharpe,32.0,0.20518317868909264,0.417919925055095,0.21273674636600237,0.21189101983650893
20,40,EWall Sharpe,128.0,0.07420781910000418,0.30894299461103847,0.2347351755110343,0.21189101983650893
20,40,EWall Sharpe,512.0,-0.0005492081589817399,0.24298882927963372,0.24353803743861546,0.21189101983650893
20,40,premium,0.5,-0.15235631531264882,-0.18867638183216795,-0.036320066519519134,-0.03751458581494327
20,40,premium,2.0,-0.06254328603468529,-0.09582944357909828,-0.033286157544413,-0.03751458581494327
20,40,premium,8.0,0.07991423265290531,0.05463002213393631,-0.025284210518969008,-0.03751458581494327
20,40,premium,32.0,0.12920693967288255,0.11111825644183548,-0.018088683231047065,-0.03751458581494327
20,40,premium,128.0,0.06594949754477053,0.04721371821345244,-0.018735779331318092,-0.03751458581494327
20,40,premium,512.0,0.012114374744556122,-0.008948932377201624,-0.021063307121757746,-0.03751458581494327
20,80,CAND Sharpe,0.5,0.3049243079783599,0.6017314397030566,0.29680713172469675,0.3749877304782375
20,80,CAND Sharpe,2.0,0.29669261713796324,0.5867802231225662,0.2900876059846029,0.3749877304782375
20,80,CAND Sharpe,8.0,0.2622009878790489,0.5431606160926252,0.28095962821357634,0.3749877304782375
20,80,CAND Sharpe,32.0,0.17256776504101778,0.46821437494236173,0.29564660990134395,0.3749877304782375
20,80,CAND Sharpe,128.0,0.06433708383379566,0.408457211192256,0.3441201273584603,0.3749877304782375
20,80,CAND Sharpe,512.0,0.0023363057031169365,0.38432099453996704,0.3819846888368501,0.3749877304782375
20,80,EWall Sharpe,0.5,0.4236787310498721,0.5597731900373484,0.1360944589874763,0.364150240647522
20,80,EWall Sharpe,2.0,0.4089409807008595,0.5448364332434121,0.13589545254255264,0.364150240647522
20,80,EWall Sharpe,8.0,0.3589365668426544,0.5038060580681969,0.1448694912255425,0.364150240647522
20,80,EWall Sharpe,32.0,0.24251320699755752,0.4386575544203395,0.19614434742278197,0.364150240647522
20,80,EWall Sharpe,128.0,0.10039962569533445,0.38959476281563754,0.2891951371203031,0.364150240647522
20,80,EWall Sharpe,512.0,0.01742199059391447,0.3709457340497454,0.35352374345583093,0.364150240647522
20,80,premium,0.5,0.18893336929434212,0.24646608866372943,0.05753271936938731,-0.06539167644647614
20,80,premium,2.0,0.17358745638835782,0.22506073733161813,0.05147328094326031,-0.06539167644647614
20,80,premium,8.0,0.12764476115563772,0.16248043606881368,0.03483567491317596,-0.06539167644647614
20,80,premium,32.0,0.046937756707427614,0.055090910677093374,0.00815315396966576,-0.06539167644647614
20,80,premium,128.0,-0.015546170022768369,-0.02589211753352827,-0.0103459475107599,-0.06539167644647614
20,80,premium,512.0,-0.038602262390133646,-0.055118434467840816,-0.01651617207770717,-0.06539167644647614
