m_min,decile,share,n_cells,sd_total,sd_fixed,sd_switch,share_of_var_from_switch,switch_rate
8,1,0.2798290227807582,56,0.060564877302689155,0.017609885159928826,0.057948220916124,0.9154582245532181,0.4185267857142857
8,2,0.36394580535205534,56,0.05363474864986112,0.019203455909398103,0.050079072913439424,0.871806417112117,0.41584821428571433
8,3,0.4236504995294058,56,0.03223321461692535,0.014342151826269947,0.028866638279040936,0.8020199673225734,0.3176339285714286
8,4,0.5155645461309524,56,0.016435951208338382,0.009187161208137843,0.013628520134576869,0.6875554256933847,0.20915178571428572
8,5,0.6522184379013172,57,0.0397578906675676,0.01895686086787494,0.034947493420419876,0.7726545980281533,0.06184210526315789
8,6,0.7834841216519416,56,0.01002663364890827,0.009480708769807876,0.0032633638398909134,0.10593042136602959,0.0017857142857142859
8,7,0.8663836154602942,55,0.00805572469933465,0.00805572469933465,0.0,0.0,0.0
8,8,0.9393830128205127,60,0.0060118631346815265,0.0060118631346815265,0.0,0.0,0.0
8,9,0.9973958333333334,108,0.0016083827117801038,0.0016083827117801038,0.0,0.0,0.0
12,1,0.2798290227807582,56,0.060564877302689155,0.017609885159928826,0.057948220916124,0.9154582245532181,0.4185267857142857
12,2,0.36394580535205534,56,0.05363474864986112,0.019203455909398103,0.050079072913439424,0.871806417112117,0.41584821428571433
12,3,0.4236504995294058,56,0.03223321461692535,0.014342151826269947,0.028866638279040936,0.8020199673225734,0.3176339285714286
12,4,0.5155645461309524,56,0.016435951208338382,0.009187161208137843,0.013628520134576869,0.6875554256933847,0.20915178571428572
12,5,0.6522184379013172,57,0.0397578906675676,0.01895686086787494,0.034947493420419876,0.7726545980281533,0.06184210526315789
12,6,0.7834841216519416,56,0.01002663364890827,0.009480708769807876,0.0032633638398909134,0.10593042136602959,0.0017857142857142859
12,7,0.8663836154602942,55,0.00805572469933465,0.00805572469933465,0.0,0.0,0.0
12,8,0.9393830128205127,60,0.0060118631346815265,0.0060118631346815265,0.0,0.0,0.0
12,9,0.9973958333333334,108,0.0016083827117801038,0.0016083827117801038,0.0,0.0,0.0
20,1,0.2701375062664196,44,0.03927018202539498,0.014376594294044802,0.036543956173519215,0.8659748797064064,0.3928977272727273
20,2,0.36115762998575496,20,0.020113815499883926,0.007382024936698012,0.018710191923049308,0.8653017071319935,0.35624999999999996
20,3,0.4123151486823361,20,0.011044195552924158,0.006551799331321698,0.008890904393441777,0.6480726663738634,0.25437499999999996
20,4,0.5117588141025642,13,0.008227853670846606,0.007385501164040521,0.0036265615374373667,0.19427502956992915,0.0125
20,5,0.6753013460375076,10,0.007137861244326465,0.007137861244326465,0.0,0.0,0.0
20,6,0.7757418125005133,17,0.01144839091798673,0.01144839091798673,0.0,0.0,0.0
20,7,0.8621918608193564,37,0.00803157764806765,0.00803157764806765,0.0,0.0,0.0
20,8,0.9418454142011833,26,0.0012785348449634007,0.0012785348449634007,0.0,0.0,0.0
20,9,0.9877717391304348,23,0.0034852774472289116,0.0034852774472289116,0.0,0.0,0.0
40,1,0.2607175078777847,35,0.03173595289203775,0.013657052070510134,0.028647087717759617,0.8148128513350662,0.38000000000000006
40,2,0.36026271664292503,12,0.011464172563800942,0.005193145035042183,0.010220493981096167,0.7948008892593676,0.3322916666666667
40,3,0.41740896545584044,8,0.0063850499781218,0.003198490006295649,0.005526167288703814,0.7490649110232432,0.1640625
40,4,0.4947172619047619,7,0.010232056444557306,0.008960689552257083,0.00493973904499797,0.23306773682965598,0.014285714285714287
40,5,0.6644391825468845,8,0.007866989667404185,0.007866989667404185,0.0,0.0,0.0
40,6,0.7773576015635906,8,0.007780550975321129,0.007780550975321129,0.0,0.0,0.0
40,7,0.8637451242037479,31,0.006598688660230588,0.006598688660230588,0.0,0.0,0.0
40,8,0.9507211538461537,18,0.0011008894016055102,0.0011008894016055102,0.0,0.0,0.0
40,9,0.9903846153846155,13,0.0005135584343468846,0.0005135584343468846,0.0,0.0,0.0
