subset,cap,I_UNIF,I_CGPRE,I_CGADJ,d_SM_OP,d_CGPRE_OP,d_CGADJ_OP
all arms,DOM,-0.003175285430586705,-0.0030344297109537316,-0.0020738519525831944,0.0013925155256563487,0.0012553902727046873,0.00071358361850693
all arms,SPLIT8,6.0176787720467306e-05,5.2996602333030274e-05,-0.00021900491711593362,0.0012903753129399204,0.001575492227690406,0.0010954639938230287
all arms,LONE,-0.0005754670913145632,-0.0019301881066456916,-0.0014838904509970052,0.0009683150241172889,0.00033513795477066455,8.051558256849667e-05
all arms,FILL,-0.00014682862253548312,-5.6573872865312014e-05,-0.00041390827160940613,0.001806133044983907,0.0015569584513396156,0.0011729271490058396
clean arms,DOM,-0.003095660937426331,-0.0030344297109537316,-0.0020108811274619776,0.001449110941284637,0.0012715085073712884,0.0007358888727972135
clean arms,SPLIT8,0.00013186473295875856,6.589485074574852e-05,-0.0001386814083712551,0.0012932099125538,0.0016278431766756918,0.0011099465533991881
clean arms,LONE,-0.0005754670913145632,-0.0019117883183546458,-0.0014097352893450987,0.0008812185720151744,0.000304056314380019,0.00012077485627273732
clean arms,FILL,-0.0001825353646430633,-2.4588814280995797e-05,-0.00031539785920968455,0.001853172389623528,0.0017101513233087479,0.0013016011573627195
