vintage,scope,window,step,conv,rung,pop,n_win,exact,QR_gt_QE,QE_gt_AB,QR_gt_AB,mean_rho,mean_QROLL,mean_QEXP,mean_ABS
ASOF,B136,504,21,FULLMATCH,0.0,ALL,188,0.19680851063829788,0.7978723404255319,0.30319148936170215,0.851063829787234,0.482957672144743,0.6652999408983451,0.41415484633569744,0.3806146572104019
ASOF,B136,504,21,FULLMATCH,0.0,FIRE,122,0.1721311475409836,0.9344262295081968,0.20491803278688525,0.8852459016393442,0.5758854463720706,0.6727468915815317,0.3671448087431694,0.44512750455373407
ASOF,B136,504,21,FULLMATCH,10.0,ALL,188,0.18617021276595744,0.7659574468085106,0.30851063829787234,0.824468085106383,0.4320754053966905,0.6449468085106383,0.42449763593380613,0.38017139479905443
ASOF,B136,504,21,FULLMATCH,10.0,FIRE,122,0.21311475409836064,0.9508196721311475,0.22950819672131148,0.8524590163934426,0.5458359888395322,0.6247218262453472,0.335724043715847,0.4089253187613843
ASOF,B136,504,21,FULLMATCH,25.0,ALL,188,0.2074468085106383,0.7021276595744681,0.35638297872340424,0.8031914893617021,0.3967671556143064,0.6230791962174941,0.44799054373522457,0.3723404255319149
ASOF,B136,504,21,FULLMATCH,25.0,FIRE,122,0.22131147540983606,0.9180327868852459,0.28688524590163933,0.8360655737704918,0.49608495406304814,0.5480175582745967,0.2916666666666667,0.3574681238615665
ASOF,B136,504,21,WINMATCH,0.0,ALL,188,0.005319148936170213,0.9468085106382979,0.005319148936170213,0.8404255319148937,0.5039505279655541,0.5012189716312057,0.15898345153664303,0.3061465721040189
ASOF,B136,504,21,WINMATCH,0.0,FIRE,122,0.1721311475409836,0.9344262295081968,0.20491803278688525,0.8852459016393442,0.5758854463720706,0.6726330482299834,0.3674863387978142,0.44512750455373407
ASOF,B136,504,21,WINMATCH,10.0,ALL,188,0.005319148936170213,0.9414893617021277,0.005319148936170213,0.8191489361702128,0.4896457378135953,0.4683067375886525,0.14553782505910165,0.28014184397163117
ASOF,B136,504,21,WINMATCH,10.0,FIRE,122,0.21311475409836064,0.9508196721311475,0.22950819672131148,0.8524590163934426,0.5458359888395322,0.6249798711755233,0.3364071038251366,0.40915300546448086
ASOF,B136,504,21,WINMATCH,25.0,ALL,188,0.005319148936170213,0.9095744680851063,0.010638297872340425,0.776595744680851,0.4697748266815229,0.4165558510638298,0.12632978723404256,0.24468085106382978
ASOF,B136,504,21,WINMATCH,25.0,FIRE,122,0.22131147540983606,0.9180327868852459,0.28688524590163933,0.8360655737704918,0.49608495406304814,0.5481427859612998,0.29200819672131145,0.3574681238615665
ASOF,B136,504,63,FULLMATCH,0.0,ALL,63,0.19047619047619047,0.8095238095238095,0.30158730158730157,0.8412698412698413,0.4698107335135447,0.666005291005291,0.41622574955908287,0.38932980599647266
ASOF,B136,504,63,FULLMATCH,0.0,FIRE,41,0.1951219512195122,0.926829268292683,0.21951219512195122,0.8292682926829268,0.5528763545254121,0.6704017909744314,0.36788617886178865,0.44850948509485095
ASOF,B136,504,63,FULLMATCH,10.0,ALL,63,0.1746031746031746,0.8095238095238095,0.2857142857142857,0.7936507936507936,0.40844525091379175,0.6423059964726632,0.4157848324514991,0.3853615520282187
ASOF,B136,504,63,FULLMATCH,10.0,FIRE,41,0.24390243902439024,0.9512195121951219,0.24390243902439024,0.8292682926829268,0.5656968673459248,0.6250137465142768,0.33028455284552843,0.41124661246612465
ASOF,B136,504,63,FULLMATCH,25.0,ALL,63,0.20634920634920634,0.7301587301587301,0.3492063492063492,0.7936507936507936,0.38095238095238093,0.6285273368606702,0.44532627865961194,0.38095238095238093
ASOF,B136,504,63,FULLMATCH,25.0,FIRE,41,0.14634146341463414,0.9024390243902439,0.21951219512195122,0.8048780487804879,0.4259536979301891,0.5489734299516909,0.28252032520325204,0.3665311653116531
