char,level,achieved_B,achieved_S,match_resid,prem_B,prem_S,gap,sd_pair,t,within_floor,ratio_to_GAP,ratio_to_568
tpers,0.960691,0.9634561028176708,0.9615615810158825,0.0018945218017882848,-0.12799891811110256,-0.2588054655476338,0.13080654743653122,0.0824296455143638,3.887063861979504,False,1.3374902600872314,0.6670400175243816
tpers,0.965932,0.9672468651562571,0.9652464138144916,0.002000451341765519,-0.08394514018157646,-0.22237052425128356,0.1384253840697071,0.08413767008827008,4.029961348630696,False,1.4153924751503795,0.7058918106563341
tpers,0.970456,0.9694935134461279,0.968386686684178,0.0011068267619498418,-0.025093963843968267,-0.11709798656677994,0.09200402272281168,0.06331422178925063,3.559435835829531,False,0.9407364286586061,0.4691689073065358
retsgn,0.486641,0.48885683967749843,0.4891750446478184,-0.00031820497031997963,-0.09730393094977989,-0.21344109911957446,0.11613716816979457,0.0752016060672625,3.7828554078133974,False,1.187496607053114,0.5922344118806454
retsgn,0.493321,0.4919679974834412,0.4948210827925191,-0.002853085309077852,-0.06342312993528387,-0.15309445156269705,0.08967132162741318,0.13222205402593207,1.6612129055647646,True,0.9168846792169036,0.45727344022138283
retsgn,0.499811,0.4953241342061459,0.4988654528708511,-0.0035413186647051953,-0.058289918910534644,-0.09951306888378875,0.0412231499732541,0.08945609788703611,1.1287736153236778,True,0.42150460095351844,0.21021494122006174
volpers,0.944416,0.9465063405133183,0.9453797905777604,0.0011265499355578301,-0.07821713594188756,-0.1348245832386869,0.05660744729679934,0.07051420035989171,1.9664033742275604,True,0.5788082545685004,0.28866622792860447
volpers,0.947955,0.9487401698973071,0.9477670843693211,0.0009730855279860284,-0.08064366862521444,-0.13185374499455735,0.05121007636934291,0.06330631161808815,1.9814541960774699,True,0.5236204127744674,0.2611426637906319
volpers,0.951045,0.9503031467749207,0.949770453820724,0.0005326929541966674,-0.06274466476439668,-0.09001441679402757,0.02726975202963089,0.10940900014180659,0.6105254393902245,True,0.2788318203438741,0.13906043870286022
volpers,0.955635,0.9531414976049734,0.9530346044743035,0.0001068931306698051,-0.022618005501890137,-0.14938689079409853,0.1267688852922084,0.09134429450318482,3.399436012026949,False,1.2962053710859753,0.6464502054676614
retac,-0.089629,-0.07516141919260479,-0.07407114808857862,-0.0010902711040261664,-0.07075466167197418,-0.16410043264215668,0.0933457709701825,0.04319622341526253,5.293275440437253,False,0.9544557358914366,0.4760110707301504
retac,-0.049633,-0.049046560985829775,-0.04186627559286952,-0.007180285392960256,-0.05975958238607393,-0.1254445997428858,0.06568501735681187,0.05759565299665046,2.79352291186633,False,0.6716259443436796,0.33495674327798
retac,-0.028556,-0.03536745081586995,-0.025322531640811132,-0.010044919175058818,-0.04927958855878863,-0.20566005214826957,0.15638046358948093,0.056272914663145074,6.8070464063768314,False,1.5989822452912161,0.797452644515456
retac,-0.005542,-0.020393041067203164,-0.008016780227070001,-0.012376260840133163,-0.03952387005885993,-0.10840353829845155,0.06887966823959162,0.0893498011901743,1.8883090795029307,True,0.7042910862943929,0.3512476707781316
