corpus,cost_bps,dial,group,n_books,K,full_mode,full_share,distinct,full_ent,full_ent_mm,share_mean,share_sd,ENT,ENT_MM,DIST,d_mean,d_median,d_sd,win,dmargin_mean,mode_stable,published,SHARE,ENTn,DISTn,x_SHARE,x_ENT,x_ENTn,x_ENT_MM,x_DIST,x_DISTn
A,5,GROSS,ALL,53,10,1.0,0.9433962264150944,3,0.36579197364364757,0.39301263479249593,0.9433760683760684,0.03681550831845631,0.3261298418495274,0.3598209840526234,2.2375,-0.00012562543834537422,-0.00012431426137580066,0.00011435554065848708,0.1375,0.006709694979941105,1.0,False,0.9433760683760684,0.09817486487785812,0.22374999999999998,0.9433760683760684,0.09427266609131388,0.09817486487785812,0.10401159026070309,0.2034090909090909,0.22374999999999998
A,5,GROSS,B136,48,10,1.0,0.9583333333333334,3,0.2915489594998521,0.32160510618503885,0.9583333333333333,0.02871676823352131,0.24926137235120205,0.2793175190363888,2.0,-0.0001457626082867642,-0.0001457626082867642,0.00011830355290873108,0.0,0.01438755806143921,1.0,False,0.9583333333333333,0.07503514983808036,0.2,0.9583333333333333,0.0720526953064586,0.07503514983808036,0.08074087012779706,0.18181818181818182,0.2
A,5,GROSS,B136k20,16,10,1.0,0.9375,2,0.3372900666170139,0.382374286644794,0.9375,0.0625,0.2717822215997982,0.3168664416275783,1.5,-8.930167383845028e-05,-8.930167383845028e-05,8.930167383845028e-05,0.0,0.013561463685415682,1.0,False,0.9375,0.08181460098973443,0.15,0.9375,0.07856268068303537,0.08181460098973443,0.09159494291504308,0.13636363636363635,0.15
A,5,GROSS,B136k40,16,10,1.0,0.9375,2,0.3372900666170139,0.382374286644794,0.9375,0.0625,0.2717822215997982,0.3168664416275783,1.5,-0.0003479861510218424,-0.0003479861510218424,0.00034798615102184244,0.0,0.029601210498901943,1.0,False,0.9375,0.08181460098973443,0.15,0.9375,0.07856268068303537,0.08181460098973443,0.09159494291504308,0.13636363636363635,0.15
A,5,GROSS,B136k80,16,10,1.0,1.0,1,-0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,1.0,0.0,0.1,1.0,0.0,0.0,0.0,0.09090909090909091,0.1
A,5,N,ALL,53,10,20,0.20754716981132076,9,2.9927579408727296,3.101640585468123,0.22918447293447297,0.03455847043272493,2.8807801615930613,3.087024412586242,8.575,-0.007434196024472373,0.006866933303779427,0.04692428055265381,0.575,0.022101091874614703,0.05,False,0.22918447293447297,0.8672012395532424,0.8574999999999999,0.22918447293447297,0.8327322170709152,0.8672012395532424,0.8923501756633219,0.7795454545454544,0.8574999999999999
A,5,N,B136,48,10,20,0.1875,9,2.9745411476764105,3.0947657344171575,0.228125,0.03606935352745997,2.832414548623742,3.0488188047570866,8.2,-0.01860411708772565,-0.007379633013849222,0.05396162380492319,0.4625,0.021409651979474104,0.0,False,0.228125,0.8526417392908023,0.82,0.228125,0.8187514195581806,0.8526417392908023,0.8813062782718176,0.7454545454545454,0.82
A,5,N,B136k20,16,10,15,0.4375,4,1.7961796919474973,1.9314323520308376,0.475,0.1034559084827928,1.5944723082555154,1.813130775390249,3.425,0.027665947042003813,0.031016340323099065,0.03340628691334064,0.85,0.03637600418525712,0.5,False,0.475,0.4799839920404959,0.34249999999999997,0.475,0.4609058608545623,0.4799839920404959,0.5241123326797996,0.31136363636363634,0.34249999999999997
A,5,N,B136k40,16,10,8,0.3125,6,2.382856063692049,2.6082771638309494,0.3546875,0.08014574127020099,2.0591437451529977,2.387131445855098,4.6375,-0.040800896550076814,-0.0638771510474901,0.07096026517506898,0.15,-0.025096198422398942,0.5,False,0.3546875,0.619864032674921,0.46375,0.3546875,0.5952260290562164,0.619864032674921,0.6900357367940724,0.4215909090909091,0.46375
A,5,N,B136k80,16,10,10,0.1875,9,3.0306390622295662,3.391312822451807,0.278125,0.05581428468591173,2.5057142772795222,2.9667004270635737,6.1125,-0.02661028595434105,-0.08495038546670514,0.13089151296534618,0.325,-0.028030393819632394,0.0,False,0.278125,0.7542951580246304,0.61125,0.278125,0.724313862364057,0.7542951580246304,0.8575687436863356,0.5556818181818182,0.61125
A,5,BAND,ALL,53,5,0.08,0.7547169811320755,5,1.282033448947011,1.3364747712447078,0.7546652421652421,0.08402535338868893,1.1920461835144258,1.283588985832941,4.3625,-0.0012582926675590693,-0.0012642574204666827,0.003069409104639366,0.35,0.002864320345282024,1.0,False,0.7546652421652421,0.5133863473805172,0.8724999999999999,0.7546652421652421,0.3445786230004986,0.5133863473805172,0.3710404272533529,0.39659090909090905,0.8724999999999999
A,5,BAND,B136,48,5,0.08,0.7708333333333334,5,1.1943421980488407,1.2544544914192142,0.7708333333333334,0.0638737904864829,1.1223104619742166,1.219241535033944,4.225,-0.0016632926510690726,-0.0016632926510690726,0.0038708886861709498,0.375,0.003944985967056765,1.0,False,0.7708333333333334,0.4833528068528153,0.845,0.7708333333333334,0.32442047876532537,0.4833528068528153,0.352439842564142,0.38409090909090904,0.845
A,5,BAND,B136k20,16,5,0.08,0.6875,4,1.3716407621868583,1.5068934222701986,0.6875,0.1152443057161611,1.1950602392840253,1.3844139634007018,3.1,-0.004421300884027937,-0.004421300884027937,0.011528398762018891,0.4,0.0071395026305587335,1.0,False,0.6875,0.5146844305452095,0.62,0.6875,0.34544988050805026,0.5146844305452095,0.4001853818824826,0.2818181818181818,0.62
A,5,BAND,B136k40,16,5,0.08,0.8125,4,0.9933927290103626,1.128645389093703,0.8125,0.10077822185373188,0.7968165211330314,0.9320691812163717,2.5,-0.0035526415839536585,-0.0035526415839536585,0.0044766103174382595,0.2625,0.0018802462329199452,1.0,False,0.8125,0.34317019673758903,0.5,0.8125,0.23033162928854334,0.34317019673758903,0.2694284159845664,0.22727272727272727,0.5
A,5,BAND,B136k80,16,5,0.08,0.8125,4,0.9933927290103626,1.128645389093703,0.8125,0.10077822185373188,0.7968165211330314,0.9320691812163717,2.5,0.0029840645147743775,0.0029840645147743775,0.002084561675433552,0.9,0.0028152090376916184,1.0,False,0.8125,0.34317019673758903,0.5,0.8125,0.23033162928854334,0.34317019673758903,0.2694284159845664,0.22727272727272727,0.5
A,5,BAND+,ALL,53,8,0.12,0.3018867924528302,8,2.388143074030747,2.4834153880517165,0.324537037037037,0.038660700319450333,2.2694442642687886,2.410682464674905,6.1875,0.005203436478454946,0.008881218829261572,0.0101291799890616,0.725,0.005460804271082747,0.325,False,0.324537037037037,0.7564814214229295,0.7734375,0.324537037037037,0.6560165120889841,0.7564814214229295,0.6968435079588293,0.5625,0.7734375
A,5,BAND+,B136,48,8,0.12,0.3333333333333333,8,2.4019874224250968,2.5071839358232504,0.3411458333333333,0.05709008095764097,2.287162822397182,2.447587505329366,6.3375,0.009592310891646718,0.011553281878227378,0.007244275678573047,0.875,0.00872775070495752,0.575,False,0.3411458333333333,0.7623876074657273,0.7921875,0.3411458333333333,0.6611383240169716,0.7623876074657273,0.7075114571258656,0.5761363636363637,0.7921875
A,5,BAND+,B136k20,16,8,0.12,0.3125,6,2.4300365325772653,2.655457632716166,0.334375,0.0878897569401577,2.1743420897254353,2.5350158499476763,5.0,0.017107089247091697,0.015593384761425716,0.014304943659218262,0.9,0.009141056696963707,0.025,False,0.334375,0.7247806965751451,0.625,0.334375,0.6285258185221563,0.7247806965751451,0.7327839163782179,0.45454545454545453,0.625
A,5,BAND+,B136k40,16,8,0.08,0.3125,5,2.1800365325772657,2.360373412688386,0.38125,0.07880950133074056,1.9251211865423457,2.214787300220833,4.2125,-0.00199741006203359,-0.0022115899127028715,0.009852899026925713,0.3375,0.0011046632593848707,0.3,False,0.38125,0.6417070621807819,0.5265625,0.38125,0.5564848214287493,0.6417070621807819,0.6402171062693988,0.3829545454545455,0.5265625
A,5,BAND+,B136k80,16,8,0.12,0.5,4,1.6493974703476992,1.7846501304310396,0.5453125,0.11733324270533906,1.4354258501637376,1.6371777347880538,3.2375,0.00817125221545012,0.010956955468636578,0.00937090483262387,0.825,0.002185672881578311,0.65,False,0.5453125,0.4784752833879125,0.4046875,0.5453125,0.4149311240697873,0.4784752833879125,0.47325049755802184,0.2943181818181818,0.4046875
A,5,CADENCE,ALL,53,4,M,0.7358490566037735,4,1.1667822090902842,1.2076132008135567,0.736039886039886,0.06713521215839469,1.1115813745470362,1.1783085890895768,3.45,0.03141473870534832,0.03141732056296888,0.010034863864577654,1.0,0.031521098384387186,1.0,False,0.736039886039886,0.5557906872735181,0.8625,0.736039886039886,0.3213190769716381,0.5557906872735181,0.34060756765405403,0.31363636363636366,0.8625
A,5,CADENCE,B136,48,4,M,0.7083333333333334,4,1.2394754782847321,1.2845596983125123,0.7083333333333334,0.06454972243679029,1.1866004894546007,1.260613750666873,3.4625,0.03469781050985925,0.03469781050985925,0.010202114498919595,1.0,0.03477862299241451,1.0,False,0.7083333333333334,0.5933002447273004,0.865625,0.7083333333333334,0.3430044643929149,0.5933002447273004,0.36439909489046085,0.31477272727272726,0.865625
A,5,CADENCE,B136k20,16,4,M,0.625,4,1.5016144718101818,1.6368671318935222,0.625,0.15181197251863898,1.2867729724854893,1.4772538021028603,3.1125,0.03137520229909786,0.03469595213645574,0.024225417029435935,0.9125,0.02835088222373321,0.875,False,0.625,0.6433864862427446,0.778125,0.625,0.37196080580207025,0.6433864862427446,0.4270221137323028,0.28295454545454546,0.778125
A,5,CADENCE,B136k40,16,4,M,0.625,3,1.3294340029249652,1.4196024429805254,0.6265625,0.13476505887562248,1.1985775265962104,1.3586265076948298,2.775,0.054216376559263646,0.05697043002072132,0.031664469374342405,0.95,0.09052128281654384,0.9,False,0.6265625,0.5992887632981052,0.69375,0.6265625,0.3464666045540572,0.5992887632981052,0.3927311354776845,0.25227272727272726,0.69375
A,5,CADENCE,B136k80,16,4,M,0.875,2,0.5435644431995964,0.5886486632273765,0.875,0.090571104663684,0.47115361819033064,0.5376528427313063,1.7375,0.012427049372400694,0.012427049372400696,0.009019148419606535,0.7375,-0.02072232957640365,1.0,False,0.875,0.23557680909516532,0.434375,0.875,0.13619393881123237,0.23557680909516532,0.15541652560344374,0.15795454545454546,0.434375
A,5,SLEEVE,ALL,53,7,0.3,1.0,1,-0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,1.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.09090909090909091,0.14285714285714285
A,5,SLEEVE,B136,48,7,0.3,1.0,1,-0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,1.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.09090909090909091,0.14285714285714285
A,5,SLEEVE,B136k20,16,7,0.3,1.0,1,-0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,1.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.09090909090909091,0.14285714285714285
A,5,SLEEVE,B136k40,16,7,0.3,1.0,1,-0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,1.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.09090909090909091,0.14285714285714285
A,5,SLEEVE,B136k80,16,7,0.3,1.0,1,-0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,1.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.09090909090909091,0.14285714285714285
A,5,SLEEVE+,ALL,53,11,0.45,0.4339622641509434,5,2.1038836649156836,2.1583249872133803,0.4353276353276353,0.08342690828249655,2.0294567073736456,2.137016610083797,4.95,0.0009724986353286801,0.0008815657123854776,0.00248074506433346,0.6125,-0.0015117498321229965,0.975,False,0.4353276353276353,0.5866445506366355,0.45,0.4353276353276353,0.5866445506366355,0.5866445506366355,0.6177363352323142,0.45,0.45
A,5,SLEEVE+,B136,48,11,0.45,0.4791666666666667,5,2.033622722036125,2.0937350154064984,0.4791666666666667,0.06782841915041543,1.972171056431126,2.092395643171873,5.0,0.0023212731897719213,0.0023212731897719217,0.0023335969419267383,0.8375,-0.0006173000925147352,1.0,False,0.4791666666666667,0.5700852838964288,0.45454545454545453,0.4791666666666667,0.5700852838964288,0.5700852838964288,0.6048379831817827,0.45454545454545453,0.45454545454545453
A,5,SLEEVE+,B136k20,16,11,0.3,0.4375,3,1.5052408149441479,1.595409254999708,0.4796875,0.08254674338670182,1.413310744723224,1.5846307808287885,2.9,-0.011560287512731096,-0.014196943795078826,0.009941468101169285,0.225,0.006930638338320605,0.55,False,0.4796875,0.4085384249566235,0.2636363636363636,0.4796875,0.4085384249566235,0.4085384249566235,0.4580610214382528,0.2636363636363636,0.2636363636363636
A,5,SLEEVE+,B136k40,16,11,0.45,0.8125,3,0.8683927290103626,0.9585611690659228,0.8125,0.08838834764831845,0.7426683071441563,0.8576330682149956,2.275,0.0015567785300135417,0.0015567785300135417,0.0018654559503418476,0.775,-0.0002381555130738268,1.0,False,0.8125,0.21467928521642535,0.20681818181818182,0.8125,0.21467928521642535,0.21467928521642535,0.24791155390804498,0.20681818181818182,0.20681818181818182
A,5,SLEEVE+,B136k80,16,11,0.45,0.625,2,0.954434002924965,0.9995182229527452,0.6375,0.10193441518937556,0.9107129281083821,1.0008813681639424,2.0,-0.006082190247431636,-0.006973242770204446,0.005366222620918301,0.05,0.010828090896834966,0.9,False,0.6375,0.26325507438910456,0.18181818181818182,0.6375,0.26325507438910456,0.26325507438910456,0.28931959885312,0.18181818181818182,0.18181818181818182
A,10,GROSS,ALL,53,10,1.0,0.9433962264150944,4,0.40352782270025134,0.4443588144235239,0.943482905982906,0.03141483886826907,0.3457522377714743,0.3865207034034327,2.5,-5.71090807596199e-05,-5.63515561552015e-05,5.358325727261788e-05,0.125,-0.005461363528330874,1.0,True,0.943482905982906,0.1040817946371587,0.25,0.943482905982906,0.09994481056043228,0.1040817946371587,0.11172953999758112,0.22727272727272727,0.25
A,10,GROSS,B136,48,10,1.0,0.9583333333333334,3,0.2915489594998521,0.32160510618503885,0.9583333333333334,0.024650332429581746,0.2494247724780398,0.2794809191632265,2.0,-6.805460185369677e-05,-6.805460185369677e-05,5.6168002622136356e-05,0.0,-0.0014162560856260623,1.0,False,0.9583333333333334,0.07508433817755382,0.2,0.9583333333333334,0.07209992853574326,0.07508433817755382,0.08078810335708173,0.18181818181818182,0.2
A,10,GROSS,B136k20,16,10,1.0,0.9375,2,0.3372900666170139,0.382374286644794,0.9375,0.0625,0.2717822215997982,0.3168664416275783,1.5,-2.921585116836406e-05,-2.921585116836406e-05,2.9215851168364056e-05,0.0,0.004365052415140038,1.0,False,0.9375,0.08181460098973443,0.15,0.9375,0.07856268068303537,0.08181460098973443,0.09159494291504308,0.13636363636363635,0.15
A,10,GROSS,B136k40,16,10,1.0,0.9375,2,0.3372900666170139,0.382374286644794,0.9375,0.0625,0.2717822215997982,0.3168664416275783,1.5,-0.00017494795439272626,-0.00017494795439272626,0.00017494795439272623,0.0,-0.008613820672018225,1.0,False,0.9375,0.08181460098973443,0.15,0.9375,0.07856268068303537,0.08181460098973443,0.09159494291504308,0.13636363636363635,0.15
A,10,GROSS,B136k80,16,10,1.0,1.0,1,-0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,1.0,0.0,0.1,1.0,0.0,0.0,0.0,0.09090909090909091,0.1
A,10,N,ALL,53,10,20,0.22641509433962265,10,3.0357637954801437,3.1582567706499614,0.24342948717948718,0.04364417220246124,2.8871027310225497,3.0988058975461596,8.775,0.004985099522205387,0.01616807727555468,0.03878325114277049,0.6625,0.014894811677380031,0.25,True,0.24342948717948718,0.8691045226011864,0.8775000000000001,0.24342948717948718,0.834559849504933,0.8691045226011864,0.8957557885670272,0.7977272727272727,0.8775000000000001
A,10,N,B136,48,10,20,0.1875,10,3.0898662842032825,3.225118944286623,0.22395833333333331,0.03446956689119646,2.911600092550998,3.1415296146926766,8.65,-0.020976249221970545,-0.0018088007259174366,0.05299205787966139,0.475,0.026676235777595737,0.0,False,0.22395833333333331,0.8764789632358742,0.865,0.22395833333333331,0.8416411750604004,0.8764789632358742,0.9081057124436397,0.7863636363636364,0.865
A,10,N,B136k20,16,10,15,0.375,4,1.811278124459133,1.9465307845424733,0.465625,0.08143008887997115,1.6636097040561464,1.9025560702033808,3.65,0.03138474420491005,0.030628385169341923,0.021276273968133287,0.925,0.010880632291536903,0.2,False,0.465625,0.5007964219985788,0.365,0.465625,0.4808910501637428,0.5007964219985788,0.5499620399933836,0.3318181818181818,0.365
A,10,N,B136k40,16,10,8,0.25,6,2.452819531114783,2.6782406312536837,0.3328125,0.07640289486498532,2.129703925615609,2.4745982088281275,4.825,-0.032829249300713445,-0.07349789975605714,0.09606169289097713,0.275,-0.014263502485665658,0.15,False,0.3328125,0.6411047634936305,0.48250000000000004,0.3328125,0.6156224953666001,0.6411047634936305,0.715319301441459,0.43863636363636366,0.48250000000000004
A,10,N,B136k80,16,10,50,0.1875,10,3.202819531114783,3.608577511364804,0.2453125,0.04611360801054284,2.5890319531114785,3.0736873184101148,6.375,-0.04562373017818464,-0.08208025496620999,0.1184683994639826,0.2875,-0.03923174223482142,0.0,False,0.2453125,0.7793762776190571,0.6375,0.2453125,0.7483980718576315,0.7793762776190571,0.8884948908517143,0.5795454545454546,0.6375
