panel,cost,sel,tilt,m,n,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4b_oos,v1_OOS_CAGR,v1_OOS_Sharpe,v1_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD
u56,10.0,S1_ISSharpe,NONE,0.1,4.0,1.101408894441284,-0.14473583941244694,0.20554390320503924,1.0221819370009306,-0.23812385035473038,False,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284
u56,10.0,S2_4bAware,NOTHING ADMISSIBLE,,,,,,,,,,0.747063834691694,,,0.8820107671822842,
u56,10.0,S3_NONE_only,NONE,0.1,4.0,1.101408894441284,-0.14473583941244694,0.20554390320503924,1.0221819370009306,-0.23812385035473038,False,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284
u56,25.0,S1_ISSharpe,NONE,0.1,4.0,0.9443580268761544,-0.15899306243112787,0.17169543780195062,0.8816357167974807,-0.24577359926854547,False,0.037834702288707334,0.39920030769495,-0.14177187688535975,0.15450717694493266,0.8820107671822842,-0.33717235283398284
u56,25.0,S2_4bAware,NOTHING ADMISSIBLE,,,,,,,,,,0.39920030769495,,,0.8820107671822842,
u56,25.0,S3_NONE_only,NONE,0.1,4.0,0.9443580268761544,-0.15899306243112787,0.17169543780195062,0.8816357167974807,-0.24577359926854547,False,0.037834702288707334,0.39920030769495,-0.14177187688535975,0.15450717694493266,0.8820107671822842,-0.33717235283398284
broad,10.0,S1_ISSharpe,POS,0.05,5.0,1.1162986561809611,-0.25386210114919794,0.22349276000469476,1.0085969211486898,-0.297079527559294,False,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,10.0,S2_4bAware,INV,0.35,32.0,1.0774383293942575,-0.10600938777869173,0.0823647797002014,0.7954473439658071,-0.18592075149801923,False,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,10.0,S3_NONE_only,NONE,1.0,91.0,1.0402510180724485,-0.10468057598501046,0.10085549821051076,1.1001378200755083,-0.15677475921573436,False,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,25.0,S1_ISSharpe,POS,1.0,91.0,0.964723562839526,-0.1101635125595839,0.09319829097118748,1.012570582178872,-0.1585918876387128,False,0.011143568780353386,0.15539928865606328,-0.26721084947028584,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,25.0,S2_4bAware,NOTHING ADMISSIBLE,,,,,,,,,,0.15539928865606328,,,0.8820239235972316,
broad,25.0,S3_NONE_only,NONE,1.0,91.0,0.9556388784610377,-0.10793414663876544,0.09155929244823802,1.0069632878474444,-0.15782486782439442,False,0.011143568780353386,0.15539928865606328,-0.26721084947028584,0.1545044425578177,0.8820239235972316,-0.3371595330739301
small,10.0,S1_ISSharpe,INV,0.05,7.0,0.6909307817818883,-0.18356774266146125,0.05020140272010232,0.41758460022831406,-0.349807404307822,False,0.07921670849894169,0.5806618551671671,-0.3283573771619781,0.15450717694493266,0.8820107671822842,-0.33717235283398284
small,10.0,S2_4bAware,NOTHING ADMISSIBLE,,,,,,,,,,0.5806618551671671,,,0.8820107671822842,
small,10.0,S3_NONE_only,NONE,0.1,14.0,0.5188545688811034,-0.20323164623238654,0.08703160731924209,0.5380789577211346,-0.2710184552153819,False,0.07921670849894169,0.5806618551671671,-0.3283573771619781,0.15450717694493266,0.8820107671822842,-0.33717235283398284
small,25.0,S1_ISSharpe,INV,0.2,28.0,0.4181762576051434,-0.1696172365683838,0.014441848643455213,0.17512717172346123,-0.3177306104987214,False,0.026724735037732872,0.250067051410945,-0.43035606447187935,0.15450717694493266,0.8820107671822842,-0.33717235283398284
small,25.0,S2_4bAware,NOTHING ADMISSIBLE,,,,,,,,,,0.250067051410945,,,0.8820107671822842,
small,25.0,S3_NONE_only,NONE,1.0,141.0,0.34742037647599516,-0.1715715281998741,0.009051842784341346,0.13569129631577226,-0.2791786011236098,False,0.026724735037732872,0.250067051410945,-0.43035606447187935,0.15450717694493266,0.8820107671822842,-0.33717235283398284
