file,line,claim_set,cls,panel,form,cadence,cash_bps,window,survives,slope,span,mean_idle,n_cells,basis,quote
2026-09-03_RECOMMENDATION.md,7,STRICT,OTHER,,,W,0.0,FULL,True,0.0019272863302430944,0.0018913868216191565,0.3997346897831662,18,[implicit] |slope| 0.00193 vs bar 0.0065,"Equal-weight ALL eligible names (above 200d, vol20<0.60), 75% gross, weekly: CAGR 10.4%, Sharpe 1.05, halves 1.07 / 1.03 (SPY 0.96 / 0.83), lower vol than v1, one third of the turnover."
2026-09-03_RECOMMENDATION.md,7,STRICT,OTHER,,,W,0.0,IS,True,0.005723316728980979,0.004572325439782032,0.3997346897831662,18,[implicit] |slope| 0.00572 vs bar 0.0065,"Equal-weight ALL eligible names (above 200d, vol20<0.60), 75% gross, weekly: CAGR 10.4%, Sharpe 1.05, halves 1.07 / 1.03 (SPY 0.96 / 0.83), lower vol than v1, one third of the turnover."
2026-09-03_RECOMMENDATION.md,7,STRICT,OTHER,,,W,0.0,OOS,True,0.00019158959367285178,0.0021462970389543035,0.3997346897831662,18,[implicit] |slope| 0.00019 vs bar 0.0065,"Equal-weight ALL eligible names (above 200d, vol20<0.60), 75% gross, weekly: CAGR 10.4%, Sharpe 1.05, halves 1.07 / 1.03 (SPY 0.96 / 0.83), lower vol than v1, one third of the turnover."
2026-09-03_RECOMMENDATION.md,7,STRICT,OTHER,,,W,150.0,FULL,False,-0.3485856931722394,0.3412010767906559,0.3997551686940118,18,[implicit] |slope| 0.34859 vs bar 0.0065,"Equal-weight ALL eligible names (above 200d, vol20<0.60), 75% gross, weekly: CAGR 10.4%, Sharpe 1.05, halves 1.07 / 1.03 (SPY 0.96 / 0.83), lower vol than v1, one third of the turnover."
2026-09-03_RECOMMENDATION.md,7,STRICT,OTHER,,,W,150.0,IS,False,-0.38555123468145125,0.3773451502910583,0.3997551686940118,18,[implicit] |slope| 0.38555 vs bar 0.0065,"Equal-weight ALL eligible names (above 200d, vol20<0.60), 75% gross, weekly: CAGR 10.4%, Sharpe 1.05, halves 1.07 / 1.03 (SPY 0.96 / 0.83), lower vol than v1, one third of the turnover."
2026-09-03_RECOMMENDATION.md,7,STRICT,OTHER,,,W,150.0,OOS,False,-0.3203052263922913,0.313377972603046,0.3997551686940118,18,[implicit] |slope| 0.32031 vs bar 0.0065,"Equal-weight ALL eligible names (above 200d, vol20<0.60), 75% gross, weekly: CAGR 10.4%, Sharpe 1.05, halves 1.07 / 1.03 (SPY 0.96 / 0.83), lower vol than v1, one third of the turnover."
2026-09-03_RECOMMENDATION.md,7,STRICT,OTHER,,,W,300.0,FULL,False,-0.6937813228845506,0.6787843426020485,0.39977534740229687,18,[implicit] |slope| 0.69378 vs bar 0.0065,"Equal-weight ALL eligible names (above 200d, vol20<0.60), 75% gross, weekly: CAGR 10.4%, Sharpe 1.05, halves 1.07 / 1.03 (SPY 0.96 / 0.83), lower vol than v1, one third of the turnover."
2026-09-03_RECOMMENDATION.md,7,STRICT,OTHER,,,W,300.0,IS,False,-0.7673041134901406,0.7506451010452815,0.39977534740229687,18,[implicit] |slope| 0.76730 vs bar 0.0065,"Equal-weight ALL eligible names (above 200d, vol20<0.60), 75% gross, weekly: CAGR 10.4%, Sharpe 1.05, halves 1.07 / 1.03 (SPY 0.96 / 0.83), lower vol than v1, one third of the turnover."
2026-09-03_RECOMMENDATION.md,7,STRICT,OTHER,,,W,300.0,OOS,False,-0.6366645080197295,0.6227727837209907,0.39977534740229687,18,[implicit] |slope| 0.63666 vs bar 0.0065,"Equal-weight ALL eligible names (above 200d, vol20<0.60), 75% gross, weekly: CAGR 10.4%, Sharpe 1.05, halves 1.07 / 1.03 (SPY 0.96 / 0.83), lower vol than v1, one third of the turnover."
2026-09-03_RECOMMENDATION.md,13,WIDE,OTHER,,,,0.0,FULL,True,0.00602088054985249,0.00529225460561239,0.3996782477297368,36,[implicit] |slope| 0.00602 vs bar 0.0065,100% gross v1 has identical Sharpe (corr 1.00).
