panel,family,thr,is_Sharpe,oos_CAGR,oos_Sharpe,oos_MaxDD,pA,pB,beats_both,live,spy,p4a,p4b
U56,BREADTHCASH,0.3,1.1130049579541819,0.2173954693680178,1.2228422197870077,-0.25374769175945044,0.0,1.1683739607066974,True,1.2816876607860581,0.878646168321868,False,False
U56,HIVOL,0.7,1.2051829791816355,0.18433692041354321,1.1592023499635606,-0.21224619414483437,1.1668780653511712,1.1683739607066974,False,1.2816876607860581,0.878646168321868,False,False
U56,DDCTL,0.15,1.1840739536549931,0.20036297464080488,1.1132224974182119,-0.25374769175945056,1.1668780653511712,1.1683739607066974,False,1.2816876607860581,0.878646168321868,False,False
U56,VOLSCALE,0.7,1.2014490712625376,0.22049373945637685,1.2269472615225117,-0.2611609937841014,1.0939631126734746,1.1683739607066974,True,1.2816876607860581,0.878646168321868,False,False
U56,BAND,0.0,1.1260240799892505,0.21290456260411506,1.1775555823985402,-0.25374769175945033,0.0,1.1683739607066974,True,1.2816876607860581,0.878646168321868,False,False
B136,BREADTHCASH,0.3,1.043761025459528,0.18215351255348078,0.9198776477726753,-0.27337264051767307,0.0,0.9324782934144692,False,1.1185082795688426,0.8820239235972316,False,False
B136,HIVOL,0.8,1.1102146818553325,0.1667276049758617,0.9004233459356995,-0.23024614046857372,0.9268992007583432,0.9324782934144692,False,1.1185082795688426,0.8820239235972316,False,False
B136,DDCTL,0.15,1.0347923122293452,0.17688236340376196,0.895808195735744,-0.2733726405176732,0.9268992007583432,0.9324782934144692,False,1.1185082795688426,0.8820239235972316,False,False
B136,VOLSCALE,0.5,1.125069003627749,0.15522451486662314,0.8756388288687522,-0.2594246375925151,0.7728421557392379,0.9324782934144692,False,1.1185082795688426,0.8820239235972316,False,False
B136,BAND,0.0,1.1007036381372182,0.18978733898599498,0.9176891656804012,-0.31023972588483406,0.0,0.9324782934144692,False,1.1185082795688426,0.8820239235972316,False,False
SMALL,BREADTHCASH,0.4,0.6434096447697318,0.08496362511657973,0.45928232199107677,-0.3030214576778092,0.0,0.7925175268717497,False,0.5680478271993786,0.882010501050508,False,False
SMALL,HIVOL,0.8,0.7376976763058317,0.15732966144133265,0.6893102303331329,-0.28448703103617645,0.789327490701988,0.7925175268717497,False,0.5680478271993786,0.882010501050508,False,False
SMALL,DDCTL,0.05,0.5102984206350786,0.13632113939183377,0.7456063700498036,-0.2667061752979454,0.789327490701988,0.7925175268717497,False,0.5680478271993786,0.882010501050508,False,False
SMALL,VOLSCALE,0.7,0.7371608349369909,0.11746226284670658,0.5610308347388326,-0.3374172047598447,0.3040687499619213,0.7925175268717497,False,0.5680478271993786,0.882010501050508,False,False
SMALL,BAND,0.06,0.6906919411579869,0.21651072757861334,0.8024354755374227,-0.38564633830743056,0.0,0.7925175268717497,True,0.5680478271993786,0.882010501050508,False,False
