panel,arena,k_first_any_4b,k_first_all_4b,k_first_any_4a,first_kill_set,k1_oos_sharpe_spread,k1_worst_year,k1_worst_oos_sharpe,k1_n_pass_4b,k1_n_pass_4b_spliceDD,k_first_any_4b_spliceDD,k1_n
U56,OOS,1,,0,2020,0.3167516841293292,2024,1.0594121058231294,9,8,1,10
U56,IS,3,,0,2009+2012+2015,0.0,2009,1.1759465345181017,8,8,3,8
B136,OOS,0,1.0,0,,0.2453065563587884,2017,0.9040144901272389,0,0,0,10
B136,IS,0,1.0,0,,0.0,2009,1.024015074035567,0,0,0,8
SMALL663,OOS,0,1.0,0,,0.2370143339517508,2017,0.3566445540097703,0,0,0,10
SMALL663,IS,0,1.0,0,,0.0,2009,0.4534302580652866,0,0,0,8
