char,A_partial,B_partial,d_partial,partial_sign_agree,partial_rho_AB,A_marginal,B_marginal,marginal_sign_agree,marginal_rho_AB
breadth,0.06277343826054305,-0.13323103565441685,-0.1960044739149599,5/27,-0.278998778998779,0.013239330728670977,-0.14254187973526364,10/27,-0.24847374847374848
disp,0.004613599330845081,-0.0148090157106732,-0.01942261504151828,9/27,-0.2503052503052503,0.25138876025233353,0.11310549226637033,21/27,-0.1581196581196581
corr,-0.21803145652363937,-0.09777864776878051,0.12025280875485886,20/27,-0.04395604395604395,-0.26800860321282666,-0.12111800603048174,26/27,0.16727716727716724
evol,0.15508973486149244,0.10641918780023424,-0.0486705470612582,19/27,-0.3003663003663003,0.27317464727856505,0.14902699309478976,22/27,-0.4157509157509158
