ticket,bar,R,instr,coarse,refined,overshoot
1000000.0,0.02,50000000.0,DV,0.0,0.0,0.0
1000000.0,0.02,50000000.0,VOLSH,0.0,0.0,0.0
1000000.0,0.05,20000000.0,DV,0.0,0.0,0.0
1000000.0,0.05,20000000.0,VOLSH,0.0,0.0,0.0
1000000.0,0.075,13333333.333333334,DV,0.0,0.0,0.0
1000000.0,0.075,13333333.333333334,VOLSH,0.0,0.0,0.0
1000000.0,0.1,10000000.0,DV,0.0,0.0,0.0
1000000.0,0.1,10000000.0,VOLSH,0.0,0.0,0.0
1000000.0,0.15,6666666.666666667,DV,0.0,0.0,0.0
1000000.0,0.15,6666666.666666667,VOLSH,0.0,0.0,0.0
1000000.0,0.2,5000000.0,DV,0.0,0.0,0.0
1000000.0,0.2,5000000.0,VOLSH,0.0,0.0,0.0
1000000.0,0.25,4000000.0,DV,0.0,0.0,0.0
1000000.0,0.25,4000000.0,VOLSH,0.0,0.0,0.0
1000000.0,0.3333333333333333,3000000.0,DV,0.0,0.0,0.0
1000000.0,0.3333333333333333,3000000.0,VOLSH,0.0,0.0,0.0
2500000.0,0.02,125000000.0,DV,1000000.0,977140.6895545942,22859.310445405776
2500000.0,0.02,125000000.0,VOLSH,1000000.0,634835.1573793496,365164.8426206504
2500000.0,0.05,50000000.0,DV,0.0,0.0,0.0
2500000.0,0.05,50000000.0,VOLSH,0.0,0.0,0.0
2500000.0,0.075,33333333.333333336,DV,0.0,0.0,0.0
2500000.0,0.075,33333333.333333336,VOLSH,0.0,0.0,0.0
2500000.0,0.1,25000000.0,DV,0.0,0.0,0.0
2500000.0,0.1,25000000.0,VOLSH,0.0,0.0,0.0
2500000.0,0.15,16666666.666666668,DV,0.0,0.0,0.0
2500000.0,0.15,16666666.666666668,VOLSH,0.0,0.0,0.0
2500000.0,0.2,12500000.0,DV,0.0,0.0,0.0
2500000.0,0.2,12500000.0,VOLSH,0.0,0.0,0.0
2500000.0,0.25,10000000.0,DV,0.0,0.0,0.0
2500000.0,0.25,10000000.0,VOLSH,0.0,0.0,0.0
2500000.0,0.3333333333333333,7500000.0,DV,0.0,0.0,0.0
2500000.0,0.3333333333333333,7500000.0,VOLSH,0.0,0.0,0.0
5000000.0,0.02,250000000.0,DV,5000000.0,2872085.859667521,2127914.140332479
5000000.0,0.02,250000000.0,VOLSH,5000000.0,2872085.859667521,2127914.140332479
5000000.0,0.05,100000000.0,DV,500000.0,412443.8592651058,87556.1407348942
5000000.0,0.05,100000000.0,VOLSH,500000.0,267959.2254274667,232040.77457253332
5000000.0,0.075,66666666.66666667,DV,250000.0,38480.09511588447,211519.90488411553
5000000.0,0.075,66666666.66666667,VOLSH,250000.0,25000.0,225000.0
5000000.0,0.1,50000000.0,DV,0.0,0.0,0.0
5000000.0,0.1,50000000.0,VOLSH,0.0,0.0,0.0
5000000.0,0.15,33333333.333333336,DV,0.0,0.0,0.0
5000000.0,0.15,33333333.333333336,VOLSH,0.0,0.0,0.0
5000000.0,0.2,25000000.0,DV,0.0,0.0,0.0
5000000.0,0.2,25000000.0,VOLSH,0.0,0.0,0.0
5000000.0,0.25,20000000.0,DV,0.0,0.0,0.0
5000000.0,0.25,20000000.0,VOLSH,0.0,0.0,0.0
5000000.0,0.3333333333333333,15000000.0,DV,0.0,0.0,0.0
5000000.0,0.3333333333333333,15000000.0,VOLSH,0.0,0.0,0.0
10000000.0,0.02,500000000.0,DV,10000000.0,6804397.481819788,3195602.518180212
10000000.0,0.02,500000000.0,VOLSH,10000000.0,8441852.10326484,1558147.8967351597
10000000.0,0.05,200000000.0,DV,5000000.0,2314991.254529772,2685008.745470228
10000000.0,0.05,200000000.0,VOLSH,2000000.0,1865955.53559451,134044.4644054901
10000000.0,0.075,133333333.33333334,DV,1000000.0,977140.6895545942,22859.310445405776
10000000.0,0.075,133333333.33333334,VOLSH,1000000.0,634835.1573793496,365164.8426206504
10000000.0,0.1,100000000.0,DV,500000.0,412443.8592651058,87556.1407348942
10000000.0,0.1,100000000.0,VOLSH,500000.0,267959.2254274667,232040.77457253332
10000000.0,0.15,66666666.66666667,DV,250000.0,38480.09511588447,211519.90488411553
10000000.0,0.15,66666666.66666667,VOLSH,250000.0,25000.0,225000.0
10000000.0,0.2,50000000.0,DV,0.0,0.0,0.0
10000000.0,0.2,50000000.0,VOLSH,0.0,0.0,0.0
10000000.0,0.25,40000000.0,DV,0.0,0.0,0.0
10000000.0,0.25,40000000.0,VOLSH,0.0,0.0,0.0
10000000.0,0.3333333333333333,30000000.0,DV,0.0,0.0,0.0
10000000.0,0.3333333333333333,30000000.0,VOLSH,0.0,0.0,0.0
25000000.0,0.02,1250000000.0,DV,,,
25000000.0,0.02,1250000000.0,VOLSH,,,
25000000.0,0.05,500000000.0,DV,10000000.0,6804397.481819788,3195602.518180212
25000000.0,0.05,500000000.0,VOLSH,10000000.0,8441852.10326484,1558147.8967351597
25000000.0,0.075,333333333.3333334,DV,5000000.0,4420725.482439713,579274.5175602874
25000000.0,0.075,333333333.3333334,VOLSH,5000000.0,4420725.482439713,579274.5175602874
25000000.0,0.1,250000000.0,DV,5000000.0,2872085.859667521,2127914.140332479
25000000.0,0.1,250000000.0,VOLSH,5000000.0,2872085.859667521,2127914.140332479
25000000.0,0.15,166666666.6666667,DV,2000000.0,1504018.667026469,495981.332973531
25000000.0,0.15,166666666.6666667,VOLSH,2000000.0,1212286.2027595746,787713.7972404254
25000000.0,0.2,125000000.0,DV,1000000.0,977140.6895545942,22859.310445405776
25000000.0,0.2,125000000.0,VOLSH,1000000.0,634835.1573793496,365164.8426206504
25000000.0,0.25,100000000.0,DV,500000.0,412443.8592651058,87556.1407348942
25000000.0,0.25,100000000.0,VOLSH,500000.0,267959.2254274667,232040.77457253332
25000000.0,0.3333333333333333,75000000.0,DV,250000.0,113103.60753820396,136896.39246179606
25000000.0,0.3333333333333333,75000000.0,VOLSH,250000.0,59228.70880510063,190771.29119489936
50000000.0,0.02,2500000000.0,DV,,,
50000000.0,0.02,2500000000.0,VOLSH,,,
50000000.0,0.05,1000000000.0,DV,20000000.0,16120627.08179457,3879372.9182054307
50000000.0,0.05,1000000000.0,VOLSH,,,
50000000.0,0.075,666666666.6666667,DV,10000000.0,10473354.49226839,-473354.4922683891
50000000.0,0.075,666666666.6666667,VOLSH,,,
50000000.0,0.1,500000000.0,DV,10000000.0,6804397.481819788,3195602.518180212
50000000.0,0.1,500000000.0,VOLSH,10000000.0,8441852.10326484,1558147.8967351597
50000000.0,0.15,333333333.3333334,DV,5000000.0,4420725.482439713,579274.5175602874
50000000.0,0.15,333333333.3333334,VOLSH,5000000.0,4420725.482439713,579274.5175602874
50000000.0,0.2,250000000.0,DV,5000000.0,2872085.859667521,2127914.140332479
50000000.0,0.2,250000000.0,VOLSH,5000000.0,2872085.859667521,2127914.140332479
50000000.0,0.25,200000000.0,DV,5000000.0,2314991.254529772,2685008.745470228
50000000.0,0.25,200000000.0,VOLSH,2000000.0,1865955.53559451,134044.4644054901
50000000.0,0.3333333333333333,150000000.0,DV,2000000.0,1504018.667026469,495981.332973531
50000000.0,0.3333333333333333,150000000.0,VOLSH,1000000.0,977140.6895545942,22859.310445405776
100000000.0,0.02,5000000000.0,DV,,,
100000000.0,0.02,5000000000.0,VOLSH,,,
100000000.0,0.05,2000000000.0,DV,,,
100000000.0,0.05,2000000000.0,VOLSH,,,
100000000.0,0.075,1333333333.3333335,DV,,,
100000000.0,0.075,1333333333.3333335,VOLSH,,,
100000000.0,0.1,1000000000.0,DV,20000000.0,16120627.08179457,3879372.9182054307
100000000.0,0.1,1000000000.0,VOLSH,,,
100000000.0,0.15,666666666.6666667,DV,10000000.0,10473354.49226839,-473354.4922683891
100000000.0,0.15,666666666.6666667,VOLSH,,,
