panel,capmode,f,seed,gross,rung,dCAGR,dSharpe,dMaxDD,dOOS_Sharpe,dOOS_CAGR,dturn,dmean_risk_gross,band_keep4b,ewall_keep4b
U56,ABS,0.25,0,0.75,0.0,-0.019181521985494276,0.05039061377485354,0.018096093760998966,0.10764835118229854,-0.020402369980705437,0.6694627229252869,-0.07118665345547431,False,False
U56,ABS,0.25,0,0.75,10.0,-0.019869270068442413,0.021149667528061133,0.016821004885057778,0.08057157473392951,-0.021126682171673128,0.6694627229252869,-0.07118665345547431,False,False
U56,ABS,0.25,0,0.75,25.0,-0.0208989370692112,-0.022878198413940787,0.014914394692146171,0.03980793772246738,-0.022210893536407594,0.6694627229252869,-0.07118665345547431,False,False
U56,ABS,0.25,0,0.75,50.0,-0.02260984496326035,-0.09662122164802911,0.011752719607427298,-0.028467919385441798,-0.024011906531247407,0.6694627229252869,-0.07118665345547431,False,False
U56,SCALED,0.25,0,0.75,0.0,-0.03501205004888619,0.003852658762027561,0.0883565746616587,0.039866788090160865,-0.03173060982697273,2.8925493128706794,-0.09566522606392136,True,False
U56,SCALED,0.25,0,0.75,10.0,-0.038202459908261766,-0.02927162214860668,0.08252234241289114,0.008610178812989311,-0.035055766359097795,2.8925493128706794,-0.09566522606392136,True,False
U56,SCALED,0.25,0,0.75,25.0,-0.042961202421816225,-0.07911398368109213,0.07384882671593163,-0.03841172508268209,-0.04001377672409001,2.8925493128706794,-0.09566522606392136,False,False
U56,SCALED,0.25,0,0.75,50.0,-0.050821203217343625,-0.1625021908938853,0.05959823620036708,-0.11707017620706428,-0.04819835903745351,2.8925493128706794,-0.09566522606392136,False,False
U56,ABS,0.25,0,1.0,0.0,-0.019181521985494276,0.05039061377485354,0.018096093760998966,0.10764835118229854,-0.020402369980705437,0.6694627229252869,-0.07118665345547431,False,False
U56,ABS,0.25,0,1.0,10.0,-0.019869270068442413,0.021149667528061133,0.016821004885057778,0.08057157473392951,-0.021126682171673128,0.6694627229252869,-0.07118665345547431,False,False
U56,ABS,0.25,0,1.0,25.0,-0.0208989370692112,-0.022878198413940787,0.014914394692146171,0.03980793772246738,-0.022210893536407594,0.6694627229252869,-0.07118665345547431,False,False
U56,ABS,0.25,0,1.0,50.0,-0.02260984496326035,-0.09662122164802911,0.011752719607427298,-0.028467919385441798,-0.024011906531247407,0.6694627229252869,-0.07118665345547431,False,False
U56,SCALED,0.25,0,1.0,0.0,-0.06857870958599199,-0.02125389483984752,0.13691082717765346,0.03733019728738651,-0.06516606288915217,3.2296653635394317,-0.23750488490354982,True,False
U56,SCALED,0.25,0,1.0,10.0,-0.07213352378864668,-0.05509723629596053,0.13581715080726375,0.005013187812515474,-0.06899751679721522,3.2296653635394317,-0.23750488490354982,True,False
U56,SCALED,0.25,0,1.0,25.0,-0.07743215138740345,-0.10600922591446982,0.12961122622026766,-0.043602326714909045,-0.07470538953780159,3.2296653635394317,-0.23750488490354982,True,False
