cadence,panel,fold,SET,window,IS_len,chooser,ladder,rung,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,moved_E_KEY,moved_E_EXACT,moved_E_FP12,moved_E_RET8,moved_E_DEC6,moved_E_DEC3
QUARTER,U56,20102,ALL4,EXPAND,306,H_NARROWEST,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,ALL4,EXPAND,306,H_ANY,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,ALL4,EXPAND,306,CH_RAW,N,10,-2.044555617113697,-0.40253829989875134,-0.16040308781509371,True,True,True,True,True,True
QUARTER,U56,20102,ALL4,EXPAND,306,CH_ANCHOR,CADENCE,W,-1.3667705959097347,-0.28264229693465637,-0.12289127941047284,False,False,False,False,False,False
QUARTER,U56,20102,NG,L252,252,H_RUNNERUP,CADENCE,W,-1.3667705959097347,-0.28264229693465637,-0.12289127941047284,False,False,False,False,False,False
QUARTER,U56,20102,NG,L252,252,H_NARROWEST,CADENCE,W,-1.3667705959097347,-0.28264229693465637,-0.12289127941047284,False,False,False,False,False,False
QUARTER,U56,20102,NG,L252,252,H_ANY,CADENCE,W,-1.3667705959097347,-0.28264229693465637,-0.12289127941047284,False,False,False,False,False,False
QUARTER,U56,20102,NG,L252,252,CH_RAW,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,NG,L252,252,CH_ANCHOR,CADENCE,W,-1.3667705959097347,-0.28264229693465637,-0.12289127941047284,False,False,False,False,False,False
QUARTER,U56,20102,NG,L504,306,H_RUNNERUP,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,NG,L504,306,H_NARROWEST,CADENCE,W,-1.3667705959097347,-0.28264229693465637,-0.12289127941047284,False,False,False,False,False,False
QUARTER,U56,20102,NG,L504,306,H_ANY,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,NG,L504,306,CH_RAW,N,10,-2.044555617113697,-0.40253829989875134,-0.16040308781509371,True,True,True,True,True,True
QUARTER,U56,20102,NG,L504,306,CH_ANCHOR,CADENCE,W,-1.3667705959097347,-0.28264229693465637,-0.12289127941047284,False,False,False,False,False,False
QUARTER,U56,20102,NG,L756,306,H_RUNNERUP,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,NG,L756,306,H_NARROWEST,CADENCE,W,-1.3667705959097347,-0.28264229693465637,-0.12289127941047284,False,False,False,False,False,False
QUARTER,U56,20102,NG,L756,306,H_ANY,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,NG,L756,306,CH_RAW,N,10,-2.044555617113697,-0.40253829989875134,-0.16040308781509371,True,True,True,True,True,True
QUARTER,U56,20102,NG,L756,306,CH_ANCHOR,CADENCE,W,-1.3667705959097347,-0.28264229693465637,-0.12289127941047284,False,False,False,False,False,False
QUARTER,U56,20102,NG,L1260,306,H_RUNNERUP,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,NG,L1260,306,H_NARROWEST,CADENCE,W,-1.3667705959097347,-0.28264229693465637,-0.12289127941047284,False,False,False,False,False,False
QUARTER,U56,20102,NG,L1260,306,H_ANY,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,NG,L1260,306,CH_RAW,N,10,-2.044555617113697,-0.40253829989875134,-0.16040308781509371,True,True,True,True,True,True
QUARTER,U56,20102,NG,L1260,306,CH_ANCHOR,CADENCE,W,-1.3667705959097347,-0.28264229693465637,-0.12289127941047284,False,False,False,False,False,False
QUARTER,U56,20102,NG,L2520,306,H_RUNNERUP,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,NG,L2520,306,H_NARROWEST,CADENCE,W,-1.3667705959097347,-0.28264229693465637,-0.12289127941047284,False,False,False,False,False,False
QUARTER,U56,20102,NG,L2520,306,H_ANY,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,NG,L2520,306,CH_RAW,N,10,-2.044555617113697,-0.40253829989875134,-0.16040308781509371,True,True,True,True,True,True
QUARTER,U56,20102,NG,L2520,306,CH_ANCHOR,CADENCE,W,-1.3667705959097347,-0.28264229693465637,-0.12289127941047284,False,False,False,False,False,False
QUARTER,U56,20102,NG,EXPAND,306,H_RUNNERUP,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,NG,EXPAND,306,H_NARROWEST,CADENCE,W,-1.3667705959097347,-0.28264229693465637,-0.12289127941047284,False,False,False,False,False,False
QUARTER,U56,20102,NG,EXPAND,306,H_ANY,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,NG,EXPAND,306,CH_RAW,N,10,-2.044555617113697,-0.40253829989875134,-0.16040308781509371,True,True,True,True,True,True
QUARTER,U56,20102,NG,EXPAND,306,CH_ANCHOR,CADENCE,W,-1.3667705959097347,-0.28264229693465637,-0.12289127941047284,False,False,False,False,False,False
QUARTER,U56,20103,ALL4,L252,252,H_RUNNERUP,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,ALL4,L252,252,H_NARROWEST,CADENCE,M,1.9265846289294102,0.2726369281505927,-0.04601652920500432,True,True,True,True,True,True
QUARTER,U56,20103,ALL4,L252,252,H_ANY,CADENCE,M,1.9265846289294102,0.2726369281505927,-0.04601652920500432,True,True,True,True,True,True
QUARTER,U56,20103,ALL4,L252,252,CH_RAW,N,40,3.3476219391863253,0.3929025586800383,-0.027217947988023905,True,True,True,True,True,True
QUARTER,U56,20103,ALL4,L252,252,CH_ANCHOR,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,ALL4,L504,369,H_RUNNERUP,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,ALL4,L504,369,H_NARROWEST,N,40,3.3476219391863253,0.3929025586800383,-0.027217947988023905,True,True,True,True,True,True
QUARTER,U56,20103,ALL4,L504,369,H_ANY,N,40,3.3476219391863253,0.3929025586800383,-0.027217947988023905,True,True,True,True,True,True
QUARTER,U56,20103,ALL4,L504,369,CH_RAW,N,40,3.3476219391863253,0.3929025586800383,-0.027217947988023905,True,True,True,True,True,True
QUARTER,U56,20103,ALL4,L504,369,CH_ANCHOR,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,ALL4,L756,369,H_RUNNERUP,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,ALL4,L756,369,H_NARROWEST,N,40,3.3476219391863253,0.3929025586800383,-0.027217947988023905,True,True,True,True,True,True
QUARTER,U56,20103,ALL4,L756,369,H_ANY,N,40,3.3476219391863253,0.3929025586800383,-0.027217947988023905,True,True,True,True,True,True
QUARTER,U56,20103,ALL4,L756,369,CH_RAW,N,40,3.3476219391863253,0.3929025586800383,-0.027217947988023905,True,True,True,True,True,True
QUARTER,U56,20103,ALL4,L756,369,CH_ANCHOR,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,ALL4,L1260,369,H_RUNNERUP,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,ALL4,L1260,369,H_NARROWEST,N,40,3.3476219391863253,0.3929025586800383,-0.027217947988023905,True,True,True,True,True,True
QUARTER,U56,20103,ALL4,L1260,369,H_ANY,N,40,3.3476219391863253,0.3929025586800383,-0.027217947988023905,True,True,True,True,True,True
QUARTER,U56,20103,ALL4,L1260,369,CH_RAW,N,40,3.3476219391863253,0.3929025586800383,-0.027217947988023905,True,True,True,True,True,True
QUARTER,U56,20103,ALL4,L1260,369,CH_ANCHOR,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,ALL4,L2520,369,H_RUNNERUP,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,ALL4,L2520,369,H_NARROWEST,N,40,3.3476219391863253,0.3929025586800383,-0.027217947988023905,True,True,True,True,True,True
QUARTER,U56,20103,ALL4,L2520,369,H_ANY,N,40,3.3476219391863253,0.3929025586800383,-0.027217947988023905,True,True,True,True,True,True
QUARTER,U56,20103,ALL4,L2520,369,CH_RAW,N,40,3.3476219391863253,0.3929025586800383,-0.027217947988023905,True,True,True,True,True,True
QUARTER,U56,20103,ALL4,L2520,369,CH_ANCHOR,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,ALL4,EXPAND,369,H_RUNNERUP,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,ALL4,EXPAND,369,H_NARROWEST,N,40,3.3476219391863253,0.3929025586800383,-0.027217947988023905,True,True,True,True,True,True
QUARTER,U56,20103,ALL4,EXPAND,369,H_ANY,N,40,3.3476219391863253,0.3929025586800383,-0.027217947988023905,True,True,True,True,True,True
QUARTER,U56,20103,ALL4,EXPAND,369,CH_RAW,N,40,3.3476219391863253,0.3929025586800383,-0.027217947988023905,True,True,True,True,True,True
QUARTER,U56,20103,ALL4,EXPAND,369,CH_ANCHOR,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,NG,L252,252,H_RUNNERUP,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,NG,L252,252,H_NARROWEST,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,NG,L252,252,H_ANY,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,NG,L252,252,CH_RAW,N,40,3.3476219391863253,0.3929025586800383,-0.027217947988023905,True,True,True,True,True,True
QUARTER,U56,20103,NG,L252,252,CH_ANCHOR,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,NG,L504,369,H_RUNNERUP,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,NG,L504,369,H_NARROWEST,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,NG,L504,369,H_ANY,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,NG,L504,369,CH_RAW,N,40,3.3476219391863253,0.3929025586800383,-0.027217947988023905,True,True,True,True,True,True
QUARTER,U56,20103,NG,L504,369,CH_ANCHOR,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,NG,L756,369,H_RUNNERUP,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,NG,L756,369,H_NARROWEST,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,NG,L756,369,H_ANY,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,NG,L756,369,CH_RAW,N,40,3.3476219391863253,0.3929025586800383,-0.027217947988023905,True,True,True,True,True,True
QUARTER,U56,20103,NG,L756,369,CH_ANCHOR,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,NG,L1260,369,H_RUNNERUP,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,NG,L1260,369,H_NARROWEST,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,NG,L1260,369,H_ANY,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,NG,L1260,369,CH_RAW,N,40,3.3476219391863253,0.3929025586800383,-0.027217947988023905,True,True,True,True,True,True
QUARTER,U56,20103,NG,L1260,369,CH_ANCHOR,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,NG,L2520,369,H_RUNNERUP,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,NG,L2520,369,H_NARROWEST,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,NG,L2520,369,H_ANY,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,NG,L2520,369,CH_RAW,N,40,3.3476219391863253,0.3929025586800383,-0.027217947988023905,True,True,True,True,True,True
QUARTER,U56,20103,NG,L2520,369,CH_ANCHOR,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,NG,EXPAND,369,H_RUNNERUP,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,NG,EXPAND,369,H_NARROWEST,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,NG,EXPAND,369,H_ANY,CADENCE,W,3.4229083884474396,0.47644157576100543,-0.027888928962299442,False,False,False,False,False,False
QUARTER,U56,20103,NG,EXPAND,369,CH_RAW,N,40,3.3476219391863253,0.3929025586800383,-0.027217947988023905,True,True,True,True,True,True
