cadence,panel,fold,SET,window,IS_len,chooser,ladder,rung,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,moved_E_KEY,moved_E_EXACT,moved_E_FP12,moved_E_RET8,moved_E_DEC6,moved_E_DEC3
QUARTER,U56,20101,ALL4,L252,252,H_RUNNERUP,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,ALL4,L252,252,H_NARROWEST,H,252,1.4568970755054729,0.19740772774689996,-0.06551759889634545,True,True,True,True,True,True
QUARTER,U56,20101,ALL4,L252,252,H_ANY,H,252,1.4568970755054729,0.19740772774689996,-0.06551759889634545,True,True,True,True,True,True
QUARTER,U56,20101,ALL4,L252,252,CH_RAW,H,252,1.4568970755054729,0.19740772774689996,-0.06551759889634545,True,True,True,True,True,True
QUARTER,U56,20101,ALL4,L252,252,CH_ANCHOR,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,ALL4,L504,252,H_RUNNERUP,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,ALL4,L504,252,H_NARROWEST,H,252,1.4568970755054729,0.19740772774689996,-0.06551759889634545,True,True,True,True,True,True
QUARTER,U56,20101,ALL4,L504,252,H_ANY,H,252,1.4568970755054729,0.19740772774689996,-0.06551759889634545,True,True,True,True,True,True
QUARTER,U56,20101,ALL4,L504,252,CH_RAW,H,252,1.4568970755054729,0.19740772774689996,-0.06551759889634545,True,True,True,True,True,True
QUARTER,U56,20101,ALL4,L504,252,CH_ANCHOR,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,ALL4,L756,252,H_RUNNERUP,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,ALL4,L756,252,H_NARROWEST,H,252,1.4568970755054729,0.19740772774689996,-0.06551759889634545,True,True,True,True,True,True
QUARTER,U56,20101,ALL4,L756,252,H_ANY,H,252,1.4568970755054729,0.19740772774689996,-0.06551759889634545,True,True,True,True,True,True
QUARTER,U56,20101,ALL4,L756,252,CH_RAW,H,252,1.4568970755054729,0.19740772774689996,-0.06551759889634545,True,True,True,True,True,True
QUARTER,U56,20101,ALL4,L756,252,CH_ANCHOR,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,ALL4,L1260,252,H_RUNNERUP,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,ALL4,L1260,252,H_NARROWEST,H,252,1.4568970755054729,0.19740772774689996,-0.06551759889634545,True,True,True,True,True,True
QUARTER,U56,20101,ALL4,L1260,252,H_ANY,H,252,1.4568970755054729,0.19740772774689996,-0.06551759889634545,True,True,True,True,True,True
QUARTER,U56,20101,ALL4,L1260,252,CH_RAW,H,252,1.4568970755054729,0.19740772774689996,-0.06551759889634545,True,True,True,True,True,True
QUARTER,U56,20101,ALL4,L1260,252,CH_ANCHOR,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,ALL4,L2520,252,H_RUNNERUP,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,ALL4,L2520,252,H_NARROWEST,H,252,1.4568970755054729,0.19740772774689996,-0.06551759889634545,True,True,True,True,True,True
QUARTER,U56,20101,ALL4,L2520,252,H_ANY,H,252,1.4568970755054729,0.19740772774689996,-0.06551759889634545,True,True,True,True,True,True
QUARTER,U56,20101,ALL4,L2520,252,CH_RAW,H,252,1.4568970755054729,0.19740772774689996,-0.06551759889634545,True,True,True,True,True,True
QUARTER,U56,20101,ALL4,L2520,252,CH_ANCHOR,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,ALL4,EXPAND,252,H_RUNNERUP,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,ALL4,EXPAND,252,H_NARROWEST,H,252,1.4568970755054729,0.19740772774689996,-0.06551759889634545,True,True,True,True,True,True
QUARTER,U56,20101,ALL4,EXPAND,252,H_ANY,H,252,1.4568970755054729,0.19740772774689996,-0.06551759889634545,True,True,True,True,True,True
QUARTER,U56,20101,ALL4,EXPAND,252,CH_RAW,H,252,1.4568970755054729,0.19740772774689996,-0.06551759889634545,True,True,True,True,True,True
QUARTER,U56,20101,ALL4,EXPAND,252,CH_ANCHOR,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,NG,L252,252,H_RUNNERUP,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,NG,L252,252,H_NARROWEST,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,NG,L252,252,H_ANY,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,NG,L252,252,CH_RAW,H,252,1.4568970755054729,0.19740772774689996,-0.06551759889634545,True,True,True,True,True,True
QUARTER,U56,20101,NG,L252,252,CH_ANCHOR,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,NG,L504,252,H_RUNNERUP,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,NG,L504,252,H_NARROWEST,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,NG,L504,252,H_ANY,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,NG,L504,252,CH_RAW,H,252,1.4568970755054729,0.19740772774689996,-0.06551759889634545,True,True,True,True,True,True
QUARTER,U56,20101,NG,L504,252,CH_ANCHOR,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,NG,L756,252,H_RUNNERUP,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,NG,L756,252,H_NARROWEST,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,NG,L756,252,H_ANY,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,NG,L756,252,CH_RAW,H,252,1.4568970755054729,0.19740772774689996,-0.06551759889634545,True,True,True,True,True,True
QUARTER,U56,20101,NG,L756,252,CH_ANCHOR,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,NG,L1260,252,H_RUNNERUP,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,NG,L1260,252,H_NARROWEST,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,NG,L1260,252,H_ANY,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,NG,L1260,252,CH_RAW,H,252,1.4568970755054729,0.19740772774689996,-0.06551759889634545,True,True,True,True,True,True
QUARTER,U56,20101,NG,L1260,252,CH_ANCHOR,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,NG,L2520,252,H_RUNNERUP,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,NG,L2520,252,H_NARROWEST,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,NG,L2520,252,H_ANY,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,NG,L2520,252,CH_RAW,H,252,1.4568970755054729,0.19740772774689996,-0.06551759889634545,True,True,True,True,True,True
QUARTER,U56,20101,NG,L2520,252,CH_ANCHOR,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,NG,EXPAND,252,H_RUNNERUP,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,NG,EXPAND,252,H_NARROWEST,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,NG,EXPAND,252,H_ANY,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20101,NG,EXPAND,252,CH_RAW,H,252,1.4568970755054729,0.19740772774689996,-0.06551759889634545,True,True,True,True,True,True
QUARTER,U56,20101,NG,EXPAND,252,CH_ANCHOR,CADENCE,W,1.0666133380913525,0.15056119210962837,-0.07401403695638153,False,False,False,False,False,False
QUARTER,U56,20102,ALL4,L252,252,H_RUNNERUP,CADENCE,W,-1.3667705959097347,-0.28264229693465637,-0.12289127941047284,False,False,False,False,False,False
QUARTER,U56,20102,ALL4,L252,252,H_NARROWEST,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,ALL4,L252,252,H_ANY,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,ALL4,L252,252,CH_RAW,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,ALL4,L252,252,CH_ANCHOR,CADENCE,W,-1.3667705959097347,-0.28264229693465637,-0.12289127941047284,False,False,False,False,False,False
QUARTER,U56,20102,ALL4,L504,306,H_RUNNERUP,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,ALL4,L504,306,H_NARROWEST,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,ALL4,L504,306,H_ANY,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,ALL4,L504,306,CH_RAW,N,10,-2.044555617113697,-0.40253829989875134,-0.16040308781509371,True,True,True,True,True,True
QUARTER,U56,20102,ALL4,L504,306,CH_ANCHOR,CADENCE,W,-1.3667705959097347,-0.28264229693465637,-0.12289127941047284,False,False,False,False,False,False
QUARTER,U56,20102,ALL4,L756,306,H_RUNNERUP,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,ALL4,L756,306,H_NARROWEST,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,ALL4,L756,306,H_ANY,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,ALL4,L756,306,CH_RAW,N,10,-2.044555617113697,-0.40253829989875134,-0.16040308781509371,True,True,True,True,True,True
QUARTER,U56,20102,ALL4,L756,306,CH_ANCHOR,CADENCE,W,-1.3667705959097347,-0.28264229693465637,-0.12289127941047284,False,False,False,False,False,False
QUARTER,U56,20102,ALL4,L1260,306,H_RUNNERUP,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,ALL4,L1260,306,H_NARROWEST,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,ALL4,L1260,306,H_ANY,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,ALL4,L1260,306,CH_RAW,N,10,-2.044555617113697,-0.40253829989875134,-0.16040308781509371,True,True,True,True,True,True
QUARTER,U56,20102,ALL4,L1260,306,CH_ANCHOR,CADENCE,W,-1.3667705959097347,-0.28264229693465637,-0.12289127941047284,False,False,False,False,False,False
QUARTER,U56,20102,ALL4,L2520,306,H_RUNNERUP,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,ALL4,L2520,306,H_NARROWEST,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,ALL4,L2520,306,H_ANY,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
QUARTER,U56,20102,ALL4,L2520,306,CH_RAW,N,10,-2.044555617113697,-0.40253829989875134,-0.16040308781509371,True,True,True,True,True,True
QUARTER,U56,20102,ALL4,L2520,306,CH_ANCHOR,CADENCE,W,-1.3667705959097347,-0.28264229693465637,-0.12289127941047284,False,False,False,False,False,False
QUARTER,U56,20102,ALL4,EXPAND,306,H_RUNNERUP,H,252,-1.129155116490686,-0.24327577713886228,-0.11062406402001534,True,True,True,True,True,True
