file,pairs,rev,share,parent
2026-09-05_is-the-defensive-class-one-book_cloud.census.csv,1,1,1.0,2026-09-05_is-the-defensive-class-one-book_cloud
2026-09-06_is-the-1bp-breakeven-general-to-the-records-null-arms_C.walkforward.csv,6,6,1.0,2026-09-06_is-the-1bp-breakeven-general-to-the-records-null-arms_C
2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.walkforward.csv,12,10,0.8333333333333334,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.walkforward.csv,24,19,0.7916666666666666,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C
2026-09-05_band-width-at-g085_cloud.grid.csv,65,49,0.7538461538461538,2026-09-05_band-width-at-g085_cloud
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,555,395,0.7117117117117117,2026-09-05_2011-the-opposite-outlier_C
2026-09-05_cagr-floor-constrained-selector_cloud.picks.csv,46,30,0.6521739130434783,2026-09-05_cagr-floor-constrained-selector_cloud
2026-09-05_defensive-overlays-are-rule-8-invisible_B.walkforward.csv,57,37,0.6491228070175439,2026-09-05_defensive-overlays-are-rule-8-invisible_B
2026-09-05_sleeve-G-is-2013_cloud.walkforward.csv,17,11,0.6470588235294118,2026-09-05_sleeve-G-is-2013_cloud
2026-09-05_2011-the-opposite-outlier_C.grid.csv,104,64,0.6153846153846154,2026-09-05_2011-the-opposite-outlier_C
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C.grid.csv,104,64,0.6153846153846154,2026-09-05_crisis-beta-as-the-pre-registrable-selector_C
2026-09-05_cagr-floor-constrained-selector_cloud.grid.csv,104,64,0.6153846153846154,2026-09-05_cagr-floor-constrained-selector_cloud
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,104,64,0.6153846153846154,2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C
2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,104,64,0.6153846153846154,2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud
2026-09-05_defensive-overlays-are-rule-8-invisible_B.grid.csv,104,64,0.6153846153846154,2026-09-05_defensive-overlays-are-rule-8-invisible_B
2026-09-05_which-asset-carries-S4_C.deletion.csv,24,14,0.5833333333333334,2026-09-05_which-asset-carries-S4_C
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C.picks.csv,154,87,0.564935064935065,2026-09-05_crisis-beta-as-the-pre-registrable-selector_C
2026-09-06_is-the-1bp-breakeven-general-to-the-records-null-arms_C.grid.csv,69,38,0.5507246376811594,2026-09-06_is-the-1bp-breakeven-general-to-the-records-null-arms_C
