gamma,cells,S0_n,S0_Sh,S0_DD,S0_CAGR,S1_n,S1_Sh,S1_DD,S1_CAGR,S2_n,S2_Sh,S2_DD,S2_CAGR,S3_n,S3_Sh,S3_DD,S3_CAGR
0.0,7,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155
0.3,7,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155
0.4,7,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155
0.45,7,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155
0.5,7,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155
0.55,7,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155
0.6,7,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155
0.65,7,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155,7,1.0218814632718813,-0.2113636922630721,0.12700486095559155
0.7,6,6,1.0670139454432415,-0.20822954834299642,0.13060683878184887,6,1.0670139454432415,-0.20822954834299642,0.13060683878184887,6,1.0670139454432415,-0.20822954834299642,0.13060683878184887,6,1.0774104015550332,-0.210087774069333,0.13406324734966146
0.75,3,3,1.0929452734345249,-0.20376595421934549,0.12575849255122326,3,1.0929452734345249,-0.20376595421934549,0.12575849255122326,3,1.0929452734345249,-0.20376595421934549,0.12575849255122326,3,1.0774480506537,-0.20320706770426777,0.12577071178083954
