panel,cadence,gross,mech,phase,canonical,kind,seed,turn_yr,drag_bp,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_CAGR,IS_Sharpe,IS_MaxDD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,pass4b,nfail
U56,D,0.5,CAND20,0,0,BOOK,-1,18.105346432243582,181.05346432243581,0.07416362144798949,0.9506690339697679,-0.12580155344687638,0.9302094186937558,0.9730181206623589,0.08556959694487531,1.0405170315627872,-0.1258015534468765,0.060469318179797726,0.832189751715685,-0.08873790636235379,False,True,True,True,False,False,2
U56,D,0.5,CAND20,-1,1,BOOK,-1,18.105346432243582,181.05346432243581,0.07416362144798949,0.9506690339697679,-0.12580155344687638,0.9302094186937558,0.9730181206623589,0.08556959694487531,1.0405170315627872,-0.1258015534468765,0.060469318179797726,0.832189751715685,-0.08873790636235379,False,True,True,True,False,False,2
U56,D,0.5,R3_55,0,0,BOOK,-1,18.81703270113501,188.17032701135008,0.07354063858082704,0.945916745524641,-0.12402857807707135,0.9430709548005463,0.9532471236678133,0.08329457213808555,1.0165618925874702,-0.12402857807707135,0.0618101264315547,0.8532376017713507,-0.0941140047423088,False,True,True,True,False,False,2
U56,D,0.5,R3_55,-1,1,BOOK,-1,18.81703270113501,188.17032701135008,0.07354063858082704,0.945916745524641,-0.12402857807707135,0.9430709548005463,0.9532471236678133,0.08329457213808555,1.0165618925874702,-0.12402857807707135,0.0618101264315547,0.8532376017713507,-0.0941140047423088,False,True,True,True,False,False,2
U56,D,0.5,R3_84,0,0,BOOK,-1,17.254544079866243,172.5454407986624,0.07448708983455776,0.9518947776151774,-0.13193415235945294,0.9747381299518441,0.936763739171854,0.08414388684938379,1.0220330902275039,-0.13193415235945305,0.06287214449221867,0.8600664372417237,-0.09929889427130156,True,True,True,True,False,False,1
U56,D,0.5,R3_84,-1,1,BOOK,-1,17.254544079866243,172.5454407986624,0.07448708983455776,0.9518947776151774,-0.13193415235945294,0.9747381299518441,0.936763739171854,0.08414388684938379,1.0220330902275039,-0.13193415235945305,0.06287214449221867,0.8600664372417237,-0.09929889427130156,True,True,True,True,False,False,1
U56,D,0.5,NOR3,0,0,BOOK,-1,17.73258121315342,177.3258121315342,0.06733587621521564,0.8644263066450087,-0.13215665563791612,0.8926862618830964,0.8455819080325186,0.07706441542049114,0.9333571381633374,-0.13215665563791623,0.05563627698897444,0.7733149511158073,-0.10604132801733512,False,True,True,True,False,False,2
U56,D,0.5,NOR3,-1,1,BOOK,-1,17.73258121315342,177.3258121315342,0.06733587621521564,0.8644263066450087,-0.13215665563791612,0.8926862618830964,0.8455819080325186,0.07706441542049114,0.9333571381633374,-0.13215665563791623,0.05563627698897444,0.7733149511158073,-0.10604132801733512,False,True,True,True,False,False,2
U56,D,0.5,MOMONLY,0,0,BOOK,-1,16.466806636261374,164.66806636261373,0.07373256031190034,0.9431581903475936,-0.12865451330580369,1.0013282120229443,0.900874344414253,0.08141734117798971,0.9812194450922321,-0.1286545133058038,0.06447090768570152,0.8950531636589321,-0.108734038852763,True,True,True,True,False,False,1
U56,D,0.5,MOMONLY,-1,1,BOOK,-1,16.466806636261374,164.66806636261373,0.07373256031190034,0.9431581903475936,-0.12865451330580369,1.0013282120229443,0.900874344414253,0.08141734117798971,0.9812194450922321,-0.1286545133058038,0.06447090768570152,0.8950531636589321,-0.108734038852763,True,True,True,True,False,False,1
