reading,vs,cells,med_fine_over_frozen,share_off_by_25pc,verdict_disagree
POOLED,P_CMATCH,432,1.1358981026056725,0.6782407407407407,0.05324074074074074
POOLED,P_CMNORM,432,0.8813011018796313,0.6388888888888888,0.09027777777777778
POOLED,P_ELAST,432,1.1189208622867803,0.7037037037037037,0.06481481481481481
POOLED,P_RAW,432,0.7689737877494842,0.7384259259259259,0.1111111111111111
PER-BOOK,P_CMATCH,5832,0.9120464254524334,0.7290809327846365,0.0680727023319616
PER-BOOK,P_CMNORM,5832,0.7076228673906194,0.7409122085048011,0.11917009602194788
PER-BOOK,P_ELAST,5832,1.493902325722189,0.8110425240054869,0.0929355281207133
PER-BOOK,P_RAW,5832,0.7841277614600712,0.7393689986282579,0.12654320987654322
