panel,family,cost,L,control_conv,ndraw,exhaustive,win_rate,tie_rate,mean,median,sd,p90,p95,p99,mx
u56,PHASE,10.0,3,DEF,10,True,0.6,0.1,0.05073624398761596,0.042431789240953366,0.052505769308721195,0.10829857183676683,0.10829857183676683,0.10829857183676683,0.10829857183676683
u56,PHASE,10.0,3,SYM,30,True,0.5333333333333333,0.3333333333333333,0.04045426152368671,0.01410955586406204,0.05280697675542475,0.10865508603519398,0.11864355550059776,0.15135962749308912,0.1624567955945484
u56,PHASE,10.0,4,DEF,10,True,0.7,0.0,0.06815277943087399,0.10829857183676683,0.05350187741260343,0.10829857183676683,0.10829857183676683,0.10829857183676683,0.10829857183676683
u56,PHASE,10.0,4,SYM,40,True,0.625,0.25,0.056585549158953585,0.05445849893533061,0.06045160416271347,0.12419069869296462,0.1624567955945484,0.1624567955945484,0.1624567955945484
u56,PHASE,10.0,5,DEF,5,True,0.8,0.0,0.08592582907255916,0.10829857183676683,0.05002697366388489,0.10829857183676683,0.10829857183676683,0.10829857183676683,0.10829857183676683
u56,PHASE,10.0,5,SYM,25,True,0.72,0.2,0.07358745011584407,0.10829857183676683,0.06204129520958265,0.14715035683391495,0.1624567955945484,0.1624567955945484,0.1624567955945484
u56,PHASE,10.0,6,DEF,1,True,1.0,0.0,0.10829857183676683,0.10829857183676683,,0.10829857183676683,0.10829857183676683,0.10829857183676683,0.10829857183676683
u56,PHASE,10.0,6,SYM,6,True,0.8333333333333334,0.16666666666666666,0.09544609375685527,0.11008114282890258,0.05610045165109426,0.1433237471437565,0.15289027136915245,0.16054349074946922,0.1624567955945484
u56,PHASE,25.0,3,DEF,10,True,0.6,0.1,0.05365087510032205,0.04594437606036528,0.05344330064307275,0.11209742765880515,0.11209742765880515,0.11209742765880515,0.11209742765880515
u56,PHASE,25.0,3,SYM,30,True,0.5333333333333333,0.3333333333333333,0.041341561314215666,0.014580727425441253,0.05345653578459167,0.11222308471722951,0.12102784141637438,0.1514800619322103,0.16135379468037114
u56,PHASE,25.0,4,DEF,10,True,0.7,0.0,0.07147592302604655,0.11209742765880515,0.05418337855278419,0.11209742765880515,0.11209742765880515,0.11209742765880515,0.11209742765880515
u56,PHASE,25.0,4,SYM,40,True,0.625,0.25,0.057627945016676875,0.054576592607625374,0.06104422435147765,0.12730644037636818,0.16135379468037114,0.16135379468037114,0.16135379468037114
u56,PHASE,25.0,5,DEF,5,True,0.8,0.0,0.08942662801019541,0.11209742765880515,0.05069344911856973,0.11209742765880515,0.11209742765880515,0.11209742765880515,0.11209742765880515
u56,PHASE,25.0,5,SYM,25,True,0.72,0.2,0.07465545146686775,0.11209742765880515,0.06260244193144238,0.14773485295877,0.16135379468037114,0.16135379468037114,0.16135379468037114
u56,PHASE,25.0,6,DEF,1,True,1.0,0.0,0.11209742765880515,0.11209742765880515,,0.11209742765880515,0.11209742765880515,0.11209742765880515,0.11209742765880515
u56,PHASE,25.0,6,SYM,6,True,0.8333333333333334,0.16666666666666666,0.09671078542617217,0.11272571295092693,0.056418630174378474,0.14433011752836966,0.1528419561043704,0.159651426965171,0.16135379468037114
u56,JIT,10.0,3,DEF,387,False,0.06459948320413436,0.7054263565891473,-0.006867631084041409,0.0,0.013744095397602756,0.0,0.0004278973600213565,0.0004278973600213565,0.0004278973600213565
u56,JIT,10.0,3,SYM,1161,False,0.5357450473729544,0.3333333333333333,0.009007489796033673,0.007294030782258432,0.019078039488082923,0.03368827811124753,0.04016100095531683,0.04545653268760996,0.04545653268760996
u56,JIT,10.0,4,DEF,350,False,0.09428571428571429,0.56,-0.01016088818318627,0.0,0.015761427531206438,0.0,0.0004278973600213565,0.0004278973600213565,0.0004278973600213565
u56,JIT,10.0,4,SYM,1400,False,0.55,0.25,0.007620039022079075,0.007294030782258432,0.020105564957415865,0.03368827811124753,0.04240102033845594,0.04545653268760996,0.04588443004763132
u56,JIT,10.0,5,DEF,326,False,0.09815950920245399,0.49079754601226994,-0.012075476950834333,0.0,0.016477101642286884,0.0,0.0004278973600213565,0.0004278973600213565,0.0004278973600213565
