file,col,form,rows,all5_unique,dp6_UNIQUE,dp6_AMBIG,dp6_MISS,dp6_NOKEY,dp6_SINGLE,dp6_NONROW,dp6_UNRES,dp8_UNIQUE,dp8_AMBIG,dp8_MISS,dp8_NOKEY,dp8_SINGLE,dp8_NONROW,dp8_UNRES,dp10_UNIQUE,dp10_AMBIG,dp10_MISS,dp10_NOKEY,dp10_SINGLE,dp10_NONROW,dp10_UNRES,dp12_UNIQUE,dp12_AMBIG,dp12_MISS,dp12_NOKEY,dp12_SINGLE,dp12_NONROW,dp12_UNRES,FULL_UNIQUE,FULL_AMBIG,FULL_MISS,FULL_NOKEY,FULL_SINGLE,FULL_NONROW,FULL_UNRES
2026-09-04_52w-high-proximity_C.grid.csv,universe,VALUE,28,0,0,0,0,0,0,28,0,0,0,0,0,0,28,0,0,0,0,0,0,28,0,0,0,0,0,0,28,0,0,0,0,0,0,28,0
2026-09-04_crypto-sleeve_C.grid.csv,universe,VALUE,78,0,0,0,0,0,0,78,0,0,0,0,0,0,78,0,0,0,0,0,0,78,0,0,0,0,0,0,78,0,0,0,0,0,0,78,0
2026-09-04_interior-4b-selection_cloud.grid.csv,universe,VALUE,66,0,0,0,0,0,0,66,0,0,0,0,0,0,66,0,0,0,0,0,0,66,0,0,0,0,0,0,66,0,0,0,0,0,0,66,0
2026-09-04_interior-4b-selection_cloud.selections.csv,universe,VALUE,48,0,0,0,0,0,0,48,0,0,0,0,0,0,48,0,0,0,0,0,0,48,0,0,0,0,0,0,48,0,0,0,0,0,0,48,0
2026-09-04_is-window-has-no-crash_C.grid.csv,universe,VALUE,66,0,0,0,0,0,0,66,0,0,0,0,0,0,66,0,0,0,0,0,0,66,0,0,0,0,0,0,66,0,0,0,0,0,0,66,0
2026-09-04_is-window-has-no-crash_C.selections.csv,universe,VALUE,36,0,0,0,0,0,0,36,0,0,0,0,0,0,36,0,0,0,0,0,0,36,0,0,0,0,0,0,36,0,0,0,0,0,0,36,0
2026-09-04_monthly-seasonality_cloud.grid.csv,universe,VALUE,150,0,0,0,0,0,0,150,0,0,0,0,0,0,150,0,0,0,0,0,0,150,0,0,0,0,0,0,150,0,0,0,0,0,0,150,0
2026-09-04_vol-cap-as-a-satellite-clause_B.grid.csv,universe,VALUE,48,0,0,0,0,0,0,48,0,0,0,0,0,0,48,0,0,0,0,0,0,48,0,0,0,0,0,0,48,0,0,0,0,0,0,48,0
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.record.csv,file,STRICT,74,0,0,15,0,59,0,0,0,0,15,0,59,0,0,0,0,15,0,59,0,0,0,0,15,0,59,0,0,0,0,15,0,59,0,0,0
2026-09-05_audit-every-committed-null-for-a-salted-seed_C.audit.csv,file,STRICT,5,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0
2026-09-05_back-fill-the-swapped-coefficient-audit_B.astsweep.csv,file,STRICT,62,0,0,0,0,0,0,62,0,0,0,0,0,0,62,0,0,0,0,0,0,62,0,0,0,0,0,0,62,0,0,0,0,0,0,62,0
2026-09-05_is-the-IS-4b-screen-a-one-cell-accident_C.audit.csv,script,LOOSE,61,0,0,0,0,0,0,61,0,0,0,0,0,0,61,0,0,0,0,0,0,61,0,0,0,0,0,0,61,0,0,0,0,0,0,61,0
2026-09-05_is-the-book-size-floor-a-corpus-wide-clause_C.census.csv,file,STRICT,135,0,0,0,0,135,0,0,0,0,0,0,135,0,0,0,0,0,0,135,0,0,0,0,0,0,135,0,0,0,0,0,0,135,0,0,0
2026-09-05_is-the-inert-cell-a-leaderboard-defect_C.record.csv,script,LOOSE,1314,0,0,0,0,0,0,1314,0,0,0,0,0,0,1314,0,0,0,0,0,0,1314,0,0,0,0,0,0,1314,0,0,0,0,0,0,1314,0
2026-09-05_is-the-ladder-endpoint-a-general-selector-artefact_cloud.census.csv,file,STRICT,104,0,0,0,0,0,0,104,0,0,0,0,0,0,104,0,0,0,0,0,0,104,0,0,0,0,0,0,104,0,0,0,0,0,0,104,0
2026-09-05_the-gross-ladder-is-not-a-rescaling_C.audit_adjudication.csv,script,LOOSE,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2026-09-05_the-gross-ladder-is-not-a-rescaling_C.audit_numbers.csv,file,STRICT,22,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0
2026-09-05_the-gross-ladder-is-not-a-rescaling_C.audit_static.csv,script,LOOSE,124,0,0,0,0,0,0,124,0,0,0,0,0,0,124,0,0,0,0,0,0,124,0,0,0,0,0,0,124,0,0,0,0,0,0,124,0
2026-09-05_vol-threshold-sweep-on-ewall_B.grid.csv,uni,VALUE,44,0,0,0,0,0,0,44,0,0,0,0,0,0,44,0,0,0,0,0,0,44,0,0,0,0,0,0,44,0,0,0,0,0,0,44,0
2026-09-05_vol-threshold-sweep-on-ewall_B.walkforward.csv,uni,VALUE,8,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,script,LOOSE,624,0,0,0,0,0,0,624,0,0,0,0,0,0,624,0,0,0,0,0,0,624,0,0,0,0,0,0,624,0,0,0,0,0,0,624,0
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.backfill.csv,join_file,LOOSE,624,0,0,0,624,0,0,0,0,0,0,624,0,0,0,0,0,0,624,0,0,0,0,0,0,624,0,0,0,0,0,0,624,0,0,0,0
2026-09-06_back-fill-the-breakeven-column-arithmetically_B.schema.csv,file,STRICT,771,0,0,0,0,745,2,24,0,0,0,0,745,2,24,0,0,0,0,745,2,24,0,0,0,0,745,2,24,0,0,0,0,745,2,24,0
2026-09-06_back-fill-the-breakeven-column-arithmetically_cloud.census.csv,file,STRICT,783,1,1,0,5,750,2,25,0,1,0,5,750,2,25,0,1,0,5,750,2,25,0,1,0,5,750,2,25,0,1,0,5,750,2,25,0
2026-09-06_back-fill-the-zero-bps-rung-under-every-gross-matched-arm-difference_cloud.record_files.csv,file,STRICT,107,0,0,0,2,105,0,0,0,0,0,2,105,0,0,0,0,0,2,105,0,0,0,0,0,2,105,0,0,0,0,0,2,105,0,0,0
2026-09-06_back-fill-the-zero-bps-rung-under-every-gross-matched-arm-difference_cloud.record_pairs.csv,file,STRICT,6183,0,0,0,3829,2354,0,0,0,0,0,3829,2354,0,0,0,0,0,3829,2354,0,0,0,0,0,3829,2354,0,0,0,0,0,3829,2354,0,0,0
2026-09-06_do-the-18-majority-reversing-files-have-reversing-HEADLINES_cloud.files.csv,file,STRICT,18,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0
2026-09-06_does-reach-belong-beside-every-instrument-price_C.claims.csv,file,STRICT,258,0,0,0,0,0,0,258,0,0,0,0,0,0,258,0,0,0,0,0,0,258,0,0,0,0,0,0,258,0,0,0,0,0,0,258,0
2026-09-06_every-published-reach-is-a-ladder-edge_C.widen.csv,file,STRICT,100,0,0,1,5,82,0,12,0,0,1,5,82,0,12,0,0,1,5,82,0,12,0,0,1,5,82,0,12,0,0,1,5,82,0,12,0
2026-09-06_how-many-published-gate-claims-are-flat-in-gross_cloud.census.csv,file,STRICT,5035,0,0,0,0,5035,0,0,0,0,0,0,5035,0,0,0,0,0,0,5035,0,0,0,0,0,0,5035,0,0,0,0,0,0,5035,0,0,0
2026-09-06_how-many-published-gate-claims-are-flat-in-gross_cloud.censusfiles.csv,file,STRICT,853,0,0,2,1,848,2,0,0,0,2,1,848,2,0,0,0,2,1,848,2,0,0,0,2,1,848,2,0,0,0,2,1,848,2,0,0
2026-09-06_is-breadth-a-small-cap-dummy-everywhere-in-the-record_cloud.census.csv,file,STRICT,292,0,0,0,0,0,0,292,0,0,0,0,0,0,292,0,0,0,0,0,0,292,0,0,0,0,0,0,292,0,0,0,0,0,0,292,0
2026-09-06_is-the-1bp-breakeven-general-to-the-records-null-arms_C.audit.csv,script,LOOSE,26,0,0,0,0,0,0,26,0,0,0,0,0,0,26,0,0,0,0,0,0,26,0,0,0,0,0,0,26,0,0,0,0,0,0,26,0
2026-09-06_is-the-1bp-breakeven-general-to-the-records-null-arms_C.census.csv,script,LOOSE,163,0,0,0,0,0,0,163,0,0,0,0,0,0,163,0,0,0,0,0,0,163,0,0,0,0,0,0,163,0,0,0,0,0,0,163,0
2026-09-06_publish-the-cash-carve-out-beside-every-sleeve-MaxDD_C.census.csv,script,LOOSE,563,0,0,0,0,0,0,563,0,0,0,0,0,0,563,0,0,0,0,0,0,563,0,0,0,0,0,0,563,0,0,0,0,0,0,563,0
2026-09-06_quote-every-n-argmax-with-its-saturation-share_cloud.census.csv,file,STRICT,184,0,0,30,142,12,0,0,0,0,30,142,12,0,0,0,0,30,142,12,0,0,0,0,30,142,12,0,0,0,0,30,142,12,0,0,0
2026-09-06_quote-every-n-argmax-with-its-saturation-share_cloud.census_rejects.csv,file,STRICT,114,0,0,0,0,114,0,0,0,0,0,0,114,0,0,0,0,0,0,114,0,0,0,0,0,0,114,0,0,0,0,0,0,114,0,0,0
2026-09-06_the-trade-date-anchor-as-a-published-column_cloud.claims.csv,script,LOOSE,2732,0,0,0,0,0,0,2730,2,0,0,0,0,0,2730,2,0,0,0,0,0,2730,2,0,0,0,0,0,2730,2,0,0,0,0,0,2730,2
2026-09-07_census-how-many-band-rows-are-CONCENTRATION-changes_C.census.csv,script,LOOSE,3055,0,0,0,0,1,0,3043,11,0,0,0,1,0,3043,11,0,0,0,1,0,3043,11,0,0,0,1,0,3043,11,0,0,0,1,0,3043,11
2026-09-07_does-the-IS-SPREAD-screen-retire-the-record-s-rho-based-chooser-verdicts_cloud.corpus_filelevel.csv,file,STRICT,255,1,2,1,79,173,0,0,0,2,1,79,173,0,0,0,2,1,79,173,0,0,0,2,1,79,173,0,0,0,1,1,80,173,0,0,0
2026-09-07_does-the-IS-SPREAD-screen-retire-the-record-s-rho-based-chooser-verdicts_cloud.corpus_stratified.csv,file,STRICT,6307,2,2,375,352,5578,0,0,0,2,375,352,5578,0,0,0,2,375,352,5578,0,0,0,2,375,352,5578,0,0,0,2,375,352,5578,0,0,0
2026-09-07_does-the-IS-SPREAD-screen-retire-the-rho-based-chooser-verdicts_B.cells.csv,source,STRICT,12724,0,0,2700,2721,7303,0,0,0,0,2700,2721,7303,0,0,0,0,2700,2721,7303,0,0,0,0,2700,2721,7303,0,0,0,0,2700,2721,7303,0,0,0
2026-09-07_does-the-IS-SPREAD-screen-retire-the-rho-based-chooser-verdicts_B.perfile.csv,source,STRICT,169,0,0,0,0,169,0,0,0,0,0,0,169,0,0,0,0,0,0,169,0,0,0,0,0,0,169,0,0,0,0,0,0,169,0,0,0
2026-09-07_does-the-NUMERAIRE-clause-screen-the-queues-open-overlay-ideas_C.census.csv,file,STRICT,2630,16,232,570,0,1828,0,0,0,232,570,0,1828,0,0,0,232,570,0,1828,0,0,0,222,570,10,1828,0,0,0,16,570,216,1828,0,0,0
2026-09-07_does-the-NUMERAIRE-clause-screen-the-queues-open-overlay-ideas_C.coverage.csv,file,STRICT,32,0,0,0,0,32,0,0,0,0,0,0,32,0,0,0,0,0,0,32,0,0,0,0,0,0,32,0,0,0,0,0,0,32,0,0,0
2026-09-07_does-the-ceiling-invert-BECAUSE-of-de-grossing_cloud.census.csv,file,STRICT,70411,15953,15953,34504,2117,17837,0,0,0,16119,34338,2117,17837,0,0,0,16123,34334,2117,17837,0,0,0,16123,34334,2117,17837,0,0,0,16175,34282,2117,17837,0,0,0
2026-09-07_does-the-ceiling-invert-BECAUSE-of-de-grossing_cloud.perfile.csv,file,STRICT,130,0,0,4,23,103,0,0,0,0,4,23,103,0,0,0,0,4,23,103,0,0,0,0,4,23,103,0,0,0,0,4,23,103,0,0,0
2026-09-07_does-the-informative-cell-restriction-change-any-published-share_cloud.census.csv,file,STRICT,191,0,0,0,0,0,0,191,0,0,0,0,0,0,191,0,0,0,0,0,0,191,0,0,0,0,0,0,191,0,0,0,0,0,0,191,0
2026-09-07_does-the-informative-cell-restriction-change-any-published-share_cloud.census.csv,csv,VALUE,17,0,0,0,6,11,0,0,0,0,0,6,11,0,0,0,0,0,6,11,0,0,0,0,0,6,11,0,0,0,0,0,6,11,0,0,0
2026-09-07_does-the-informative-cell-restriction-change-any-published-share_cloud.degeneracy.csv,csv,VALUE,196,0,0,0,42,154,0,0,0,0,0,42,154,0,0,0,0,0,42,154,0,0,0,0,0,42,154,0,0,0,0,0,42,154,0,0,0
2026-09-07_is-the-0-bps-to-10-bps-cliff-the-real-killer_cloud.census.csv,file,STRICT,183828,13324,13324,155929,2117,12458,0,0,0,13344,155909,2117,12458,0,0,0,13346,155907,2117,12458,0,0,0,13346,155907,2117,12458,0,0,0,13390,155863,2117,12458,0,0,0
2026-09-07_is-the-CAGR-floor-only-ever-closable-by-the-GROSS-dial_C.census.csv,file,STRICT,219,0,0,0,0,219,0,0,0,0,0,0,219,0,0,0,0,0,0,219,0,0,0,0,0,0,219,0,0,0,0,0,0,219,0,0,0
2026-09-07_is-the-CAGR-floor-only-ever-closable-by-the-GROSS-dial_C.margins.csv,file,STRICT,1279,0,0,0,418,861,0,0,0,0,0,418,861,0,0,0,0,0,418,861,0,0,0,0,0,418,861,0,0,0,0,0,418,861,0,0,0
