panel,book,gross,q,H,cost_bps,dCAGR,dSharpe,dMaxDD,dOOS_Sharpe,dturn
U56,CAND,1.0,0.15,126,10.0,-0.05531920905167276,-0.03157239015376456,0.08737799001471802,-0.003948826675054473,-0.2437331318428626
U56,CAND,1.0,0.15,126,25.0,-0.05444023988854729,-0.055917210764861114,0.07753683832297653,-0.03182162946871836,-0.2437331318428626
U56,CAND,1.0,0.15,126,50.0,-0.052997248338882086,-0.09664898804046085,0.05952545637883089,-0.07850040887599696,-0.2437331318428626
U56,CAND,1.0,0.15,252,0.0,-0.09612161515471707,-0.21356622997892916,0.09391838132456287,-0.2509998022016904,-1.0370298492238206
U56,CAND,1.0,0.15,252,10.0,-0.09446490497533788,-0.23429727301947234,0.08693103630516719,-0.27394180767880494,-1.0370298492238206
U56,CAND,1.0,0.15,252,25.0,-0.0920056404054328,-0.2654649305888265,0.07659879296499295,-0.30846620914696776,-1.0370298492238206
U56,CAND,1.0,0.15,252,50.0,-0.08797491447845385,-0.317410862797635,0.05976885603548776,-0.36611466016591143,-1.0370298492238206
U56,CAND,1.0,0.2,63,0.0,-0.035627026122460936,-0.05359786161532831,0.038875514955726165,-0.012962392127400024,-0.018285611862130402
U56,CAND,1.0,0.2,63,10.0,-0.03540359381485647,-0.06163031729542734,0.03978601844686658,-0.02207682698804936,-0.018285611862130402
U56,CAND,1.0,0.2,63,25.0,-0.03507079720947259,-0.07369671103528797,0.041149317858664713,-0.035772626893505244,-0.018285611862130402
U56,CAND,1.0,0.2,63,50.0,-0.03452235449398744,-0.09380210404849121,0.043414939030981925,-0.058607818221473096,-0.018285611862130402
U56,CAND,1.0,0.2,126,0.0,-0.0389766750863525,-0.06265594596216073,0.03887551495572572,-0.011278965734015767,-0.06473544356272498
U56,CAND,1.0,0.2,126,10.0,-0.03868172867154729,-0.07106009720688045,0.03978601844686669,-0.020369333208989815,-0.06473544356272498
U56,CAND,1.0,0.2,126,25.0,-0.038242887245759416,-0.08368591255273694,0.04114931785866516,-0.03402485761429741,-0.06473544356272498
U56,CAND,1.0,0.2,126,50.0,-0.037520934573438414,-0.10472633028484146,0.04341493903098226,-0.05678259352880799,-0.06473544356272498
U56,CAND,1.0,0.2,252,0.0,-0.07427051628024772,-0.1881371404411094,0.05613126480433728,-0.1886967742126393,-0.657282521686331
U56,CAND,1.0,0.2,252,10.0,-0.07313240134020771,-0.20032255143659894,0.057065147063407595,-0.2016028949661206,-0.657282521686331
U56,CAND,1.0,0.2,252,25.0,-0.07144307209079082,-0.21858724504827942,0.05846349045376997,-0.220951352103665,-0.657282521686331
U56,CAND,1.0,0.2,252,50.0,-0.06867457296539059,-0.24889947956869718,0.059412338407111576,-0.2530842835062589,-0.657282521686331
U56,CAND,1.0,0.25,63,0.0,-0.024688563408644226,-0.059517260337150324,0.036228393083883814,-0.018317341997130532,0.016984015278779907
U56,CAND,1.0,0.25,63,10.0,-0.0245661142338911,-0.06379505473942304,0.03710766755477857,-0.023859334205885707,0.016984015278779907
U56,CAND,1.0,0.25,63,25.0,-0.024383451042970572,-0.07023174947610977,0.03842414419981288,-0.03221330787982857,0.016984015278779907
U56,CAND,1.0,0.25,63,50.0,-0.02408169029500229,-0.0809858967282786,0.04020295014115838,-0.04621272322676362,0.016984015278779907
U56,CAND,1.0,0.25,126,0.0,-0.024879904315463275,-0.053452137774217645,0.036228393083883814,-0.008939143108701142,0.001881543177962186
U56,CAND,1.0,0.25,126,10.0,-0.024739368080056945,-0.05795843939177825,0.03710766755477857,-0.014758547057772464,0.001881543177962186
U56,CAND,1.0,0.25,126,25.0,-0.02452991468868837,-0.06473663695718179,0.038424144199813104,-0.023524620279530506,0.001881543177962186
U56,CAND,1.0,0.25,126,50.0,-0.024184400263433714,-0.07605550344066125,0.04020295014115882,-0.03819852300143345,0.001881543177962186
U56,CAND,1.0,0.25,252,0.0,-0.05397056516459031,-0.11184569712243375,0.04821591574460593,-0.09103207483719178,-0.4495662884951006
U56,CAND,1.0,0.25,252,10.0,-0.0531643288680701,-0.12029290444674046,0.04909048789638393,-0.10042801718880656,-0.4495662884951006
U56,CAND,1.0,0.25,252,25.0,-0.05196772355893886,-0.13297530652215295,0.05006926823415492,-0.11454543112352833,-0.4495662884951006
U56,CAND,1.0,0.25,252,50.0,-0.05000699361573102,-0.1540835471386347,0.04752854633113002,-0.13807721422123487,-0.4495662884951006
U56,CAND,1.0,0.3,63,0.0,-0.014637892238519967,-0.02909030114149025,0.023708762966405006,-0.0476227004536145,0.046631425626990186
U56,CAND,1.0,0.3,63,10.0,-0.014607106958030025,-0.0319902040605502,0.024620532874245593,-0.05185383494355689,0.046631425626990186
U56,CAND,1.0,0.3,63,25.0,-0.01456071331153086,-0.036357572542524697,0.02598573777914648,-0.05822753766393718,0.046631425626990186
U56,CAND,1.0,0.3,63,50.0,-0.014482832203816187,-0.04366429974235886,0.028254550416529134,-0.06889554113316387,0.046631425626990186
U56,CAND,1.0,0.3,126,0.0,-0.015508542370256118,-0.022847081972200423,0.031941238464921806,-0.0395742098431946,0.012399816644901307
U56,CAND,1.0,0.3,126,10.0,-0.015433314449587066,-0.02599120960253698,0.03284989079357559,-0.04418373932132891,0.012399816644901307
U56,CAND,1.0,0.3,126,25.0,-0.01532107628189805,-0.030726090175303034,0.034210417795556225,-0.0511249066235957,0.012399816644901307
U56,CAND,1.0,0.3,126,50.0,-0.015135612866967962,-0.038647696814614774,0.03385506902493629,-0.06273699300971602,0.012399816644901307
U56,CAND,1.0,0.3,252,0.0,-0.04201746086240998,-0.06783098122223508,0.0401353390436886,-0.10849303829412804,-0.2860947303296193
U56,CAND,1.0,0.3,252,10.0,-0.04145760626327544,-0.07520132892021802,0.041039841643632946,-0.11641320192324223,-0.2860947303296193
U56,CAND,1.0,0.3,252,25.0,-0.04062652210133644,-0.08626881247077423,0.03493455493732178,-0.1283067032692431,-0.2860947303296193
U56,CAND,1.0,0.3,252,50.0,-0.03926431306319267,-0.10469574334021159,0.021771967174538776,-0.14811474251426116,-0.2860947303296193
B136,CAP2,0.75,0.1,63,0.0,-0.06301010173202992,0.012661062774726117,0.047269658277703575,-0.0033040785261144734,-0.6955687407371483
B136,CAP2,0.75,0.1,63,10.0,-0.06198113437195363,-0.021115119749288258,0.047487778204735154,-0.04229408253733524,-0.6955687407371483
B136,CAP2,0.75,0.1,63,25.0,-0.06045142780063717,-0.07189596275425958,0.04888023820080001,-0.10086455396599159,-0.6955687407371483
B136,CAP2,0.75,0.1,63,50.0,-0.057938226029991435,-0.15648180919677523,0.05112041538290857,-0.19826836147285198,-0.6955687407371483
B136,CAP2,0.75,0.1,126,0.0,-0.06986332341941925,0.041716136703154216,0.062325921241362936,-0.03161180406387132,-1.1021282125539327
B136,CAP2,0.75,0.1,126,10.0,-0.0683800647508328,0.00500158234397885,0.06307588825500188,-0.07335587400386512,-1.1021282125539327
B136,CAP2,0.75,0.1,126,25.0,-0.06617489356252215,-0.050227582200005116,0.06525597436566888,-0.1360512623628719,-1.1021282125539327
B136,CAP2,0.75,0.1,126,50.0,-0.06255170713830593,-0.14228627915433734,0.06880072909730017,-0.24026160539886532,-1.1021282125539327
B136,CAP2,0.75,0.1,252,0.0,-0.08576907866778094,-0.011668164024133176,0.07673254624400405,-0.027789598191799936,-2.1259787890298436
B136,CAP2,0.75,0.1,252,10.0,-0.08316975465629173,-0.04569959800153156,0.07858890445064615,-0.06711637642172907,-2.1259787890298436
B136,CAP2,0.75,0.1,252,25.0,-0.07930256114570411,-0.09690364720881228,0.08241214741902791,-0.12626336022943663,-2.1259787890298436
B136,CAP2,0.75,0.1,252,50.0,-0.07294131178960006,-0.1822303973556586,0.08865210012677116,-0.22477151671279838,-2.1259787890298436
B136,CAP2,0.75,0.15,63,0.0,-0.03137372349424239,-0.025722025110719082,0.01383969871422297,-0.05939192567362106,-0.23161507608565657
B136,CAP2,0.75,0.15,63,10.0,-0.03097442940130457,-0.036430899959736474,0.013445817189927878,-0.07222883118961931,-0.23161507608565657
B136,CAP2,0.75,0.15,63,25.0,-0.030380751261293026,-0.052548732154656386,0.013935175925015808,-0.09155780016678627,-0.23161507608565657
B136,CAP2,0.75,0.15,63,50.0,-0.02940518895950195,-0.07948408913107452,0.014727958850555667,-0.12387699321065482,-0.23161507608565657
B136,CAP2,0.75,0.15,126,0.0,-0.033816513072044474,-0.010510485292354987,0.023590676728724946,-0.06153040573444657,-0.35141517949511236
B136,CAP2,0.75,0.15,126,10.0,-0.03327621455765328,-0.021962627808149726,0.023432754107003073,-0.07511499615640393,-0.35141517949511236
B136,CAP2,0.75,0.15,126,25.0,-0.03247315598659606,-0.0392070564110627,0.02427031351722997,-0.09556647956812392,-0.35141517949511236
B136,CAP2,0.75,0.15,126,50.0,-0.031154240123705046,-0.0680449602046489,0.025628351752755574,-0.12975354120279858,-0.35141517949511236
B136,CAP2,0.75,0.15,252,0.0,-0.059883765112143106,-0.13557817993098986,0.03440657035511918,-0.17432638896309482,-1.0828370625002242
B136,CAP2,0.75,0.15,252,10.0,-0.058456675096472344,-0.1490986440276566,0.03491651472450574,-0.19039938151978442,-1.0828370625002242
B136,CAP2,0.75,0.15,252,25.0,-0.0563353704266949,-0.16941986864715353,0.0367419757886186,-0.21456994761305515,-1.0828370625002242
B136,CAP2,0.75,0.15,252,50.0,-0.052850935703911306,-0.20328211547522557,0.0397099370757501,-0.2548858497043224,-1.0828370625002242
B136,CAP2,0.75,0.2,63,0.0,-0.01658001491218508,-0.03710194273452938,0.005707714342650716,-0.029457952386530817,-0.1023452325913583
B136,CAP2,0.75,0.2,63,10.0,-0.016389719764723587,-0.04110171631922532,0.005168607519832613,-0.03369980421604235,-0.1023452325913583
B136,CAP2,0.75,0.2,63,25.0,-0.016106775301915066,-0.047111485469962355,0.004967278277250742,-0.040080438104698524,-0.1023452325913583
B136,CAP2,0.75,0.2,63,50.0,-0.01564179936240606,-0.057129428434434026,0.0046395838687547375,-0.05073375191884466,-0.1023452325913583
B136,CAP2,0.75,0.2,126,0.0,-0.018804527655824632,-0.040647012703702634,0.005075892972092877,-0.04136783210350958,-0.14924710461527813
B136,CAP2,0.75,0.2,126,10.0,-0.01855241751279313,-0.044991538094143246,0.004635082263159895,-0.0456702973968417,-0.14924710461527813
B136,CAP2,0.75,0.2,126,25.0,-0.018177674739021654,-0.051520470308918154,0.004579238294122989,-0.05213790775858096,-0.14924710461527813
B136,CAP2,0.75,0.2,126,50.0,-0.017562141285694333,-0.06240659547411875,0.0044879187401797305,-0.06292513178352632,-0.14924710461527813
B136,CAP2,0.75,0.2,252,0.0,-0.04240263741846739,-0.12589510367064305,0.004109934995242037,-0.15135175429151237,-0.6493091805217936
B136,CAP2,0.75,0.2,252,10.0,-0.04150614556264265,-0.13295765300811535,0.004068319210442928,-0.15851693843440529,-0.6493091805217936
B136,CAP2,0.75,0.2,252,25.0,-0.040173972227951715,-0.1435449573115588,0.005078917283963036,-0.16926772319942618,-0.6493091805217936
B136,CAP2,0.75,0.2,252,50.0,-0.03798686721539757,-0.16111963368661986,0.006721605660165997,-0.1871418714920956,-0.6493091805217936
B136,CAP2,0.75,0.25,63,0.0,-0.009233268664331495,-0.03639154349340701,0.0013818828962800511,-0.030501351197941506,-0.03508348392601768
B136,CAP2,0.75,0.25,63,10.0,-0.009151146446245484,-0.03795877713140938,0.0007493575213418646,-0.032439534811544046,-0.03508348392601768
B136,CAP2,0.75,0.25,63,25.0,-0.00902896974195988,-0.0403120746938459,0.0008870764233485096,-0.03535443278830053,-0.03508348392601768
B136,CAP2,0.75,0.25,63,50.0,-0.008828001224016724,-0.04423114335851608,0.001110404073416671,-0.040220316396856415,-0.03508348392601768
B136,CAP2,0.75,0.25,126,0.0,-0.009597181798748133,-0.03575941865263288,-0.00040205604200005407,-0.031428567704967714,-0.04101813471497184
B136,CAP2,0.75,0.25,126,10.0,-0.009506857758650566,-0.03745070527947836,-0.0009665518436178244,-0.033556856679116676,-0.04101813471497184
B136,CAP2,0.75,0.25,126,25.0,-0.00937249721441158,-0.0399892353020479,-0.000728255441976744,-0.03675401598300143,-0.04101813471497184
B136,CAP2,0.75,0.25,126,50.0,-0.009151536202689936,-0.04421417074447853,-0.0003411529256380774,-0.04208143655253138,-0.04101813471497184
B136,CAP2,0.75,0.25,252,0.0,-0.030903993632728666,-0.09819459316184265,-0.006612222879899932,-0.11383660129907103,-0.4279984521841538
B136,CAP2,0.75,0.25,252,10.0,-0.03029481930726874,-0.10270739968457931,-0.006927264288391077,-0.11835606439963753,-0.4279984521841538
B136,CAP2,0.75,0.25,252,25.0,-0.02938971483509567,-0.10946441203739732,-0.006789905846321553,-0.1251309630994354,-0.4279984521841538
B136,CAP2,0.75,0.25,252,50.0,-0.02790406693146541,-0.12066135272117073,-0.006565000349077144,-0.13637922378177847,-0.4279984521841538
B136,CAP2,0.75,0.3,63,0.0,-0.004905387456853871,-0.02098002186583736,1.1102230246251565e-16,-0.03739061643349473,-0.005077438877173712
B136,CAP2,0.75,0.3,63,10.0,-0.004876602354675352,-0.021820458841985912,-0.00031808555808265915,-0.03876005059002652,-0.005077438877173712
B136,CAP2,0.75,0.3,63,25.0,-0.004833721622392817,-0.02308574301681454,-0.0002786998268557994,-0.04082101793949777,-0.005077438877173712
B136,CAP2,0.75,0.3,63,50.0,-0.004763038782932272,-0.025201246936687904,-0.00021471344309065277,-0.044264391073626896,-0.005077438877173712
B136,CAP2,0.75,0.3,126,0.0,-0.005520433609654818,-0.020841595464665463,-0.0014467394140452727,-0.03776691331046966,-0.014107946138459226
B136,CAP2,0.75,0.3,126,10.0,-0.005478745732363066,-0.021838824395896017,-0.0021052308340027137,-0.03930360517348763,-0.014107946138459226
B136,CAP2,0.75,0.3,126,25.0,-0.005416696657122522,-0.023339128401308695,-0.00200557498791043,-0.04161605854106876,-0.014107946138459226
B136,CAP2,0.75,0.3,126,50.0,-0.005314557161269162,-0.0258451953889115,-0.0018433640603802148,-0.04547961697317782,-0.014107946138459226
B136,CAP2,0.75,0.3,252,0.0,-0.023058412919027216,-0.06495135254748008,-0.008102723330461248,-0.08736493720397376,-0.30385770638283827
B136,CAP2,0.75,0.3,252,10.0,-0.022618384115465018,-0.06852280680955802,-0.008544955785382835,-0.09054130697977048,-0.30385770638283827
B136,CAP2,0.75,0.3,252,25.0,-0.021964633249546672,-0.07387342458142243,-0.008125540502642581,-0.09530851560356512,-0.30385770638283827
B136,CAP2,0.75,0.3,252,50.0,-0.020891662298971436,-0.08274952348632447,-0.007442559471040333,-0.10323961205690702,-0.30385770638283827
B136,CAP2,1.0,0.1,63,0.0,-0.08214314685076718,-0.01072170291084329,0.09317547032114282,-0.02624243311949992,-0.7241719577198467
B136,CAP2,1.0,0.1,63,10.0,-0.08089009632838007,-0.04525859885322436,0.08849373328800048,-0.06698769655182846,-0.7241719577198467
B136,CAP2,1.0,0.1,63,25.0,-0.07903042242211411,-0.09718953511792938,0.08094527830578291,-0.12820014079044695,-0.7241719577198467
B136,CAP2,1.0,0.1,63,50.0,-0.07598342907048883,-0.1837325242788742,0.06061796792401297,-0.2300390613068064,-0.7241719577198467
B136,CAP2,1.0,0.1,126,0.0,-0.09126513854835783,0.007679617033558905,0.1091659403721299,-0.06338256394061981,-1.2487363796002109
B136,CAP2,1.0,0.1,126,10.0,-0.0894087574892155,-0.02979095197971038,0.10508118781870213,-0.10763357339670632,-1.2487363796002109
B136,CAP2,1.0,0.1,126,25.0,-0.08665417542266507,-0.08614955597112395,0.09900046964551967,-0.17408937902797206,-1.2487363796002109
B136,CAP2,1.0,0.1,126,50.0,-0.08214227381346118,-0.18009693480319178,0.08428340038999427,-0.28456114659900256,-1.2487363796002109
B136,CAP2,1.0,0.1,252,0.0,-0.11185504102314381,-0.04958872192149122,0.1252190428289771,-0.06817180915737775,-2.5563138118441033
B136,CAP2,1.0,0.1,252,10.0,-0.10854283682049837,-0.08576315768959808,0.12237198129268911,-0.11198153300512814,-2.5563138118441033
B136,CAP2,1.0,0.1,252,25.0,-0.10362461645427645,-0.14016575878996818,0.11812625374923191,-0.1778728823820106,-2.5563138118441033
B136,CAP2,1.0,0.1,252,50.0,-0.09555975637768155,-0.2307689155630277,0.1094413183770726,-0.2876179896469597,-2.5563138118441033
B136,CAP2,1.0,0.15,63,0.0,-0.041492885812448366,-0.040824704013314506,0.05236554222008116,-0.07557840897378032,-0.1712360824554775
B136,CAP2,1.0,0.15,63,10.0,-0.04105936169908442,-0.05195356951354446,0.04700030160308333,-0.08884452986641067,-0.1712360824554775
B136,CAP2,1.0,0.15,63,25.0,-0.040415326064078494,-0.06870456920586687,0.03893163586975035,-0.10882144897553092,-0.1712360824554775
B136,CAP2,1.0,0.15,63,50.0,-0.039358417522337374,-0.09670816104924007,0.01739453395115176,-0.14223874708337858,-0.1712360824554775
B136,CAP2,1.0,0.15,126,0.0,-0.044981598886267404,-0.031156938742788354,0.06155578436831688,-0.08301315068880433,-0.3244040321548409
B136,CAP2,1.0,0.15,126,10.0,-0.044358876205195186,-0.04297653425162107,0.05645277939105375,-0.09697967170866306,-0.3244040321548409
B136,CAP2,1.0,0.15,126,25.0,-0.04343462326988612,-0.06076971438529688,0.04887064487195114,-0.11800704506227477,-0.3244040321548409
B136,CAP2,1.0,0.15,126,50.0,-0.04192011450042932,-0.09052112087093855,0.03011418011658562,-0.1531695884683031,-0.3244040321548409
B136,CAP2,1.0,0.15,252,0.0,-0.07899044659528154,-0.16113179688431833,0.06817019483211417,-0.2075393006010241,-1.236470963338979
B136,CAP2,1.0,0.15,252,10.0,-0.07720352648374051,-0.1754238781807983,0.0678434594862718,-0.22409473712263872,-1.236470963338979
B136,CAP2,1.0,0.15,252,25.0,-0.07455263133175105,-0.19689986899690437,0.061182540869228585,-0.24899691388511624,-1.236470963338979
B136,CAP2,1.0,0.15,252,50.0,-0.07021220143767581,-0.232684478321301,0.04414156161376204,-0.290564244731934,-1.236470963338979
B136,CAP2,1.0,0.2,63,0.0,-0.02172820125180963,-0.0429497444326119,0.013243756060631773,-0.03707166136319762,-0.055086830969152345
B136,CAP2,1.0,0.2,63,10.0,-0.021538978343255133,-0.047169423866912474,0.013224846873786666,-0.041529258074301634,-0.055086830969152345
B136,CAP2,1.0,0.2,63,25.0,-0.021257704508983233,-0.053513061047514965,0.013196489831572955,-0.048238741587013134,-0.055086830969152345
B136,CAP2,1.0,0.2,63,50.0,-0.02079566994341886,-0.06409945932783001,0.002240022926029872,-0.05945607850527179,-0.055086830969152345
B136,CAP2,1.0,0.2,126,0.0,-0.02491514339600709,-0.04908750768067649,0.013243756060632217,-0.05067796009370573,-0.10769023297288882
B136,CAP2,1.0,0.2,126,10.0,-0.024648179907425405,-0.053687461417846194,0.013224846873786333,-0.05520979857973085,-0.10769023297288882
B136,CAP2,1.0,0.2,126,25.0,-0.024251704948076158,-0.06060367855015003,0.013196489831572955,-0.06202791193519386,-0.10769023297288882
B136,CAP2,1.0,0.2,126,50.0,-0.023601380817300566,-0.07214757107234082,0.0016095097664406977,-0.07341821265810189,-0.10769023297288882
B136,CAP2,1.0,0.2,252,0.0,-0.05609740329390078,-0.13908098633135446,0.03477949014234971,-0.1707332188299383,-0.7165916846743867
B136,CAP2,1.0,0.2,252,10.0,-0.05498664311551216,-0.1466949882362285,0.02975989895122,-0.1783246262292365,-0.7165916846743867
B136,CAP2,1.0,0.2,252,25.0,-0.053339239390638005,-0.158112611644725,0.022302919451729353,-0.18972513287453585,-0.7165916846743867
B136,CAP2,1.0,0.2,252,50.0,-0.05064294023331928,-0.1770821061355472,0.010065586447657426,-0.20871422211256263,-0.7165916846743867
B136,CAP2,1.0,0.25,63,0.0,-0.011851970950384816,-0.03715612439469562,0.0067429505403109324,-0.031119486597162682,-0.005486769251019652
B136,CAP2,1.0,0.25,63,10.0,-0.011776394169263904,-0.03883887586638668,0.006739643694290254,-0.03317224665956253,-0.005486769251019652
B136,CAP2,1.0,0.25,63,25.0,-0.011663865515135319,-0.04136747881214253,0.0067346842580395805,-0.036261590719132264,-0.005486769251019652
B136,CAP2,1.0,0.25,63,50.0,-0.011478528035738567,-0.045584503570867296,0.0006551193574912961,-0.041425865085494507,-0.005486769251019652
B136,CAP2,1.0,0.25,126,0.0,-0.012375059382628839,-0.03700641774487834,0.006742950540310377,-0.03298995509279834,-0.0091752229971922
B136,CAP2,1.0,0.25,126,10.0,-0.012292313224900653,-0.038832420933782474,0.006739643694290254,-0.03525482854496764,-0.0091752229971922
B136,CAP2,1.0,0.25,126,25.0,-0.012169139534767393,-0.041575423505699094,0.0067346842580395805,-0.0386602592097548,-0.0091752229971922
B136,CAP2,1.0,0.25,126,50.0,-0.011966347862231386,-0.04614791911911498,-0.0009741495400322764,-0.04434466111028623,-0.0091752229971922
B136,CAP2,1.0,0.25,252,0.0,-0.04047475263763767,-0.10234011663649567,0.022849136765311084,-0.12240101736064035,-0.46246219023739155
B136,CAP2,1.0,0.25,252,10.0,-0.039726658626761946,-0.10727014380238387,0.01748022931854243,-0.1272341737979813,-0.46246219023739155
B136,CAP2,1.0,0.25,252,25.0,-0.03861722107812482,-0.1146547292332879,0.009056923337028122,-0.1344869816077895,-0.46246219023739155
B136,CAP2,1.0,0.25,252,50.0,-0.03680162815550747,-0.12690401485380176,-0.009823797646858812,-0.14655428034006357,-0.46246219023739155
B136,CAP2,1.0,0.3,63,0.0,-0.0061919679948894135,-0.021128453778914924,4.440892098500626e-16,-0.03731880612777383,0.010037717909529675
B136,CAP2,1.0,0.3,63,10.0,-0.0061670253487000615,-0.02197929687588185,2.220446049250313e-16,-0.038689946962538135,0.010037717909529675
B136,CAP2,1.0,0.3,63,25.0,-0.006129760693890818,-0.023260080366106273,-1.1102230246251565e-16,-0.04075435207250955,0.010037717909529675
B136,CAP2,1.0,0.3,63,50.0,-0.006068050267397096,-0.025401683700016386,0.0,-0.044206822669686785,0.010037717909529675
B136,CAP2,1.0,0.3,126,0.0,-0.007009668548152659,-0.021456946427671264,0.003623101948853291,-0.038894489749577765,0.0018955471388615308
B136,CAP2,1.0,0.3,126,10.0,-0.0069706307028767345,-0.022468654731204518,0.00362055641841752,-0.0404715615570741,0.0018955471388615308
B136,CAP2,1.0,0.3,126,25.0,-0.006912456303307168,-0.02399089139946331,0.003616738980189216,-0.04284553659026191,0.0018955471388615308
B136,CAP2,1.0,0.3,126,50.0,-0.006816510369363371,-0.026534705122608027,-0.002063395497190479,-0.04681506331717822,0.0018955471388615308
B136,CAP2,1.0,0.3,252,0.0,-0.03026577974198763,-0.06919498175851402,0.015587732537960863,-0.09431776092167765,-0.3117579710392899
B136,CAP2,1.0,0.3,252,10.0,-0.02974107115143365,-0.0731301073594437,0.015576600608873004,-0.09778634972109623,-0.3117579710392899
B136,CAP2,1.0,0.3,252,25.0,-0.028962890508956507,-0.07902762975355415,0.007599256448107661,-0.10299665142440906,-0.3117579710392899
B136,CAP2,1.0,0.3,252,50.0,-0.027689323273463184,-0.08881988213369985,-0.009110683449229606,-0.11168029986427352,-0.3117579710392899
B136,CAND,0.75,0.1,63,0.0,-0.06550143368027084,-0.006320848563909909,0.058385810476268674,0.005009633040618855,-0.6983628315958361
B136,CAND,0.75,0.1,63,10.0,-0.0644426374958289,-0.04185596110299805,0.05521659921187838,-0.03659271477545456,-0.6983628315958361
B136,CAND,0.75,0.1,63,25.0,-0.06286916156515798,-0.09521736220735755,0.050504206632868254,-0.0990782949896557,-0.6983628315958361
B136,CAND,0.75,0.1,63,50.0,-0.060285567297144294,-0.18389788930858608,0.04831383899397024,-0.20294683606378738,-0.6983628315958361
B136,CAND,0.75,0.1,126,0.0,-0.07174575335265598,0.04447582964315,0.0745826798785647,-0.02957651090914526,-1.138591732839357
B136,CAND,0.75,0.1,126,10.0,-0.07019796550350654,0.005341635571765924,0.07196171966400888,-0.07398252890103518,-1.138591732839357
B136,CAND,0.75,0.1,126,25.0,-0.06789778231706145,-0.05349005045043065,0.06806136665795404,-0.14066800135506208,-1.138591732839357
B136,CAND,0.75,0.1,126,50.0,-0.0641209270006724,-0.1514171765515947,0.06777621993956551,-0.2514626133761695,-1.138591732839357
B136,CAND,0.75,0.1,252,0.0,-0.0884144209526132,-0.01799809213560155,0.09001466266881719,-0.03762516633095658,-2.2221803025453233
B136,CAND,0.75,0.1,252,10.0,-0.08568345058790672,-0.05500468287983984,0.0879575930523867,-0.0808236824465507,-2.2221803025453233
B136,CAND,0.75,0.1,252,25.0,-0.08162193787013328,-0.11066295400977233,0.08489410770203476,-0.14576177743095786,-2.2221803025453233
B136,CAND,0.75,0.1,252,50.0,-0.07494511862518083,-0.20332506072368095,0.08613901844890648,-0.2537900137540011,-2.2221803025453233
B136,CAND,0.75,0.15,63,0.0,-0.031736224305242366,-0.008944864659515384,0.026016512646464873,-0.04511854766873613,-0.23626965473203487
B136,CAND,0.75,0.15,63,10.0,-0.03132147322119483,-0.020645664346987447,0.02230975107592914,-0.059507395898781956,-0.23626965473203487
B136,CAND,0.75,0.15,63,25.0,-0.03070502089599203,-0.03826147432518845,0.016804008858920527,-0.08119294683641254,-0.23626965473203487
B136,CAND,0.75,0.15,63,50.0,-0.02969258247138029,-0.06770827186550876,0.01308777819608764,-0.11750060329593726,-0.23626965473203487
B136,CAND,0.75,0.15,126,0.0,-0.033564799925446476,0.01902876405223597,0.03561065820992426,-0.04895246055045677,-0.3540287897352892
B136,CAND,0.75,0.15,126,10.0,-0.03301316334261872,0.0061859445702145965,0.03203567260419182,-0.06429977352961425,-0.3540287897352892
B136,CAND,0.75,0.15,126,25.0,-0.03219356193122258,-0.013162954795117088,0.026724214665490242,-0.08742605929877179,-0.3540287897352892
B136,CAND,0.75,0.15,126,50.0,-0.030848292510760933,-0.045541351673984765,0.023848823053252755,-0.12613319718402083,-0.3540287897352892
B136,CAND,0.75,0.15,252,0.0,-0.061371985442976174,-0.1192050815082677,0.04655474056416098,-0.15567906396665243,-1.112424978254774
B136,CAND,0.75,0.15,252,10.0,-0.059890581752055194,-0.13451235618885538,0.04332351270605639,-0.1740381597180688,-1.112424978254774
B136,CAND,0.75,0.15,252,25.0,-0.0576894388046898,-0.1575426130904749,0.03852008965972409,-0.2016766332760882,-1.112424978254774
B136,CAND,0.75,0.15,252,50.0,-0.05407622955062563,-0.19597522128266598,0.03692126873583612,-0.24784371996868404,-1.112424978254774
B136,CAND,0.75,0.2,63,0.0,-0.017522968847160536,-0.0321544556371165,0.018254648498629678,-0.023161273549322292,-0.09505986958825119
B136,CAND,0.75,0.2,63,10.0,-0.017332130946212,-0.036881446976004595,0.014110176890969939,-0.028515025067102906,-0.09505986958825119
B136,CAND,0.75,0.2,63,25.0,-0.017048412011914538,-0.04397585291407191,0.007958492402747819,-0.03656195284741148,-0.09505986958825119
B136,CAND,0.75,0.2,63,50.0,-0.016582248399295674,-0.055779202006073225,0.004169352510343116,-0.04998156276107124,-0.09505986958825119
B136,CAND,0.75,0.2,126,0.0,-0.019126400715572922,-0.02795176234210972,0.017838260734378664,-0.03459486053219196,-0.13819142035130128
B136,CAND,0.75,0.2,126,10.0,-0.018879957937500746,-0.03315354835392248,0.01379105809815806,-0.04000330660217033,-0.13819142035130128
B136,CAND,0.75,0.2,126,25.0,-0.018513713171036228,-0.04096863296498454,0.0077830377096147485,-0.0481281484569015,-0.13819142035130128
B136,CAND,0.75,0.2,126,50.0,-0.01791233228060607,-0.0539921493951564,0.00422745553254289,-0.06166598821116409,-0.13819142035130128
B136,CAND,0.75,0.2,252,0.0,-0.04409746162895867,-0.1201904450107305,0.018495349472091527,-0.13749926947697078,-0.6400313012074195
B136,CAND,0.75,0.2,252,10.0,-0.04319186309693834,-0.12864288623477227,0.01475665191474329,-0.14617251858029878,-0.6400313012074195
