panel,theta,con,cad,hnd,ADD_pp,DROP_pp,BOTH_pp,DRIFT_pp,MRES_pp,arith_pp,n_both,n_eq,eq_share,dk_abs,exact_share,ident_max
U56,0.2,RESPREAD,D,DRIFT,9.177309798592026,-10.865817669414016,0.0,0.0,0.0,-1.68850787082199,3.181449797388564,3.181449797388564,1.0,0.0,1.0,0.0
U56,0.2,RESPREAD,D,RTT,9.177309798592026,-10.865817669414016,0.0,0.0,0.0,-1.68850787082199,3.181449797388564,3.181449797388564,1.0,0.0,1.0,0.0
U56,0.2,RESPREAD,W,DRIFT,10.615019570686625,-11.30211883565284,-0.07650757431896542,-0.07650757431896542,0.0,-0.7636068392851796,3.1861773975686627,3.1861773975686627,1.0,0.0,1.0,0.026148897634931223
U56,0.2,RESPREAD,W,RTT,10.805871742480418,-11.413723905037036,0.0,0.0,0.0,-0.6078521625566182,3.1861773975686627,3.1861773975686627,1.0,0.0,1.0,0.0
U56,0.2,RESPREAD,M,DRIFT,12.703088899597171,-12.062118473998678,-0.023052473279416064,-0.023052473279416064,0.0,0.6179179523190766,2.9376407023863123,2.9376407023863123,1.0,0.0,1.0,0.09827556280955857
U56,0.2,RESPREAD,M,RTT,12.657132019862415,-12.046026905812074,0.0,0.0,0.0,0.611105114050341,2.9376407023863123,2.9376407023863123,1.0,0.0,1.0,0.0
U56,0.2,RESPREAD,Q,DRIFT,11.461571293663244,-7.728550792151078,-0.1374004505113964,-0.1374004505113964,0.0,3.595620051000769,2.9194056731202163,2.9194056731202163,1.0,0.0,1.0,0.10910739742550196
U56,0.2,RESPREAD,Q,RTT,11.419680031648351,-7.269863988274762,0.0,0.0,0.0,4.149816043373589,2.9194056731202163,2.9194056731202163,1.0,0.0,1.0,0.0
U56,0.2,DEGROSS,D,DRIFT,0.7974123269639541,-0.7998729517698115,0.0,0.0,0.0,-0.002460624805857403,3.181449797388564,3.181449797388564,1.0,0.0,1.0,0.0
U56,0.2,DEGROSS,D,RTT,0.7974123269639541,-0.7998729517698115,0.0,0.0,0.0,-0.002460624805857403,3.181449797388564,3.181449797388564,1.0,0.0,1.0,0.0
U56,0.2,DEGROSS,W,DRIFT,0.968863912243356,-0.9404216663849482,-0.00019059781596558002,-0.00019059781596558002,0.0,0.02825164804244224,3.1861773975686627,3.1861773975686627,1.0,0.0,1.0,0.00012745047277163551
U56,0.2,DEGROSS,W,RTT,0.9841521291352364,-0.9513871589744429,0.0,0.0,0.0,0.032764970160793494,3.1861773975686627,3.1861773975686627,1.0,0.0,1.0,0.0
U56,0.2,DEGROSS,M,DRIFT,1.0207136821320177,-1.0289639637051007,0.00048538301256478687,0.00048538301256478687,0.0,-0.007764898560518154,2.9376407023863123,2.9376407023863123,1.0,0.0,1.0,0.0002547546197883485
U56,0.2,DEGROSS,M,RTT,1.0244961770328194,-1.0299588693332187,0.0,0.0,0.0,-0.005462692300399308,2.9376407023863123,2.9376407023863123,1.0,0.0,1.0,0.0
U56,0.2,DEGROSS,Q,DRIFT,1.07489671553827,-0.7586318056826593,0.001386058553349701,0.001386058553349701,0.0,0.31765096840896045,2.9194056731202163,2.9194056731202163,1.0,0.0,1.0,0.0004919369422616161
