panel,dial,bps,pick,pick0,median_arm,do_nothing,pick_moved,OOS_pick,OOS_pick0,OOS_DN,OOS_MEDIAN,OOS_RANDOM,OOS_ORACLE,prem_DN,prem_MEDIAN,prem_RANDOM,rand_prem_DN,CAGR_pick,CAGR_DN,CAGR_RANDOM,MaxDD_pick,MaxDD_DN,turn_pick,turn_DN,turn_RANDOM,vol_pick,vol_DN,v1_OOS_Sharpe,v1_OOS_CAGR,v1_OOS_MaxDD,v2_OOS_Sharpe,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,pred_turn_DN,resid_DN
B136,G,0,0.12,0.12,0.03,0.0,False,0.9885325994468327,0.9885325994468327,0.9923210432536644,1.000272318060667,0.9975698677934154,1.0049627777224663,-0.0037884438068317428,-0.011739718613834271,-0.009037268346582694,0.005248824539750951,0.1875851237753141,0.1873265587872157,0.188891531101734,-0.261129532593656,-0.26112953259365557,18.4590903352078,18.913921819932398,18.72827453351366,0.19286435453085782,0.19167665793583372,0.8568806821147589,0.09283844674412234,-0.18353080750935913,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.0,-0.0037884438068317428
B136,G,5,0.12,0.12,0.03,0.0,False,0.9406896330726536,0.9406896330726536,0.9430221462864891,0.9512583504367039,0.9488556621149922,0.9558590916403665,-0.00233251321383543,-0.010568717364050295,-0.00816602904233854,0.005833515828503111,0.17668153073988901,0.17615936536998666,0.17781900813637616,-0.26155713254116797,-0.26155713254116797,18.4590903352078,18.913921819932398,18.72827453351366,0.19286186450766207,0.19166869089136437,0.7166675545043931,0.07600002707206621,-0.19396901479225026,1.1333248961415157,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.0011791638691394254,-0.0035116770829748552
B136,G,10,0.12,0.12,0.03,0.0,False,0.8928071668009049,0.8928071668009049,0.893678847107437,0.9021994516813509,0.9000974177555915,0.9067099632310299,-0.0008716803065320633,-0.009392284880445967,-0.007290250954686606,0.006418570648154542,0.1658757936224542,0.16509486144543795,0.16684730992807012,-0.26198457049262813,-0.26198457049262813,18.4590903352078,18.913921819932398,18.72827453351366,0.19286764017231012,0.19166936747439597,0.5762505378038234,0.05941502665859644,-0.2119126361153263,1.1185082795688428,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.002358257115181403,-0.0032299374217134662
B136,G,15,0.12,0.12,0.03,0.0,False,0.8448913632506404,0.8448913632506404,0.844297821903167,0.8531021861510346,0.8513015940455934,0.8575219970027482,0.0005935413474733586,-0.00821082290039421,-0.0064102307949529536,0.007003772142426312,0.15516705427265753,0.15413212411371946,0.1559755391625766,-0.2624118464782855,-0.2624118464782854,18.4590903352078,18.913921819932398,18.72827453351366,0.1928816807822768,0.19167868759339815,0.43579227988813196,0.043079721657671044,-0.23051092107207027,1.1036857159324693,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.003537128172669805,-0.0029435868251964465
B136,G,20,0.12,0.12,0.03,0.0,False,0.7969483959955361,0.7969483959955361,0.7948857611242331,0.8039731328489949,0.8024746643992963,0.8083018124021979,0.002062634871302982,-0.007024736853458724,-0.005526268403760137,0.007588903275063119,0.14455446189095955,0.14327023857826404,0.1452028063277537,-0.2628389605283894,-0.2628389605283894,18.4590903352078,18.913921819932398,18.72827453351366,0.1929039845328579,0.19169664998764824,0.2954549455949994,0.026990441626883133,-0.24867668081651095,1.0888574418042134,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.0047156256085226075,-0.0026529907372196257
B136,G,25,0.12,0.12,0.03,0.0,False,0.7489844455894155,0.7489844455894155,0.745449364954476,0.754818881018781,0.7536231120211896,0.75905603936179,0.003535080634939458,-0.00583443542936557,-0.00463866643177413,0.008173747066713588,0.1340371729671419,0.13250829807629239,0.13452822964729724,-0.26326591267318955,-0.26326591267318955,18.4590903352078,18.913921819932398,18.72827453351366,0.19293454855832992,0.191723252228083,0.15539928865606328,0.011143568780353386,-0.2672108494702856,1.0740236940215921,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.005893598219230908,-0.0023585175842914495
B136,G,30,0.12,0.12,0.03,0.0,False,0.7010056955880515,0.7010056955880515,0.6959953387726686,0.7056460257291443,0.7047534256042536,0.7097913138380829,0.005010356815382866,-0.004640330141092774,-0.0037477300162021,0.008758086831584966,0.12361435121934194,0.12184540380992326,0.12395093501504872,-0.26369270294293545,-0.26369270294293534,18.4590903352078,18.913921819932398,18.72827453351366,0.19297336893378983,0.19175849071894113,0.01578374652266296,-0.004464462748184461,-0.28613795128002917,1.0591847096689122,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.007070895127720737,-0.0020605383123378715
B136,K,0,8.0,8.0,4.0,1.0,False,0.8854654107065764,0.8854654107065764,0.9923210432536644,1.0098156087503125,0.9434012438158266,1.0098156087503125,-0.10685563254708808,-0.12435019804373615,-0.05793583310925021,-0.04891979943783786,0.18811819999571733,0.1873265587872157,0.1874626781658051,-0.3354853023828477,-0.26112953259365557,6.432931105751927,18.913921819932398,10.038769164518575,0.2228840021524333,0.19167665793583372,0.8568806821147589,0.09283844674412234,-0.18353080750935913,1.1481353293632495,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.0,-0.10685563254708808
B136,K,5,8.0,8.0,4.0,1.0,False,0.8709817833060073,0.8709817833060073,0.9430221462864891,0.9869128809701684,0.9183852760145478,0.9869128809701684,-0.07204036298048178,-0.1159310976641611,-0.047403492708540496,-0.02463687027194128,0.18430194169079828,0.17615936536998666,0.18151803558609156,-0.33548530238284735,-0.26155713254116797,6.432931105751927,18.913921819932398,10.038769164518575,0.2228974390440788,0.19166869089136437,0.7166675545043931,0.07600002707206621,-0.19396901479225026,1.1333248961415157,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.02799716041536105,-0.10003752339584282
B136,K,10,8.0,8.0,4.0,1.0,False,0.8564717272543786,0.8564717272543786,0.893678847107437,0.96397663191118,0.8933350046461366,0.96397663191118,-0.03720711985305836,-0.1075049046568014,-0.03686327739175799,-0.0003438424613003699,0.18049596168345072,0.16509486144543795,0.1756067379392588,-0.33548530238284757,-0.26198457049262813,6.432931105751927,18.913921819932398,10.038769164518575,0.2229182088848711,0.19166936747439597,0.5762505378038234,0.05941502665859644,-0.2119126361153263,1.1185082795688428,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.05598910370137791,-0.09319622355443627
