Q,filt,cost,names,turnover,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,pass4a,pass4b,fail4b,marg_H1,marg_H2,marg_OOS,marg_DD,marg_CAGR
1,NONE,10,68.17488561260804,3.082038103030074,-0.023451985515807183,-0.04906878840860738,-0.6131954850653468,0.28448202283961804,-0.29802950700702974,-0.24956999047852,False,False,"H1,H2,OOS,DD,CAGR",-0.6061784496284879,-1.1557359811199777,-1.1315807576608041,-0.41089207336495726,-0.12236097385063406
1,MA200,10,34.56710726995424,12.254170829807506,-0.05339743693047738,-0.266998196082612,-0.6927731237196708,0.06052492223072588,-0.534224934267407,-0.4410827804265113,False,False,"H1,H2,OOS,DD,CAGR",-0.8301355502373801,-1.391931408380355,-1.3230935476087955,-0.49046971201928125,-0.15230642526530425
1,MOM,10,36.28622267412303,8.20711058542678,-0.02566052250691464,-0.06724184533063504,-0.6115644483325264,0.23446579283111252,-0.30904693773250413,-0.22647009315555044,False,False,"H1,H2,OOS,DD,CAGR",-0.6561946796369935,-1.166753411845452,-1.1084808603378347,-0.40926103663213687,-0.12456951084174152
1,BOTH,10,25.724199288256226,13.244761412375574,-0.05286029696889194,-0.24199040287036813,-0.6998076382381881,0.09659413948896102,-0.5131982281236784,-0.4036526932750537,False,False,"H1,H2,OOS,DD,CAGR",-0.794066332979145,-1.3709047022366263,-1.285663460457338,-0.4975042265377986,-0.1517692853037188
2,NONE,10,68.57625826131164,5.1221461624003535,0.03981925883813098,0.308037316211032,-0.4225325613870665,0.4927911564572285,0.16839896436189775,0.24181369249909015,False,False,"H1,H2,OOS,DD,CAGR",-0.3978693160108775,-0.6893075097510502,-0.6401970746831941,-0.22022914968667695,-0.0590897294966959
2,MA200,10,35.07269954245043,14.215781834853438,0.013718625451596633,0.16545900271196184,-0.48739348852552666,0.40298458780629465,-0.019503925045723194,0.0868598410140276,False,False,"H1,H2,OOS,DD,CAGR",-0.48767588466181133,-0.877210399158671,-0.7951509261682566,-0.2850900768251371,-0.08519036288323024
2,MOM,10,35.662430096593795,10.487605029966634,0.03336246586394531,0.27455826989823184,-0.4199746296535477,0.5260229953205017,0.0683819320080153,0.14210639447421025,False,False,"H1,H2,OOS,DD,CAGR",-0.3646374771476043,-0.7893245421049325,-0.739904372708074,-0.21767121795315814,-0.06554652247088157
2,BOTH,10,24.936959837315708,15.184076376798377,0.021511396863366894,0.2094979241618166,-0.4842840738736426,0.5287348275457895,-0.04481367966362468,0.07752867070156574,False,False,"H1,H2,OOS,DD,CAGR",-0.3619256449223165,-0.9025201537765726,-0.8044820964807184,-0.281980662173253,-0.07739759147145998
3,NONE,10,68.59379766141332,5.459176621774294,0.08477097135510392,0.5356529497233266,-0.363878516759793,0.485796041696858,0.5817802832309942,0.5412078433524165,False,False,"H1,H2,OOS,DD,CAGR",-0.40486443077124795,-0.2759261908819537,-0.34080292382986777,-0.16157510505940342,-0.014138016979722959
3,MA200,10,34.20640569395018,14.795761281376603,0.05144111051728073,0.3781164599080797,-0.5009271576942036,0.4771633958224369,0.30052636361379004,0.2671997976116418,False,False,"H1,H2,OOS,DD,CAGR",-0.4134970766456691,-0.5571801104991578,-0.6148109695706424,-0.298623745993814,-0.04746787781754615
3,MOM,10,33.24326385358414,11.448687913398365,0.0846810454129776,0.5438404124109367,-0.4017370082641156,0.5743296331761019,0.522898750500172,0.5015643359038046,False,False,"H1,H2,OOS,DD,CAGR",-0.3163308392920041,-0.3348077236127759,-0.38044643127847966,-0.19943359656372606,-0.014227942921849271
3,BOTH,10,23.21377732587697,16.31733992503819,0.06695003495787777,0.4509896186978004,-0.49448949231572503,0.5061779285264898,0.4117840445449869,0.3809076676101303,False,False,"H1,H2,OOS,DD,CAGR",-0.3844825439416162,-0.44592242956796097,-0.5011030995721539,-0.29218608061533546,-0.03195895337694911
4,NONE,10,68.57625826131164,4.896823878569727,0.12321029279553919,0.7316276017822628,-0.3790358919581269,0.7734841129563403,0.7153254345488202,0.7428722863990523,False,False,"H1,H2,OOS,DD",-0.11717635951176564,-0.14238103956412762,-0.13913848078323188,-0.17673248025773736,0.02430130446071231
4,MA200,10,34.38459583121505,13.9610250985552,0.08409852513962379,0.561571681015355,-0.3816567794829756,0.5050080777353293,0.6132658188812501,0.6424263963174501,False,False,"H1,H2,OOS,DD,CAGR",-0.3856523947327767,-0.24444065523169778,-0.23958437086483408,-0.17935336778258604,-0.014810463195203086
4,MOM,10,32.553889171326894,10.933624901919673,0.08119881760265302,0.5299228834015657,-0.4081822933640703,0.5403059460285378,0.5296870006456587,0.5447527965121127,False,False,"H1,H2,OOS,DD,CAGR",-0.3503545264395682,-0.3280194734672892,-0.3372579706701715,-0.20587888166368074,-0.01771017073217386
4,BOTH,10,23.02491103202847,15.253344943236517,0.07168883998351538,0.48266429237727343,-0.3853339613593202,0.4092328877524114,0.5464779837167534,0.5709656361509187,False,False,"H1,H2,OOS,DD,CAGR",-0.4814275847156946,-0.3112284903961945,-0.31104513103136555,-0.18303054965893062,-0.027220148351311493
5,NONE,10,68.94458566344687,3.5560151004515337,0.2688353132194561,1.68788802453257,-0.3381228106374021,1.7827824826985736,1.7391819503579806,1.7239593818449883,False,False,DD,0.8921220102304677,0.8814754762450328,0.8419486146627041,-0.13581939893701256,0.16992632488462922
5,MA200,10,32.943568886629386,12.323526417938393,0.24353881005250333,1.553355006555918,-0.3144832521749936,1.2644019333771863,1.8060937857149773,1.7401211342835052,False,False,DD,0.37374146090908034,0.9483873116020294,0.858110367101221,-0.11217984047460405,0.14462982171767647
5,MOM,10,29.31138790035587,10.81399765789782,0.2682830462504884,1.6824703438637367,-0.31029067159542234,1.469353461335934,1.8975192391284121,1.8207962332151655,False,False,DD,0.578692988867828,1.0398127650154643,0.9387854660328813,-0.10798725989503277,0.1693740579156615
5,BOTH,10,20.7956278596848,14.86512839824487,0.24881165562590035,1.5197972256928571,-0.27440025805110513,1.092598226140749,1.853962705366069,1.7980418131554228,False,False,DD,0.201937753672643,0.9962562312531211,0.9160310459731386,-0.07209684635071556,0.1499026672910735
1,NONE,10,,,-0.023451985515807183,-0.04906878840860738,-0.6131954850653468,,,,,False,,,,,,
1,NONE,25,,,-0.02796025696052462,-0.07562075546347584,-0.6241027193335605,,,,,False,,,,,,
1,NONE,50,,,-0.035428846028486616,-0.11985805765827448,-0.6416047367386819,,,,,False,,,,,,
1,NONE,100,,,-0.05019802896516834,-0.20825605332601166,-0.6742104557151591,,,,,False,,,,,,
1,MA200,10,,,-0.05339743693047738,-0.266998196082612,-0.6927731237196708,,,,,False,,,,,,
1,MA200,25,,,-0.07065379227773849,-0.3829639033129988,-0.7282050167202462,,,,,False,,,,,,
1,MA200,50,,,-0.09873686796735126,-0.5756388919862467,-0.8190876244631426,,,,,False,,,,,,
1,MA200,100,,,-0.15244898982064614,-0.956941565714346,-0.9296362644212901,,,,,False,,,,,,
1,MOM,10,,,-0.02566052250691464,-0.06724184533063504,-0.6115644483325264,,,,,False,,,,,,
1,MOM,25,,,-0.0375911264245995,-0.1395294163594538,-0.6400930364231197,,,,,False,,,,,,
1,MOM,50,,,-0.05715868100079846,-0.25987433142707217,-0.6833010626912219,,,,,False,,,,,,
1,MOM,100,,,-0.09513346215459217,-0.4997253870605182,-0.8118646587161447,,,,,False,,,,,,
1,BOTH,10,,,-0.05286029696889194,-0.24199040287036813,-0.6998076382381881,,,,,False,,,,,,
1,BOTH,25,,,-0.07150478246899217,-0.3610834061564862,-0.7359845707442008,,,,,False,,,,,,
1,BOTH,50,,,-0.1017872858820128,-0.5590770540251605,-0.8287962050978651,,,,,False,,,,,,
