panel,q,draw,from_B,k,Ebar,breadth,Emed,Ebar_IS,breadth_IS,S3_525,EW_Sharpe,ADAPT_Sharpe,S1_rho_n_OOS,S2_overlap,S3_reversal,S4_argmax_n,S5_fix_minus_adapt,spy_OOS_S,spy_OOS_CAGR,spy_OOS_DD,v2_OOS_S,v2_OOS_CAGR,v2_OOS_DD,LV_CAGR,LV_ARET,LV_DD,LV_VOL,RA_SHARPE,RA_SORTINO,RA_CALMAR,RA_VOLREL,RL_SHARPE_CAGR,RL_CALMAR_CAGR,RL_SORTINO_CAGR,RL_SHARPE_ARET,RR_SHARPE_SORTINO,RR_SHARPE_CALMAR,LL_CAGR_ARET,LL_CAGR_NEGDD,IS_LV_CAGR,IS_LV_ARET,IS_LV_DD,IS_LV_VOL,IS_RA_SHARPE,IS_RA_SORTINO,IS_RA_CALMAR,IS_RA_VOLREL,IS_RL_SHARPE_CAGR,IS_RL_CALMAR_CAGR,IS_RL_SORTINO_CAGR,IS_RL_SHARPE_ARET,IS_RR_SHARPE_SORTINO,IS_RR_SHARPE_CALMAR,IS_LL_CAGR_ARET,IS_LL_CAGR_NEGDD
MIX q=0.25 k=80 d2,0.25,2,True,80.0,48.474127557160045,0.6059265944645006,51.0,49.51692307692308,0.6189615384615385,0.2,0.8966589649268129,0.7881892812044203,0.8999999999999998,0.7611825192802055,0.2,15.0,0.05005054815078003,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.103148872653619,0.08088140714987957,-0.11015059699568264,0.10546099743084736,0.10871358064179541,0.19953963891116433,0.12969269275288578,0.8382398293552004,1.106202042251973,0.5285215409144792,1.0967295734205047,0.2,0.1,0.1,0.4,0.1,0.1,0.2,0.4,0.12539391239702158,0.1255164215266775,0.14519048359944509,0.12120617370722384,1.035561289393271,1.4079874971877389,0.863651041641002,1.1142155207861058,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.7
MIX q=0.25 k=100 d0,0.25,0,True,100.0,61.143200962695545,0.6114320096269555,64.0,62.113846153846154,0.6211384615384615,0.6,0.9289456787627313,0.8787171625102307,0.9999999999999999,0.697625,0.6,30.0,0.06474471410824367,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.0518692299348373,0.07443212194452098,-0.11302970386212308,0.1242016719178225,0.12604374325461004,0.20504107564161278,0.13359707093451614,0.9434618766184744,1.2558865610691272,0.6057404426365385,1.1559720277114505,0.6,0.6,0.5,1.0,0.1,0.0,0.4,0.6,0.12086002256136053,0.12232702447408791,0.15706842082578898,0.12799077444967707,0.9557487639250436,1.2898305647291046,0.769473723145223,1.1590784610578548,0.2,0.2,0.3,0.2,0.1,0.0,0.0,0.3
MIX q=0.25 k=100 d1,0.25,1,True,100.0,61.96871239470517,0.6196871239470518,66.0,62.784615384615385,0.6278461538461538,0.2,0.9192484661203721,0.7787146157968239,0.8999999999999998,0.7001256281407034,0.2,30.0,0.03902238629641697,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.9907134832441366,0.07458027721615257,-0.1310046080677224,0.10627426088928793,0.11010477589222674,0.21158896452485954,0.13464570590590966,0.8177370020932409,1.0749439213025744,0.5022675030710394,1.1431048804627273,0.2,0.1,0.2,0.5,0.0,0.1,0.3,0.2,0.10830176289637938,0.11097370797146942,0.13622085724840982,0.12735214347144325,0.8713925415503789,1.1671995383385003,0.7950453776610897,1.1604303914594842,0.2,0.1,0.2,0.3,0.0,0.1,0.1,0.2
MIX q=0.25 k=100 d2,0.25,2,True,100.0,59.86642599277978,0.5986642599277978,63.0,61.01538461538462,0.6101538461538462,0.7,0.9290292990045973,0.8355061012755325,0.8999999999999998,0.7085012594458437,0.7,30.0,0.040689492990513276,0.8767278433896203,0.15331427255204866,-0.3371595330739301,1.0539682984666112,0.07752544870314604,-0.11681508361230153,0.11455167071180505,0.11749050882255663,0.21482226828298456,0.1340916452803826,0.8761955942660458,1.1505292201651067,0.5332392755526935,1.1294784951833803,0.7,0.5,0.6,0.9,0.1,0.2,0.2,0.7,0.13001562028555047,0.13023713395722852,0.1390426791047965,0.126223320675546,1.031799300321055,1.4046575604712208,0.9350770649892157,1.135547255040279,0.2,0.1,0.2,0.5,0.0,0.1,0.3,0.1
MIX q=0.50 k=40 d0,0.5,0,True,40.0,21.703971119133573,0.5425992779783394,23.0,22.055384615384614,0.5513846153846154,0.5,0.8791945343787438,0.8609666741023136,0.7999999999999999,0.9297682709447416,0.5,10.0,-0.05205156194503191,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.8485011403638141,0.05844683505460524,-0.15772591609433195,0.08335947483878647,0.08569715035073648,0.20542249260220136,0.10594084479667122,0.8089151121572817,1.1266813459008598,0.40579526507942476,0.8927890005369755,0.5,0.3,0.4,0.5,0.1,0.2,0.0,0.9,0.12780671144786804,0.12603730211402814,0.11931175758973911,0.10707926943672193,1.1770467129354985,1.679782703325031,1.071199637233904,0.9122432175901692,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.8
MIX q=0.50 k=40 d1,0.5,1,True,40.0,22.756919374247893,0.5689229843561974,25.0,23.236923076923077,0.580923076923077,0.5,0.9240667278288324,0.963929075125765,0.8999999999999998,0.8998310810810811,0.5,10.0,0.024542041273072912,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.9498383592647073,0.0774252390408483,-0.11213875528347039,0.11066921581686229,0.11133677851585584,0.16151633544120214,0.11263533821956676,0.9884711163988379,1.3644900089532626,0.685188996608643,0.8569830572508299,0.5,0.8,0.2,0.5,0.3,0.5,0.0,1.0,0.1119467519470545,0.11201387022322261,0.13820718182930702,0.10842065276904551,1.033141448261073,1.4842872714411979,0.8099922917559703,0.8563788106402377,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.7
MIX q=0.50 k=40 d2,0.5,2,True,40.0,20.335740072202167,0.5083935018050542,22.0,20.363076923076925,0.5090769230769231,1.0,0.8944955240598012,0.9092988388532585,0.7,0.9435150375939849,1.0,30.0,0.0048662401992097815,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.8972451430156004,0.06862260416594701,-0.11501059784261614,0.0972582839894327,0.09866866090912695,0.1879319296738733,0.10793308907773744,0.9141650790524682,1.2028274520298208,0.5175186790143078,0.8528381301813914,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.11232273028795858,0.11189521168639184,0.10713075374391134,0.10410568116996124,1.0748232990638957,1.4813132768177801,1.0484639224741972,0.8632012507995772,0.6,0.5,0.5,0.6,0.1,0.1,0.0,0.9
MIX q=0.50 k=60 d0,0.5,0,True,60.0,31.85800240673887,0.5309667067789812,34.0,31.818461538461538,0.5303076923076923,0.3,0.813928041048003,0.7865279182373234,0.7999999999999999,0.8530612244897959,0.3,5.0,0.0021756892065576405,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.8068757712347608,0.05956867593089088,-0.12278461402154683,0.09392034267400651,0.09743123109803435,0.20391525099938423,0.12353339097027893,0.788703607443881,1.0482072003491358,0.46058518043012936,1.0087572894394596,0.3,1.0,0.2,0.3,0.1,0.7,0.0,1.0,0.09864136526878764,0.10083966535145578,0.15963276250869352,0.11610764317482573,0.8685015266361006,1.2007120540897769,0.6179268197743285,1.008260593471775,0.1,0.2,0.2,0.1,0.1,0.3,0.0,1.0
MIX q=0.50 k=60 d1,0.5,1,True,60.0,32.380264741275575,0.5396710790212595,34.0,31.686153846153847,0.528102564102564,0.4,0.756625722870469,0.6610596462954048,0.8999999999999998,0.8484137931034481,0.4,30.0,0.1588894658562947,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.9522219189586524,0.07047331336032725,-0.12189005938185449,0.0941280909832587,0.09699095536665199,0.21356369421500954,0.11828899370612113,0.8199491121516995,1.0790412030266083,0.4407494978453283,1.0106664452116485,0.4,0.5,0.4,0.6,0.0,0.1,0.2,0.5,0.05606447871683029,0.06019620276067414,0.14289467847744652,0.10616862576223178,0.5669867376402288,0.7955788455437135,0.39234826177014775,1.0174174348029112,0.2,0.4,0.3,0.2,0.1,0.2,0.0,0.9
MIX q=0.50 k=60 d2,0.5,2,True,60.0,32.080625752105895,0.5346770958684316,34.0,31.73846153846154,0.5289743589743591,0.7,0.802541073763332,0.8122416964644597,-0.6,0.8448347107438017,0.7,30.0,0.07352911677265328,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.8918319238208193,0.06239261875956692,-0.11207415337770676,0.10017241461183302,0.10214882028794191,0.19731193099153854,0.11532195322019216,0.8857708132371129,1.1709282776100116,0.5076855419155002,0.9735919030805581,0.7,0.8,0.6,0.7,0.1,0.1,0.0,0.9,0.07701863731824377,0.0802380407224052,0.19731193099153854,0.10975827502945662,0.7310432010786534,1.0100692172135124,0.3903394839389951,0.9893670944553946,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0
MIX q=0.50 k=80 d0,0.5,0,True,80.0,43.014440433213,0.5376805054151624,46.0,44.19384615384615,0.5524230769230768,0.2,0.5680639990775267,0.4144825607408829,0.8999999999999998,0.776038961038961,0.2,30.0,0.0886015476930267,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.6510222206920545,0.04323863935586614,-0.11952719601477813,0.0562542435296689,0.06246365314995391,0.22206983257489155,0.12416145154018475,0.5030841084339096,0.670256910849317,0.2533178094359014,1.0640768876135418,0.2,0.2,0.2,0.3,0.0,0.0,0.1,0.3,0.08533560235216808,0.08909906804955486,0.18290572406951966,0.11990813434327771,0.7430610820320043,1.0392482597506516,0.4665551216961003,1.1069610430333974,0.3,0.1,0.3,0.3,0.0,0.2,0.0,0.5
MIX q=0.50 k=80 d1,0.5,1,True,80.0,41.57400722021661,0.5196750902527075,45.0,41.61846153846154,0.5202307692307692,0.7,0.7008904223783929,0.5654129381469089,0.49999999999999994,0.7757555847568989,0.7,30.0,0.07612224207006346,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.8111585610551123,0.05550265936552723,-0.10440010093269303,0.07349337992513383,0.07841300607393194,0.22039123795840743,0.12222713343235836,0.6415351802169723,0.8691441458484009,0.3334677939374505,1.0555760405789465,0.7,0.5,0.7,0.7,0.0,0.2,0.0,0.6,0.06746431445291656,0.07136261818650544,0.18422426566883465,0.11011453083332154,0.6480763042483993,0.9153044190086288,0.3662075362764198,1.068366499797554,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.8
MIX q=0.50 k=80 d2,0.5,2,True,80.0,44.285198555956676,0.5535649819494585,46.0,44.353846153846156,0.5544230769230769,0.3,0.8024452452586266,0.6808854131332184,0.9999999999999999,0.7548701298701299,0.3,30.0,0.013108676211686321,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.7746221096268587,0.054277736440111246,-0.12674425890570395,0.08528556747893767,0.09035428576697026,0.21753434518935955,0.13019460418209056,0.6939940893449047,0.9222970831112036,0.3920556425455401,1.0970527406256014,0.3,0.2,0.3,0.3,0.0,0.1,0.0,0.2,0.08755414590164001,0.09149570320043875,0.18014264923196455,0.12281229618181573,0.745004417676429,1.0319643946251507,0.48602674755215264,1.073573410731937,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1
MIX q=0.50 k=100 d0,0.5,0,True,100.0,51.11672683513839,0.5111672683513839,54.0,50.55384615384615,0.5055384615384616,0.3,0.9173410466747363,0.8186303557445671,0.8999999999999998,0.7139949109414759,0.3,30.0,-0.0704308978143997,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.8760541417780086,0.06291251819176646,-0.10771360188594492,0.09578948915182073,0.1005406664726953,0.22215289960495666,0.13437682346206561,0.7481994579301674,1.0055029922119423,0.43118721080012173,1.1497903230588893,0.3,0.3,0.3,0.7,0.0,0.0,0.4,0.4,0.11202697027657194,0.11374028233920429,0.158551175274792,0.12268794267427471,0.9270697662701408,1.2890553533684677,0.7065666342896108,1.1227639744846452,0.5,0.3,0.5,0.5,0.0,0.2,0.0,0.9
MIX q=0.50 k=100 d1,0.5,1,True,100.0,50.383874849578824,0.5038387484957882,53.0,51.49846153846154,0.5149846153846154,0.5,0.7267477902843055,0.7005388151206265,0.7,0.6988476312419973,0.5,20.0,0.0859150623422682,0.8767278433896203,0.15331427255204866,-0.3371595330739301,0.8471550282221456,0.057063096752639986,-0.10361766763904756,0.09819085853401432,0.10213449835688229,0.21738464844623417,0.1298671178103525,0.7864538774628947,1.052331939318707,0.451691778770201,1.1107777526961573,0.5,0.5,0.3,0.5,0.2,0.2,0.0,0.6,0.09418202399530329,0.09761577281943629,0.15052737769777425,0.12310809659714794,0.7929273176797517,1.0687959447541078,0.625680360847048,1.1309273601693972,0.6,0.5,0.6,0.6,0.0,0.1,0.0,0.6
