S,F,rows,G_TOTAL,G_SIZE,G_DATE,G_JOINT,G_SIZE_GIVEN_DATE,G_DATE_GIVEN_SIZE,G_RESIDUAL,share_SIZE,share_DATE,share_JOINT,share_RESID,stat,pool,tree
2,213,344181,-0.07288612809467247,-0.04177483549142291,-0.0028598532240081543,-0.042857767031651575,-0.03999791380764342,-0.0010829315402286627,-0.030028361063020897,0.5731520741115674,0.03923727736358096,0.588009929351484,0.411990070648516,keep4b,BOOL,FULL
3,213,344181,-0.07288612809467247,-0.05425845679881714,-0.012257204397043834,-0.04749067872743985,-0.03523347433039602,0.006767778071377288,-0.02539544936723262,0.7444277562438263,0.16816923490740018,0.6515736254469955,0.34842637455300457,keep4b,BOOL,FULL
4,213,344181,-0.07288612809467247,-0.06664376301140466,-0.009568616421835941,-0.06907902050320874,-0.0595104040813728,-0.00243525749180408,-0.0038071075914637292,0.9143545521424935,0.13128172221478382,0.9477663625303482,0.05223363746965186,keep4b,BOOL,FULL
5,213,344181,-0.07288612809467247,-0.08410320189331816,-0.01019730956914506,-0.08269764125708189,-0.07250033168793682,0.0014055606362362721,0.009811513162409413,1.1538986099532647,0.13990741222938444,1.1346142732354385,-0.13461427323543854,keep4b,BOOL,FULL
10,213,344181,-0.07288612809467247,-0.08948816979541334,-0.02185919269305557,-0.07520857732856813,-0.05334938463551256,0.014279592466845209,0.002322449233895657,1.2277805411638318,0.29990882029928195,1.031864077494678,-0.03186407749467781,keep4b,BOOL,FULL
2,766,1382967,-0.06486904006235004,-0.05583236731132019,0.008680957483594544,-0.05522504880904105,-0.0639060062926356,0.0006073185022791444,-0.009643991253308996,0.860693595244448,-0.13382281401498597,0.8513313709584803,0.14866862904151967,pass4b,BOOL,FULL
3,766,1382967,-0.06486904006235004,-0.05820254573387074,0.02011510745763937,-0.048880538925410305,-0.06899564638304967,0.009322006808460438,-0.01598850113693974,0.8972314940675601,-0.31008794701301845,0.7535264723884907,0.24647352761150934,pass4b,BOOL,FULL
4,766,1382967,-0.06486904006235004,-0.05699995159903209,0.01147385527650081,-0.0573697504771628,-0.0688436057536636,-0.00036979887813071155,-0.007499289585187245,0.8786926944540193,-0.17687721701249945,0.8843933935513896,0.11560660644861043,pass4b,BOOL,FULL
5,766,1382967,-0.06486904006235004,-0.06255157099821161,0.012758723645511236,-0.06172160984890057,-0.07448033349441181,0.0008299611493110398,-0.003147430213449473,0.9642746514838055,-0.19668432943123498,0.9514802406444698,0.04851975935553022,pass4b,BOOL,FULL
10,766,1382967,-0.06486904006235004,-0.06121288441933363,0.014574498604124547,-0.047984686381242654,-0.0625591849853672,0.013228198038090978,-0.01688435368110739,0.9436378950651616,-0.2246757249701245,0.739716301260529,0.26028369873947094,pass4b,BOOL,FULL
2,206,337291,-0.0072164868539415245,-0.00532041982365921,-0.001221827506336645,-0.005406378802163048,-0.004184551295826403,-8.595897850383755e-05,-0.0018101080517784768,0.7372589919918285,0.16931057051247908,0.7491704636322,0.2508295363678001,keep4a,BOOL,FULL
3,206,337291,-0.0072164868539415245,-0.0027902134690259593,0.0039058462787947717,-0.002859278790675616,-0.006765125069470388,-6.906532164965666e-05,-0.004357208063265909,0.3866442945852512,-0.5412392979918564,0.3962147854691824,0.6037852145308177,keep4a,BOOL,FULL
4,206,337291,-0.0072164868539415245,-0.002618168945726949,0.0035954820902611654,-0.0008360485966287558,-0.004431530686889921,0.0017821203490981934,-0.006380438257312769,0.3628038128132873,-0.49823164138342096,0.11585257668308784,0.8841474233169122,keep4a,BOOL,FULL
5,206,337291,-0.0072164868539415245,-0.0002971460924842938,0.003741098228909585,0.003974888537664079,0.0002337903087544944,0.004272034630148373,-0.011191375391605604,0.04117600412754824,-0.518409900084036,-0.5508065930298288,1.550806593029829,keep4a,BOOL,FULL
10,206,337291,-0.0072164868539415245,-0.006769337057923024,0.005985140566144324,-0.0077357147622033615,-0.013720855328347686,-0.0009663777042803372,0.000519227908261837,0.938037745364384,-0.829370396881599,1.071950232678418,-0.07195023267841795,keep4a,BOOL,FULL
2,726,975513,0.008303226678207308,0.01930379597442109,-0.009722361367552787,0.0002336657587318992,0.009956027126284687,-0.019070130215689193,0.008069560919475409,2.324854748947892,-1.1709136392807566,0.02814156083985754,0.9718584391601425,pass4a,BOOL,FULL
3,726,975513,0.008303226678207308,0.02779842931485495,-0.018619624453509433,-0.0027616176232433745,0.015858006830266058,-0.030560046938098325,0.011064844301450683,3.347906830944993,-2.2424564780796117,-0.3325957161318419,1.3325957161318418,pass4a,BOOL,FULL
4,726,975513,0.008303226678207308,0.02897656058717944,-0.012798895228203159,0.003596604684986747,0.016395499913189907,-0.02537995590219269,0.004706621993220562,3.4897951977189146,-1.5414363264097324,0.4331574729166932,0.5668425270833067,pass4a,BOOL,FULL
5,726,975513,0.008303226678207308,0.02488859014861197,-0.010635388564120801,0.003539245788600279,0.01417463435272108,-0.02134934436001169,0.00476398088960703,2.997460037305099,-1.2808741681152096,0.4262494480476369,0.5737505519523631,pass4a,BOOL,FULL
10,726,975513,0.008303226678207308,0.0387519644160921,-0.007359878008551242,0.008846259930421745,0.01620613793897299,-0.029905704485670353,-0.0005430332522144369,4.667097011551028,-0.8863877012858166,1.0654002682643466,-0.06540026826434653,pass4a,BOOL,FULL
2,1140,1794884,-0.0647027405817685,-0.044478473103301844,0.0019037889803744017,-0.03979014886549335,-0.04169393784586775,0.004688324237808496,-0.024912591716275155,0.6874279621446929,-0.029423621986590758,0.614968523863503,0.385031476136497,ALL4b,BOOL,FULL
3,1140,1794884,-0.0647027405817685,-0.05205173889387348,0.0015315673222550095,-0.04883698955925742,-0.050368556881512434,0.00321474933461606,-0.01586575102251108,0.804475025723103,-0.023670826127055337,0.7547901235735041,0.24520987642649597,ALL4b,BOOL,FULL
4,1140,1794884,-0.0647027405817685,-0.0550587618726517,0.004502231066018553,-0.05271089386260177,-0.057213124928620324,0.002347868010049929,-0.011991846719166734,0.8509494555809555,-0.06958331324975067,0.8146624607962013,0.18533753920379864,ALL4b,BOOL,FULL
5,1140,1794884,-0.0647027405817685,-0.059229668754351567,0.018171238601887685,-0.051136401926338663,-0.06930764052822636,0.008093266828012903,-0.01356633865542984,0.9154120555295443,-0.2808418691156314,0.790328222059075,0.20967177794092495,ALL4b,BOOL,FULL
10,1140,1794884,-0.0647027405817685,-0.06776264495473716,0.020838378156820547,-0.055774629535659925,-0.07661300769248047,0.011988015419077236,-0.008928111046108578,1.047291727451663,-0.32206330009292133,0.8620134021243564,0.13798659787564363,ALL4b,BOOL,FULL
