panel,theta,cad,family,split,window,n,c_bar,gap0_pp,pred0_pp,resid0_pp
U56,-0.12,Q,QUANTILE-F,2012-12-31,OOS,3443,0.9234980057314287,-1.0761502660228572,-1.059829212755914,-0.01632105326694333
U56,-0.12,Q,QUANTILE-F,2014-12-31,IS,1503,0.9233223650803667,-1.1620781905628874,-1.1406485424508395,-0.02142964811204795
U56,-0.12,Q,QUANTILE-F,2014-12-31,OOS,2939,0.9234922481344698,-1.0304984815572515,-1.0144400056599112,-0.01605847589734033
U56,-0.12,Q,QUANTILE-F,2016-12-31,IS,2007,0.9232299934162725,-1.0642576107620094,-1.0414080627217936,-0.022849548040215772
U56,-0.12,Q,QUANTILE-F,2016-12-31,OOS,2435,0.9236035462819461,-1.0832913147907686,-1.0693920241837684,-0.013899290607000125
U56,-0.12,Q,QUANTILE-F,2018-12-31,IS,2509,0.9231961782875979,-0.9654258747257671,-0.9477455168175997,-0.017680357908167466
U56,-0.12,Q,QUANTILE-F,2018-12-31,OOS,1933,0.9237444493840741,-1.2202147557368148,-1.2010373604414815,-0.019177395295333355
U56,-0.12,Q,QUANTILE-F,2020-12-31,IS,3014,0.9234074856467194,-1.0761068146328157,-1.0583255733615848,-0.01778124127123082
U56,-0.12,Q,QUANTILE-F,2020-12-31,OOS,1428,0.9234923461090937,-1.0716547709027413,-1.0534556097909542,-0.0181991611117871
U56,-0.25,W,MA-THRESH,2012-12-31,IS,999,0.9462383163160698,-0.538498482881189,-0.6841817496418656,0.14568326676067667
U56,-0.25,W,MA-THRESH,2012-12-31,OOS,3443,0.9786004610253058,-0.5416720072736858,-0.27955830069075205,-0.26211370658293376
U56,-0.25,W,MA-THRESH,2014-12-31,IS,1503,0.9596761214495503,-0.4495056120012553,-0.5456303552688002,0.09612474326754494
U56,-0.25,W,MA-THRESH,2014-12-31,OOS,2939,0.9772780723957835,-0.587400418287265,-0.2887664910902865,-0.29863392719697845
U56,-0.25,W,MA-THRESH,2016-12-31,IS,2007,0.9624638658722114,-0.42891947268013375,-0.4642297084456404,0.035310235765506626
U56,-0.25,W,MA-THRESH,2016-12-31,OOS,2435,0.9786236084206791,-0.6341404067807588,-0.2886068330709479,-0.34553357370981086
U56,-0.25,W,MA-THRESH,2018-12-31,IS,2509,0.9686748411425692,-0.33488553657350373,-0.36135701622710403,0.026471479653600305
U56,-0.25,W,MA-THRESH,2018-12-31,OOS,1933,0.9747585560699307,-0.8156109433531844,-0.3766341840725662,-0.4389767592806182
U56,-0.25,W,MA-THRESH,2020-12-31,IS,3014,0.9689557648689018,-0.6454044543747095,-0.40282099701511864,-0.24258345735959086
U56,-0.25,W,MA-THRESH,2020-12-31,OOS,1428,0.97631707982844,-0.3202633009985245,-0.3081018765256571,-0.012161424472867388
U56,-0.25,W,QUANTILE-M,2012-12-31,IS,999,0.9802611009655143,-0.27329736207182265,-0.26975906526058857,-0.0035382968112340762
U56,-0.25,W,QUANTILE-M,2012-12-31,OOS,3443,0.9814305063762547,-0.24745306183591165,-0.2466791086011888,-0.0007739532347228462
U56,-0.25,W,QUANTILE-M,2014-12-31,IS,1503,0.9804365499484056,-0.2802394132589425,-0.277730795858,-0.0025086174009425477
U56,-0.25,W,QUANTILE-M,2014-12-31,OOS,2939,0.9815413197500987,-0.23956631608172962,-0.2390548010140714,-0.0005115150676582303
U56,-0.25,W,QUANTILE-M,2016-12-31,IS,2007,0.9805780943872544,-0.25149176239092075,-0.2491227090773096,-0.002369053313611147
U56,-0.25,W,QUANTILE-M,2016-12-31,OOS,2435,0.9816533215124331,-0.2546929770166573,-0.2535642245295566,-0.0011287524871006482
U56,-0.25,W,QUANTILE-M,2018-12-31,IS,2509,0.9807097629993112,-0.2297919940281723,-0.22708682215331066,-0.002705171874861634
U56,-0.25,W,QUANTILE-M,2018-12-31,OOS,1933,0.9817616543987181,-0.28457443173222075,-0.28279119132208486,-0.001783240410135889
U56,-0.25,W,QUANTILE-M,2020-12-31,IS,3014,0.9808509054451262,-0.2575995521402863,-0.2561227332559035,-0.00147681888438278
U56,-0.25,W,QUANTILE-M,2020-12-31,OOS,1428,0.9818357453125933,-0.2440523991925181,-0.24264122185995163,-0.00141117733256646
U56,-0.25,W,QUANTILE-F,2012-12-31,IS,999,0.9716214334222303,-0.4038533406641509,-0.4009184362208762,-0.0029349044432747107
U56,-0.25,W,QUANTILE-F,2012-12-31,OOS,3443,0.9716215223795485,-0.37774559575829425,-0.3761215586292943,-0.0016240371289999445
U56,-0.25,W,QUANTILE-F,2014-12-31,IS,1503,0.9716202139011623,-0.4145439861866107,-0.41210331881720297,-0.002440667369407734
U56,-0.25,W,QUANTILE-F,2014-12-31,OOS,2939,0.9716221612957286,-0.36793207423049257,-0.3662808281548191,-0.0016512460756734626
U56,-0.25,W,QUANTILE-F,2016-12-31,IS,2007,0.9716175092783307,-0.3729304636072017,-0.37087589629416495,-0.0020545673130367703
U56,-0.25,W,QUANTILE-F,2016-12-31,OOS,2435,0.9716247936016362,-0.3924058244213713,-0.3906012392892455,-0.00180458513212578
U56,-0.25,W,QUANTILE-F,2018-12-31,IS,2509,0.9716169952250118,-0.3418573879597764,-0.3402921054964647,-0.001565282463311668
U56,-0.25,W,QUANTILE-F,2018-12-31,OOS,1933,0.971627352572188,-0.43920324660715604,-0.43679971719376987,-0.002403529413386174
U56,-0.25,W,QUANTILE-F,2020-12-31,IS,3014,0.971620939371411,-0.38664253556304207,-0.384845994003169,-0.0017965415598730772
U56,-0.25,W,QUANTILE-F,2020-12-31,OOS,1428,0.9716226906695804,-0.37713199727749114,-0.3749625990693728,-0.002169398208118345
U56,-0.25,M,MA-THRESH,2012-12-31,IS,999,0.9411193173258702,-0.688022976116831,-0.7600366579317619,0.07201368181493084
U56,-0.25,M,MA-THRESH,2012-12-31,OOS,3443,0.9798128025735853,-0.3219485847176573,-0.26431613327919656,-0.05763245143846074
U56,-0.25,M,MA-THRESH,2014-12-31,IS,1503,0.9563962993251066,-0.5319932146417905,-0.5987094975157037,0.06671628287391318
U56,-0.25,M,MA-THRESH,2014-12-31,OOS,2939,0.978635603737245,-0.3395837113474798,-0.27140532081499913,-0.06817839053248065
U56,-0.25,M,MA-THRESH,2016-12-31,IS,2007,0.9597338943425652,-0.487881692112091,-0.5052124436508487,0.017330751538757738
U56,-0.25,M,MA-THRESH,2016-12-31,OOS,2435,0.9804877828845465,-0.3349400231955624,-0.26279243717779455,-0.07214758601776783
U56,-0.25,M,MA-THRESH,2018-12-31,IS,2509,0.9667100178926866,-0.36736704652031715,-0.3890474663554633,0.021680419835146125
U56,-0.25,M,MA-THRESH,2018-12-31,OOS,1933,0.9768226810018872,-0.4536904551398102,-0.34456612487054894,-0.10912433026926127
U56,-0.25,M,MA-THRESH,2020-12-31,IS,3014,0.9683900953075749,-0.4961695820436596,-0.4114354127769726,-0.08473416926668698
U56,-0.25,M,MA-THRESH,2020-12-31,OOS,1428,0.9768528921655237,-0.21038629096985506,-0.3037667025820978,0.09338041161224275
U56,-0.25,M,QUANTILE-M,2012-12-31,IS,999,0.9803424587518904,-0.2737659678005766,-0.26549650916145584,-0.008269458639120764
U56,-0.25,M,QUANTILE-M,2012-12-31,OOS,3443,0.9815054544095891,-0.24534137207179452,-0.24260030626597207,-0.0027410658058224513
U56,-0.25,M,QUANTILE-M,2014-12-31,IS,1503,0.9805206142197367,-0.2814985119562241,-0.27554471071429276,-0.005953801241931345
U56,-0.25,M,QUANTILE-M,2014-12-31,OOS,2939,0.9816137845025825,-0.23663799597997137,-0.23402461348900339,-0.002613382490967986
U56,-0.25,M,QUANTILE-M,2016-12-31,IS,2007,0.9806488406647955,-0.2525649213968473,-0.246993620057534,-0.005571301339313273
U56,-0.25,M,QUANTILE-M,2016-12-31,OOS,2435,0.9817343624686282,-0.25099372312347157,-0.24786542113015564,-0.0031283019933159295
U56,-0.25,M,QUANTILE-M,2018-12-31,IS,2509,0.980774823792508,-0.23144473241527574,-0.22590900860379737,-0.005535723811478377
U56,-0.25,M,QUANTILE-M,2018-12-31,OOS,1933,0.9818527485411027,-0.2787126286331487,-0.27480159465214093,-0.003911033981007783
U56,-0.25,M,QUANTILE-M,2020-12-31,IS,3014,0.980927555614113,-0.25790741144000595,-0.2530684593982535,-0.004838952041752442
U56,-0.25,M,QUANTILE-M,2020-12-31,OOS,1428,0.9819115848770432,-0.2386520933392644,-0.23639537535928845,-0.002256717979975953
U56,-0.25,M,QUANTILE-F,2012-12-31,IS,999,0.9717478730539578,-0.404264691546774,-0.3947433265407474,-0.009521365006026627
U56,-0.25,M,QUANTILE-F,2012-12-31,OOS,3443,0.971742717784569,-0.3770280948371729,-0.3724483330067585,-0.004579761830414419
U56,-0.25,M,QUANTILE-F,2014-12-31,IS,1503,0.9717487573801317,-0.41745148346277183,-0.4101685257967391,-0.007282957666032708
U56,-0.25,M,QUANTILE-F,2014-12-31,OOS,2939,0.9717413814803804,-0.3657846128279463,-0.36090465258484805,-0.004879960243098225
U56,-0.25,M,QUANTILE-F,2016-12-31,IS,2007,0.971729394325142,-0.37568101800486975,-0.36914142470994005,-0.006539593294929702
U56,-0.25,M,QUANTILE-F,2016-12-31,OOS,2435,0.9717558144158585,-0.3892718671659967,-0.38429207694565815,-0.004979790220338565
U56,-0.25,M,QUANTILE-F,2018-12-31,IS,2509,0.9717200366235552,-0.3430685962846347,-0.3374542133529612,-0.0056143829316734895
U56,-0.25,M,QUANTILE-F,2018-12-31,OOS,1933,0.9717748218441156,-0.4364740634301034,-0.43060756174502224,-0.005866501685081182
U56,-0.25,M,QUANTILE-F,2020-12-31,IS,3014,0.9717444885377178,-0.38606361735877837,-0.379253832987958,-0.00680978437082036
U56,-0.25,M,QUANTILE-F,2020-12-31,OOS,1428,0.9717425868770969,-0.3769072025519238,-0.3735958535616035,-0.003311348990320262
U56,-0.25,Q,MA-THRESH,2012-12-31,IS,999,0.9407945295698908,-0.6806783746168055,-0.764139875440506,0.08346150082370052
U56,-0.25,Q,MA-THRESH,2012-12-31,OOS,3443,0.9782872017959647,-0.37376869986556205,-0.29396632051783556,-0.0798023793477265
U56,-0.25,Q,MA-THRESH,2014-12-31,IS,1503,0.9575982753780206,-0.5493802750580645,-0.5919840772536489,0.04260380219558435
U56,-0.25,Q,MA-THRESH,2014-12-31,OOS,2939,0.9761232946344549,-0.38899174306374906,-0.31292001566154415,-0.07607172740220491
U56,-0.25,Q,MA-THRESH,2016-12-31,IS,2007,0.9606205308320994,-0.5037720050298677,-0.4980312483784832,-0.005740756651384515
U56,-0.25,Q,MA-THRESH,2016-12-31,OOS,2435,0.9774665977181947,-0.3923719400048542,-0.3158654774856995,-0.07650646251915472
U56,-0.25,Q,MA-THRESH,2018-12-31,IS,2509,0.9675592949272404,-0.3908358492592301,-0.3825848714014146,-0.008250977857815478
U56,-0.25,Q,MA-THRESH,2018-12-31,OOS,1933,0.9728351266691058,-0.5128469672185165,-0.4220115466954999,-0.09083542052301663
U56,-0.25,Q,MA-THRESH,2020-12-31,IS,3014,0.9679077482697168,-0.5789490914876794,-0.42882840694347113,-0.15012068454420824
U56,-0.25,Q,MA-THRESH,2020-12-31,OOS,1428,0.9739654184446083,-0.15562988040296322,-0.35050016965281205,0.19487028924984884
U56,-0.25,Q,QUANTILE-M,2012-12-31,IS,999,0.9805263225595627,-0.27071159233409414,-0.2616905128603797,-0.009021079473714444
U56,-0.25,Q,QUANTILE-M,2012-12-31,OOS,3443,0.9817567418630575,-0.2538345721202928,-0.249860464955165,-0.003974107165127805
U56,-0.25,Q,QUANTILE-M,2014-12-31,IS,1503,0.9807260372542413,-0.2811868871242629,-0.27400367105383516,-0.0071832160704277115
U56,-0.25,Q,QUANTILE-M,2014-12-31,OOS,2939,0.9818656088732173,-0.2456626838529985,-0.24198834250526158,-0.0036743413477369202
U56,-0.25,Q,QUANTILE-M,2016-12-31,IS,2007,0.9808332023842872,-0.253029226317647,-0.245846571746422,-0.007182654571225022
U56,-0.25,Q,QUANTILE-M,2016-12-31,OOS,2435,0.9820131504255628,-0.2614598805177337,-0.2574740531449127,-0.003985827372821049
U56,-0.25,Q,QUANTILE-M,2018-12-31,IS,2509,0.9809662178207842,-0.2340411723664726,-0.22749550124319118,-0.006545671123281416
U56,-0.25,Q,QUANTILE-M,2018-12-31,OOS,1933,0.9821469311739073,-0.28918627541498765,-0.2837685960207281,-0.0054176793942595225
U56,-0.25,Q,QUANTILE-M,2020-12-31,IS,3014,0.9811555168239344,-0.260930475370702,-0.2555634378943461,-0.005367037476355918
U56,-0.25,Q,QUANTILE-M,2020-12-31,OOS,1428,0.9821649375099242,-0.2506540457051898,-0.2461105089313298,-0.004543536773859991
U56,-0.25,Q,QUANTILE-F,2012-12-31,IS,999,0.9720422557507343,-0.39649322460899583,-0.386786337680034,-0.009706886928961822
U56,-0.25,Q,QUANTILE-F,2012-12-31,OOS,3443,0.9721376665914284,-0.3891948769712439,-0.38277169363156727,-0.006423183339676619
U56,-0.25,Q,QUANTILE-F,2014-12-31,IS,1503,0.9720672969171068,-0.41477943211387647,-0.4062128396377318,-0.008566592476144663
U56,-0.25,Q,QUANTILE-F,2014-12-31,OOS,2939,0.9721412222874652,-0.37869379664010605,-0.3722712290077368,-0.006422567632369258
U56,-0.25,Q,QUANTILE-F,2016-12-31,IS,2007,0.9720260241319127,-0.37514166820327155,-0.3663846629432088,-0.008757005260062733
U56,-0.25,Q,QUANTILE-F,2016-12-31,OOS,2435,0.972190541739845,-0.4038888599444235,-0.3979763678863213,-0.005912492058102181
U56,-0.25,Q,QUANTILE-F,2018-12-31,IS,2509,0.9720200574388111,-0.345274488489955,-0.3383175015405637,-0.006956986949391286
U56,-0.25,Q,QUANTILE-F,2018-12-31,OOS,1933,0.9722410116168105,-0.4517803361044681,-0.4439103842465819,-0.007869951857886193
U56,-0.25,Q,QUANTILE-F,2020-12-31,IS,3014,0.9721055602193428,-0.389335121072798,-0.38217477506654607,-0.0071603460062519275
U56,-0.25,Q,QUANTILE-F,2020-12-31,OOS,1428,0.9721386842214095,-0.3939960361506234,-0.38682967611738395,-0.0071663600332394495
U56,-0.4,W,MA-THRESH,2012-12-31,IS,999,0.977620877742011,-0.3709395351446432,-0.29564783202666867,-0.0752917031179745
U56,-0.4,W,MA-THRESH,2012-12-31,OOS,3443,0.9927142309083977,-0.2448377276790481,-0.09615603723274191,-0.1486816904463062
U56,-0.4,W,MA-THRESH,2014-12-31,IS,1503,0.9843213828619093,-0.2862259890666241,-0.215010821712891,-0.07121516735373312
U56,-0.4,W,MA-THRESH,2014-12-31,OOS,2939,0.9918759154271632,-0.26651472438123935,-0.10511443667919895,-0.1614002877020404
U56,-0.4,W,MA-THRESH,2016-12-31,IS,2007,0.9855936126333867,-0.27207971187654945,-0.1809668763638861,-0.09111283551266336
U56,-0.4,W,MA-THRESH,2016-12-31,OOS,2435,0.992390954138265,-0.27405030370306616,-0.10448146414849813,-0.16956883955456803
U56,-0.4,W,MA-THRESH,2018-12-31,IS,2509,0.9874356353118018,-0.2146556103355346,-0.14653044572152663,-0.06812516461400797
U56,-0.4,W,MA-THRESH,2018-12-31,OOS,1933,0.99176531033863,-0.3513253691738827,-0.12561092408416297,-0.22571444508971972
U56,-0.4,W,MA-THRESH,2020-12-31,IS,3014,0.9875374491084193,-0.31072414930997105,-0.1641140239931227,-0.14661012531684836
U56,-0.4,W,MA-THRESH,2020-12-31,OOS,1428,0.9930815702164615,-0.19381902325183997,-0.0917841507434014,-0.10203487250843857
U56,-0.4,W,QUANTILE-M,2012-12-31,IS,999,0.9892786679561111,-0.19768900236685205,-0.14558778271160921,-0.052101219655242836
U56,-0.4,W,QUANTILE-M,2012-12-31,OOS,3443,0.9965400484672493,-0.05917043527929877,-0.04587290431308233,-0.013297530966216442
U56,-0.4,W,QUANTILE-M,2014-12-31,IS,1503,0.9922861959978432,-0.1507995429786968,-0.10825469101971574,-0.042544851958981056
U56,-0.4,W,QUANTILE-M,2014-12-31,OOS,2939,0.9962472349697639,-0.05948542609577334,-0.04868290568047495,-0.010802520415298389
U56,-0.4,W,QUANTILE-M,2016-12-31,IS,2007,0.992325680120279,-0.13831156747245998,-0.09822791375184714,-0.040083653720612844
U56,-0.4,W,QUANTILE-M,2016-12-31,OOS,2435,0.9970345528375746,-0.050221952500328904,-0.040835398209249085,-0.009386554291079818
U56,-0.4,W,QUANTILE-M,2018-12-31,IS,2509,0.9928939512236982,-0.09756065893118393,-0.08430751991577168,-0.013253139015412252
U56,-0.4,W,QUANTILE-M,2018-12-31,OOS,1933,0.9975198409418703,-0.08038274920376676,-0.03790964016245901,-0.042473109041307744
U56,-0.4,W,QUANTILE-M,2020-12-31,IS,3014,0.993307269283101,-0.11543039639250186,-0.08928678127115841,-0.026143615121343444
U56,-0.4,W,QUANTILE-M,2020-12-31,OOS,1428,0.9982833799311119,-0.03703284630247605,-0.02284285392717411,-0.01418999237530194
U56,-0.4,W,QUANTILE-F,2012-12-31,IS,999,0.9844462274191149,-0.2366592263881806,-0.2119869463862667,-0.024672280001913904
U56,-0.4,W,QUANTILE-F,2012-12-31,OOS,3443,0.9878776510246896,-0.16712416243298556,-0.16092640767442212,-0.006197754758563434
U56,-0.4,W,QUANTILE-F,2014-12-31,IS,1503,0.9858290083039852,-0.22010319983774007,-0.200163939451814,-0.019939260385926083
U56,-0.4,W,QUANTILE-F,2014-12-31,OOS,2939,0.9877589432421956,-0.16374705394863742,-0.15868914730121642,-0.005057906647421007
U56,-0.4,W,QUANTILE-F,2016-12-31,IS,2007,0.9858868573629551,-0.1997523063598683,-0.1808687613800597,-0.018883544979808597
U56,-0.4,W,QUANTILE-F,2016-12-31,OOS,2435,0.9881107231795696,-0.168524414705562,-0.1640957997958825,-0.004428614909679496
U56,-0.4,W,QUANTILE-F,2018-12-31,IS,2509,0.986169234150532,-0.17079493463338924,-0.16338656664247608,-0.007408367990913156
U56,-0.4,W,QUANTILE-F,2018-12-31,OOS,1933,0.988321740913615,-0.19858733005642115,-0.17999342634840154,-0.01859390370801961
U56,-0.4,W,QUANTILE-F,2020-12-31,IS,3014,0.9863777696647256,-0.19433574704439405,-0.18202210332163293,-0.012313643722761114
U56,-0.4,W,QUANTILE-F,2020-12-31,OOS,1428,0.9886428122550558,-0.15816910620192193,-0.15148352137142052,-0.006685584830501412
U56,-0.4,M,MA-THRESH,2012-12-31,IS,999,0.9771415513761909,-0.3777494704754636,-0.30903522162673003,-0.06871424884873356
U56,-0.4,M,MA-THRESH,2012-12-31,OOS,3443,0.9927941556426725,-0.20276725290104824,-0.09520415955677208,-0.10756309334427616
U56,-0.4,M,MA-THRESH,2014-12-31,IS,1503,0.983785519987382,-0.28627130288001457,-0.2277329570619102,-0.058538345818104354
U56,-0.4,M,MA-THRESH,2014-12-31,OOS,2939,0.9920806570811505,-0.21955933150172857,-0.10209825032865272,-0.11746108117307585
U56,-0.4,M,MA-THRESH,2016-12-31,IS,2007,0.9855090753386669,-0.25536223384357015,-0.1848693238007515,-0.07049291004281866
U56,-0.4,M,MA-THRESH,2016-12-31,OOS,2435,0.9923769911695408,-0.23089069798758466,-0.10454559012806897,-0.1263451078595157
U56,-0.4,M,MA-THRESH,2018-12-31,IS,2509,0.9874728667048974,-0.19263636469926126,-0.14818804185483536,-0.0444483228444259
U56,-0.4,M,MA-THRESH,2018-12-31,OOS,1933,0.9916116219037502,-0.30785389105947303,-0.12763106307878136,-0.18022282798069167
U56,-0.4,M,MA-THRESH,2020-12-31,IS,3014,0.987555184363239,-0.2718642221214207,-0.16526219038814904,-0.10660203173327165
U56,-0.4,M,MA-THRESH,2020-12-31,OOS,1428,0.9929015140278249,-0.1789832245134182,-0.09428225334815465,-0.08470097116526354
U56,-0.4,M,QUANTILE-M,2012-12-31,IS,999,0.9894368957400216,-0.217206439864559,-0.14106848683590467,-0.07613795302865434
U56,-0.4,M,QUANTILE-M,2012-12-31,OOS,3443,0.9965573780389522,-0.06395309655164994,-0.0455662505104204,-0.018386846041229532
U56,-0.4,M,QUANTILE-M,2014-12-31,IS,1503,0.9922212152351326,-0.16589550973016287,-0.1084878224462793,-0.05740768728388357
U56,-0.4,M,QUANTILE-M,2014-12-31,OOS,2939,0.9963545508451818,-0.06407298271102757,-0.04708044891355012,-0.01699253379747745
U56,-0.4,M,QUANTILE-M,2016-12-31,IS,2007,0.9924170980578317,-0.14620542187837593,-0.09609367020171344,-0.050111751676662486
U56,-0.4,M,QUANTILE-M,2016-12-31,OOS,2435,0.9970486224354519,-0.05851379343886354,-0.04058927560581793,-0.017924517833045606
U56,-0.4,M,QUANTILE-M,2018-12-31,IS,2509,0.9929987342207857,-0.10598632347864623,-0.08234831889433192,-0.02363800458431431
U56,-0.4,M,QUANTILE-M,2018-12-31,OOS,1933,0.9974964755677406,-0.08810520819797496,-0.03821612072238967,-0.04988908747558529
U56,-0.4,M,QUANTILE-M,2020-12-31,IS,3014,0.9934296325357338,-0.1249895807155621,-0.08679623558534022,-0.03819334513022188
U56,-0.4,M,QUANTILE-M,2020-12-31,OOS,1428,0.9981775903149103,-0.04205289641834309,-0.02436978740305573,-0.017683109015287357
U56,-0.4,M,QUANTILE-F,2012-12-31,IS,999,0.9845681487005378,-0.24547347704191314,-0.20729829462653449,-0.03817518241537865
U56,-0.4,M,QUANTILE-F,2012-12-31,OOS,3443,0.9879295260352586,-0.1684713126045123,-0.15894590625673555,-0.009525406347776766
U56,-0.4,M,QUANTILE-F,2014-12-31,IS,1503,0.9858507493378361,-0.22745093713600895,-0.19883788210108833,-0.02861305503492062
U56,-0.4,M,QUANTILE-F,2014-12-31,OOS,2939,0.987850038256708,-0.16460265049971223,-0.1556305985920936,-0.008972051907618628
U56,-0.4,M,QUANTILE-F,2016-12-31,IS,2007,0.9859701051458833,-0.2036345613678936,-0.17846666731180516,-0.025167894056088436
U56,-0.4,M,QUANTILE-F,2016-12-31,OOS,2435,0.9881654774798544,-0.17085279584276858,-0.16152237760955757,-0.009330418233211013
U56,-0.4,M,QUANTILE-F,2018-12-31,IS,2509,0.9862546560444575,-0.17512121320581997,-0.16155253783070034,-0.013568675375119632
U56,-0.4,M,QUANTILE-F,2018-12-31,OOS,1933,0.9883662735000979,-0.19986697402174514,-0.17676231332839354,-0.023104660693351597
U56,-0.4,M,QUANTILE-F,2020-12-31,IS,3014,0.9864769235478928,-0.19859404449298346,-0.17907223470998712,-0.019521809782996336
U56,-0.4,M,QUANTILE-F,2020-12-31,OOS,1428,0.9886439013430559,-0.15861052464487546,-0.1498640015105135,-0.008746523134361972
U56,-0.4,Q,MA-THRESH,2012-12-31,IS,999,0.9748930346049233,-0.2899223640495219,-0.3319519994690934,0.0420296354195715
U56,-0.4,Q,MA-THRESH,2012-12-31,OOS,3443,0.9918807377464902,-0.18873026387467018,-0.11097866297204995,-0.07775160090262023
U56,-0.4,Q,MA-THRESH,2014-12-31,IS,1503,0.9818321451385674,-0.23703965413079953,-0.2572344520489933,0.020194797918193785
U56,-0.4,Q,MA-THRESH,2014-12-31,OOS,2939,0.9912452560354601,-0.19855806770963103,-0.11614060696409911,-0.08241746074553191
U56,-0.4,Q,MA-THRESH,2016-12-31,IS,2007,0.9846275417060661,-0.2014327800974991,-0.19781951664616937,-0.003613263451329729
U56,-0.4,Q,MA-THRESH,2016-12-31,OOS,2435,0.9908895463767595,-0.21991940546235433,-0.12890087108683446,-0.09101853437551988
U56,-0.4,Q,MA-THRESH,2018-12-31,IS,2509,0.9867629899547615,-0.15047900460796182,-0.15840835656006913,0.00792935195210731
U56,-0.4,Q,MA-THRESH,2018-12-31,OOS,1933,0.9897440143998899,-0.2931687192794019,-0.16107837695262806,-0.13209034232677386
U56,-0.4,Q,MA-THRESH,2020-12-31,IS,3014,0.9860751603607338,-0.2610007045284357,-0.18845448853166413,-0.07254621599677158
U56,-0.4,Q,MA-THRESH,2020-12-31,OOS,1428,0.9922499918096862,-0.10698597256715292,-0.10569084762497294,-0.0012951249421799815
U56,-0.4,Q,QUANTILE-M,2012-12-31,IS,999,0.9890296559090489,-0.151153650944158,-0.14713437401636664,-0.00401927692779136
U56,-0.4,Q,QUANTILE-M,2012-12-31,OOS,3443,0.9963491135785857,-0.05155811343502403,-0.049988394663880165,-0.0015697187711438687
U56,-0.4,Q,QUANTILE-M,2014-12-31,IS,1503,0.9919692422409022,-0.12250888953870831,-0.11470531637014503,-0.0078035731685632825
U56,-0.4,Q,QUANTILE-M,2014-12-31,OOS,2939,0.996101004837065,-0.049322330222634214,-0.051842364554866016,0.002520034332231802
U56,-0.4,Q,QUANTILE-M,2016-12-31,IS,2007,0.9922190000741823,-0.11655504501664193,-0.10083504250102404,-0.015720002515617892
U56,-0.4,Q,QUANTILE-M,2016-12-31,OOS,2435,0.9967503454436657,-0.03847354238406542,-0.04609990997344049,0.0076263675893750715
U56,-0.4,Q,QUANTILE-M,2018-12-31,IS,2509,0.9928355515110825,-0.08305656192082456,-0.08624801452652431,0.0031914526056997516
U56,-0.4,Q,QUANTILE-M,2018-12-31,OOS,1933,0.9971268626812747,-0.0617624160858421,-0.04526554810646566,-0.01649686797937644
U56,-0.4,Q,QUANTILE-M,2020-12-31,IS,3014,0.993297131472396,-0.08896072680808498,-0.09101273016605127,0.002052003357966292
U56,-0.4,Q,QUANTILE-M,2020-12-31,OOS,1428,0.9976702171193336,-0.0422781115964499,-0.03200124321509623,-0.010276868381353665
U56,-0.4,Q,QUANTILE-F,2012-12-31,IS,999,0.9844853278633934,-0.21371620953971604,-0.20829358896756744,-0.005422620572148595
U56,-0.4,Q,QUANTILE-F,2012-12-31,OOS,3443,0.9879909443183152,-0.16765131066180938,-0.16449336263841818,-0.0031579480233911994
U56,-0.4,Q,QUANTILE-F,2014-12-31,IS,1503,0.9858515614408053,-0.20836987719883293,-0.2015626689879202,-0.006807208210912741
U56,-0.4,Q,QUANTILE-F,2014-12-31,OOS,2939,0.9878934219047155,-0.16259573169328245,-0.16133429240736685,-0.0012614392859155998
U56,-0.4,Q,QUANTILE-F,2016-12-31,IS,2007,0.985988314905893,-0.1911038200790749,-0.18056367457064404,-0.010540145508430854
U56,-0.4,Q,QUANTILE-F,2016-12-31,OOS,2435,0.9882033329804363,-0.16708781939078765,-0.1682279197502634,0.0011401003594757597
U56,-0.4,Q,QUANTILE-F,2018-12-31,IS,2509,0.9862921111607008,-0.16625452220795367,-0.1643785254843655,-0.0018759967235881803
U56,-0.4,Q,QUANTILE-F,2018-12-31,OOS,1933,0.9883842508646098,-0.19371650696797804,-0.183950324376414,-0.009766182591564032
U56,-0.4,Q,QUANTILE-F,2020-12-31,IS,3014,0.9865487259366386,-0.18455215731485453,-0.18254629100009634,-0.0020058663147581868
U56,-0.4,Q,QUANTILE-F,2020-12-31,OOS,1428,0.9885824956936,-0.1641918517611085,-0.15726427564897172,-0.006927576112136791
B136,0.3,W,MA-THRESH,2012-12-31,IS,999,0.04054781185807726,-17.245561484110983,-16.90373068670241,-0.3418307974085728
B136,0.3,W,MA-THRESH,2012-12-31,OOS,3440,0.03981078462148716,-27.666583654778766,-27.493676670785618,-0.17290698399314763
B136,0.3,W,MA-THRESH,2014-12-31,IS,1503,0.03960662328044345,-24.124838106222345,-23.92026290237803,-0.20457520384431405
B136,0.3,W,MA-THRESH,2014-12-31,OOS,2936,0.04016607913951925,-25.808928721631318,-25.592298489565568,-0.21663023206575005
B136,0.3,W,MA-THRESH,2016-12-31,IS,2007,0.03532173099540111,-25.92848316918208,-25.792082208808466,-0.1364009603736136
B136,0.3,W,MA-THRESH,2016-12-31,OOS,2432,0.043818112268242185,-24.666821995169276,-24.391971167507442,-0.2748508276618331
B136,0.3,W,MA-THRESH,2018-12-31,IS,2509,0.034482156159945584,-22.33644897177507,-22.268225913942665,-0.06822305783240523
