panel,chooser,p,b0,IS_Sharpe,IS_Calmar,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,inc_OOS_Sharpe,inc_OOS_MaxDD,d_OOS_Sharpe,d_OOS_MaxDD_pp,moved,pass4b,pass4a
U56,CH_ISSHARPE,0.0,0.3,1.1163068550346136,1.0031314625267496,0.17336400236163074,1.1862051862360805,-0.19128905497985205,1.1862051862360805,-0.19128905497985205,0.0,0.0,False,True,False
U56,CH_ISCALMAR,0.0,0.3,1.1163068550346136,1.0031314625267496,0.17336400236163074,1.1862051862360805,-0.19128905497985205,1.1862051862360805,-0.19128905497985205,0.0,0.0,False,True,False
U56,R_DONOTHING,0.0,0.3,1.1163068550346136,1.0031314625267496,0.17336400236163074,1.1862051862360805,-0.19128905497985205,1.1862051862360805,-0.19128905497985205,0.0,0.0,False,True,False
U56,"EXPOST_BEST_OOS(reported,not claimed)",3.0,0.6,1.0408764092552987,0.7570467879862603,0.1454118985792463,1.25375384724413,-0.13479382136496676,1.1862051862360805,-0.19128905497985205,0.06754866100804957,5.649523361488528,True,True,False
B136,CH_ISSHARPE,0.5,0.7,1.165857278118877,1.0152750594006037,0.1396278872035961,0.9848977767713499,-0.17355271799924865,1.0184314748041647,-0.2073934874911919,-0.03353369803281481,3.3840769491943257,True,True,False
B136,CH_ISCALMAR,0.0,0.3,1.1396378666186762,1.0878702215536962,0.16200137027297035,1.0184314748041647,-0.2073934874911919,1.0184314748041647,-0.2073934874911919,0.0,0.0,False,False,False
B136,R_DONOTHING,0.0,0.3,1.1396378666186762,1.0878702215536962,0.16200137027297035,1.0184314748041647,-0.2073934874911919,1.0184314748041647,-0.2073934874911919,0.0,0.0,False,False,False
B136,"EXPOST_BEST_OOS(reported,not claimed)",0.0,0.3,1.1396378666186762,1.0878702215536962,0.16200137027297035,1.0184314748041647,-0.2073934874911919,1.0184314748041647,-0.2073934874911919,0.0,0.0,False,False,False
SMALL,CH_ISSHARPE,3.0,0.5,0.7366649940777446,0.6161379807724882,0.007367464502949117,0.12120380754702723,-0.26908233608147003,0.44068798843578977,-0.3649428891704174,-0.3194841808887625,9.586055308894736,True,False,False
SMALL,CH_ISCALMAR,3.0,0.6,0.6855380048145481,0.7281411487214017,0.014124019405037824,0.19359209666237215,-0.18400291705942484,0.44068798843578977,-0.3649428891704174,-0.24709589177341762,18.093997211099257,True,False,False
SMALL,R_DONOTHING,0.0,0.3,0.6408436144757123,0.37157872692485194,0.06717469221744166,0.44068798843578977,-0.3649428891704174,0.44068798843578977,-0.3649428891704174,0.0,0.0,False,False,False
SMALL,"EXPOST_BEST_OOS(reported,not claimed)",0.0,0.3,0.6408436144757123,0.37157872692485194,0.06717469221744166,0.44068798843578977,-0.3649428891704174,0.44068798843578977,-0.3649428891704174,0.0,0.0,False,False,False
