panel,H,rung,k,n_pos,n_pos_decisive,n_neg_decisive,mean_GATE,median_GATE,min_GATE,max_GATE,mean_NTURN_OPEN,mean_NTURN_ELIG,mean_DTURN,mean_NEW_OPEN,mean_NEW_ELIG,mean_book_turn,mean_EDGE_OPEN,mean_EDGE_ELIG,spearman_GATE_NTURN,spearman_GATE_DTURN
U56,5,WALK,9,8,7,0,0.9065212061804228,1.0558060202083386,-0.9267672422605067,1.9502217470847127,43.76017811120153,36.628074025260716,7.132104085940814,15.353918382087395,14.406644998194293,11.23440656680732,7.379281539274746,6.472760333094322,-0.9500000000000001,0.65
U56,10,WALK,9,5,2,1,-0.04958827716489875,0.07713989884168271,-0.8217534214294826,0.6621676265742948,22.447093051883297,21.96316655406435,0.48392649781894215,7.746478873239436,7.332009148910558,8.683045113751017,5.65618883161002,5.70577710877492,-0.15,0.18333333333333335
U56,21,WALK,9,6,2,1,0.21624025713203146,0.15141183468018182,-1.1544421238387281,1.104367823145969,11.10284576595573,12.688828814445943,-1.5859830484902138,3.6746117732033223,3.523594558805826,6.565890426627323,4.580502061008999,4.364261803876968,0.3666666666666667,0.45
U56,63,CONTEXT,9,0,0,6,-0.8724295804232334,-0.7113279680218687,-1.946834077371073,-0.18213360949094204,4.648280416039663,5.600397942061401,-0.9521175260217389,1.370530877573131,1.3460334657517758,3.9878570723105806,4.234435441302079,5.106865021725311,-0.7,-0.7
U56,126,CONTEXT,9,0,0,2,-0.46492267344470317,-0.36049909811769476,-1.4358747798612237,-0.02731327782733395,2.6989253854974318,3.381999710192933,-0.6830743246955014,0.6753340556157457,0.6836403033586133,2.873708483908147,4.3968926077633235,4.861815281208026,-0.016666666666666666,-0.016666666666666666
B136,5,WALK,9,3,1,4,-0.5753013986971921,-0.5812475164171271,-2.2484398636451584,0.5716026858493821,56.76340717906998,52.3081021174212,4.455305061648778,15.350686912509039,15.139913232104123,14.268728787129966,7.685425108692582,8.260726507389773,-0.9666666666666667,0.9666666666666667
B136,10,WALK,9,0,0,9,-2.0747141383892096,-2.159266971044926,-3.141752291211075,-0.7057966835733005,29.015258015666763,28.6945364880466,0.32072152762016753,7.734996384671003,7.6401542540371175,11.041751821139835,4.252319732637781,6.327033871026989,-0.8333333333333333,-0.06666666666666667
B136,21,WALK,9,0,0,9,-1.9019925043996162,-1.996870983880961,-2.7275465795708054,-1.157563400764416,14.166262918567949,15.10037373104892,-0.9341108124809695,3.6785972523499635,3.6375030127741628,8.164507661734632,4.032158107953927,5.934150612353543,-0.11666666666666665,0.0
B136,63,CONTEXT,9,0,0,9,-1.8153763300932129,-1.7495165516786648,-2.4870950541178836,-1.2054383073018986,5.837252510046511,6.235626695509346,-0.3983741854628349,1.3720173535791755,1.3671969149192575,4.840808775399909,4.970037667779645,6.785413997872857,-0.26666666666666666,-0.26666666666666666
B136,126,CONTEXT,9,1,0,6,-0.8687431963643646,-0.8748820342171282,-2.4714460816468993,0.12326167667532406,3.3061073166836112,3.5907224059043594,-0.28461508922074796,0.6760665220535069,0.6871535309713184,3.2747728746997615,5.16715476301528,6.035897959379646,-0.13333333333333333,-0.13333333333333333
