kind,panel,mech,freq,hold,rule,seed,tax_pp,w_share_dd,c_share_dd,conc_dd,w_share_full,c_share_full,conc_full,MaxDD,MaxDD_H0,turn_yr
NULL,U56,NULL,D,5,R_GATE,0,-62.12305837719509,0.0,-0.0,,0.0,0.0,,-0.24313080020769662,-0.8643613839796476,49.34140913609416
NULL,U56,NULL,D,5,R_TOP2N,0,-62.12305837719509,0.19249999999999998,0.16062304748864978,0.8344054414994795,0.20739032620922387,0.26985464457772546,1.3011920541823394,-0.24313080020769662,-0.8643613839796476,49.34140913609416
NULL,U56,NULL,D,5,R_TOPN,0,-62.12305837719509,0.5275000000000001,0.354052885246298,0.6711903037844511,0.5041732283464567,0.6069361591868283,1.2038246480825736,-0.24313080020769662,-0.8643613839796476,49.34140913609416
NULL,U56,NULL,D,5,R_GATE,1,-62.93142881042233,0.0,-0.0,,0.0,0.0,,-0.23796893443741474,-0.867283222541638,49.434475282998264
NULL,U56,NULL,D,5,R_TOP2N,1,-62.93142881042233,0.19999999999999998,0.11601687366776724,0.5800843683388363,0.20849268841394825,0.22200141102699192,1.0647923086215043,-0.23796893443741474,-0.867283222541638,49.434475282998264
NULL,U56,NULL,D,5,R_TOPN,1,-62.93142881042233,0.4956521739130434,0.23525947921086707,0.4746463177061354,0.5048031496062992,0.6139831219799831,1.2162822725231297,-0.23796893443741474,-0.867283222541638,49.434475282998264
NULL,U56,NULL,D,5,R_GATE,2,-61.152760809156135,0.0,-0.0,,0.0,0.0,,-0.2464364878855364,-0.8579640959770978,49.0289061502326
NULL,U56,NULL,D,5,R_TOP2N,2,-61.152760809156135,0.235,0.14477277408475048,0.6160543578074489,0.2069853768278965,0.22183890067534717,1.0717612233051663,-0.2464364878855364,-0.8579640959770978,49.0289061502326
NULL,U56,NULL,D,5,R_TOPN,2,-61.152760809156135,0.52,0.2772466439439178,0.5331666229690727,0.5039032620922385,0.5985630534903662,1.1878531030045216,-0.2464364878855364,-0.8579640959770978,49.0289061502326
NULL,U56,NULL,D,5,R_GATE,3,-60.40413575864149,0.0,-0.0,,0.0,0.0,,-0.2618431410669546,-0.8658844986533695,49.18227262723617
NULL,U56,NULL,D,5,R_TOP2N,3,-60.40413575864149,0.2270212765957447,0.211524070092427,0.9317367661053484,0.2083914510686164,0.26114878763616284,1.2531645914312253,-0.2618431410669546,-0.8658844986533695,49.18227262723617
NULL,U56,NULL,D,5,R_TOPN,3,-60.40413575864149,0.5125531914893616,0.6180684210208383,1.205862008633433,0.5036107986501687,0.5850783556346016,1.1617668985708627,-0.2618431410669546,-0.8658844986533695,49.18227262723617
NULL,U56,NULL,D,5,R_GATE,4,-64.62724049914448,0.0,-0.0,,0.0,0.0,,-0.23160851582421293,-0.8778809208156577,49.212269852666935
NULL,U56,NULL,D,5,R_TOP2N,4,-64.62724049914448,0.20869565217391303,0.13768589219166022,0.6597449000850386,0.20771653543307084,0.2605105958158621,1.2541639753076002,-0.23160851582421293,-0.8778809208156577,49.212269852666935
NULL,U56,NULL,D,5,R_TOPN,4,-64.62724049914448,0.5021739130434782,0.2705894585774751,0.5388361512798205,0.5042744656917886,0.6499819994086906,1.2889448973328705,-0.23160851582421293,-0.8778809208156577,49.212269852666935
NULL,U56,NULL,D,5,R_GATE,5,-65.06918884574615,0.0,-0.0,,0.0,0.0,,-0.23591089740311755,-0.8866027858605791,48.775815260157515
NULL,U56,NULL,D,5,R_TOP2N,5,-65.06918884574615,0.23957446808510635,0.23275075649120633,0.9715173672368294,0.21202474690663667,0.23690303426556117,1.1173367152744649,-0.23591089740311755,-0.8866027858605791,48.775815260157515
NULL,U56,NULL,D,5,R_TOPN,5,-65.06918884574615,0.5191489361702128,0.6587200405065446,1.2688459796642457,0.5058492688413948,0.6568526537234284,1.298514585635152,-0.23591089740311755,-0.8866027858605791,48.775815260157515
NULL,U56,NULL,D,5,R_GATE,6,-64.05666109627009,0.0,-0.0,,0.0,0.0,,-0.21963144243028276,-0.8601980533929836,49.205710970662956
NULL,U56,NULL,D,5,R_TOP2N,6,-64.05666109627009,0.24130434782608695,0.16057694397968866,0.6654540020779891,0.20908886389201353,0.22820583690449317,1.0914298956751367,-0.21963144243028276,-0.8601980533929836,49.205710970662956
NULL,U56,NULL,D,5,R_TOPN,6,-64.05666109627009,0.49782608695652175,0.27927718339077184,0.560993468819891,0.5054330708661418,0.6254503667640203,1.2374543788601118,-0.21963144243028276,-0.8601980533929836,49.205710970662956
NULL,U56,NULL,D,5,R_GATE,7,-63.884538925618926,0.0,-0.0,,0.0,0.0,,-0.2298208782808293,-0.8686662675370186,49.368269503833034
NULL,U56,NULL,D,5,R_TOP2N,7,-63.884538925618926,0.20434782608695654,0.2780655756951055,1.3607464342526439,0.20743532058492686,0.2440947973817889,1.1767272646408022,-0.2298208782808293,-0.8686662675370186,49.368269503833034
NULL,U56,NULL,D,5,R_TOPN,7,-63.884538925618926,0.49347826086956526,0.3837197529957435,0.7775818783173657,0.5030033745781778,0.6212798128511248,1.2351404468650622,-0.2298208782808293,-0.8686662675370186,49.368269503833034
NULL,U56,NULL,D,21,R_GATE,0,-64.39776639281683,0.0,-0.0,,0.0,0.0,,-0.22038372005147921,-0.8643613839796476,13.120398111168916
NULL,U56,NULL,D,21,R_TOP2N,0,-64.39776639281683,0.26304347826086955,0.2465576298147778,0.9373265265685768,0.24939257592800898,0.2637200215727124,1.057449367092785,-0.22038372005147921,-0.8643613839796476,13.120398111168916
NULL,U56,NULL,D,21,R_TOPN,0,-64.39776639281683,0.6021739130434783,0.7949597837783554,1.32014982143698,0.5993025871766029,0.6021282700698858,1.004714951935374,-0.22038372005147921,-0.8643613839796476,13.120398111168916
NULL,U56,NULL,D,21,R_GATE,1,-63.88767358967561,0.0,-0.0,,0.0,0.0,,-0.22840648664488195,-0.867283222541638,12.901291039388296
NULL,U56,NULL,D,21,R_TOP2N,1,-63.88767358967561,0.2717391304347826,0.2679133053238508,0.9859209635917711,0.24769403824521935,0.23186146518792394,0.9360801205815821,-0.22840648664488195,-0.867283222541638,12.901291039388296
NULL,U56,NULL,D,21,R_TOPN,1,-63.88767358967561,0.6152173913043478,0.676123544151924,1.0989994003882864,0.5988976377952756,0.6102528684480809,1.0189602194702376,-0.22840648664488195,-0.867283222541638,12.901291039388296
NULL,U56,NULL,D,21,R_GATE,2,-60.38901273453874,0.0,-0.0,,0.0,0.0,,-0.2540739686317104,-0.8579640959770978,12.897830348422886
NULL,U56,NULL,D,21,R_TOP2N,2,-60.38901273453874,0.2739130434782609,0.33137575846894374,1.2097845150453501,0.24789651293588302,0.22672913735693961,0.9146120478733066,-0.2540739686317104,-0.8579640959770978,12.897830348422886
NULL,U56,NULL,D,21,R_TOPN,2,-60.38901273453874,0.6173913043478261,0.7413013449927809,1.2006993616080255,0.5971316085489313,0.6194140175640573,1.0373157419505454,-0.2540739686317104,-0.8579640959770978,12.897830348422886
NULL,U56,NULL,D,21,R_GATE,3,-66.36520582802757,0.0,-0.0,,0.0,0.0,,-0.20223244037309385,-0.8658844986533695,13.053545728710866
NULL,U56,NULL,D,21,R_TOP2N,3,-66.36520582802757,0.2673913043478261,0.3248993302848357,1.2150706661058897,0.24785151856017998,0.23997312361848847,0.9682132472398849,-0.20223244037309385,-0.8658844986533695,13.053545728710866
NULL,U56,NULL,D,21,R_TOPN,3,-66.36520582802757,0.6065217391304348,0.6372708387010875,1.0506974401523306,0.5997862767154105,0.5681451833461715,0.9472460531399383,-0.20223244037309385,-0.8658844986533695,13.053545728710866
NULL,U56,NULL,D,21,R_GATE,4,-67.23296818506846,0.0,-0.0,,0.0,0.0,,-0.20555123896497318,-0.8778809208156577,13.135433101101817
NULL,U56,NULL,D,21,R_TOP2N,4,-67.23296818506846,0.2478260869565217,0.23548857844611903,0.9502170709229366,0.2479977502812148,0.254136470153879,1.0247531272590307,-0.20555123896497318,-0.8778809208156577,13.135433101101817
NULL,U56,NULL,D,21,R_TOPN,4,-67.23296818506846,0.5978260869565217,0.6031196133431809,1.0088546259558662,0.5999775028121485,0.6138423048201006,1.0231088698208959,-0.20555123896497318,-0.8778809208156577,13.135433101101817
NULL,U56,NULL,D,21,R_GATE,5,-66.75126745284487,0.0,-0.0,,0.0,0.0,,-0.2190901113321303,-0.8866027858605791,13.14954539226198
NULL,U56,NULL,D,21,R_TOP2N,5,-66.75126745284487,0.25434782608695655,0.2729754392817603,1.0732367698257241,0.24887514060742408,0.25656352615359723,1.0308925412454144,-0.2190901113321303,-0.8866027858605791,13.14954539226198
NULL,U56,NULL,D,21,R_TOPN,5,-66.75126745284487,0.6304347826086957,0.7518792520843697,1.1926360550303794,0.5989988751406075,0.6146795105711103,1.0261780715812228,-0.2190901113321303,-0.8866027858605791,13.14954539226198
NULL,U56,NULL,D,21,R_GATE,6,-64.32892760548081,0.0,-0.0,,0.0,0.0,,-0.21690877733817548,-0.8601980533929836,13.10685721191399
NULL,U56,NULL,D,21,R_TOP2N,6,-64.32892760548081,0.24565217391304348,0.3194690698533363,1.3004935586949973,0.24741282339707538,0.22689757247017686,0.9170808907751181,-0.21690877733817548,-0.8601980533929836,13.10685721191399
NULL,U56,NULL,D,21,R_TOPN,6,-64.32892760548081,0.6108695652173912,0.8110703166616425,1.32773076748881,0.599156355455568,0.5842346721799907,0.9750955103126101,-0.21690877733817548,-0.8601980533929836,13.10685721191399
NULL,U56,NULL,D,21,R_GATE,7,-63.82569008264978,0.0,-0.0,,0.0,0.0,,-0.2304093667105208,-0.8686662675370186,12.929127536018912
NULL,U56,NULL,D,21,R_TOP2N,7,-63.82569008264978,0.2847826086956522,0.3132404511757648,1.0999283018385635,0.24995500562429693,0.248915650859982,0.9958418325661492,-0.2304093667105208,-0.8686662675370186,12.929127536018912
