slice,n,n_pass,rate,med_pass,med_fail,delta,inverted,spearman_turn_pass,rung,stratum,gstar
0 bps | pooled (all 180),180,30,0.16666666666666666,8.806117131889275,11.71861892864003,-2.912501796750755,False,-0.1431591492452144,0,pooled,
0 bps | gross_real < 0.50,34,0,,,,,,,0,low,0.5
0 bps | gross_real >= 0.50,146,30,0.2054794520547945,8.806117131889275,13.093054403874635,-4.2869372719853605,False,-0.23931796337536798,0,high,0.5
0 bps | gross_real < 0.60,60,0,,,,,,,0,low,0.6
0 bps | gross_real >= 0.60,120,30,0.25,8.806117131889275,15.198182347326767,-6.392065215437492,False,-0.35890135095771186,0,high,0.6
0 bps | gross_real < 0.70,60,0,,,,,,,0,low,0.7
0 bps | gross_real >= 0.70,120,30,0.25,8.806117131889275,15.198182347326767,-6.392065215437492,False,-0.35890135095771186,0,high,0.7
0 bps | gross_real < 0.75,94,12,0.1276595744680851,7.458860544115584,8.74089001547716,-1.2820294713615752,False,-0.09986394598504288,0,low,0.75
0 bps | gross_real >= 0.75,86,18,0.20930232558139536,10.38105642263245,15.681674681614549,-5.300618258982098,False,-0.28209598780608297,0,high,0.75
0 bps | gross_real < 0.80,120,24,0.2,8.23762832362601,9.264969564976834,-1.0273412413508236,False,-0.1425382970385412,0,low,0.8
0 bps | gross_real >= 0.80,60,6,0.1,14.011942859048686,15.569934256809791,-1.5579913977611053,False,-0.03849536489577454,0,high,0.8
0 bps | gross_real < 0.85,120,24,0.2,8.23762832362601,9.264969564976834,-1.0273412413508236,False,-0.1425382970385412,0,low,0.85
0 bps | gross_real >= 0.85,60,6,0.1,14.011942859048686,15.569934256809791,-1.5579913977611053,False,-0.03849536489577454,0,high,0.85
0 bps | gross_real < 0.90,120,24,0.2,8.23762832362601,9.264969564976834,-1.0273412413508236,False,-0.1425382970385412,0,low,0.9
0 bps | gross_real >= 0.90,60,6,0.1,14.011942859048686,15.569934256809791,-1.5579913977611053,False,-0.03849536489577454,0,high,0.9
0 bps | gross_real < 0.95,123,24,0.1951219512195122,8.23762832362601,9.212248584427568,-0.974620260801558,False,-0.1334715263051064,0,low,0.95
0 bps | gross_real >= 0.95,57,6,0.10526315789473684,14.011942859048686,15.690723622201885,-1.678780763153199,False,-0.07296947040062486,0,high,0.95
0 bps | gross_real < 1.00,154,27,0.17532467532467533,8.31407273637595,11.442317739763993,-3.1282450033880433,False,-0.15423426407736668,0,low,1.0
0 bps | gross_real >= 1.00,26,3,,,,,,,0,high,1.0
5 bps | pooled (all 180),180,26,0.14444444444444443,8.290285015346907,11.927633548841161,-3.6373485334942544,False,-0.18461478411610693,5,pooled,
5 bps | gross_real < 0.50,34,0,,,,,,,5,low,0.5
5 bps | gross_real >= 0.50,146,26,0.1780821917808219,8.290285015346907,13.093054403874635,-4.802769388527729,False,-0.2778103399116675,5,high,0.5
5 bps | gross_real < 0.60,60,0,,,,,,,5,low,0.6
5 bps | gross_real >= 0.60,120,26,0.21666666666666667,8.290285015346907,15.198182347326767,-6.907897331979861,False,-0.39358066295049743,5,high,0.6
5 bps | gross_real < 0.70,60,0,,,,,,,5,low,0.7
5 bps | gross_real >= 0.70,120,26,0.21666666666666667,8.290285015346907,15.198182347326767,-6.907897331979861,False,-0.39358066295049743,5,high,0.7
5 bps | gross_real < 0.75,94,10,0.10638297872340426,7.1419159715988965,8.85007355225491,-1.7081575806560139,False,-0.1716648868399038,5,low,0.75
5 bps | gross_real >= 0.75,86,16,0.18604651162790697,9.579153084424735,15.681674681614549,-6.1025215971898135,False,-0.29971734003508205,5,high,0.75
5 bps | gross_real < 0.80,120,20,0.16666666666666666,7.799467277660098,10.145120249237817,-2.345652971577718,False,-0.226577393160319,5,low,0.8
5 bps | gross_real >= 0.80,60,6,0.1,14.011942859048686,15.569934256809791,-1.5579913977611053,False,-0.03849536489577454,5,high,0.8
5 bps | gross_real < 0.85,120,20,0.16666666666666666,7.799467277660098,10.145120249237817,-2.345652971577718,False,-0.226577393160319,5,low,0.85
5 bps | gross_real >= 0.85,60,6,0.1,14.011942859048686,15.569934256809791,-1.5579913977611053,False,-0.03849536489577454,5,high,0.85
5 bps | gross_real < 0.90,120,20,0.16666666666666666,7.799467277660098,10.145120249237817,-2.345652971577718,False,-0.226577393160319,5,low,0.9
5 bps | gross_real >= 0.90,60,6,0.1,14.011942859048686,15.569934256809791,-1.5579913977611053,False,-0.03849536489577454,5,high,0.9
