claim_set,draws,file,panel,book,gross,cost,M_base,W_base,above_bar,above_25,cell_book_pass4b,turn_per_yr,drag_bps
STRICT,100,2026-09-06_ew-all-broad-as-the-simple-book_B.grid.csv,U56,EWELIG,0.75,5.0,0.01,0.05,False,False,True,3.6392903237231984,18.196451618615992
STRICT,100,2026-09-06_ew-all-broad-as-the-simple-book_B.grid.csv,U56,EWELIG,0.75,10.0,0.01,0.03,False,False,True,3.6392903237231984,36.392903237231984
STRICT,100,2026-09-06_ew-all-broad-as-the-simple-book_B.grid.csv,U56,EWELIG,0.75,25.0,0.01,0.0,False,False,True,3.6392903237231984,90.98225809307996
STRICT,100,2026-09-06_ew-all-broad-as-the-simple-book_B.grid.csv,U56,EWELIG,0.75,5.0,0.01,0.05,False,False,True,3.6392903237231984,18.196451618615992
STRICT,100,2026-09-06_ew-all-broad-as-the-simple-book_B.grid.csv,U56,EWELIG,0.75,10.0,0.01,0.03,False,False,True,3.6392903237231984,36.392903237231984
STRICT,100,2026-09-06_ew-all-broad-as-the-simple-book_B.grid.csv,U56,EWELIG,0.75,25.0,0.01,0.0,False,False,True,3.6392903237231984,90.98225809307996
STRICT,100,2026-09-06_holding-period-as-the-hidden-variable_cloud.grid.csv,U56,EWELIG,0.75,0.0,0.02,0.1,False,False,True,3.6392903237231984,0.0
STRICT,100,2026-09-06_holding-period-as-the-hidden-variable_cloud.grid.csv,U56,EWELIG,0.75,10.0,0.01,0.03,False,False,True,3.6392903237231984,36.392903237231984
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,0.0,0.02,0.1,False,False,True,3.6392903237231984,0.0
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,5.0,0.01,0.05,False,False,True,3.6392903237231984,18.196451618615992
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,10.0,0.01,0.03,False,False,True,3.6392903237231984,36.392903237231984
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,25.0,0.01,0.0,False,False,True,3.6392903237231984,90.98225809307996
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,50.0,0.0,0.0,False,False,False,3.6392903237231984,181.96451618615993
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,0.0,0.02,0.1,False,False,True,3.6392903237231984,0.0
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,5.0,0.01,0.05,False,False,True,3.6392903237231984,18.196451618615992
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,10.0,0.01,0.03,False,False,True,3.6392903237231984,36.392903237231984
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,25.0,0.01,0.0,False,False,True,3.6392903237231984,90.98225809307996
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,50.0,0.0,0.0,False,False,False,3.6392903237231984,181.96451618615993
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,0.0,0.02,0.1,False,False,True,3.6392903237231984,0.0
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,5.0,0.01,0.05,False,False,True,3.6392903237231984,18.196451618615992
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,10.0,0.01,0.03,False,False,True,3.6392903237231984,36.392903237231984
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,25.0,0.01,0.0,False,False,True,3.6392903237231984,90.98225809307996
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,50.0,0.0,0.0,False,False,False,3.6392903237231984,181.96451618615993
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,0.0,0.02,0.1,False,False,True,3.6392903237231984,0.0
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,5.0,0.01,0.05,False,False,True,3.6392903237231984,18.196451618615992
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,10.0,0.01,0.03,False,False,True,3.6392903237231984,36.392903237231984
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,25.0,0.01,0.0,False,False,True,3.6392903237231984,90.98225809307996
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,50.0,0.0,0.0,False,False,False,3.6392903237231984,181.96451618615993
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,0.0,0.02,0.1,False,False,True,3.6392903237231984,0.0
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,5.0,0.01,0.05,False,False,True,3.6392903237231984,18.196451618615992
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,10.0,0.01,0.03,False,False,True,3.6392903237231984,36.392903237231984
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,25.0,0.01,0.0,False,False,True,3.6392903237231984,90.98225809307996
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,50.0,0.0,0.0,False,False,False,3.6392903237231984,181.96451618615993
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,0.0,0.02,0.1,False,False,True,3.6392903237231984,0.0
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,5.0,0.01,0.05,False,False,True,3.6392903237231984,18.196451618615992
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,10.0,0.01,0.03,False,False,True,3.6392903237231984,36.392903237231984
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,25.0,0.01,0.0,False,False,True,3.6392903237231984,90.98225809307996
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,50.0,0.0,0.0,False,False,False,3.6392903237231984,181.96451618615993
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,0.0,0.02,0.1,False,False,True,3.6392903237231984,0.0
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,5.0,0.01,0.05,False,False,True,3.6392903237231984,18.196451618615992
STRICT,100,2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,U56,EWELIG,0.75,10.0,0.01,0.03,False,False,True,3.6392903237231984,36.392903237231984
